term,b0,b1,b1prior,count,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
corporate_america,-7.18,3.57,0,52,1,1,1,0,2,257,192,52,111,28,7,80,25,53,11,42,3.818,0.26,1,53,11,42,3.818,0.381,1,9,9,0,0.209,0,0,-0.05,-0.43,-1.4,-3.81,3.477,4.32,17
healthcare_benefits,0.02,-2.61,0,51,1,0,1,0,2,192,140,51,122,52,18,92,29,12,8,4,0.5,0.067,0,8,6,2,0.333,0.061,0,12,3,9,0.308,3,0,0,-0.01,0.64,2.03,-2.281,-4.87,19
worked_closely,-0.14,-2.16,0,69,1,0,1,0,2,157,80,69,116,41,36,60,52,4,3,1,0.333,0.026,0,3,3,0,0,0.039,0,3,3,0,0.045,0,0,0.09,1.74,0.09,0.21,-2.111,-4.72,14
programs_support,0.53,-3.81,0,34,1,1,1,0,2,121,86,34,90,53,21,64,25,6,6,0,0,0.052,0,6,5,1,0.2,0.075,0,6,4,2,0.214,0.5,0,-0.04,-0.64,1.1,3.12,-3.604,-6.45,16
joined_introducing,-0.12,-1.67,0,75,1,0,1,0,2,146,71,75,82,45,36,45,37,13,6,7,1.167,0.098,0,6,5,1,0.2,0.092,0,13,5,8,0.21,1.6,0,0.19,2.01,-0.35,-0.96,-1.603,-4.44,18
military_construction,-0.42,-2.11,0,40,1,0,1,0,2,220,180,40,113,77,17,94,19,11,9,2,0.222,0.053,0,11,9,2,0.222,0.065,0,6,4,2,0.176,0.5,0,-0.25,-2.34,0.21,0.83,-1.828,-3.79,21
pass_bipartisan,0.17,-1.24,0,151,1,1,1,0,2,671,518,151,266,163,76,184,81,21,18,3,0.167,0.032,0,21,18,3,0.167,0.042,0,11,7,4,0.079,0.571,0,-0.51,-2.41,1.65,11.76,-1.082,-4.31,15
women_across,-0.34,-1.42,0,117,1,0,1,0,2,421,303,117,246,118,45,171,74,13,6,7,1.167,0.032,0,13,6,7,1.167,0.045,0,6,5,1,0.054,0.2,0,-0.23,-2.06,0.46,2.33,-1.312,-3.67,12
work_senate,0.04,-1.9,0,88,1,0,1,0,2,245,156,88,147,65,45,88,58,19,11,8,0.727,0.084,0,19,11,8,0.727,0.139,0,6,3,3,0.073,1,0,0.16,1.75,0.42,1.4,-1.619,-4.6,11
federal_bench,-0.31,-1.6,0,81,1,0,1,0,2,174,92,81,88,25,36,40,47,17,9,8,0.889,0.108,0,17,9,8,0.889,0.227,0,8,6,2,0.11,0.333,0,0.25,2.26,-0.47,-1.39,-1.348,-3.67,13
district_court,0.49,-1.81,0,171,1,0,1,0,2,276,102,171,144,42,47,69,72,8,8,0,0,0.03,0,4,4,0,0,0.041,0,8,8,0,0.049,0,0,0.52,5.22,-0.41,-1.11,-1.595,-5.84,14
court_judge,0.04,-1.57,0,149,1,0,1,0,2,219,69,149,139,28,52,56,82,7,6,1,0.167,0.033,0,4,3,1,0.333,0.062,0,7,6,1,0.049,0.167,0,0.46,6.25,-0.07,-0.15,-1.416,-4.54,11
hardworking_families,0.25,-1.46,0,157,1,1,1,0,2,622,465,157,194,85,46,131,63,43,37,6,0.162,0.074,0,43,37,6,0.162,0.102,0,32,19,13,0.256,0.684,0,0.03,0.09,1.48,8.13,-1.298,-4.85,20
families_small,0.47,-0.98,0,305,1,1,1,0,2,811,505,305,357,142,105,218,138,21,18,3,0.167,0.027,0,17,12,5,0.417,0.035,0,21,18,3,0.074,0.167,0,0.22,1.02,1.13,6.97,-0.977,-4.85,14
eternally_grateful,-0.36,-1.44,0,99,1,1,1,0,2,208,109,99,145,46,48,74,71,9,6,3,0.5,0.045,0,9,6,3,0.5,0.09,0,5,3,2,0.053,0.667,0,0.1,1.26,1.53,4.17,-1.521,-3.98,18
support_communities,-0.47,-1.25,0,96,1,1,1,0,2,352,254,96,198,95,48,132,65,26,12,14,1.167,0.08,0,26,12,14,1.167,0.114,0,4,4,0,0.043,0,0,-0.08,-0.54,1.31,5.98,-1.177,-3.29,19
senate_majority,0.39,-1.16,0,312,1,0,1,0,2,734,402,312,287,99,50,181,95,55,30,25,0.833,0.081,1,17,15,2,0.133,0.044,0,55,30,25,0.214,0.833,1,0.6,2.25,-0.16,-0.82,-0.9,-4.33,15
american_healthcare,-4.01,1.73,0,118,1,0,1,0,2,297,176,118,186,50,40,108,75,32,7,25,3.571,0.121,1,7,7,0,0,0.041,0,32,4,28,0.372,7,1,0.04,0.59,0.19,0.53,1.768,3.59,19
hospitals_healthcare,-0.04,-1.42,0,124,1,0,1,0,2,373,246,124,214,116,60,144,68,15,12,3,0.25,0.042,0,9,7,2,0.286,0.038,0,15,12,3,0.138,0.25,0,-0.05,-0.41,0.56,2.64,-1.303,-4.23,20
wishing_everyone,-0.14,-0.8,0,254,1,1,1,0,2,834,576,254,433,171,90,270,160,9,8,1,0.125,0.011,0,9,8,1,0.125,0.016,0,7,6,1,0.028,0.167,0,-0.6,-4.08,0.74,4.84,-0.917,-3.49,16
national_service,0.3,-2.2,0,79,1,1,1,0,2,370,288,79,147,89,28,113,32,44,16,28,1.75,0.135,1,44,16,28,1.75,0.18,1,16,15,1,0.254,0.067,0,-0.23,-1.27,0.8,3.74,-1.885,-5.41,16
obama_administration,-2.75,1.78,0,483,1,0,1,0,2,662,145,483,273,39,65,97,165,19,18,1,0.056,0.03,0,6,5,1,0.2,0.043,0,19,18,1,0.041,0.056,0,1.01,7.22,-0.81,-1.96,1.491,6.65,20
broad_bipartisan,-0.66,-1.65,0,51,1,1,1,0,2,117,66,51,87,45,30,52,35,4,3,1,0.333,0.035,0,3,3,0,0,0.048,0,4,3,1,0.085,0.333,0,0.05,0.97,1.53,3.76,-1.649,-3.47,16
communist_chinese,-3.61,1.85,0,233,1,0,1,1,2,239,6,233,79,2,33,4,75,49,12,37,3.083,0.258,1,3,1,2,2,1,0,49,12,37,0.266,3.083,1,0.45,4.85,2.34,1.06,1.755,4.88,17
led_bipartisan,0.72,-2.75,0,73,1,1,1,0,2,283,210,73,145,101,42,102,43,8,8,0,0,0.029,0,8,6,2,0.333,0.04,0,8,5,3,0.123,0.6,0,-0.17,-1.52,2.42,10.72,-2.571,-7.21,14
training_programs,0.51,-2.6,0,85,1,1,1,0,2,238,153,85,139,55,41,86,53,17,9,8,0.889,0.077,0,9,6,3,0.5,0.062,0,17,3,14,0.25,4.667,0,0.13,1.2,1.88,6.1,-2.306,-6.25,17
workplace_safety,-0.72,-3.68,0,9,1,0,1,0,2,127,117,9,94,60,7,86,7,5,4,1,0.25,0.041,0,5,4,1,0.25,0.045,0,3,1,2,0.5,2,0,-0.17,-3.36,-0.56,-1.63,-3.796,-3.67,16
buy_american,-5.63,2.54,0,69,1,0,1,0,2,107,38,69,72,16,14,26,46,9,7,2,0.286,0.092,0,7,4,3,0.75,0.226,0,9,5,4,0.15,0.8,0,0.09,1.4,0.59,1.01,1.961,3.33,12
economic_development,1.27,-1.45,0,508,1,1,1,0,2,1072,558,508,400,128,128,219,179,25,24,1,0.042,0.024,0,25,24,1,0.042,0.047,0,20,19,1,0.041,0.053,0,1.01,3.72,1.56,9.62,-1.426,-8.63,20
incredibly_hard,-0.85,-2.44,0,37,1,0,1,0,2,107,70,37,85,34,13,59,26,6,4,2,0.5,0.059,0,6,3,3,1,0.094,0,4,4,0,0.121,0,0,-0.01,-0.27,-0.01,-0.03,-2.257,-3.25,15
unitedstates_senate,0.39,-1.63,0,233,1,1,1,0,2,587,344,233,213,54,56,111,98,77,18,59,3.278,0.151,1,77,18,59,3.278,0.288,1,15,13,2,0.069,0.154,0,0.54,4.1,-1.1,-3.54,-1.351,-5.19,19
support_medicare,-0.41,-3.19,0,23,1,1,1,0,2,293,250,23,138,17,9,120,15,16,15,1,0.067,0.058,0,16,15,1,0.067,0.068,0,7,2,5,0.438,2.5,0,0.05,0.99,-1.85,-3.26,-2.75,-3.87,16
state_like,0.18,-2.93,0,78,1,0,1,0,2,160,80,78,130,26,24,70,58,11,3,8,2.667,0.074,0,3,3,0,0,0.039,0,11,3,8,0.164,2.667,0,0.16,2.69,-1.16,-1.97,-2.464,-5.14,10
critical_relief,-0.47,-1.17,0,87,1,0,1,0,2,178,91,87,112,51,47,62,50,6,4,2,0.5,0.035,0,6,3,3,1,0.071,0,4,4,0,0.048,0,0,0.26,3.69,0.5,1.43,-1.075,-3.14,15
protect_jobs,0.14,-2.22,0,87,1,1,1,0,2,202,115,87,136,53,37,83,53,15,7,8,1.143,0.08,0,7,5,2,0.4,0.065,0,15,5,10,0.208,2,0,0.06,0.59,1.89,5.33,-2.208,-5.54,12
relief_efforts,-0.26,-1.12,0,123,1,0,1,0,2,330,204,123,198,77,66,119,77,21,11,10,0.909,0.068,0,21,8,13,1.625,0.115,0,11,7,4,0.098,0.571,0,0.23,2.24,-0.68,-2.52,-1.025,-3.42,14
free_market,-2.64,1.5,0,513,1,0,1,1,2,705,158,513,304,12,64,78,213,16,16,0,0,0.023,0,15,8,7,0.875,0.105,0,16,14,2,0.032,0.143,0,0.79,7.39,0.33,0.53,1.336,5.15,11
im_fighting,0.43,-1.17,0,352,1,1,1,0,2,2283,1133,352,387,162,48,277,107,795,47,748,15.915,0.534,1,47,37,10,0.27,0.043,0,33,33,0,0.103,0,0,-0.57,-1.35,0.44,4.17,-0.882,-4.36,11
want_defund,-2.79,1.19,0,181,1,0,1,0,2,194,12,181,109,1,46,12,96,7,6,1,0.167,0.037,0,1,1,0,0,0.091,0,7,6,1,0.04,0.167,0,0.51,7.49,-0.43,-0.14,1.058,3.21,11
tune_now,-1.64,1.07,0,515,1,0,1,0,2,1152,634,515,351,132,78,209,140,126,33,93,2.818,0.123,1,24,21,3,0.143,0.039,0,126,33,93,0.324,2.818,1,0.02,0.07,-0.38,-2.65,0.928,4.76,8
need_continue,0.3,-1.22,0,233,1,1,1,0,2,675,438,233,367,144,83,240,124,11,10,1,0.1,0.017,0,9,8,1,0.125,0.021,0,11,10,1,0.05,0.1,0,0.15,1.06,0.57,3.26,-1.058,-4.54,13
critical_resources,-0.13,-1.32,0,108,1,1,1,0,2,329,221,108,199,106,67,127,72,10,9,1,0.111,0.031,0,10,9,1,0.111,0.047,0,7,4,3,0.069,0.75,0,-0.12,-1.06,0.68,3.03,-1.347,-4.21,18
progress_made,0,-0.94,0,226,1,1,1,0,2,831,601,226,426,184,95,282,140,12,12,0,0,0.015,0,12,12,0,0,0.02,0,6,6,0,0.027,0,0,-0.43,-2.71,0.44,3.04,-0.952,-3.79,13
vietnam_veterans,-0.24,-1.07,0,153,1,1,1,0,2,483,330,153,188,78,64,97,91,23,15,8,0.533,0.05,0,23,15,8,0.533,0.075,0,7,6,1,0.048,0.167,0,-0.29,-1.33,2.37,12.65,-1.13,-3.7,16
mental_health,1.86,-1.37,0,1093,1,1,1,0,2,4334,3179,1093,853,244,137,546,289,108,85,23,0.271,0.026,1,108,85,23,0.271,0.035,1,50,44,6,0.048,0.136,0,-1.95,-2.38,0.72,10.21,-1.306,-11.07,13
impeachment_proceedings,-2.15,1.03,0,223,1,1,1,0,2,487,246,223,290,78,80,142,138,10,10,0,0,0.021,0,10,7,3,0.429,0.042,0,10,9,1,0.047,0.111,0,0.3,2.76,-1.68,-6.39,0.988,3.57,23
human_trafficking,0.82,-0.49,0,919,1,0,1,0,2,1224,288,919,376,82,104,143,224,73,57,16,0.281,0.063,0,19,15,4,0.267,0.071,0,73,57,16,0.086,0.281,0,2.75,5.73,0.22,1.01,-0.431,-3.35,17
health_officials,0.61,-1.23,0,337,1,1,1,0,2,1102,748,337,441,171,101,282,153,21,18,3,0.167,0.019,0,21,18,3,0.167,0.029,0,16,14,2,0.05,0.143,0,-0.33,-1.4,0.5,3.83,-1.129,-5.52,16
trade_agreement,1.3,-0.91,0,708,1,1,1,0,2,902,187,708,301,85,146,93,203,34,23,11,0.478,0.039,0,17,15,2,0.133,0.1,0,34,23,11,0.05,0.478,0,2.7,8.98,1.18,4.96,-0.9,-7,15
im_pleased,1.15,-1.42,0,372,1,1,1,0,2,928,554,372,298,147,103,174,122,45,26,19,0.731,0.051,0,26,25,1,0.04,0.049,0,45,15,30,0.138,2,1,0.2,0.62,0.46,3.42,-1.468,-8.31,10
articles_impeachment,-1.14,1.28,0,747,1,1,1,0,2,1309,549,747,509,169,142,245,255,45,36,9,0.25,0.036,0,14,13,1,0.077,0.026,0,45,36,9,0.064,0.25,0,1.6,4.87,-0.53,-3.56,1.157,8.3,20
president_trumps,-0.4,0.65,0,896,1,1,1,0,2,2688,1782,896,600,206,158,292,307,98,79,19,0.241,0.038,0,98,79,19,0.241,0.058,0,29,19,10,0.033,0.526,0,-1.52,-1.83,-0.49,-6.28,0.613,4.32,16
better_protect,0.23,-1.88,0,106,1,0,1,0,2,296,189,106,199,93,54,127,71,7,6,1,0.167,0.024,0,6,6,0,0,0.033,0,7,4,3,0.071,0.75,0,0.06,0.71,0.07,0.26,-1.842,-5.54,14
comprehensive_legislation,-1.07,-2.88,0,11,1,0,1,0,2,106,95,11,67,55,9,58,9,14,4,10,2.5,0.152,0,14,4,10,2.5,0.173,0,2,2,0,0.222,0,0,-0.22,-2.83,-0.53,-1.62,-2.785,-3.03,25
last_senate,0.25,-1.94,0,98,1,0,1,0,2,180,81,98,118,49,44,61,56,8,6,2,0.333,0.047,0,4,3,1,0.333,0.052,0,8,6,2,0.089,0.333,0,0.33,4.27,0.99,2.66,-1.677,-5.19,11
senate_unanimously,0.69,-2.23,0,108,1,0,1,0,2,170,62,108,79,32,41,34,45,9,8,1,0.125,0.056,0,7,5,2,0.4,0.127,0,9,8,1,0.091,0.125,0,0.48,4.88,0.76,1.98,-1.944,-6.66,18
unanimously_passed,0.77,-1.95,0,148,1,1,1,0,2,315,167,148,170,86,68,97,73,9,8,1,0.125,0.029,0,9,6,3,0.5,0.057,0,8,6,2,0.057,0.333,0,0.33,2.75,0.96,3.83,-1.788,-7,18
remain_vigilant,-0.23,-1.1,0,160,1,0,1,0,2,461,300,160,241,105,67,148,92,14,11,3,0.273,0.031,0,14,9,5,0.556,0.049,0,11,8,3,0.074,0.375,0,-0.03,-0.2,0.6,3,-0.95,-3.31,15
iwo_jima,-0.53,-1.07,0,98,1,0,1,0,2,138,39,98,86,21,47,29,56,13,6,7,1.167,0.104,0,4,4,0,0,0.114,0,13,6,7,0.153,1.167,0,0.35,4.19,1.47,2.6,-1.116,-3.17,8
resolution_recognizing,-0.27,-2.14,0,45,1,0,1,0,2,144,99,45,100,66,30,68,32,9,4,5,1.25,0.067,0,9,4,5,1.25,0.1,0,3,3,0,0.071,0,0,-0.02,-0.29,-0.02,-0.06,-1.953,-4.23,22
joined_discuss,-0.52,0.65,0,541,1,0,1,1,2,897,355,541,279,116,114,138,140,33,27,6,0.222,0.038,0,23,21,2,0.095,0.069,0,33,27,6,0.065,0.222,0,1.81,5.36,0.05,0.26,0.587,4.11,14
important_role,0.58,-1.23,0,272,1,1,1,0,2,562,281,272,305,112,108,156,142,11,8,3,0.375,0.02,0,8,8,0,0,0.029,0,11,7,4,0.042,0.571,0,0.57,4.22,0.82,3.97,-1.182,-5.61,14
additional_funds,-0.6,-1.61,0,57,1,0,1,0,2,121,64,57,103,45,42,53,50,5,4,1,0.25,0.043,0,5,2,3,1.5,0.085,0,4,2,2,0.075,1,0,0.08,1.65,1.08,2.59,-1.619,-3.56,16
state_local,1.26,-0.93,0,764,1,1,1,0,2,2602,1795,764,671,238,165,409,248,36,34,2,0.059,0.014,0,36,34,2,0.059,0.02,0,32,24,8,0.044,0.333,0,-1.05,-2.37,0.57,7,-0.807,-6.38,11
top_priorities,0.58,-1.17,0,316,1,1,1,0,2,759,441,316,384,127,107,219,163,17,14,3,0.214,0.023,0,17,13,4,0.308,0.04,0,14,10,4,0.046,0.4,0,0.55,3.25,1.41,7.77,-1.051,-5.24,14
democrats_never,-5.75,3.19,0,118,1,0,1,0,2,159,37,118,111,10,30,30,77,10,5,5,1,0.067,0,3,2,1,0.5,0.088,0,10,5,5,0.093,1,0,0.28,4.5,-0.68,-0.71,2.933,6.15,15
took_office,-2.26,1,0,205,1,0,1,0,2,367,148,205,222,52,64,101,111,17,8,9,1.125,0.049,0,8,5,3,0.6,0.057,0,17,8,9,0.09,1.125,0,0.48,4.3,-0.25,-0.7,0.907,3.18,11
cost_effective,-0.02,-2.46,0,58,1,0,1,0,2,179,121,58,120,49,27,80,40,12,7,5,0.714,0.072,0,12,4,8,2,0.11,0,7,3,4,0.137,1.333,0,0.05,0.62,-0.15,-0.44,-2.208,-4.84,14
death_penalty,-4.26,1.79,0,148,1,1,1,0,2,482,299,148,212,48,17,129,67,14,13,1,0.077,0.03,0,14,11,3,0.273,0.049,0,10,9,1,0.072,0.111,0,-0.12,-0.85,-3.06,-10.12,1.442,3.1,13
support_rural,-0.66,-1.26,0,78,1,1,1,0,2,229,149,78,146,59,43,90,54,9,7,2,0.286,0.041,0,9,7,2,0.286,0.064,0,3,3,0,0.04,0,0,0.06,0.78,1.78,5.65,-1.243,-3.11,13
travel_china,-3.51,1.48,0,137,1,0,1,0,2,165,24,137,102,13,34,23,76,12,6,6,1,0.078,0,2,1,1,1,0.091,0,12,6,6,0.096,1,0,0.31,4.76,-1.14,-1.36,1.31,3.25,12
novel_coronavirus,0.29,-2.22,0,107,1,0,1,0,2,268,143,107,137,50,34,86,46,19,12,7,0.583,0.076,0,8,6,2,0.333,0.059,0,19,12,7,0.216,0.583,0,0.08,0.64,0.5,1.54,-2.365,-6.22,17
join_talk,-6.89,4.39,0,104,1,0,1,0,2,272,166,104,151,52,28,108,41,29,20,9,0.45,0.119,0,6,6,0,0,0.038,0,29,20,9,0.387,0.45,0,0.25,1.48,0.15,0.47,4.135,9.86,9
listen_live,1.19,-0.87,0,708,1,0,1,0,2,897,187,708,221,52,86,85,134,61,47,14,0.298,0.073,0,22,19,3,0.158,0.133,0,61,47,14,0.094,0.298,0,2.89,6.06,0.38,1.42,-0.778,-6.05,11
ill_joining,-2.39,1.85,0,308,1,0,1,0,2,553,245,308,203,77,74,113,90,35,30,5,0.167,0.068,0,16,16,0,0,0.07,0,35,30,5,0.128,0.167,0,1.12,3.84,-0.05,-0.22,1.634,8.74,11
protect_health,0.71,-2.04,0,192,1,0,1,0,2,855,660,192,366,180,60,280,84,20,18,2,0.111,0.024,0,17,17,0,0,0.026,0,20,18,2,0.116,0.111,0,-0.77,-3.85,-0.06,-0.42,-1.907,-6.95,14
top_priority,0.74,-0.67,0,649,1,1,1,0,2,1758,1091,649,619,194,140,361,246,22,20,2,0.1,0.013,0,20,19,1,0.053,0.019,0,22,17,5,0.035,0.294,0,0.53,1.78,0.92,8.17,-0.623,-4.17,12
federal_resources,0.54,-1.54,0,177,1,1,1,0,2,666,488,177,279,154,76,190,88,33,17,16,0.941,0.052,0,17,16,1,0.062,0.036,0,33,13,20,0.229,1.538,0,-0.47,-1.85,0.73,4.95,-1.451,-5.96,17
legislation_provide,0.45,-1.47,0,161,1,0,1,0,2,479,318,161,241,132,85,154,87,11,10,1,0.1,0.024,0,10,9,1,0.111,0.032,0,11,5,6,0.073,1.2,0,-0.03,-0.19,0.31,1.68,-1.479,-5.82,19
spoke_senate,1.07,-3.26,0,74,1,0,1,0,2,105,31,74,46,15,28,16,30,8,8,0,0,0.082,0,4,4,0,0,0.148,0,8,8,0,0.121,0,0,0.35,4.29,-0.28,-0.51,-2.916,-8.29,12
disaster_assistance,0.25,-1.26,0,165,1,1,1,0,2,314,149,165,151,67,66,75,76,24,14,10,0.714,0.083,0,24,10,14,1.4,0.192,0,14,13,1,0.093,0.077,0,0.35,2.06,1.39,5.28,-1.347,-5.16,19
coronavirus_pandemic,1,-0.77,0,822,1,0,1,0,2,2415,1570,822,572,190,137,317,246,98,69,29,0.42,0.042,1,98,69,29,0.42,0.067,1,56,43,13,0.073,0.302,0,-0.48,-0.73,0.26,2.87,-0.718,-5.23,20
efforts_combat,0.11,-1.38,0,137,1,0,1,0,2,297,158,137,180,81,77,94,84,9,8,1,0.125,0.031,0,9,6,3,0.5,0.06,0,8,6,2,0.062,0.333,0,0.28,2.77,0.21,0.85,-1.354,-4.71,14
state_department,-2.76,1.39,0,257,1,0,1,0,2,743,444,257,321,131,65,194,119,24,17,7,0.412,0.033,0,24,17,7,0.412,0.057,0,12,11,1,0.049,0.091,0,-0.27,-1.43,-0.2,-1.22,1.196,4.22,16
nutrition_assistance,-0.3,-3.65,0,17,1,0,1,0,2,249,232,17,126,98,13,112,14,21,14,7,0.5,0.092,0,21,14,7,0.5,0.1,0,2,2,0,0.133,0,0,-0.56,-3.95,-0.27,-1.3,-4.187,-4.84,20
hit_hard,0.22,-1.31,0,211,1,1,1,0,2,672,457,211,355,129,76,220,132,34,15,19,1.267,0.053,0,34,10,24,2.4,0.08,1,15,6,9,0.077,1.5,0,-0.04,-0.24,0.94,5.33,-1.157,-4.56,8
im_working,1.15,-1.44,0,423,1,1,1,0,2,1319,894,423,387,166,94,256,129,67,36,31,0.861,0.054,1,36,32,4,0.125,0.042,0,67,22,45,0.188,2.045,1,0.2,0.5,0.96,8.51,-1.164,-7.15,10
challenges_facing,0.3,-1.36,0,180,1,1,1,0,2,616,435,180,312,133,79,208,103,19,14,5,0.357,0.032,0,19,14,5,0.357,0.046,0,10,7,3,0.059,0.429,0,-0.04,-0.22,1.17,6.69,-1.314,-5.12,17
relief_package,1.84,-1.68,0,630,1,0,1,0,2,2033,1388,630,540,222,134,345,189,34,31,3,0.097,0.017,0,34,31,3,0.097,0.025,0,29,25,4,0.048,0.16,0,-0.74,-1.67,0.24,2.64,-1.586,-11.72,14
families_businesses,0.31,-0.88,0,324,1,1,1,0,2,730,405,324,331,138,107,177,153,14,13,1,0.077,0.02,0,13,11,2,0.182,0.033,0,14,9,5,0.045,0.556,0,0.26,1.5,1.48,8.77,-0.829,-4.05,19
prevention_treatment,0.72,-3.15,0,58,1,0,1,0,2,148,84,58,102,55,37,62,38,5,4,1,0.25,0.035,0,4,3,1,0.333,0.05,0,4,3,1,0.074,0.333,0,0.12,2.04,0.49,1.42,-3.02,-7.32,20
last_passed,-0.7,-1.26,0,61,1,1,1,0,2,377,315,61,208,144,41,165,42,7,7,0,0,0.019,0,7,7,0,0,0.023,0,6,4,2,0.109,0.5,0,-0.58,-5,0.97,5.38,-1.311,-3.14,11
funding_package,-0.14,-1.53,0,90,1,0,1,0,2,307,216,90,179,113,53,119,59,7,7,0,0,0.023,0,7,7,0,0,0.033,0,7,3,4,0.084,1.333,0,-0.17,-1.6,0.61,2.86,-1.49,-4.32,15
million_support,1.26,-3.45,0,90,1,1,1,0,2,156,66,90,89,39,41,43,46,14,6,8,1.333,0.099,0,6,5,1,0.2,0.1,0,14,6,8,0.184,1.333,0,0.26,2.76,1.47,3.65,-3.342,-9.6,15
assistance_help,0.05,-2.31,0,63,1,0,1,0,2,233,168,63,160,99,35,118,41,5,4,1,0.25,0.022,0,4,4,0,0,0.024,0,5,4,1,0.086,0.25,0,-0.11,-1.45,0.04,0.15,-2.043,-4.93,15
met_discuss,-0.57,-1.34,0,72,1,1,1,0,2,199,127,72,123,65,46,70,53,10,7,3,0.429,0.053,0,10,7,3,0.429,0.085,0,6,5,1,0.091,0.2,0,0.05,0.5,1.54,5.44,-1.216,-3.16,11
states_local,-0.61,-1.68,0,51,1,0,1,0,2,173,122,51,123,75,29,88,35,9,8,1,0.125,0.055,0,9,8,1,0.125,0.08,0,5,4,1,0.109,0.25,0,-0.06,-0.72,-0.21,-0.69,-1.436,-3.23,12
local_communities,0.75,-1.23,0,325,1,0,1,0,2,843,514,325,373,152,108,224,148,25,24,1,0.042,0.031,0,25,17,8,0.471,0.051,0,24,15,9,0.08,0.6,0,0.25,1.04,-0.12,-0.76,-1.119,-5.89,17
introduced_legislation,0.59,-0.72,0,369,1,1,1,0,2,1088,712,369,327,171,122,193,131,30,24,6,0.25,0.028,0,30,24,6,0.25,0.044,0,22,21,1,0.063,0.048,0,0.08,0.24,0.42,3.51,-0.686,-4.15,22
federal_relief,-0.34,-1.71,0,68,1,0,1,0,2,298,228,68,159,87,32,119,38,15,8,7,0.875,0.053,0,15,8,7,0.875,0.07,0,7,6,1,0.115,0.167,0,-0.19,-1.58,0.28,1.16,-1.47,-3.72,14
hosting_another,-0.2,-2.2,0,87,1,1,1,0,2,177,90,87,92,41,26,55,37,22,11,11,1,0.142,0,6,5,1,0.2,0.071,0,22,11,11,0.338,1,0,0.03,0.5,1.42,3.57,-2.043,-4.45,15
senate_passage,0.23,-2.3,0,64,1,0,1,0,2,111,46,64,69,36,28,38,30,13,11,2,0.182,0.133,0,3,2,1,0.5,0.07,0,13,11,2,0.255,0.182,0,0.28,3.16,-0.02,-0.05,-1.882,-5.1,14
bipartisan_agreement,-0.25,-1.76,0,72,1,1,1,0,2,228,153,72,158,84,50,98,58,7,5,2,0.4,0.032,0,7,5,2,0.4,0.048,0,4,3,1,0.059,0.333,0,-0.07,-0.83,1.46,5.33,-1.746,-4.31,20
committed_ensuring,-0.42,-1.14,0,102,1,1,1,0,2,366,264,102,201,108,56,138,63,9,8,1,0.125,0.025,0,9,8,1,0.125,0.035,0,6,5,1,0.062,0.2,0,-0.13,-1.18,1.53,7.16,-1.106,-3.3,18
rural_healthcare,0.27,-1.33,0,180,1,1,1,0,2,445,264,180,164,42,53,93,70,20,18,2,0.111,0.047,0,20,16,4,0.25,0.082,0,18,10,8,0.111,0.8,0,0.47,2.91,2.95,8.75,-1.392,-5.26,16
receive_usd500,-0.84,-1.92,0,31,1,1,1,0,2,120,89,31,89,54,26,62,27,5,4,1,0.25,0.043,0,5,4,1,0.25,0.06,0,2,2,0,0.069,0,0,-0.11,-1.93,1.14,3.3,-2.039,-3.43,14
benefits_need,-1.07,-1.93,0,30,1,0,1,0,2,193,163,30,141,79,21,115,26,7,5,2,0.4,0.038,0,7,5,2,0.4,0.045,0,2,2,0,0.071,0,0,-0.21,-3.17,0.23,0.82,-2.073,-3.1,13
relief_checks,-0.01,-2.26,0,59,1,0,1,0,2,190,124,59,97,44,20,65,27,23,13,10,0.769,0.138,0,13,8,5,0.625,0.117,0,23,4,19,0.639,4.75,0,0.16,1.36,-0.27,-0.74,-1.741,-4.36,13
health_data,-0.46,-2.53,0,41,1,0,1,0,2,112,70,41,59,28,14,38,20,10,10,0,0,0.098,0,10,10,0,0,0.167,0,10,6,4,0.323,0.667,0,0,0.03,0.24,0.61,-1.895,-3.43,11
past_several,-0.21,-2.33,0,52,1,0,1,0,2,140,87,52,100,35,29,61,38,17,3,14,4.667,0.138,0,17,3,14,4.667,0.243,0,3,3,0,0.061,0,0,0.11,2.42,0.21,0.44,-2.199,-4.5,12
throughout_country,-0.35,-1.05,0,150,1,0,1,0,2,604,450,150,307,120,62,199,104,65,12,53,4.417,0.121,1,65,12,53,4.417,0.169,1,12,6,6,0.087,1,0,-0.28,-1.89,0.38,1.95,-1.087,-3.42,18
commitment_public,-1.12,-2.16,0,27,1,0,1,0,2,111,84,27,96,49,17,73,23,3,3,0,0,0.028,0,3,2,1,0.5,0.037,0,3,2,1,0.125,0.5,0,-0.06,-1.49,0.57,1.4,-2.241,-3.01,17
