term,b0,b1,b1prior,count,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
harvest,0.03,-0.96,0,259,1,1,1,0,1,495,235,259,269,64,74,137,131,22,14,8,0.571,0.047,0,14,7,7,1,0.063,0,22,9,13,0.093,1.444,0,0.46,3.29,0.98,3.24,-1.015,-4,7
rules,-0.46,1.2,0,2414,1,1,1,0,1,5787,3048,2414,1100,248,178,607,460,78,46,32,0.696,0.014,1,40,33,7,0.212,0.013,0,78,46,32,0.033,0.696,1,1.1,2.34,-0.47,-5.83,1.087,10.53,5
requirements,0.36,-0.73,0,447,1,0,1,0,1,1198,713,447,560,181,125,346,198,25,10,15,1.5,0.021,0,10,9,1,0.111,0.014,0,25,9,16,0.059,1.778,0,0.3,1.84,0.27,1.83,-0.673,-3.64,12
billion,2.15,-0.32,0,3691,1,1,1,0,1,10009,6151,3691,1134,267,216,629,473,91,85,6,0.071,0.009,0,91,85,6,0.071,0.015,0,73,69,4,0.02,0.058,0,0.76,0.64,-0.39,-8.45,-0.304,-4.89,7
apply,1.69,-0.47,0,1911,1,1,1,0,1,5517,3490,1911,981,250,202,559,393,53,50,3,0.06,0.01,0,53,50,3,0.06,0.015,0,27,25,2,0.014,0.08,0,-0.45,-0.66,0.63,10.18,-0.501,-5.74,5
poor,-1.54,0.97,0,1439,1,1,1,0,1,5079,3425,1439,964,193,109,572,358,87,82,5,0.061,0.017,0,87,82,5,0.061,0.026,0,48,40,8,0.035,0.2,0,-0.52,-1.72,-1.69,-14.17,0.903,4.41,4
awesome,-0.72,0.81,0,2077,1,0,1,1,1,4955,2626,2077,878,115,100,476,371,115,72,43,0.597,0.024,1,72,67,5,0.075,0.028,0,115,46,69,0.059,1.5,1,1.56,3.71,0,0,0.689,4.93,7
farms,0.56,-0.72,0,485,1,1,1,0,1,1373,878,485,479,117,126,278,194,87,46,41,0.891,0.068,1,87,46,41,0.891,0.11,1,26,19,7,0.057,0.368,0,0.63,1.71,1.74,11.36,-0.742,-4.31,5
produce,0.83,-0.52,0,864,1,0,1,0,1,2088,1143,864,762,221,175,424,317,19,18,1,0.056,0.009,0,18,17,1,0.059,0.016,0,19,14,5,0.022,0.357,0,0.97,4.27,0.19,1.57,-0.503,-3.77,7
offer,1.19,-0.47,0,1627,1,1,1,0,1,4263,2497,1627,1066,251,194,590,445,74,24,50,2.083,0.018,1,74,22,52,2.364,0.031,1,24,21,3,0.015,0.143,0,0.84,2.68,0.29,3.37,-0.456,-4.18,5
legacy,1.17,-0.54,0,1260,1,0,1,0,1,4584,3239,1260,1012,264,188,593,390,66,42,24,0.571,0.015,1,66,42,24,0.571,0.021,1,33,16,17,0.027,1.062,0,-2.12,-5.05,-0.17,-2.48,-0.542,-4.71,6
environmental,1.05,-1.08,0,623,1,1,1,1,1,3235,2578,623,757,235,119,523,219,51,40,11,0.275,0.016,0,51,40,11,0.275,0.02,0,27,22,5,0.045,0.227,0,-2.07,-3.75,-0.45,-5.77,-0.978,-6.41,13
management,0.99,-0.8,0,750,1,0,1,0,1,1681,888,750,631,178,135,364,249,35,33,2,0.061,0.021,0,33,22,11,0.5,0.039,0,35,33,2,0.049,0.061,0,1.02,3.08,0.14,1.08,-0.862,-5.89,10
ensures,0.77,-0.83,0,474,1,1,1,0,1,1475,992,474,558,220,150,346,205,32,16,16,1,0.022,0,32,16,16,1,0.033,0,14,11,3,0.03,0.273,0,-0.43,-1.61,0.56,5.12,-0.8,-5,7
skills,1.41,-1.36,0,912,1,1,1,0,1,2081,1108,912,736,193,146,426,293,105,36,69,1.917,0.053,1,14,14,0,0,0.013,0,105,36,69,0.13,1.917,1,0.73,2.43,1,8.15,-1.294,-8.8,6
fantastic,-0.59,0.65,0,1192,1,1,1,0,1,2937,1601,1192,761,143,142,393,351,79,51,28,0.549,0.028,1,79,44,35,0.795,0.052,1,47,42,5,0.041,0.119,0,0.94,2.79,0.72,5.64,0.599,3.95,9
afloat,0.08,-0.9,0,224,1,1,1,0,1,854,623,224,393,162,89,263,125,16,15,1,0.067,0.019,0,16,15,1,0.067,0.026,0,7,7,0,0.032,0,0,-0.34,-1.77,0.48,3.32,-0.84,-3.64,6
salmon,1.73,-3.67,0,126,1,0,1,0,1,350,222,126,89,29,13,58,29,34,29,5,0.172,0.108,0,34,28,6,0.214,0.181,0,29,29,0,0.299,0,0,0.2,0.63,-0.5,-2.09,-3.512,-11.92,6
car,-1.41,0.84,0,1016,1,0,1,0,1,3059,1824,1016,835,178,101,485,320,73,54,19,0.352,0.024,0,54,36,18,0.5,0.031,0,24,23,1,0.024,0.043,0,0.04,0.16,0.32,2.39,0.716,3.68,3
appreciation,0.76,-0.66,0,744,1,1,1,0,1,1532,766,744,699,176,173,350,335,18,13,5,0.385,0.012,0,18,13,5,0.385,0.024,0,12,10,2,0.016,0.2,0,0.85,4.22,1.2,8.34,-0.718,-4.66,12
medications,0.32,-1.22,0,222,1,1,1,0,1,1171,944,222,463,209,85,334,125,18,17,1,0.059,0.016,0,18,17,1,0.059,0.019,0,14,11,3,0.067,0.273,0,-1.16,-5.07,0.49,4.19,-1.101,-4.71,11
never,1.29,0.81,0,12617,1,1,1,0,1,31943,17901,12617,1584,270,223,828,709,163,153,10,0.065,0.005,0,153,146,7,0.048,0.009,0,163,143,20,0.013,0.14,0,2.17,1.7,-0.33,-8.57,0.721,13.75,5
bike,-0.58,-1.39,0,156,1,0,1,0,1,490,317,156,261,66,45,154,98,12,10,2,0.2,0.025,0,12,10,2,0.2,0.039,0,10,6,4,0.068,0.667,0,-0.03,-0.28,-0.23,-0.82,-1.261,-3.18,4
blessing,-2.22,1.04,0,399,1,0,1,0,1,1002,565,399,477,114,79,242,217,22,19,3,0.158,0.022,0,22,19,3,0.158,0.041,0,16,9,7,0.042,0.778,0,-0.15,-1.02,0,0.02,0.958,3.46,8
playing,0.19,0.52,0,1981,1,0,1,0,1,4677,2515,1981,1131,230,192,606,494,33,28,5,0.179,0.007,0,28,22,6,0.273,0.011,0,33,25,8,0.017,0.32,0,1.89,6.52,-0.27,-2.73,0.466,4.32,7
numbers,-0.28,0.67,0,2228,1,0,1,0,1,5986,3474,2228,1150,231,178,641,472,130,124,6,0.048,0.022,0,130,101,29,0.287,0.039,1,124,51,73,0.059,1.431,1,0.21,0.59,-0.17,-1.91,0.598,4.77,7
prove,-1.31,1.11,0,1092,1,0,1,1,1,2445,1239,1092,832,173,126,456,348,23,23,0,0,0.009,0,18,16,2,0.125,0.015,0,23,20,3,0.022,0.15,0,0.99,4.89,0.06,0.45,0.947,5.92,5
aren,-2.05,1.47,0,1438,1,0,1,0,1,4857,3021,1438,851,199,100,525,292,71,69,2,0.029,0.015,0,71,69,2,0.029,0.024,0,67,50,17,0.049,0.34,0,-0.63,-2.11,-0.19,-1.76,1.281,6.67,4
claimed,-1.73,1.13,0,613,1,0,1,0,1,1433,747,613,572,163,91,335,216,40,16,24,1.5,0.029,1,16,11,5,0.455,0.022,0,40,16,24,0.07,1.5,1,0.34,1.8,-0.4,-2.66,0.935,4.9,7
extremists,-3.07,1.47,0,255,1,0,1,0,1,601,322,255,319,72,50,169,139,23,14,9,0.643,0.04,0,23,14,9,0.643,0.077,0,14,10,4,0.058,0.4,0,0.2,1.39,-0.46,-1.8,1.322,4.02,10
claim,-1.12,1.34,0,1710,1,1,1,0,1,4014,1996,1710,936,220,150,528,373,75,55,20,0.364,0.019,0,32,31,1,0.032,0.016,0,75,55,20,0.046,0.364,0,0.85,2.24,-0.42,-4.16,1.172,9.03,5
employees,1.81,-0.44,0,2645,1,0,1,0,1,7032,4256,2645,1116,262,209,635,455,93,74,19,0.257,0.013,0,74,61,13,0.213,0.018,0,93,49,44,0.036,0.898,1,0.96,1.58,0.19,3,-0.451,-5.64,9
watching,-0.78,0.94,0,2195,1,1,1,0,1,6146,3611,2195,1153,213,165,637,481,63,57,6,0.105,0.01,0,63,46,17,0.37,0.018,0,57,55,2,0.027,0.036,0,0.24,0.87,-0.32,-3.16,0.844,6.1,8
construction,0.96,-0.67,0,854,1,0,1,0,1,1723,830,854,610,175,149,333,261,43,28,15,0.536,0.026,0,43,12,31,2.583,0.055,1,28,24,4,0.034,0.167,0,1.63,5.91,0.43,2.97,-0.633,-4.73,12
hire,-1.38,0.97,0,696,1,0,1,0,1,1411,647,696,584,127,119,308,257,62,27,35,1.296,0.046,1,19,18,1,0.056,0.03,0,62,27,35,0.098,1.296,1,0.99,5.34,-0.28,-1.42,0.865,4.72,4
didnt,-0.83,1.62,0,3236,1,1,1,0,1,8743,5230,3236,1021,236,164,582,427,127,105,22,0.21,0.015,1,105,101,4,0.04,0.02,0,104,82,22,0.033,0.268,1,1.41,1.84,-0.5,-6.75,1.413,14.61,5
harbor,-0.04,-0.87,0,259,1,0,1,0,1,581,318,259,256,72,65,130,122,43,34,9,0.265,0.08,0,43,25,18,0.72,0.156,0,34,15,19,0.151,1.267,0,0.41,1.44,0.63,2.91,-0.782,-3.27,6
plant,0.86,-0.7,0,782,1,1,1,0,1,1707,884,782,629,140,149,341,273,54,36,18,0.5,0.033,0,54,36,18,0.5,0.065,0,30,18,12,0.04,0.667,0,1.6,5.55,0.62,3.72,-0.708,-4.85,5
hes,0.04,0.82,0,3539,1,1,1,0,1,10352,6552,3539,959,226,148,554,394,239,196,43,0.219,0.024,1,239,196,43,0.219,0.038,1,134,125,9,0.039,0.072,0,-0.23,-0.23,-0.77,-12.11,0.68,7.32,3
lifeline,0.95,-0.91,0,488,1,0,1,0,1,1637,1142,488,530,220,140,350,174,24,23,1,0.043,0.015,0,24,23,1,0.043,0.021,0,17,14,3,0.036,0.214,0,-0.46,-1.56,0.11,1.06,-0.954,-6.13,8
delivering,1.38,-0.96,0,1076,1,1,1,0,1,2574,1473,1076,790,237,171,437,335,69,37,32,0.865,0.028,1,69,17,52,3.059,0.049,1,37,25,12,0.036,0.48,0,0.68,2.07,0.57,5.84,-0.864,-7.06,10
called,0.4,0.91,0,4852,1,1,1,0,1,11849,6525,4852,1369,265,201,733,596,98,64,34,0.531,0.008,1,64,55,9,0.164,0.01,0,98,63,35,0.021,0.556,1,1.29,2.01,-0.3,-5.17,0.792,10.41,6
havent,-1.36,1.32,0,1055,1,0,1,0,1,3674,2569,1055,882,235,144,537,338,39,36,3,0.083,0.011,0,39,36,3,0.083,0.015,0,30,26,4,0.029,0.154,0,-0.75,-2.32,0.04,0.42,1.149,7.77,6
requested,-1.37,0.98,0,494,1,0,1,0,1,1358,845,494,580,185,127,338,230,21,17,4,0.235,0.016,0,21,17,4,0.235,0.025,0,13,13,0,0.027,0,0,0.07,0.32,-0.08,-0.6,0.856,4.74,9
dc,1.25,0.58,0,5920,1,1,1,1,1,12070,5878,5920,1352,265,217,697,617,113,91,22,0.242,0.009,1,54,50,4,0.08,0.009,0,113,91,22,0.019,0.242,1,4.78,5.87,0.45,7.88,0.534,8.46,2
inspire,0.34,-0.91,0,407,1,0,1,0,1,1839,1402,407,690,219,115,458,217,32,26,6,0.231,0.018,0,32,26,6,0.231,0.023,0,11,8,3,0.028,0.375,0,-1.25,-4.49,-0.19,-1.81,-0.921,-4.41,7
traditions,0.2,-1.59,0,217,1,1,1,0,1,649,415,217,374,128,61,230,130,10,9,1,0.111,0.016,0,8,7,1,0.143,0.02,0,10,9,1,0.048,0.111,0,-0.1,-0.81,0.66,3.44,-1.428,-4.91,10
swamp,-5.15,3.96,0,1166,1,1,1,1,1,1596,359,1166,440,55,59,148,273,62,46,16,0.348,0.04,0,26,19,7,0.368,0.078,0,62,46,16,0.056,0.348,0,1.31,3.65,0.83,3.27,3.264,15.56,5
prime,-2.63,1.32,0,427,1,0,1,0,1,806,313,427,393,62,69,191,183,118,13,105,8.077,0.172,1,8,8,0,0,0.026,0,118,13,105,0.382,8.077,1,0.45,3.63,-0.61,-1.84,1.112,4.07,5
reform,0.56,0.48,0,2412,1,1,1,0,1,7275,4698,2412,1164,254,187,684,449,139,67,72,1.075,0.019,1,54,50,4,0.08,0.012,0,139,67,72,0.061,1.075,1,0.32,0.51,-0.66,-10.15,0.432,4.68,6
recently,1.82,-0.53,0,2270,1,1,1,0,1,5051,2674,2270,1081,252,208,606,444,107,50,57,1.14,0.022,1,50,35,15,0.429,0.019,0,107,48,59,0.049,1.229,1,2.98,4.66,0.91,11.79,-0.526,-6.36,8
corporations,-2.89,1.33,0,425,1,1,1,0,1,5307,4790,425,780,206,46,596,165,136,129,7,0.054,0.026,0,136,129,7,0.054,0.029,0,25,21,4,0.062,0.19,0,-3.04,-4.47,-1.67,-20.26,1.135,3.63,12
predictions,-3.63,1.5,0,155,1,0,1,0,1,301,106,155,186,23,38,78,91,6,5,1,0.2,0.02,0,6,4,2,0.5,0.06,0,5,4,1,0.033,0.25,0,0.22,4.35,-1.03,-1.83,1.452,3.25,11
innovative,1.59,-1.27,0,772,1,1,1,0,1,1758,972,772,594,190,164,346,238,35,29,6,0.207,0.02,0,29,23,6,0.261,0.031,0,35,26,9,0.047,0.346,0,1.11,3.34,0.92,7.93,-1.274,-9.69,10
candidates,1.15,-0.74,0,3706,1,0,1,0,1,12276,7945,3706,1326,203,139,727,559,200,162,38,0.235,0.017,1,200,162,38,0.235,0.026,1,108,108,0,0.03,0,0,1.14,1.83,-0.1,-1.03,-0.58,-4.9,10
district,1.07,0.61,0,8872,1,1,1,0,1,24168,14935,8872,1484,257,211,789,664,258,248,10,0.04,0.011,0,258,248,10,0.04,0.018,0,237,232,5,0.027,0.022,0,-3.15,-1.71,0.66,14.91,0.571,8.09,8
attack,0.53,0.57,0,3330,1,1,1,0,1,8822,5073,3330,1245,256,194,663,546,75,73,2,0.027,0.009,0,44,39,5,0.128,0.009,0,75,46,29,0.023,0.63,1,-0.45,-0.83,-0.54,-9.29,0.501,5.83,6
affects,0.1,-0.99,0,306,1,0,1,0,1,1185,856,306,558,179,87,374,171,13,13,0,0,0.011,0,13,13,0,0,0.015,0,12,10,2,0.041,0.2,0,-0.33,-2.03,-0.11,-0.76,-0.961,-3.98,7
rely,1.05,-0.8,0,795,1,0,1,0,1,3490,2651,795,870,254,156,548,298,44,43,1,0.023,0.013,0,44,43,1,0.023,0.017,0,25,17,8,0.032,0.471,0,-2.12,-4.99,0.16,2.18,-0.743,-5.47,4
essential,1.53,-0.44,0,2307,1,1,1,0,1,7650,5228,2307,1145,263,210,643,472,55,52,3,0.058,0.007,0,55,52,3,0.058,0.011,0,51,35,16,0.023,0.457,0,-3.87,-5.5,0.29,5.64,-0.451,-4.91,9
delivered,1.41,-0.64,0,1500,1,1,1,0,1,2939,1383,1500,882,226,192,472,388,100,32,68,2.125,0.035,1,24,19,5,0.263,0.018,0,100,32,68,0.071,2.125,1,2.53,7.13,0.53,4.88,-0.566,-5.48,9
passed,1.98,-0.33,0,3160,1,1,1,0,1,14912,11588,3160,1235,271,220,701,506,188,128,60,0.469,0.013,1,188,128,60,0.469,0.016,1,49,48,1,0.016,0.021,0,-16.66,-11.15,0.21,6.6,-0.335,-4.83,6
count,-0.39,0.61,0,1837,1,0,1,0,1,6928,4863,1837,1202,263,162,687,479,68,61,7,0.115,0.01,0,68,61,7,0.115,0.014,0,31,30,1,0.017,0.033,0,-5.03,-8.69,-0.07,-1.16,0.558,3.98,5
tv,-0.42,0.72,0,1814,1,1,1,0,1,4629,2453,1814,933,179,114,522,372,154,118,36,0.305,0.034,1,154,73,81,1.11,0.067,1,118,80,38,0.07,0.475,1,2.04,3.51,-0.54,-4.11,0.591,4.85,2
usd4,0.85,-0.93,0,552,1,0,1,0,1,1723,774,552,587,175,139,341,231,361,21,340,16.19,0.265,1,18,17,1,0.059,0.024,0,21,16,5,0.04,0.312,0,0.93,4.32,-0.18,-1.17,-0.84,-5.32,4
disgrace,-2.44,1.13,0,800,1,1,1,0,1,1736,897,800,543,128,55,295,229,51,51,0,0,0.03,0,51,49,2,0.041,0.06,0,51,36,15,0.068,0.417,0,-0.26,-1.07,-0.88,-5.68,0.975,3.48,8
baseless,-2.26,1.68,0,416,1,0,1,0,1,723,290,416,352,102,82,177,163,21,20,1,0.05,0.03,0,9,7,2,0.286,0.032,0,21,20,1,0.053,0.05,0,0.96,4.87,-0.5,-2.15,1.53,7.83,8
bail,-2.2,1.15,0,660,1,1,1,0,1,1432,746,660,461,77,57,258,189,140,38,102,2.684,0.108,1,34,33,1,0.03,0.048,0,140,38,102,0.269,2.684,1,0.51,2.31,-2.7,-11.18,0.926,3.92,4
failing,-1.66,1.1,0,705,1,1,1,0,1,2602,1794,705,844,210,100,525,290,21,19,2,0.105,0.008,0,21,19,2,0.105,0.012,0,15,12,3,0.022,0.25,0,-0.72,-2.94,-0.65,-6.2,0.956,4.9,7
fuel,0.46,-0.54,0,542,1,0,1,0,1,1717,1124,542,609,163,124,377,213,33,29,4,0.138,0.02,0,29,24,5,0.208,0.026,0,33,25,8,0.065,0.32,0,0.55,1.68,0.1,0.84,-0.495,-3.1,4
enhance,1.36,-1.6,0,399,1,0,1,0,1,811,404,399,354,141,124,197,152,18,15,3,0.2,0.023,0,18,13,5,0.385,0.047,0,15,14,1,0.039,0.071,0,0.88,4.08,0.48,2.84,-1.488,-9,7
deliver,2.2,-0.98,0,2235,1,1,1,0,1,5662,3340,2235,1060,253,198,593,440,111,73,38,0.521,0.02,1,52,45,7,0.156,0.016,0,111,73,38,0.052,0.521,1,1.91,2.84,0.59,8.79,-0.882,-10.75,7
peoples,-0.73,0.66,0,818,1,1,1,0,1,2541,1665,818,785,208,136,476,293,33,32,1,0.031,0.013,0,33,32,1,0.031,0.02,0,30,20,10,0.038,0.5,0,-0.06,-0.17,-1.61,-13.96,0.607,3.76,7
man,0.02,1.01,0,5844,1,1,1,0,1,14559,7879,5844,1431,255,198,767,622,194,149,45,0.302,0.014,1,194,149,45,0.302,0.025,1,105,98,7,0.018,0.071,0,0.42,0.57,-0.46,-6.99,0.888,9.99,3
supported,1.47,-0.61,0,1915,1,1,1,0,1,4550,2515,1915,1159,249,210,633,499,29,28,1,0.036,0.006,0,26,22,4,0.182,0.01,0,29,28,1,0.015,0.036,0,1.67,4.89,0.33,3.7,-0.571,-5.68,9
lasting,0.28,-0.79,0,361,1,0,1,0,1,1269,897,361,596,208,118,385,201,12,12,0,0,0.01,0,12,9,3,0.333,0.014,0,12,10,2,0.034,0.2,0,-0.5,-2.91,-0.01,-0.07,-0.761,-3.79,7
fbi,-1.16,1.73,0,2154,1,0,1,0,1,3273,983,2154,634,164,102,315,294,125,91,34,0.374,0.04,1,38,28,10,0.357,0.04,0,125,91,34,0.062,0.374,1,3.37,5.26,-0.28,-2.05,1.536,14.2,3
investigated,-2.44,1.38,0,454,1,1,1,0,1,956,475,454,492,125,79,260,216,12,11,1,0.091,0.013,0,9,8,1,0.125,0.019,0,12,11,1,0.027,0.091,0,0.14,1.07,-0.9,-4.56,1.282,4.98,12
tired,-1.98,1.49,0,1358,1,1,1,0,1,3854,2393,1358,982,187,115,560,390,56,54,2,0.037,0.015,0,52,50,2,0.04,0.022,0,56,54,2,0.043,0.037,0,0.06,0.25,-0.74,-5.77,1.306,7.1,5
honesty,-4.66,1.92,0,204,1,0,1,0,1,625,401,204,368,81,23,236,117,12,11,1,0.091,0.02,0,12,10,2,0.2,0.031,0,11,9,2,0.057,0.222,0,-0.13,-2.08,-0.48,-1.67,1.72,3.05,7
hash_2,-3.42,1.73,0,252,1,0,1,1,2,764,495,252,272,42,48,139,123,256,18,238,13.222,0.504,1,256,18,238,13.222,1.071,1,16,14,2,0.068,0.143,0,0.34,3.13,0.74,2.05,1.449,4.47,6
points,-1.5,1.14,0,1633,1,0,1,0,1,3447,1532,1633,874,155,137,478,367,597,51,546,10.706,0.209,1,37,27,10,0.37,0.025,0,597,31,566,0.576,18.258,1,0.83,4.35,-0.16,-1.01,1.006,5.69,6
sad,-0.63,0.89,0,2623,1,1,1,0,1,5693,2871,2623,1088,208,148,588,465,143,66,77,1.167,0.026,1,66,38,28,0.737,0.024,1,143,52,91,0.058,1.75,1,0.66,2.03,-0.68,-6.09,0.807,6.04,3
greatly,0.52,-0.76,0,534,1,0,1,0,1,1277,706,534,642,177,142,365,260,12,11,1,0.091,0.009,0,12,11,1,0.091,0.017,0,9,9,0,0.017,0,0,0.54,3.43,-0.1,-0.62,-0.788,-4.4,7
remove,-0.93,1.16,0,1658,1,1,1,0,1,3787,2043,1658,986,233,162,548,410,97,91,6,0.066,0.026,0,91,35,56,1.6,0.047,1,97,85,12,0.062,0.141,0,0.68,2.34,-0.44,-4.3,1.001,7.73,6
minute,-1.68,1.04,0,808,1,0,1,0,1,2271,1368,808,862,196,118,493,342,20,15,5,0.333,0.009,0,20,15,5,0.333,0.015,0,15,13,2,0.019,0.154,0,-0.14,-0.84,0.15,1.13,0.949,4.55,6
arguments,-3.09,1.73,0,327,1,0,1,0,1,1215,709,327,474,134,60,301,148,20,19,1,0.053,0.017,0,19,16,3,0.188,0.028,0,13,12,1,0.041,0.083,0,-0.03,-0.23,-0.51,-2.93,1.396,5.21,9
preserve,1.48,-0.96,0,1161,1,1,1,0,1,2701,1499,1161,836,230,182,443,375,29,25,4,0.16,0.011,0,25,23,2,0.087,0.017,0,29,23,6,0.026,0.261,0,0.83,2.5,0.56,5.93,-0.912,-7.69,8
constitutional,-1.56,1.63,0,1660,1,1,1,0,1,3185,1385,1660,854,187,161,398,429,94,62,32,0.516,0.03,1,94,21,73,3.476,0.073,1,62,37,25,0.039,0.676,1,0.55,1.69,-0.94,-8.39,1.515,10.48,14
court,0.24,0.8,0,2921,1,1,1,0,1,7450,4239,2921,1147,251,187,633,482,144,80,64,0.8,0.02,1,144,66,78,1.182,0.035,1,80,71,9,0.028,0.127,0,0.59,0.87,-0.51,-8,0.698,7.89,5
legally,-2.58,1.35,0,501,1,1,1,0,1,1176,625,501,554,144,79,313,223,18,17,1,0.059,0.016,0,17,16,1,0.062,0.028,0,18,15,3,0.037,0.2,0,-0.1,-0.88,-0.81,-4.44,1.251,4.49,7
required,-0.53,0.58,0,1008,1,0,1,0,1,2927,1793,1008,916,231,152,544,340,28,27,1,0.037,0.01,0,24,20,4,0.2,0.014,0,28,27,1,0.029,0.037,0,-0.17,-0.67,0.13,1.29,0.519,3.49,8
straight,-0.8,0.66,0,1182,1,0,1,0,1,3000,1628,1182,915,179,139,489,387,36,33,3,0.091,0.012,0,33,25,8,0.32,0.021,0,23,18,5,0.02,0.278,0,0.62,3.13,-0.08,-0.55,0.582,3.65,8
facts,-0.71,1.76,0,3784,1,1,1,0,1,8686,4570,3784,1163,250,185,638,489,127,113,14,0.124,0.015,0,113,65,48,0.738,0.025,1,127,110,17,0.035,0.155,0,1.57,1.64,-0.62,-9.51,1.54,18.17,5
somebody,-3.27,1.56,0,479,1,0,1,0,1,1240,655,479,453,70,45,262,166,70,37,33,0.892,0.06,1,37,30,7,0.233,0.06,0,70,19,51,0.171,2.684,1,0.15,1.39,-0.85,-2.94,1.366,4.03,8
passionate,-0.06,-1.11,0,308,1,0,1,0,1,1204,867,308,577,151,71,368,189,26,15,11,0.733,0.022,0,26,15,11,0.733,0.031,0,13,7,6,0.044,0.857,0,-0.25,-1.5,0.13,0.82,-0.951,-3.59,10
hate,-1.02,1.25,0,2931,1,1,1,0,1,10058,6766,2931,1154,256,130,676,442,166,77,89,1.156,0.017,1,166,77,89,1.156,0.025,1,68,47,21,0.024,0.447,1,-4.84,-6.01,-0.58,-10.3,1.042,8.28,4
recognize,1.65,-0.52,0,1843,1,1,1,0,1,5738,3798,1843,1059,263,198,607,424,74,33,41,1.242,0.013,1,33,32,1,0.031,0.009,0,74,28,46,0.042,1.643,1,-0.83,-1.59,0.34,5.52,-0.54,-5.96,9
innovation,1.6,-0.39,0,1657,1,1,1,0,1,3290,1588,1657,715,215,201,380,318,50,48,2,0.042,0.015,0,48,33,15,0.455,0.031,0,50,45,5,0.031,0.111,0,3.7,5.95,0.85,9.6,-0.426,-4.83,10
reach,1.43,-0.81,0,1957,1,1,1,0,1,7183,4925,1957,1249,260,186,708,501,174,135,39,0.289,0.025,1,174,59,115,1.949,0.037,1,77,29,48,0.041,1.655,1,-1.2,-2.95,0.49,6.95,-0.774,-6.81,5
areas,1.25,-0.69,0,1257,1,0,1,0,1,3227,1863,1257,928,228,186,507,388,40,29,11,0.379,0.013,0,40,29,11,0.379,0.022,0,27,21,6,0.022,0.286,0,0.84,2.32,0.21,2.19,-0.679,-5.72,5
visitors,0.74,-1.43,0,301,1,1,1,0,1,707,391,301,345,127,98,192,144,16,16,0,0,0.023,0,16,16,0,0,0.043,0,15,11,4,0.052,0.364,0,0.37,2.1,1.46,7.78,-1.375,-6.49,8
wont,-0.1,1.05,0,3101,1,1,1,0,1,9171,5902,3101,1077,248,174,601,458,100,91,9,0.099,0.011,0,100,91,9,0.099,0.017,0,64,60,4,0.021,0.067,0,0.03,0.04,-0.66,-11.2,0.885,9.91,4
behalf,1.39,-0.62,0,1458,1,1,1,0,1,3494,1965,1458,992,244,194,554,412,54,32,22,0.688,0.016,1,32,25,7,0.28,0.017,0,54,32,22,0.038,0.688,1,1.14,2.98,0.32,3.56,-0.61,-5.7,6
civil,-1.2,0.71,0,714,1,0,1,0,1,1916,1109,714,722,188,106,423,273,35,27,8,0.296,0.019,0,27,25,2,0.08,0.025,0,35,18,17,0.052,0.944,0,-0.14,-0.56,-0.18,-1.34,0.635,3.3,5
participants,-0.33,-0.94,0,210,1,0,1,0,1,555,318,210,331,121,74,188,133,8,7,1,0.143,0.015,0,8,7,1,0.143,0.026,0,5,5,0,0.024,0,0,-0.05,-0.46,0.51,2.45,-0.865,-3.01,12
regions,0.42,-1.44,0,220,1,1,1,0,1,570,335,220,308,111,72,190,109,31,13,18,1.385,0.058,0,31,13,18,1.385,0.102,0,9,6,3,0.043,0.5,0,0.12,0.66,0.71,3.45,-1.401,-5.58,7
wants,0.06,0.88,0,4371,1,1,1,0,1,9841,5040,4371,1305,252,170,708,556,80,79,1,0.013,0.008,0,79,53,26,0.491,0.016,1,80,66,14,0.019,0.212,0,1.75,3.03,-0.54,-7.22,0.746,8.29,5
advocacy,1.2,-1.92,0,363,1,0,1,0,1,1730,1347,363,616,223,101,428,176,23,23,0,0,0.013,0,23,23,0,0,0.017,0,19,8,11,0.055,1.375,0,-1.02,-3.97,-0.25,-2.41,-1.753,-8.64,8
governors,-0.96,0.73,0,1099,1,0,1,0,1,2271,1071,1099,745,173,123,374,342,34,32,2,0.062,0.015,0,32,21,11,0.524,0.031,0,34,25,9,0.032,0.36,0,0.52,2.19,0.05,0.35,0.646,3.85,9
worked,2.09,-1.07,0,2407,1,1,1,0,1,7070,4398,2407,1220,262,202,691,494,78,42,36,0.857,0.011,1,42,37,5,0.135,0.01,0,78,36,42,0.033,1.167,1,0.59,1.21,0.58,8.54,-0.975,-10.78,6
experience,1.94,-1.08,0,2393,1,1,1,0,1,7291,4613,2393,1298,254,193,723,542,58,49,9,0.184,0.008,0,49,47,2,0.043,0.011,0,58,35,23,0.025,0.657,1,-0.3,-0.68,0.35,5.09,-1.033,-10.36,10
