state,stateAbbrev,senState,county_name,sen_cand_dem,dem_sen_percent,dem_sen_votes,pres_cand_dem,dem_pres_percent,dem_pres_votes,dem_sen_avgIdeal,dem_pres_avgIdeal,dem_sen_inc,sen_cand_rep,rep_sen_percent,rep_sen_votes,pres_cand_rep,rep_pres_percent,rep_pres_votes,rep_sen_avgIdeal,rep_pres_avgIdeal,rep_sen_inc,county_votes,county_votes2,Income.Median Houseold Income,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,population,year,state_medianIncome,state_blackPct,state_hispPct,state_baPct,state_trumppct2016,state_trumppct2020,Cand_Office_St,Total_Receipt_Republican,Total_Receipt_Democrat,Total_Disbursement_Republican,Total_Disbursement_Democrat,Coverage_Start_Date_Republican,Coverage_Start_Date_Democrat,Coverage_End_Date_Republican,Coverage_End_Date_Democrat,Individual_Itemized_Contribution_Republican,Individual_Itemized_Contribution_Democrat,Individual_Unitemized_Contribution_Republican,Individual_Unitemized_Contribution_Democrat,Individual_Contribution_Republican,Individual_Contribution_Democrat,Total_Contribution_Republican,Total_Contribution_Democrat,Other_Receipts_Republican,Other_Receipts_Democrat,sen_cand_dem_gender,sen_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman
Alabama,AL,AL-Sen02,AUTAUGA,Doug Jones,0.2992,8277,Joseph R. Jr. Biden,0.2744,7503,-0.43,-1.42,Incumbent,Thomas Tuberville,0.7008,19387,Donald J. Trump,0.7256,19838,1.34,1.62,Challenger,27664,27341,58731,20.1,3,26.6,58805,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,BALDWIN,Doug Jones,0.2651,28925,Joseph R. Jr. Biden,0.2273,24578,-0.43,-1.42,Incumbent,Thomas Tuberville,0.7349,80200,Donald J. Trump,0.7727,83544,1.34,1.62,Challenger,109125,108122,58320,8.8,4.7,31.9,231767,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,BARBOUR,Doug Jones,0.4796,5021,Joseph R. Jr. Biden,0.4614,4816,-0.43,-1.42,Incumbent,Thomas Tuberville,0.5204,5449,Donald J. Trump,0.5386,5622,1.34,1.62,Challenger,10470,10438,32525,48.2,4.5,11.6,25223,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,BIBB,Doug Jones,0.2346,2244,Joseph R. Jr. Biden,0.2088,1986,-0.43,-1.42,Incumbent,Thomas Tuberville,0.7654,7320,Donald J. Trump,0.7912,7525,1.34,1.62,Challenger,9564,9511,47542,21.3,2.8,10.4,22293,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,BLOUNT,Doug Jones,0.1198,3290,Joseph R. Jr. Biden,0.0965,2640,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8802,24163,Donald J. Trump,0.9035,24711,1.34,1.62,Challenger,27453,27351,49358,1.7,9.7,13.1,59134,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,BULLOCK,Doug Jones,0.759,3490,Joseph R. Jr. Biden,0.7504,3446,-0.43,-1.42,Incumbent,Thomas Tuberville,0.241,1108,Donald J. Trump,0.2496,1146,1.34,1.62,Challenger,4598,4592,37785,70.3,8.6,12.1,10357,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,BUTLER,Doug Jones,0.4449,4193,Joseph R. Jr. Biden,0.4208,3965,-0.43,-1.42,Incumbent,Thomas Tuberville,0.5551,5232,Donald J. Trump,0.5792,5458,1.34,1.62,Challenger,9425,9423,40688,45,1.5,16.1,19051,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CALHOUN,Doug Jones,0.3312,16808,Joseph R. Jr. Biden,0.3024,15216,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6688,33936,Donald J. Trump,0.6976,35101,1.34,1.62,Challenger,50744,50317,47255,21.3,4.1,18.5,116441,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CHAMBERS,Doug Jones,0.4539,6908,Joseph R. Jr. Biden,0.421,6365,-0.43,-1.42,Incumbent,Thomas Tuberville,0.5461,8312,Donald J. Trump,0.579,8753,1.34,1.62,Challenger,15220,15118,42289,40.2,2.6,13.3,34772,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CHEROKEE,Doug Jones,0.1726,2112,Joseph R. Jr. Biden,0.133,1624,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8274,10122,Donald J. Trump,0.867,10583,1.34,1.62,Challenger,12234,12207,41919,4.1,1.7,12.8,24971,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CHILTON,Doug Jones,0.1822,3499,Joseph R. Jr. Biden,0.1604,3073,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8178,15708,Donald J. Trump,0.8396,16085,1.34,1.62,Challenger,19207,19158,47468,10.3,8.2,12.7,45014,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CHOCTAW,Doug Jones,0.435,3225,Joseph R. Jr. Biden,0.4213,3127,-0.43,-1.42,Incumbent,Thomas Tuberville,0.565,4188,Donald J. Trump,0.5787,4296,1.34,1.62,Challenger,7413,7423,35892,41.7,1,11.9,12665,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CLARKE,Doug Jones,0.4601,6017,Joseph R. Jr. Biden,0.44,5755,-0.43,-1.42,Incumbent,Thomas Tuberville,0.5399,7061,Donald J. Trump,0.56,7324,1.34,1.62,Challenger,13078,13079,37404,45,1.3,12.2,23087,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CLAY,Doug Jones,0.209,1441,Joseph R. Jr. Biden,0.1845,1267,-0.43,-1.42,Incumbent,Thomas Tuberville,0.791,5454,Donald J. Trump,0.8155,5601,1.34,1.62,Challenger,6895,6868,40845,13.8,3.3,10.6,14236,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CLEBURNE,Doug Jones,0.1177,843,Joseph R. Jr. Biden,0.0943,675,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8823,6321,Donald J. Trump,0.9057,6484,1.34,1.62,Challenger,7164,7159,44741,2.8,2.6,15.4,15056,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,COFFEE,Doug Jones,0.2597,5753,Joseph R. Jr. Biden,0.231,5076,-0.43,-1.42,Incumbent,Thomas Tuberville,0.7403,16400,Donald J. Trump,0.769,16899,1.34,1.62,Challenger,22153,21975,55637,17.6,8,22.8,53465,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,COLBERT,Doug Jones,0.3393,9408,Joseph R. Jr. Biden,0.3029,8343,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6607,18320,Donald J. Trump,0.6971,19203,1.34,1.62,Challenger,27728,27546,48065,16.2,3.2,18.1,57227,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CONECUH,Doug Jones,0.4847,3098,Joseph R. Jr. Biden,0.4629,2966,-0.43,-1.42,Incumbent,Thomas Tuberville,0.5153,3294,Donald J. Trump,0.5371,3442,1.34,1.62,Challenger,6392,6408,37837,46.1,2.3,12.8,11597,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,COOSA,Doug Jones,0.3479,1899,Joseph R. Jr. Biden,0.3309,1796,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6521,3559,Donald J. Trump,0.6691,3631,1.34,1.62,Challenger,5458,5427,38990,30.9,2.6,12.8,10387,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,COVINGTON,Doug Jones,0.1854,3214,Joseph R. Jr. Biden,0.1572,2721,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8146,14120,Donald J. Trump,0.8428,14586,1.34,1.62,Challenger,17334,17307,42189,12.5,1.9,15.3,37570,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CRENSHAW,Doug Jones,0.2902,1910,Joseph R. Jr. Biden,0.259,1700,-0.43,-1.42,Incumbent,Thomas Tuberville,0.7098,4671,Donald J. Trump,0.741,4864,1.34,1.62,Challenger,6581,6564,43163,23.9,2.4,17.4,13194,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,CULLMAN,Doug Jones,0.1367,5693,Joseph R. Jr. Biden,0.1083,4478,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8633,35949,Donald J. Trump,0.8917,36880,1.34,1.62,Challenger,41642,41358,44918,1.4,4.5,13.9,87866,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,DALE,Doug Jones,0.3037,5955,Joseph R. Jr. Biden,0.2655,5170,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6963,13653,Donald J. Trump,0.7345,14303,1.34,1.62,Challenger,19608,19473,47214,21,7,18.1,49326,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,DALLAS,Doug Jones,0.7024,12503,Joseph R. Jr. Biden,0.6889,12230,-0.43,-1.42,Incumbent,Thomas Tuberville,0.2976,5298,Donald J. Trump,0.3111,5524,1.34,1.62,Challenger,17801,17754,33845,70.7,1.2,14.7,38462,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,DEKALB,Doug Jones,0.1799,5253,Joseph R. Jr. Biden,0.1474,4281,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8201,23940,Donald J. Trump,0.8526,24767,1.34,1.62,Challenger,29193,29048,40440,1.9,15.1,13,71608,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,ELMORE,Doug Jones,0.279,11399,Joseph R. Jr. Biden,0.2558,10367,-0.43,-1.42,Incumbent,Thomas Tuberville,0.721,29459,Donald J. Trump,0.7442,30164,1.34,1.62,Challenger,40858,40531,60891,21.2,3.2,25.1,87977,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,ESCAMBIA,Doug Jones,0.3414,5400,Joseph R. Jr. Biden,0.3115,4918,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6586,10417,Donald J. Trump,0.6885,10869,1.34,1.62,Challenger,15817,15787,36275,31.3,2.6,12.5,36757,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,ETOWAH,Doug Jones,0.2768,13145,Joseph R. Jr. Biden,0.2456,11567,-0.43,-1.42,Incumbent,Thomas Tuberville,0.7232,34351,Donald J. Trump,0.7544,35528,1.34,1.62,Challenger,47496,47095,44637,15.7,4.1,17.8,103436,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,FAYETTE,Doug Jones,0.1889,1651,Joseph R. Jr. Biden,0.1604,1395,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8111,7088,Donald J. Trump,0.8396,7300,1.34,1.62,Challenger,8739,8695,39856,11.7,2.1,12.4,16321,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,FRANKLIN,Doug Jones,0.2091,2605,Joseph R. Jr. Biden,0.1674,2086,-0.43,-1.42,Incumbent,Thomas Tuberville,0.7909,9856,Donald J. Trump,0.8326,10376,1.34,1.62,Challenger,12461,12462,43514,4.4,17.9,14,32113,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,GENEVA,Doug Jones,0.1697,2122,Joseph R. Jr. Biden,0.1282,1595,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8303,10382,Donald J. Trump,0.8718,10848,1.34,1.62,Challenger,12504,12443,41732,9.3,4.2,12.5,26659,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,GREENE,Doug Jones,0.8292,3962,Joseph R. Jr. Biden,0.8161,3884,-0.43,-1.42,Incumbent,Thomas Tuberville,0.1708,816,Donald J. Trump,0.1839,875,1.34,1.62,Challenger,4778,4759,24145,79.9,1.7,10.1,7730,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,HALE,Doug Jones,0.6077,4786,Joseph R. Jr. Biden,0.5936,4663,-0.43,-1.42,Incumbent,Thomas Tuberville,0.3923,3090,Donald J. Trump,0.4064,3192,1.34,1.62,Challenger,7876,7855,34046,58,1.4,14.2,14785,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,HENRY,Doug Jones,0.3098,2872,Joseph R. Jr. Biden,0.2829,2606,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6902,6399,Donald J. Trump,0.7171,6607,1.34,1.62,Challenger,9271,9213,50017,25.9,2.7,17.1,17146,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,HOUSTON,Doug Jones,0.3154,14494,Joseph R. Jr. Biden,0.2837,12917,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6846,31462,Donald J. Trump,0.7163,32618,1.34,1.62,Challenger,45956,45535,47580,27.4,3.4,21.7,107202,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,JACKSON,Doug Jones,0.1954,4587,Joseph R. Jr. Biden,0.1589,3717,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8046,18888,Donald J. Trump,0.8411,19670,1.34,1.62,Challenger,23475,23387,41769,3.5,3.1,14,52579,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,JEFFERSON,Doug Jones,0.5867,190644,Joseph R. Jr. Biden,0.5668,181688,-0.43,-1.42,Incumbent,Thomas Tuberville,0.4133,134314,Donald J. Trump,0.4332,138843,1.34,1.62,Challenger,324958,320531,53901,43.5,4.1,33.4,674721,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,LAMAR,Doug Jones,0.1496,1071,Joseph R. Jr. Biden,0.1367,978,-0.43,-1.42,Incumbent,Thomas Tuberville,0.8504,6088,Donald J. Trump,0.8633,6174,1.34,1.62,Challenger,7159,7152,38364,10.3,1.9,11.9,13972,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,LAUDERDALE,Doug Jones,0.3157,13874,Joseph R. Jr. Biden,0.2731,11915,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6843,30071,Donald J. Trump,0.7269,31721,1.34,1.62,Challenger,43945,43636,48094,10,2.9,23.5,93564,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,LAWRENCE,Doug Jones,0.2645,4211,Joseph R. Jr. Biden,0.2243,3562,-0.43,-1.42,Incumbent,Thomas Tuberville,0.7355,11710,Donald J. Trump,0.7757,12322,1.34,1.62,Challenger,15921,15884,44886,10.9,2.4,12.6,33073,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,LEE,Doug Jones,0.4215,29986,Joseph R. Jr. Biden,0.3975,27860,-0.43,-1.42,Incumbent,Thomas Tuberville,0.5785,41154,Donald J. Trump,0.6025,42221,1.34,1.62,Challenger,71140,70081,51463,22.9,3.7,35.3,174241,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,LIMESTONE,Doug Jones,0.3184,15584,Joseph R. Jr. Biden,0.283,13672,-0.43,-1.42,Incumbent,Thomas Tuberville,0.6816,33364,Donald J. Trump,0.717,34640,1.34,1.62,Challenger,48948,48312,59686,13.9,6.2,25.7,103570,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,LOWNDES,Doug Jones,0.7409,5051,Joseph R. Jr. Biden,0.7303,4972,-0.43,-1.42,Incumbent,Thomas Tuberville,0.2591,1766,Donald J. Trump,0.2697,1836,1.34,1.62,Challenger,6817,6808,30036,72.4,1.9,14.7,10311,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,MACON,Doug Jones,0.8299,7224,Joseph R. Jr. Biden,0.8218,7108,-0.43,-1.42,Incumbent,Thomas Tuberville,0.1701,1481,Donald J. Trump,0.1782,1541,1.34,1.62,Challenger,8705,8649,33370,80.4,1.9,20.4,19532,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
Alabama,AL,AL-Sen02,MADISON,Doug Jones,0.4878,94458,Joseph R. Jr. Biden,0.4592,87286,-0.43,-1.42,Incumbent,Thomas Tuberville,0.5122,99181,Donald J. Trump,0.5408,102780,1.34,1.62,Challenger,193639,190066,65449,24.9,5.2,42.8,388153,2020,50536,26.8,4.6,25.5,62.08309236,62.03164317,AL,9605815.13,31053566.07,9432335.29,32710698.97,1/1/2019,1/1/2019,12/31/2020,12/31/2020,6168170.18,14632158.26,1531496.53,12840720.47,7699666.71,27472878.73,8524095.82,29416729.1,7297,22469.75,M,M,0,0
