state,stateAbbrev,senState,county_name,sen_cand_dem,dem_sen_percent,dem_sen_votes,pres_cand_dem,dem_pres_percent,dem_pres_votes,dem_sen_avgIdeal,dem_pres_avgIdeal,dem_sen_inc,sen_cand_rep,rep_sen_percent,rep_sen_votes,pres_cand_rep,rep_pres_percent,rep_pres_votes,rep_sen_avgIdeal,rep_pres_avgIdeal,rep_sen_inc,county_votes,county_votes2,Income.Median Houseold Income,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,population,year,state_medianIncome,state_blackPct,state_hispPct,state_baPct,state_trumppct2016,state_trumppct2020,Cand_Office_St,Total_Receipt_Republican,Total_Receipt_Democrat,Total_Disbursement_Republican,Total_Disbursement_Democrat,Coverage_Start_Date_Republican,Coverage_Start_Date_Democrat,Coverage_End_Date_Republican,Coverage_End_Date_Democrat,Individual_Itemized_Contribution_Republican,Individual_Itemized_Contribution_Democrat,Individual_Unitemized_Contribution_Republican,Individual_Unitemized_Contribution_Democrat,Individual_Contribution_Republican,Individual_Contribution_Democrat,Total_Contribution_Republican,Total_Contribution_Democrat,Other_Receipts_Republican,Other_Receipts_Democrat,sen_cand_dem_gender,sen_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman
Colorado,CO,CO-Sen02,HUERFANO,John Hickenlooper,0.4902,2077,Joseph R. Jr. Biden,0.4852,2076,-0.93,-1.42,Challenger,Cory Gardner,0.5098,2160,Donald J. Trump,0.5148,2203,0.54,1.62,Incumbent,4237,4279,38137,1.4,33.9,21.1,6820,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,JACKSON,John Hickenlooper,0.1934,164,Joseph R. Jr. Biden,0.2044,175,-0.93,-1.42,Challenger,Cory Gardner,0.8066,684,Donald J. Trump,0.7956,681,0.54,1.62,Incumbent,848,856,53300,0.1,12.6,20,1379,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,JEFFERSON,John Hickenlooper,0.5709,210619,Joseph R. Jr. Biden,0.5954,218396,-0.93,-1.42,Challenger,Cory Gardner,0.4291,158276,Donald J. Trump,0.4046,148417,0.54,1.62,Incumbent,368895,366813,82986,1.5,15.6,45.2,582910,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,KIOWA,John Hickenlooper,0.1062,93,Joseph R. Jr. Biden,0.1097,98,-0.93,-1.42,Challenger,Cory Gardner,0.8938,783,Donald J. Trump,0.8903,795,0.54,1.62,Incumbent,876,893,41731,0.6,8.4,21.4,1446,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,KIT CARSON,John Hickenlooper,0.1668,628,Joseph R. Jr. Biden,0.1739,662,-0.93,-1.42,Challenger,Cory Gardner,0.8332,3138,Donald J. Trump,0.8261,3144,0.54,1.62,Incumbent,3766,3806,49349,0.9,19.2,18.7,7087,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,LA PLATA,John Hickenlooper,0.5736,19873,Joseph R. Jr. Biden,0.5908,20548,-0.93,-1.42,Challenger,Cory Gardner,0.4264,14776,Donald J. Trump,0.4092,14233,0.54,1.62,Incumbent,34649,34781,68685,0.7,12.8,44.2,55638,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,LAKE,John Hickenlooper,0.6032,2297,Joseph R. Jr. Biden,0.6061,2303,-0.93,-1.42,Challenger,Cory Gardner,0.3968,1511,Donald J. Trump,0.3939,1497,0.54,1.62,Incumbent,3808,3800,50565,1,35.4,32.3,7436,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,LARIMER,John Hickenlooper,0.5517,116419,Joseph R. Jr. Biden,0.5796,126120,-0.93,-1.42,Challenger,Cory Gardner,0.4483,94585,Donald J. Trump,0.4204,91489,0.54,1.62,Incumbent,211004,217609,71881,1.2,11.9,47.3,359066,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,LAS ANIMAS,John Hickenlooper,0.4542,3509,Joseph R. Jr. Biden,0.4494,3497,-0.93,-1.42,Challenger,Cory Gardner,0.5458,4217,Donald J. Trump,0.5506,4284,0.54,1.62,Incumbent,7726,7781,41817,2.2,40.4,19.5,14555,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,LINCOLN,John Hickenlooper,0.1685,434,Joseph R. Jr. Biden,0.1804,470,-0.93,-1.42,Challenger,Cory Gardner,0.8315,2141,Donald J. Trump,0.8196,2135,0.54,1.62,Incumbent,2575,2605,47258,5.5,14.8,12.6,5675,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,LOGAN,John Hickenlooper,0.2059,2117,Joseph R. Jr. Biden,0.2152,2218,-0.93,-1.42,Challenger,Cory Gardner,0.7941,8167,Donald J. Trump,0.7848,8087,0.54,1.62,Incumbent,10284,10305,53318,4.5,17.2,20.2,21528,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,MESA,John Hickenlooper,0.3399,29478,Joseph R. Jr. Biden,0.3566,31536,-0.93,-1.42,Challenger,Cory Gardner,0.6601,57236,Donald J. Trump,0.6434,56894,0.54,1.62,Incumbent,86714,88430,55379,0.9,14.8,28.2,155703,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,MINERAL,John Hickenlooper,0.4087,302,Joseph R. Jr. Biden,0.4261,317,-0.93,-1.42,Challenger,Cory Gardner,0.5913,437,Donald J. Trump,0.5739,427,0.54,1.62,Incumbent,739,744,62188,0.3,6.2,46.5,865,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,MOFFAT,John Hickenlooper,0.1681,1120,Joseph R. Jr. Biden,0.175,1203,-0.93,-1.42,Challenger,Cory Gardner,0.8319,5544,Donald J. Trump,0.825,5670,0.54,1.62,Incumbent,6664,6873,57229,0.8,16.2,17.6,13292,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,MONTEZUMA,John Hickenlooper,0.3739,5538,Joseph R. Jr. Biden,0.3854,5836,-0.93,-1.42,Challenger,Cory Gardner,0.6261,9273,Donald J. Trump,0.6146,9306,0.54,1.62,Incumbent,14811,15142,49470,0.5,12.6,29.6,25849,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,MONTROSE,John Hickenlooper,0.3013,7321,Joseph R. Jr. Biden,0.3143,7687,-0.93,-1.42,Challenger,Cory Gardner,0.6987,16978,Donald J. Trump,0.6857,16770,0.54,1.62,Incumbent,24299,24457,50489,0.8,20.9,25.2,42679,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,MORGAN,John Hickenlooper,0.2841,3787,Joseph R. Jr. Biden,0.2878,3876,-0.93,-1.42,Challenger,Cory Gardner,0.7159,9544,Donald J. Trump,0.7122,9593,0.54,1.62,Incumbent,13331,13469,53682,4.2,36.5,17.5,29111,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,OTERO,John Hickenlooper,0.3743,3428,Joseph R. Jr. Biden,0.3851,3605,-0.93,-1.42,Challenger,Cory Gardner,0.6257,5731,Donald J. Trump,0.6149,5756,0.54,1.62,Incumbent,9159,9361,38169,1.7,42.2,18.6,18690,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,OURAY,John Hickenlooper,0.5855,2291,Joseph R. Jr. Biden,0.5999,2365,-0.93,-1.42,Challenger,Cory Gardner,0.4145,1622,Donald J. Trump,0.4001,1577,0.54,1.62,Incumbent,3913,3942,66417,0.1,6.5,47.8,4874,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,PARK,John Hickenlooper,0.4034,4800,Joseph R. Jr. Biden,0.4122,4903,-0.93,-1.42,Challenger,Cory Gardner,0.5966,7100,Donald J. Trump,0.5878,6991,0.54,1.62,Incumbent,11900,11894,73622,0.9,6.4,29.8,17390,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,PHILLIPS,John Hickenlooper,0.1895,463,Joseph R. Jr. Biden,0.1989,486,-0.93,-1.42,Challenger,Cory Gardner,0.8105,1980,Donald J. Trump,0.8011,1958,0.54,1.62,Incumbent,2443,2444,51155,1.1,20,23.8,4530,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,PITKIN,John Hickenlooper,0.7491,8761,Joseph R. Jr. Biden,0.7638,8989,-0.93,-1.42,Challenger,Cory Gardner,0.2509,2935,Donald J. Trump,0.2362,2780,0.54,1.62,Incumbent,11696,11769,78935,1.1,10.5,60.8,17358,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,PROWERS,John Hickenlooper,0.2657,1435,Joseph R. Jr. Biden,0.2667,1458,-0.93,-1.42,Challenger,Cory Gardner,0.7343,3966,Donald J. Trump,0.7333,4008,0.54,1.62,Incumbent,5401,5466,41929,1,39,18.3,11999,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,PUEBLO,John Hickenlooper,0.5041,42791,Joseph R. Jr. Biden,0.5088,43772,-0.93,-1.42,Challenger,Cory Gardner,0.4959,42098,Donald J. Trump,0.4912,42252,0.54,1.62,Incumbent,84889,86024,46783,2.6,43.2,21.8,168162,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,RIO BLANCO,John Hickenlooper,0.1472,529,Joseph R. Jr. Biden,0.1549,561,-0.93,-1.42,Challenger,Cory Gardner,0.8528,3065,Donald J. Trump,0.8451,3061,0.54,1.62,Incumbent,3594,3622,54357,1.2,10.7,22.7,6529,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,RIO GRANDE,John Hickenlooper,0.4077,2502,Joseph R. Jr. Biden,0.4054,2495,-0.93,-1.42,Challenger,Cory Gardner,0.5923,3635,Donald J. Trump,0.5946,3660,0.54,1.62,Incumbent,6137,6155,39123,1.1,44.4,24.5,11539,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,ROUTT,John Hickenlooper,0.6218,10284,Joseph R. Jr. Biden,0.6411,10582,-0.93,-1.42,Challenger,Cory Gardner,0.3782,6256,Donald J. Trump,0.3589,5925,0.54,1.62,Incumbent,16540,16507,77443,1.1,6.9,49.8,24829,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,SAGUACHE,John Hickenlooper,0.5732,1887,Joseph R. Jr. Biden,0.5714,1884,-0.93,-1.42,Challenger,Cory Gardner,0.4268,1405,Donald J. Trump,0.4286,1413,0.54,1.62,Incumbent,3292,3297,38571,1.2,36.4,22.1,6368,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,SAN JUAN,John Hickenlooper,0.6131,328,Joseph R. Jr. Biden,0.6287,342,-0.93,-1.42,Challenger,Cory Gardner,0.3869,207,Donald J. Trump,0.3713,202,0.54,1.62,Incumbent,535,544,54625,0.3,12.5,35.7,705,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,SAN MIGUEL,John Hickenlooper,0.7563,3808,Joseph R. Jr. Biden,0.7755,3924,-0.93,-1.42,Challenger,Cory Gardner,0.2437,1227,Donald J. Trump,0.2245,1136,0.54,1.62,Incumbent,5035,5060,67038,0.9,11.4,59.4,8072,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,SEDGWICK,John Hickenlooper,0.2249,320,Joseph R. Jr. Biden,0.2117,301,-0.93,-1.42,Challenger,Cory Gardner,0.7751,1103,Donald J. Trump,0.7883,1121,0.54,1.62,Incumbent,1423,1422,43150,0.9,16.3,19.5,2404,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,SUMMIT,John Hickenlooper,0.6767,12175,Joseph R. Jr. Biden,0.7036,12631,-0.93,-1.42,Challenger,Cory Gardner,0.3233,5817,Donald J. Trump,0.2964,5322,0.54,1.62,Incumbent,17992,17953,79277,1.4,14.6,52.4,31055,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,TELLER,John Hickenlooper,0.3083,5039,Joseph R. Jr. Biden,0.3195,5278,-0.93,-1.42,Challenger,Cory Gardner,0.6917,11307,Donald J. Trump,0.6805,11241,0.54,1.62,Incumbent,16346,16519,66592,1,7.1,37.7,24710,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,WASHINGTON,John Hickenlooper,0.1168,346,Joseph R. Jr. Biden,0.1245,369,-0.93,-1.42,Challenger,Cory Gardner,0.8832,2617,Donald J. Trump,0.8755,2595,0.54,1.62,Incumbent,2963,2964,50094,1.2,10.9,15.4,4817,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,WELD,John Hickenlooper,0.3903,63647,Joseph R. Jr. Biden,0.4073,66060,-0.93,-1.42,Challenger,Cory Gardner,0.6097,99424,Donald J. Trump,0.5927,96145,0.54,1.62,Incumbent,163071,162205,74150,1.6,30,27.5,328981,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Colorado,CO,CO-Sen02,YUMA,John Hickenlooper,0.1324,652,Joseph R. Jr. Biden,0.1605,785,-0.93,-1.42,Challenger,Cory Gardner,0.8676,4273,Donald J. Trump,0.8395,4107,0.54,1.62,Incumbent,4925,4892,52022,0.6,25.1,21.8,9988,2020,72331,4.6,21.8,40.9,43.25139737,41.60412563,CO,26161851.26,44246118.41,26813944.62,42604035.39,1/1/2019,8/22/2019,12/31/2020,12/31/2020,14123257.25,25067941.16,5653781.9,14795217.91,19777039.15,39863159.07,22637419.89,40705172.47,27550,4040.56,M,M,0,0
Delaware,DE,DE-Sen02,KENT,Christopher A. Coons,0.5323,43893,Joseph R. Jr. Biden,0.5207,44552,-0.88,-1.42,Incumbent,Lauren Witzke,0.4677,38571,Donald J. Trump,0.4793,41009,1.2,1.62,Challenger,82464,85561,60910,27.3,7.4,23.7,181851,2020,68287,23.2,9.6,32,41.92282434,39.77487677,DE,479515.11,6081414.85,476181.57,4746086.79,1/1/2020,1/1/2019,12/31/2020,12/31/2020,223062.46,3718838.31,244468.44,262623.97,467530.9,3981462.28,474005.9,5989599.28,0,600,M,F,0,1
Delaware,DE,DE-Sen02,NEW CASTLE,Christopher A. Coons,0.7054,191774,Joseph R. Jr. Biden,0.6882,195034,-0.88,-1.42,Incumbent,Lauren Witzke,0.2946,80081,Donald J. Trump,0.3118,88364,1.2,1.62,Challenger,271855,283398,73892,26.4,10.4,36.2,570719,2020,68287,23.2,9.6,32,41.92282434,39.77487677,DE,479515.11,6081414.85,476181.57,4746086.79,1/1/2020,1/1/2019,12/31/2020,12/31/2020,223062.46,3718838.31,244468.44,262623.97,467530.9,3981462.28,474005.9,5989599.28,0,600,M,F,0,1
Delaware,DE,DE-Sen02,SUSSEX,Christopher A. Coons,0.4544,56137,Joseph R. Jr. Biden,0.4431,56682,-0.88,-1.42,Incumbent,Lauren Witzke,0.5456,67402,Donald J. Trump,0.5569,71230,1.2,1.62,Challenger,123539,127912,63162,12.2,9.3,28.3,237378,2020,68287,23.2,9.6,32,41.92282434,39.77487677,DE,479515.11,6081414.85,476181.57,4746086.79,1/1/2020,1/1/2019,12/31/2020,12/31/2020,223062.46,3718838.31,244468.44,262623.97,467530.9,3981462.28,474005.9,5989599.28,0,600,M,F,0,1
Georgia,GA,GA-Sen02,APPLING,Jon Ossoff,0.2175,1753,Joseph R. Jr. Biden,0.2136,1784,-1.04,-1.42,Challenger,David A. Perdue,0.7825,6306,Donald J. Trump,0.7864,6570,1.04,1.62,Incumbent,8059,8354,40304,19.6,10,9.8,18444,2020,58700,32.6,9.9,31.3,50.77132605,49.2374739,GA,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,M,M,0,0
Georgia,GA,GA-Sen02,ATKINSON,Jon Ossoff,0.2539,773,Joseph R. Jr. Biden,0.264,825,-1.04,-1.42,Challenger,David A. Perdue,0.7461,2272,Donald J. Trump,0.736,2300,1.04,1.62,Incumbent,3045,3125,37197,17.4,25.4,12.2,8286,2020,58700,32.6,9.9,31.3,50.77132605,49.2374739,GA,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,M,M,0,0
Georgia,GA,GA-Sen02,BACON,Jon Ossoff,0.1308,591,Joseph R. Jr. Biden,0.1346,625,-1.04,-1.42,Challenger,David A. Perdue,0.8692,3929,Donald J. Trump,0.8654,4017,1.04,1.62,Incumbent,4520,4642,37519,16.2,8.6,10.5,11140,2020,58700,32.6,9.9,31.3,50.77132605,49.2374739,GA,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,M,M,0,0
Georgia,GA,GA-Sen02,BAKER,Jon Ossoff,0.426,648,Joseph R. Jr. Biden,0.4209,652,-1.04,-1.42,Challenger,David A. Perdue,0.574,873,Donald J. Trump,0.5791,897,1.04,1.62,Incumbent,1521,1549,32917,44,6.4,12.9,2876,2020,58700,32.6,9.9,31.3,50.77132605,49.2374739,GA,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,M,M,0,0
Georgia,GA,GA-Sen02,BALDWIN,Jon Ossoff,0.4975,8783,Joseph R. Jr. Biden,0.5066,9140,-1.04,-1.42,Challenger,David A. Perdue,0.5025,8873,Donald J. Trump,0.4934,8903,1.04,1.62,Incumbent,17656,18043,43672,42.5,2.3,23.3,43799,2020,58700,32.6,9.9,31.3,50.77132605,49.2374739,GA,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,M,M,0,0
Georgia,GA,GA-Sen02,BANKS,Jon Ossoff,0.1053,899,Joseph R. Jr. Biden,0.1068,932,-1.04,-1.42,Challenger,David A. Perdue,0.8947,7636,Donald J. Trump,0.8932,7795,1.04,1.62,Incumbent,8535,8727,47811,2.9,7.2,13.4,18035,2020,58700,32.6,9.9,31.3,50.77132605,49.2374739,GA,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,M,M,0,0
