term,b0,b1,b1prior,count,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
paid_family_medical_leave,-2.15,2,0,53,1,1,0,0,4,54,53,1,38,10,1,37,1,4,3,1,0.333,0.08,0,4,3,1,0.333,0.082,0,1,0,1,0,0,0,-0.03,-1.03,2.28,2.54,1.975,0.43,25
single_payer_healthcare_system,-10.41,-5.22,0,51,1,1,0,0,4,60,51,9,52,5,0,43,9,3,2,1,0.5,0.053,0,3,2,1,0.5,0.062,0,1,1,0,0.125,0,0,-0.02,-1.31,-5.33,-3.23,0,0,30
create_good_paying_jobs,-2.07,1.4,0,55,1,1,0,0,4,61,55,6,49,20,3,43,6,6,4,2,0.5,0.109,0,6,4,2,0.5,0.122,0,1,1,0,0.2,0,0,-0.05,-1.58,1.63,2.42,-0.441,-0.21,23
access_quality_affordable_healthcare,-1.16,1.55,0,94,1,1,0,0,4,106,94,12,86,39,3,77,9,3,3,0,0,0.029,0,3,3,0,0,0.033,0,2,2,0,0.2,0,0,-0.16,-3.27,1.69,3.82,0.852,0.43,36
fossil_fuel_industry,-5.5,-1.92,0,100,1,1,0,0,3,100,100,0,64,10,0,64,0,10,7,3,0.429,0.111,0,10,7,3,0.429,0.111,0,0,0,0,0,0,0,-0.04,-1.43,-1.68,-1.97,0,0,20
federal_jobs_guarantee,-12.83,-7.32,0,57,1,1,0,0,3,57,57,0,36,4,0,36,0,6,5,1,0.2,0.118,0,6,5,1,0.2,0.118,0,0,0,0,0,0,0,-0.02,-0.59,-7.56,-4.77,0,0,22
criminal_justice_reform,-3.98,-1.44,0,189,1,1,0,1,3,224,189,33,160,23,3,133,26,4,4,0,0,0.018,0,4,4,0,0,0.022,0,4,3,1,0.138,0.333,0,-0.1,-2.28,-1.24,-2.45,-1.225,-0.6,23
low_income_communities,-5.71,-2.32,0,92,1,1,0,1,3,96,92,4,62,12,0,59,3,14,4,10,2.5,0.171,0,14,4,10,2.5,0.179,0,2,1,1,1,1,0,-0.06,-2.42,-2.21,-2.82,0,0,22
public_colleges_universities,-6.87,-2.74,0,63,1,1,0,0,3,67,63,4,59,8,0,55,4,3,2,1,0.5,0.047,0,3,2,1,0.5,0.05,0,1,1,0,0.333,0,0,-0.02,-1.31,-2.54,-2.29,0,0,28
campaign_finance_reform,-1.85,1.27,0,117,1,1,0,0,3,127,117,10,98,23,0,91,7,4,3,1,0.333,0.033,0,4,3,1,0.333,0.035,0,2,2,0,0.25,0,0,-0.11,-2.68,1.5,2.62,0,0,23
clean_energy_economy,-1.49,1.59,0,91,1,1,0,0,3,91,91,0,62,24,0,62,0,6,5,1,0.2,0.071,0,6,5,1,0.2,0.071,0,0,0,0,0,0,0,-0.1,-2.18,1.84,3.38,0,0,20
negotiate_drug_prices,-1.23,3.5,0,49,1,1,0,0,3,50,49,1,44,15,0,43,1,3,2,1,0.5,0.064,0,3,2,1,0.5,0.065,0,1,0,1,0,0,0,-0.05,-2.41,3.52,3.78,0,0,21
improve_quality_life,-5.97,-2.12,0,33,1,1,0,0,3,58,33,24,51,9,4,29,21,3,2,1,0.5,0.055,0,3,2,1,0.5,0.1,0,2,2,0,0.091,0,0,0,-0.2,-1.9,-1.95,-0.582,-0.32,20
middle_class_families,-1.38,0.69,0,148,1,1,0,0,3,173,148,25,119,48,4,96,23,6,5,1,0.2,0.036,0,6,5,1,0.2,0.042,0,2,2,0,0.087,0,0,-0.24,-3.48,0.94,2.62,2.103,1.07,21
lower_prescription_drug,-1.04,2.58,0,83,1,1,0,0,3,97,83,14,84,26,5,71,13,2,2,0,0,0.021,0,2,2,0,0,0.025,0,2,1,1,0.167,1,0,-0.09,-2.29,2.59,4.32,-1.012,-0.7,23
small_business_owners,-1.07,1.72,0,132,1,1,0,0,3,206,132,74,155,34,19,95,60,5,4,1,0.25,0.025,0,4,4,0,0,0.031,0,5,3,2,0.072,0.667,0,-0.03,-0.47,1.88,4.14,0.247,0.31,21
hard_working_americans,-2.64,2.04,0,28,1,1,0,0,3,59,28,31,50,7,8,24,26,3,2,1,0.5,0.054,0,3,2,1,0.5,0.12,0,2,2,0,0.069,0,0,0.05,1.64,2.34,2.01,0.12,0.1,22
broken_immigration_system,-1.74,1.3,0,74,1,1,1,0,3,111,74,37,90,26,9,59,31,3,2,1,0.5,0.028,0,3,2,1,0.5,0.042,0,2,2,0,0.057,0,0,-0.09,-2,1.42,2.72,-2.603,-2.72,25
mental_health_treatment,-2.15,2.37,0,46,1,1,0,0,3,55,46,9,46,9,2,37,9,4,3,1,0.333,0.078,0,4,3,1,0.333,0.095,0,1,1,0,0.125,0,0,-0.01,-0.5,2.81,2.64,-3.012,-1.62,23
greenhouse_gas_emissions,-3.81,-1.11,0,71,1,1,0,1,3,76,71,5,56,20,1,51,5,6,3,3,1,0.086,0,6,3,3,1,0.092,0,1,1,0,0.25,0,0,-0.1,-2.4,-0.9,-1.65,116.479,0,24
well_paying_jobs,-2.8,1.48,0,42,1,1,0,0,3,56,42,13,47,10,4,35,11,4,2,2,1,0.077,0,4,2,2,1,0.105,0,2,2,0,0.182,0,0,0,0.05,1.65,1.67,-0.198,-0.12,16
families_small_businesses,-2.5,0.98,0,59,1,1,1,0,3,95,59,35,79,16,18,48,30,3,3,0,0,0.033,0,3,2,1,0.5,0.054,0,3,2,1,0.094,0.5,0,0.05,1.28,1.15,1.66,-2.222,-3.16,25
social_safety_net,-6.74,-2.99,0,57,1,1,0,1,3,63,57,6,47,10,0,41,6,7,3,4,1.333,0.125,0,7,3,4,1.333,0.14,0,1,1,0,0.2,0,0,-0.04,-1.71,-2.86,-3.13,0,0,17
national_institutes_health,-2.19,0.79,0,48,1,1,1,0,3,57,48,9,44,23,5,36,8,6,4,2,0.5,0.118,0,6,4,2,0.5,0.143,0,2,1,1,0.286,1,0,0,0.06,1.35,2.31,-2.879,-1.97,26
defund_planned_parenthood,-1.96,1.63,0,30,1,1,1,0,3,82,30,52,75,19,18,26,49,3,2,1,0.5,0.038,0,3,2,1,0.5,0.111,0,2,2,0,0.04,0,0,0.04,1.08,1.81,2.63,2.567,2.69,25
state_local_tax,-1.63,1.73,0,40,1,1,0,0,3,52,40,12,34,14,1,23,11,7,5,2,0.4,0.156,0,7,5,2,0.4,0.212,0,2,1,1,0.2,1,0,-0.06,-0.98,2.09,3.31,-0.674,-0.18,15
keep_communities_safe,-1.39,2.97,0,32,1,1,0,0,3,54,32,22,47,14,8,28,19,2,2,0,0,0.038,0,2,2,0,0,0.067,0,2,2,0,0.1,0,0,0.01,0.18,3.11,3.63,-1.743,-1.52,21
science_technology_engineering,-1.59,1.52,0,55,1,1,0,0,3,73,55,18,64,31,5,49,15,2,2,0,0,0.028,0,2,2,0,0,0.038,0,2,2,0,0.125,0,0,-0.04,-1.16,1.79,3.21,0.151,0.1,30
lower_cost_prescription,-1.6,2.01,0,58,1,1,1,0,3,68,58,10,60,21,6,50,10,3,2,1,0.5,0.046,0,3,2,1,0.5,0.055,0,1,1,0,0.111,0,0,-0.05,-1.44,2.13,3.25,-2.29,-1.71,23
social_security_medicare,-0.99,0.43,0,276,1,1,1,0,3,387,276,111,237,82,32,167,70,9,7,2,0.286,0.024,0,9,7,2,0.286,0.034,0,4,4,0,0.037,0,0,-0.11,-1.12,0.68,2.57,-1.034,-2.03,24
education_job_training,-2.45,1.27,0,49,1,1,0,0,3,55,49,6,47,15,2,41,6,4,2,2,1,0.078,0,4,2,2,1,0.089,0,1,1,0,0.2,0,0,-0.02,-0.86,1.63,2.06,-3.983,-1.81,22
armed_services_committee,-1.51,1.19,0,53,1,1,0,0,3,75,53,22,44,25,14,29,15,4,4,0,0,0.056,0,4,4,0,0,0.082,0,4,3,1,0.222,0.333,0,-0.01,-0.11,1.39,3.01,0.485,0.57,24
protect_social_security,-1.56,2.07,0,62,1,1,0,0,3,81,62,19,74,24,7,58,16,2,2,0,0,0.025,0,2,2,0,0,0.033,0,2,2,0,0.118,0,0,-0.04,-1.29,2.27,3.39,0.295,0.22,23
high_speed_internet,-2.2,1.48,0,110,1,1,0,0,3,129,110,19,90,16,8,77,13,5,4,1,0.25,0.04,0,4,3,1,0.333,0.038,0,5,2,3,0.357,1.5,0,0.03,0.74,1.69,2.3,0.806,0.74,19
lower_drug_costs,-2.12,0.77,0,54,1,1,0,0,3,64,54,10,52,30,2,45,7,3,2,1,0.5,0.049,0,3,2,1,0.5,0.059,0,2,2,0,0.25,0,0,-0.08,-2.23,1,1.88,-2.216,-1.38,16
men_women_uniform,-2.42,1.58,0,33,1,1,0,0,3,89,33,56,80,13,22,30,50,2,2,0,0,0.023,0,2,2,0,0,0.065,0,2,2,0,0.037,0,0,0.14,3.49,1.78,2.08,0.132,0.18,17
across_state_lines,-3.09,2.63,0,16,1,1,0,0,3,101,16,85,92,4,15,15,77,2,2,0,0,0.02,0,2,1,1,1,0.143,0,2,2,0,0.024,0,0,0.09,4.04,3.19,1.66,0.974,0.95,18
brave_men_women,-2.43,1.67,0,30,1,1,0,0,3,96,30,66,83,13,25,24,59,6,2,4,2,0.067,0,6,2,4,2,0.25,0,2,2,0,0.031,0,0,0.15,3.85,1.82,2.07,-0.381,-0.57,15
affordable_care_aca,-1.83,1.05,0,67,1,1,0,0,3,77,67,10,67,35,3,59,8,3,3,0,0,0.041,0,3,3,0,0,0.047,0,3,1,2,0.429,2,0,-0.07,-2.03,1.37,2.6,0.605,0.26,19
federal_state_local,-4.68,-1.53,0,53,1,1,1,0,3,86,53,32,76,17,8,44,31,6,2,4,2,0.075,0,6,2,4,2,0.128,0,2,1,1,0.067,1,0,0.04,1.41,-1.14,-1.66,-1.943,-1.69,19
career_technical_education,-1.12,2.73,0,63,1,1,0,0,3,91,63,28,56,17,10,40,16,11,4,7,1.75,0.138,0,11,4,7,1.75,0.212,0,4,4,0,0.167,0,0,0.05,0.85,2.72,4.15,0.019,0.02,26
signed_law_president,-1.22,1.65,0,51,1,1,0,0,3,91,51,40,55,27,21,29,26,8,7,1,0.143,0.096,0,8,4,4,1,0.186,0,7,3,4,0.212,1.333,0,0.03,0.46,1.82,3.82,-0.745,-1.06,20
paycheck_protection_program,-1,2.95,0,41,1,1,1,0,3,57,41,16,38,17,10,25,13,7,6,1,0.167,0.14,0,7,6,1,0.167,0.206,0,3,2,1,0.231,0.5,0,0,0.08,3.03,4.4,-1.988,-2.11,27
congress_working,-0.92,1.89,0,64,1,1,0,0,2,89,64,25,66,33,13,42,24,4,3,1,0.333,0.047,0,4,3,1,0.333,0.067,0,2,1,1,0.087,1,0,-0.13,-2.16,2,4.53,0.766,0.74,16
solve_problems,-2.44,1.14,0,68,1,1,1,0,2,117,68,47,103,17,8,60,41,3,2,1,0.5,0.026,0,3,2,1,0.5,0.046,0,2,2,0,0.044,0,0,-0.01,-0.35,1.39,1.9,-2.681,-2.62,14
fiscal_responsibility,-2.13,1.15,0,49,1,1,0,0,2,132,49,83,98,18,22,35,63,4,4,0,0,0.031,0,4,4,0,0,0.089,0,4,3,1,0.051,0.333,0,0.1,1.85,1.47,2.27,1.098,1.58,21
national_defense,-1.7,0.95,0,79,1,1,1,1,2,234,79,155,169,30,53,52,117,5,5,0,0,0.022,0,4,4,0,0,0.053,0,5,5,0,0.033,0,0,0.35,4.95,1.29,2.73,1.211,2.58,16
common_sense,-0.78,0.7,0,459,1,1,0,0,2,703,459,243,466,92,48,289,176,8,7,1,0.143,0.012,0,8,7,1,0.143,0.018,0,5,5,0,0.021,0,0,-0.09,-1,0.91,3.44,-0.328,-0.7,12
public_schools,-0.92,0.34,0,652,1,1,0,0,2,775,652,122,423,92,10,335,87,11,10,1,0.1,0.014,0,11,10,1,0.1,0.017,0,7,7,0,0.061,0,0,-0.43,-4.81,0.59,2.4,0.572,0.46,14
human_beings,-11.06,-5.31,0,77,1,1,0,0,2,97,77,20,65,3,2,49,16,7,5,2,0.4,0.078,0,7,5,2,0.4,0.1,0,3,2,1,0.176,0.5,0,0.01,0.81,-5.32,-2.43,0.207,0.08,12
healthcare_americans,-2.64,1.26,0,51,1,1,0,0,2,64,51,13,59,14,1,47,12,2,2,0,0,0.032,0,2,2,0,0,0.041,0,2,1,1,0.182,1,0,-0.06,-2.53,1.39,1.7,1.5,0.38,20
affordable_healthcare,-1.33,0.29,0,338,1,1,0,0,2,410,338,72,283,78,14,222,61,9,4,5,1.25,0.022,0,9,4,5,1.25,0.027,0,3,2,1,0.043,0.5,0,-0.34,-4.67,0.49,1.68,0.015,0.02,21
healthcare_costs,-1.35,1.52,0,178,1,1,0,0,2,317,178,139,245,38,34,140,105,5,4,1,0.25,0.016,0,4,4,0,0,0.023,0,5,4,1,0.037,0.25,0,0.18,3.49,1.87,3.73,0.028,0.05,16
health_insurance,-0.94,0.19,0,726,1,1,0,0,2,1008,726,282,489,85,51,329,160,26,18,8,0.444,0.026,0,26,18,8,0.444,0.037,0,12,8,4,0.044,0.5,0,0.16,1.17,0.44,1.87,0.156,0.41,16
tax_dollars,-0.47,3.51,0,122,1,1,0,0,2,246,122,118,168,18,19,80,87,6,6,0,0,0.025,0,5,5,0,0,0.043,0,6,4,2,0.054,0.5,0,0.05,0.79,3.59,5.54,0.579,0.73,11
solve_problem,-2,4.78,0,37,1,1,0,0,2,63,37,26,51,4,6,28,23,3,2,1,0.5,0.05,0,3,2,1,0.5,0.088,0,2,2,0,0.083,0,0,0.04,2.29,4.95,2.22,-0.407,-0.29,13
public_option,-1.54,1.69,0,264,1,1,0,0,2,268,264,4,153,24,0,149,4,24,8,16,2,0.098,0,24,8,16,2,0.1,0,1,1,0,0.333,0,0,-0.07,-1.49,2.04,3.45,0,0,13
founding_fathers,-9.83,-5.04,0,38,1,1,1,0,2,153,38,115,126,3,21,27,99,5,3,2,0.667,0.034,0,5,3,2,0.667,0.152,0,3,3,0,0.027,0,0,0.16,4.2,-5.06,-2.63,1.647,1.96,16
political_party,-1.38,3.47,0,54,1,1,0,0,2,79,54,24,66,9,0,44,21,4,4,0,0,0.053,0,4,4,0,0,0.08,0,3,2,1,0.143,0.5,0,-0.04,-1.19,3.8,3.57,0,0,15
support_public,-6.71,-2.8,0,50,1,1,0,0,2,55,50,5,50,9,1,45,5,2,2,0,0,0.038,0,2,2,0,0,0.042,0,1,1,0,0.25,0,0,0,-0.23,-2.49,-2.49,0.492,0.1,14
fiscally_responsible,-2.44,2.19,0,27,1,1,0,0,2,58,27,31,51,7,10,24,27,2,2,0,0,0.036,0,2,2,0,0,0.08,0,2,2,0,0.069,0,0,0.06,1.97,2.6,2.27,0.383,0.36,20
interest_rates,-1.44,0.85,0,161,1,1,0,0,2,224,161,63,147,46,2,124,23,25,6,19,3.167,0.126,0,6,6,0,0,0.039,0,25,5,20,0.658,4,0,-0.13,-2.24,1.2,2.98,-7.452,-2.71,14
national_debt,-2.59,1.33,0,94,1,1,1,1,2,370,94,275,218,12,53,58,159,20,14,6,0.429,0.057,0,6,5,1,0.2,0.068,0,20,14,6,0.078,0.429,0,0.43,7.75,1.71,1.96,1.054,2.25,13
stock_market,-2.96,1.73,0,42,1,1,0,0,2,61,42,19,52,7,1,35,17,2,2,0,0,0.034,0,2,2,0,0,0.05,0,2,2,0,0.118,0,0,0,-0.23,2.22,1.77,0.749,0.18,12
resources_need,-1.35,1.16,0,148,1,1,0,0,2,225,148,77,181,42,33,113,68,5,3,2,0.667,0.023,0,5,3,2,0.667,0.035,0,2,2,0,0.027,0,0,0.09,1.58,1.39,3.28,-0.415,-0.7,14
democratic_party,-4.04,-1.22,0,146,1,1,0,1,2,202,146,54,129,19,1,93,35,14,6,8,1.333,0.074,0,14,4,10,2.5,0.106,0,6,4,2,0.125,0.5,0,-0.11,-2.79,-1.09,-1.79,-0.674,-0.18,16
human_rights,-2.73,-1.43,0,473,1,1,0,0,2,543,473,66,285,61,11,238,45,12,12,0,0,0.023,0,12,12,0,0,0.026,0,6,4,2,0.1,0.5,0,-0.16,-1.29,-1.14,-4.17,0.611,0.65,12
first_job,-2.83,1.58,0,32,1,1,0,0,2,53,32,20,51,9,4,30,20,2,2,0,0,0.039,0,2,2,0,0,0.067,0,1,1,0,0.053,0,0,-0.01,-0.54,1.74,1.68,0.324,0.17,9
work_together,-1.06,1.71,0,169,1,1,1,0,2,256,169,83,199,37,16,125,71,4,4,0,0,0.016,0,4,4,0,0,0.024,0,3,2,1,0.038,0.5,0,-0.04,-0.62,1.9,4.19,-1.748,-2.22,13
small_business,-0.64,0.62,0,547,1,1,1,0,2,997,547,446,511,80,70,266,243,24,14,10,0.714,0.025,0,24,12,12,1,0.046,0,14,8,6,0.032,0.75,0,0.26,1.63,0.82,3.46,-0.862,-2.81,14
small_businesses,0.07,0.69,0,890,1,1,0,0,2,1328,890,428,583,113,79,344,235,23,20,3,0.15,0.018,0,23,20,3,0.15,0.027,0,8,8,0,0.019,0,0,-0.07,-0.36,0.93,5.37,-0.465,-1.54,16
city_council,-4.63,-2.27,0,116,1,1,0,0,2,170,116,53,106,30,7,67,38,8,7,1,0.143,0.049,0,8,7,1,0.143,0.074,0,4,3,1,0.082,0.333,0,-0.16,-3.04,-2.19,-4.63,0.876,0.6,12
background_checks,-0.59,0.73,0,520,1,1,0,0,2,573,520,51,358,88,4,318,38,8,8,0,0,0.014,0,8,8,0,0,0.016,0,5,4,1,0.109,0.25,0,-0.4,-4.16,1.04,4.2,-0.284,-0.15,17
school_teacher,-2.38,1.3,0,81,1,1,0,0,2,128,81,47,101,16,14,59,42,5,4,1,0.25,0.041,0,5,4,1,0.25,0.066,0,2,2,0,0.044,0,0,0.03,0.88,1.46,1.97,0.991,1.01,14
class_family,-2.34,2.72,0,43,1,1,0,0,2,57,43,14,48,7,4,35,13,4,2,2,1,0.075,0,4,2,2,1,0.103,0,2,1,1,0.167,1,0,-0.02,-0.84,2.62,2.29,0.52,0.27,12
take_care,-1.98,1.26,0,143,1,1,0,0,2,214,143,71,165,21,6,115,50,7,6,1,0.167,0.034,0,4,3,1,0.333,0.029,0,7,6,1,0.109,0.167,0,-0.06,-1.54,1.41,2.37,-0.31,-0.22,9
graduate_school,-2.08,3.74,0,36,1,1,0,0,2,54,36,17,45,5,2,30,14,4,4,0,0,0.08,0,4,2,2,1,0.125,0,4,1,3,0.308,3,0,0,0.2,4.74,2.5,-0.332,-0.13,15
healthcare_system,-1.27,0.39,0,604,1,1,0,0,2,959,604,354,519,74,51,324,194,18,14,4,0.286,0.019,0,14,10,4,0.4,0.024,0,18,13,5,0.054,0.385,0,0.31,2.99,0.62,2.09,-0.047,-0.12,17
many_ways,-2.42,4.49,0,42,1,1,0,0,2,61,42,19,54,3,1,37,17,3,2,1,0.5,0.052,0,3,2,1,0.5,0.077,0,2,2,0,0.118,0,0,-0.01,-1.03,3.88,2.02,-0.727,-0.24,9
high_school,-0.85,0.59,0,689,1,1,0,0,2,1200,689,506,721,88,75,390,327,8,8,0,0,0.007,0,8,7,1,0.143,0.012,0,8,8,0,0.016,0,0,0.18,1.83,0.82,3.13,0.325,0.83,11
like_many,-1.65,2.27,0,100,1,1,0,0,2,150,100,50,140,19,3,92,48,2,2,0,0,0.014,0,2,2,0,0,0.02,0,2,2,0,0.042,0,0,-0.06,-2.02,2.35,3.2,1.555,0.69,9
many_politicians,-1.84,2.75,0,43,1,1,0,0,2,72,43,29,61,12,4,42,19,6,3,3,1,0.091,0,2,1,1,1,0.049,0,6,3,3,0.261,1,0,-0.02,-0.87,2.81,2.9,0.106,0.06,16
always_stand,-2.15,1.48,0,35,1,1,1,0,2,78,35,43,68,18,6,31,37,3,2,1,0.5,0.04,0,3,2,1,0.5,0.094,0,2,2,0,0.049,0,0,-0.05,-1.44,1.6,2.29,-2.31,-1.79,12
single_payer,-8.41,-4.13,0,244,1,1,0,0,2,313,244,68,168,8,6,132,35,23,8,15,1.875,0.079,0,8,8,0,0,0.034,0,23,5,18,0.511,3.6,0,0.05,1.92,-3.97,-3.49,-1.249,-1.06,12
payer_system,-8.9,-3.88,0,83,1,1,1,0,2,108,83,25,74,4,4,55,19,6,5,1,0.2,0.059,0,6,5,1,0.2,0.078,0,4,3,1,0.19,0.333,0,0.03,1.42,-3.71,-2.23,-2.256,-1.7,12
tools_need,-2.26,1.14,0,67,1,1,0,0,2,116,67,49,99,19,20,56,43,2,2,0,0,0.018,0,2,2,0,0,0.031,0,2,2,0,0.043,0,0,0.11,2.72,1.63,2.31,-1.017,-1.35,10
red_flag,-2.5,1.47,0,107,1,1,0,0,2,165,107,58,127,13,1,90,37,4,4,0,0,0.025,0,3,3,0,0,0.029,0,4,4,0,0.074,0,0,-0.03,-1.36,1.75,2.03,5.954,1.37,8
new_deal,-5.94,-3.8,0,582,1,1,0,0,2,708,582,114,305,28,12,237,64,14,13,1,0.077,0.02,0,14,13,1,0.077,0.025,0,10,5,5,0.096,1,0,-0.05,-0.52,-3.73,-9.46,-0.281,-0.33,8
climate_action,-2.31,0.76,0,65,1,1,0,0,2,67,65,1,56,27,0,54,1,3,2,1,0.5,0.047,0,3,2,1,0.5,0.048,0,1,0,1,0,0,0,-0.09,-2.86,1.01,1.72,0,0,14
minimum_wage,-2.01,-1.1,0,808,1,1,0,0,2,864,808,48,393,92,1,365,25,12,11,1,0.091,0.014,0,12,10,2,0.2,0.015,0,11,4,7,0.297,1.75,0,-0.46,-4.01,-0.82,-3.66,10.855,1.55,12
wage_usd15,-3.78,-1.36,0,137,1,1,0,1,2,141,137,2,124,38,0,120,2,4,2,2,1,0.029,0,4,2,2,1,0.03,0,1,1,0,1,0,0,-0.13,-3.55,-1.14,-2.4,0,0,10
paid_sick,-4.22,-1.9,0,150,1,1,0,0,2,150,150,0,95,29,0,95,0,5,5,0,0,0.034,0,5,5,0,0,0.034,0,0,0,0,0,0,0,-0.06,-1.2,-1.51,-3.28,0,0,9
jobs_overseas,-2.17,1.61,0,49,1,1,0,0,2,59,49,10,54,18,5,44,10,2,2,0,0,0.035,0,2,2,0,0,0.043,0,1,1,0,0.111,0,0,-0.03,-1.14,1.76,2.34,1.262,0.7,13
economic_social,-8.38,-3.45,0,41,1,1,0,0,2,52,41,10,45,4,1,35,9,2,2,0,0,0.04,0,2,2,0,0,0.051,0,2,1,1,0.25,1,0,-0.01,-0.7,-3.44,-2.11,3.303,0.8,15
black_women,-6.28,-3.07,0,67,1,1,0,1,2,69,67,2,50,14,0,48,2,5,4,1,0.25,0.078,0,5,4,1,0.25,0.081,0,1,1,0,1,0,0,-0.08,-2.05,-3.03,-4.33,0,0,11
million_dollars,-5.93,-2.08,0,49,1,1,0,0,2,87,49,37,72,9,7,41,30,4,3,1,0.333,0.048,0,3,3,0,0,0.065,0,4,2,2,0.121,1,0,0,0.2,-1.93,-1.97,-1.137,-0.85,15
criminal_justice,-2.9,-1.14,0,485,1,1,0,1,2,548,485,59,277,47,2,236,39,14,8,6,0.75,0.026,0,14,8,6,0.75,0.03,0,5,4,1,0.093,0.25,0,-0.26,-3.73,-0.92,-2.71,-2.474,-1.07,16
justice_system,-2.74,-0.99,0,489,1,1,0,1,2,529,489,36,260,46,2,230,28,11,11,0,0,0.021,0,11,11,0,0,0.023,0,3,2,1,0.091,0.5,0,-0.24,-3.2,-0.75,-2.25,-3.876,-2.11,14
access_healthcare,-1.15,0.51,0,349,1,1,0,0,2,381,349,32,275,80,13,245,30,6,5,1,0.2,0.016,0,6,5,1,0.2,0.017,0,2,2,0,0.067,0,0,-0.35,-4.91,0.7,2.39,1.608,1.47,17
paycheck_fairness,-1.48,0.79,0,108,1,1,0,0,2,109,108,1,90,52,1,89,1,4,4,0,0,0.038,0,4,4,0,0,0.038,0,1,0,1,0,0,0,-0.17,-3.38,1.1,2.77,-243.485,0,17
sexual_harassment,-2.43,0.84,0,91,1,1,1,0,2,104,91,13,74,16,6,64,10,5,5,0,0,0.051,0,5,5,0,0,0.058,0,2,2,0,0.182,0,0,0.04,0.98,1.45,2.14,-2.555,-2.34,17
millions_jobs,-7.7,-3.56,0,48,1,1,0,0,2,61,48,13,50,7,2,39,11,3,3,0,0,0.052,0,3,3,0,0,0.067,0,2,2,0,0.182,0,0,0,0.17,-3.38,-3.12,1.343,0.56,13
fossil_fuel,-5.23,-2.36,0,265,1,1,0,0,2,273,265,8,134,17,1,128,6,19,13,6,0.462,0.075,0,19,13,6,0.462,0.077,0,2,2,0,0.333,0,0,-0.03,-0.79,-2.02,-3.38,0.749,0.18,11
fix_broken,-2.76,1.85,0,40,1,1,0,0,2,65,40,25,61,9,7,38,23,3,2,1,0.5,0.048,0,2,2,0,0,0.053,0,3,1,2,0.136,2,0,0.03,1.18,2.15,1.87,0.533,0.36,10
income_inequality,-6.15,-2.66,0,126,1,1,0,1,2,135,126,9,92,14,1,86,6,7,6,1,0.167,0.055,0,7,6,1,0.167,0.059,0,2,2,0,0.286,0,0,-0.05,-2.32,-2.58,-3.16,-6.074,-1.96,17
tax_rate,-2.87,1.68,0,67,1,1,0,0,2,99,67,32,68,6,5,42,26,6,4,2,0.5,0.065,0,6,4,2,0.5,0.098,0,2,2,0,0.067,0,0,0.02,0.65,1.96,1.73,-0.6,-0.4,8
middle_class,-0.59,0.27,0,720,1,1,0,0,2,908,720,184,445,97,26,320,121,13,13,0,0,0.015,0,13,13,0,0,0.018,0,8,6,2,0.045,0.333,0,-0.39,-2.74,0.59,2.92,-0.098,-0.14,12
fair_share,-1.85,0.72,0,212,1,1,0,0,2,245,212,33,184,40,4,155,29,6,5,1,0.2,0.025,0,6,5,1,0.2,0.029,0,3,2,1,0.1,0.5,0,-0.12,-2.53,0.97,2.12,-1.667,-0.99,10
support_policies,-2.17,1.98,0,62,1,1,1,0,2,91,62,29,71,14,12,46,25,5,3,2,0.667,0.058,0,5,3,2,0.667,0.088,0,2,2,0,0.074,0,0,0.05,1.66,2.08,2.43,-1.602,-1.78,16
men_women,-1.29,0.34,0,248,1,1,0,0,2,469,248,217,339,69,44,169,168,7,6,1,0.167,0.015,0,7,6,1,0.167,0.029,0,4,4,0,0.019,0,0,0.08,0.98,0.65,2.17,0.014,0.03,9
women_children,-5.24,-1.73,0,59,1,1,0,0,2,77,59,18,63,13,2,46,17,4,4,0,0,0.055,0,4,4,0,0,0.073,0,2,1,1,0.125,1,0,-0.03,-1.45,-1.55,-1.88,-0.115,-0.04,14
country_need,-1.79,4.34,0,55,1,1,0,0,2,81,55,25,73,5,2,48,24,2,2,0,0,0.025,0,2,2,0,0,0.038,0,2,1,1,0.087,1,0,-0.01,-0.47,4,2.63,0.404,0.14,12
war_drugs,-7.74,-4.01,0,206,1,1,0,0,2,220,206,13,122,9,0,113,8,13,6,7,1.167,0.063,0,13,6,7,1.167,0.067,0,4,2,2,0.444,1,0,-0.03,-0.86,-3.85,-4.43,0,0,9
federal_level,-4.68,-1.75,0,200,1,1,0,0,2,249,200,49,197,23,9,150,47,5,5,0,0,0.02,0,5,5,0,0,0.026,0,2,2,0,0.043,0,0,0.01,0.27,-1.5,-2.44,-0.164,-0.14,13
communities_color,-4.27,-2.01,0,274,1,1,0,1,2,277,274,2,130,27,0,127,2,27,10,17,1.7,0.108,0,27,10,17,1.7,0.109,0,1,1,0,1,0,0,-0.14,-2.53,-1.79,-4.07,0,0,17
