state,county_name,gov_cand_dem,dem_gov_percent,pres_cand_dem,dem_pres_percent,dem_gov_avgIdeal,dem_pres_avgIdeal,dem_gov_votes,dem_pres_votes,dem_pres_inc,dem_gov_inc,gov_cand_rep,rep_gov_percent,pres_cand_rep,rep_pres_percent,rep_gov_avgIdeal,rep_pres_avgIdeal,rep_gov_votes,rep_pres_votes,rep_pres_inc,rep_gov_inc,Income.Median Houseold Income,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,population,year,state_medianIncome,state_blackPct,state_hispPct,state_baPct,state_trumppct2016,state_trumppct2020,gov_cand_dem_gender,gov_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman
Indiana,RANDOLPH,Woodrow A. Jr. Myers,0.2011,Joseph R. Jr. Biden,0.2321,-0.78,-1.42,1863,2513,Challenger,Challenger,Eric Holcomb,0.7989,Donald J. Trump,0.7679,0.61,1.62,7399,8312,Incumbent,Incumbent,48036,0.7,3.7,14.3,24502,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,RIPLEY,Woodrow A. Jr. Myers,0.1899,Joseph R. Jr. Biden,0.1976,-0.78,-1.42,2231,2774,Challenger,Challenger,Eric Holcomb,0.8101,Donald J. Trump,0.8024,0.61,1.62,9518,11261,Incumbent,Incumbent,56332,0.5,1.9,18,28995,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,RUSH,Woodrow A. Jr. Myers,0.1971,Joseph R. Jr. Biden,0.2252,-0.78,-1.42,1215,1754,Challenger,Challenger,Eric Holcomb,0.8029,Donald J. Trump,0.7748,0.61,1.62,4949,6035,Incumbent,Incumbent,54346,1,1.8,13.9,16752,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,SCOTT,Woodrow A. Jr. Myers,0.2747,Joseph R. Jr. Biden,0.2692,-0.78,-1.42,2297,2701,Challenger,Challenger,Eric Holcomb,0.7253,Donald J. Trump,0.7308,0.61,1.62,6065,7331,Incumbent,Incumbent,48700,0.5,2.5,12,24384,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,SHELBY,Woodrow A. Jr. Myers,0.2219,Joseph R. Jr. Biden,0.2564,-0.78,-1.42,3499,5023,Challenger,Challenger,Eric Holcomb,0.7781,Donald J. Trump,0.7436,0.61,1.62,12269,14568,Incumbent,Incumbent,60404,1.4,4.4,18.7,45055,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,SPENCER,Woodrow A. Jr. Myers,0.2529,Joseph R. Jr. Biden,0.304,-0.78,-1.42,2461,3213,Challenger,Challenger,Eric Holcomb,0.7471,Donald J. Trump,0.696,0.61,1.62,7272,7357,Incumbent,Incumbent,57305,1,3,15.2,19810,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,ST. JOSEPH,Woodrow A. Jr. Myers,0.4447,Joseph R. Jr. Biden,0.5298,-0.78,-1.42,48610,59896,Challenger,Challenger,Eric Holcomb,0.5553,Donald J. Trump,0.4702,0.61,1.62,60696,53164,Incumbent,Incumbent,52769,13.8,9.1,29.6,272912,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,STARKE,Woodrow A. Jr. Myers,0.2314,Joseph R. Jr. Biden,0.262,-0.78,-1.42,2026,2650,Challenger,Challenger,Eric Holcomb,0.7686,Donald J. Trump,0.738,0.61,1.62,6730,7466,Incumbent,Incumbent,51190,0.4,4.1,11.9,23371,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,STEUBEN,Woodrow A. Jr. Myers,0.2049,Joseph R. Jr. Biden,0.2849,-0.78,-1.42,2939,4513,Challenger,Challenger,Eric Holcomb,0.7951,Donald J. Trump,0.7151,0.61,1.62,11407,11327,Incumbent,Incumbent,58279,0.9,3.7,21.8,34435,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,SULLIVAN,Woodrow A. Jr. Myers,0.2051,Joseph R. Jr. Biden,0.2434,-0.78,-1.42,1550,2153,Challenger,Challenger,Eric Holcomb,0.7949,Donald J. Trump,0.7566,0.61,1.62,6009,6691,Incumbent,Incumbent,50245,4.9,1.8,12.1,20817,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,SWITZERLAND,Woodrow A. Jr. Myers,0.2241,Joseph R. Jr. Biden,0.2353,-0.78,-1.42,822,964,Challenger,Challenger,Eric Holcomb,0.7759,Donald J. Trump,0.7647,0.61,1.62,2846,3133,Incumbent,Incumbent,49383,1.4,1.9,10.9,9737,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,TIPPECANOE,Woodrow A. Jr. Myers,0.408,Joseph R. Jr. Biden,0.5031,-0.78,-1.42,26179,35017,Challenger,Challenger,Eric Holcomb,0.592,Donald J. Trump,0.4969,0.61,1.62,37979,34581,Incumbent,Incumbent,53130,5.9,8.7,38.7,186251,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,TIPTON,Woodrow A. Jr. Myers,0.1884,Joseph R. Jr. Biden,0.2309,-0.78,-1.42,1200,1834,Challenger,Challenger,Eric Holcomb,0.8116,Donald J. Trump,0.7691,0.61,1.62,5169,6110,Incumbent,Incumbent,58118,0.7,2.9,24.7,15359,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,UNION,Woodrow A. Jr. Myers,0.1923,Joseph R. Jr. Biden,0.215,-0.78,-1.42,603,736,Challenger,Challenger,Eric Holcomb,0.8077,Donald J. Trump,0.785,0.61,1.62,2533,2688,Incumbent,Incumbent,50375,1,1.8,18.5,7087,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,VANDERBURGH,Woodrow A. Jr. Myers,0.3695,Joseph R. Jr. Biden,0.4513,-0.78,-1.42,27242,34415,Challenger,Challenger,Eric Holcomb,0.6305,Donald J. Trump,0.5487,0.61,1.62,46490,41844,Incumbent,Incumbent,49708,9.9,2.8,27,180136,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,VERMILLION,Woodrow A. Jr. Myers,0.2367,Joseph R. Jr. Biden,0.2927,-0.78,-1.42,1531,2145,Challenger,Challenger,Eric Holcomb,0.7633,Donald J. Trump,0.7073,0.61,1.62,4938,5184,Incumbent,Incumbent,50243,0.5,1.3,14.2,15439,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,VIGO,Woodrow A. Jr. Myers,0.3507,Joseph R. Jr. Biden,0.4247,-0.78,-1.42,13999,18123,Challenger,Challenger,Eric Holcomb,0.6493,Donald J. Trump,0.5753,0.61,1.62,25917,24545,Incumbent,Incumbent,45230,7.4,2.8,25.1,106153,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,WABASH,Woodrow A. Jr. Myers,0.2099,Joseph R. Jr. Biden,0.2451,-0.78,-1.42,2421,3494,Challenger,Challenger,Eric Holcomb,0.7901,Donald J. Trump,0.7549,0.61,1.62,9111,10762,Incumbent,Incumbent,54259,0.9,2.7,18.1,30976,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,WARREN,Woodrow A. Jr. Myers,0.1826,Joseph R. Jr. Biden,0.2226,-0.78,-1.42,672,974,Challenger,Challenger,Eric Holcomb,0.8174,Donald J. Trump,0.7774,0.61,1.62,3009,3401,Incumbent,Incumbent,60553,0.4,2.2,19.4,8440,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,WARRICK,Woodrow A. Jr. Myers,0.2856,Joseph R. Jr. Biden,0.3586,-0.78,-1.42,9074,11923,Challenger,Challenger,Eric Holcomb,0.7144,Donald J. Trump,0.6414,0.61,1.62,22703,21326,Incumbent,Incumbent,73482,1.8,2,30.3,63898,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,WASHINGTON,Woodrow A. Jr. Myers,0.2332,Joseph R. Jr. Biden,0.234,-0.78,-1.42,2408,2784,Challenger,Challenger,Eric Holcomb,0.7668,Donald J. Trump,0.766,0.61,1.62,7919,9114,Incumbent,Incumbent,47983,0.5,1.4,13.4,28182,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,WAYNE,Woodrow A. Jr. Myers,0.3082,Joseph R. Jr. Biden,0.3516,-0.78,-1.42,7534,9524,Challenger,Challenger,Eric Holcomb,0.6918,Donald J. Trump,0.6484,0.61,1.62,16914,17567,Incumbent,Incumbent,46516,5,3.2,18.2,66553,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,WELLS,Woodrow A. Jr. Myers,0.1735,Joseph R. Jr. Biden,0.2124,-0.78,-1.42,1967,2928,Challenger,Challenger,Eric Holcomb,0.8265,Donald J. Trump,0.7876,0.61,1.62,9371,10855,Incumbent,Incumbent,59237,0.9,3.3,18.2,28180,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,WHITE,Woodrow A. Jr. Myers,0.2124,Joseph R. Jr. Biden,0.2759,-0.78,-1.42,1978,3032,Challenger,Challenger,Eric Holcomb,0.7876,Donald J. Trump,0.7241,0.61,1.62,7334,7957,Incumbent,Incumbent,54576,0.9,8.8,16.4,24688,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Indiana,WHITLEY,Woodrow A. Jr. Myers,0.192,Joseph R. Jr. Biden,0.2477,-0.78,-1.42,2738,4234,Challenger,Challenger,Eric Holcomb,0.808,Donald J. Trump,0.7523,0.61,1.62,11522,12862,Incumbent,Incumbent,61741,0.5,2.2,20.7,34191,2020,56303,9.9,7.3,26.5,56.94003344841128,57.02115776570512,M,M,0,0
Missouri,ADAIR,Nicole Galloway,0.3496,Joseph R. Jr. Biden,0.3665,-0.59,-1.42,3546,3710,Challenger,Challenger,Mike Parson,0.6504,Donald J. Trump,0.6335,0.67,1.62,6597,6413,Incumbent,Incumbent,41929,3.4,2.6,31,25314,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,ANDREW,Nicole Galloway,0.2467,Joseph R. Jr. Biden,0.2447,-0.59,-1.42,2356,2351,Challenger,Challenger,Mike Parson,0.7533,Donald J. Trump,0.7553,0.67,1.62,7195,7255,Incumbent,Incumbent,58772,1.2,2.7,24.9,18135,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,ATCHISON,Nicole Galloway,0.1971,Joseph R. Jr. Biden,0.2041,-0.59,-1.42,533,564,Challenger,Challenger,Mike Parson,0.8029,Donald J. Trump,0.7959,0.67,1.62,2171,2199,Incumbent,Incumbent,50236,0.5,1.5,23.1,5305,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,AUDRAIN,Nicole Galloway,0.2584,Joseph R. Jr. Biden,0.2591,-0.59,-1.42,2663,2704,Challenger,Challenger,Mike Parson,0.7416,Donald J. Trump,0.7409,0.67,1.62,7643,7732,Incumbent,Incumbent,44261,6.9,3.3,14.7,24962,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,BARRY,Nicole Galloway,0.1869,Joseph R. Jr. Biden,0.1918,-0.59,-1.42,2841,2948,Challenger,Challenger,Mike Parson,0.8131,Donald J. Trump,0.8082,0.67,1.62,12356,12425,Incumbent,Incumbent,44403,0.7,9.9,14.6,34534,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,BARTON,Nicole Galloway,0.1376,Joseph R. Jr. Biden,0.1404,-0.59,-1.42,816,844,Challenger,Challenger,Mike Parson,0.86240000000000006,Donald J. Trump,0.8596,0.67,1.62,5114,5168,Incumbent,Incumbent,44125,0.6,2.9,19.9,11637,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,BATES,Nicole Galloway,0.21560000000000001,Joseph R. Jr. Biden,0.2022,-0.59,-1.42,1762,1672,Challenger,Challenger,Mike Parson,0.7844,Donald J. Trump,0.7978,0.67,1.62,6410,6597,Incumbent,Incumbent,47625,1.3,2.3,16.1,16042,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,BENTON,Nicole Galloway,0.2137,Joseph R. Jr. Biden,0.2119,-0.59,-1.42,2179,2180,Challenger,Challenger,Mike Parson,0.7863,Donald J. Trump,0.7881,0.67,1.62,8017,8109,Incumbent,Incumbent,40249,0.6,2.1,13,19394,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,BOLLINGER,Nicole Galloway,0.1325,Joseph R. Jr. Biden,0.1268,-0.59,-1.42,773,750,Challenger,Challenger,Mike Parson,0.8675,Donald J. Trump,0.8732,0.67,1.62,5063,5167,Incumbent,Incumbent,44158,0.6,1.5,8.9,10567,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,BOONE,Nicole Galloway,0.5428,Joseph R. Jr. Biden,0.5644,-0.59,-1.42,48056,50064,Challenger,Challenger,Mike Parson,0.4572,Donald J. Trump,0.4356,0.67,1.62,40478,38646,Incumbent,Incumbent,55328,9.8,3.5,46.1,183610,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,BUCHANAN,Nicole Galloway,0.3739,Joseph R. Jr. Biden,0.3746,-0.59,-1.42,13225,13445,Challenger,Challenger,Mike Parson,0.6261,Donald J. Trump,0.6254,0.67,1.62,22147,22450,Incumbent,Incumbent,51916,6,6.9,21.1,84793,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,BUTLER,Nicole Galloway,0.1894,Joseph R. Jr. Biden,0.1844,-0.59,-1.42,3349,3301,Challenger,Challenger,Mike Parson,0.8106,Donald J. Trump,0.8156,0.67,1.62,14337,14602,Incumbent,Incumbent,39915,5.6,2.2,13.3,42130,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CALDWELL,Nicole Galloway,0.2027,Joseph R. Jr. Biden,0.1941,-0.59,-1.42,916,897,Challenger,Challenger,Mike Parson,0.7973,Donald J. Trump,0.8059,0.67,1.62,3603,3725,Incumbent,Incumbent,49839,0.7,2.5,18.1,8815,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CALLAWAY,Nicole Galloway,0.2729,Joseph R. Jr. Biden,0.2838,-0.59,-1.42,5611,5870,Challenger,Challenger,Mike Parson,0.7271,Donald J. Trump,0.7162,0.67,1.62,14950,14815,Incumbent,Incumbent,56938,4.7,2.2,23.1,44283,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CAMDEN,Nicole Galloway,0.2248,Joseph R. Jr. Biden,0.2307,-0.59,-1.42,5461,5652,Challenger,Challenger,Mike Parson,0.7752,Donald J. Trump,0.7693,0.67,1.62,18837,18850,Incumbent,Incumbent,53478,0.7,2.9,21.1,42745,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CAPE GIRARDEAU,Nicole Galloway,0.2607,Joseph R. Jr. Biden,0.2713,-0.59,-1.42,10272,10760,Challenger,Challenger,Mike Parson,0.7393,Donald J. Trump,0.7287,0.67,1.62,29127,28907,Incumbent,Incumbent,53732,7.9,2.5,31.5,81710,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CARROLL,Nicole Galloway,0.1734,Joseph R. Jr. Biden,0.175,-0.59,-1.42,770,786,Challenger,Challenger,Mike Parson,0.8266,Donald J. Trump,0.825,0.67,1.62,3671,3706,Incumbent,Incumbent,50830,1.8,1.6,16.7,8495,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CARTER,Nicole Galloway,0.1426,Joseph R. Jr. Biden,0.1457,-0.59,-1.42,401,418,Challenger,Challenger,Mike Parson,0.8574,Donald J. Trump,0.8543,0.67,1.62,2412,2451,Incumbent,Incumbent,39530,0.5,2.9,15.5,5202,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CASS,Nicole Galloway,0.3364,Joseph R. Jr. Biden,0.3387,-0.59,-1.42,18770,19052,Challenger,Challenger,Mike Parson,0.6636,Donald J. Trump,0.6613,0.67,1.62,37025,37197,Incumbent,Incumbent,69433,4.6,4.6,26.3,107824,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CEDAR,Nicole Galloway,0.1606,Joseph R. Jr. Biden,0.1652,-0.59,-1.42,1104,1145,Challenger,Challenger,Mike Parson,0.8394,Donald J. Trump,0.8348,0.67,1.62,5771,5788,Incumbent,Incumbent,39365,0.5,2.5,13.6,14188,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CHARITON,Nicole Galloway,0.2269,Joseph R. Jr. Biden,0.2275,-0.59,-1.42,910,916,Challenger,Challenger,Mike Parson,0.7731,Donald J. Trump,0.7725,0.67,1.62,3100,3111,Incumbent,Incumbent,46738,2.4,0.9,17.2,7408,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CHRISTIAN,Nicole Galloway,0.2378,Joseph R. Jr. Biden,0.2417,-0.59,-1.42,10863,11131,Challenger,Challenger,Mike Parson,0.7622,Donald J. Trump,0.7583,0.67,1.62,34827,34920,Incumbent,Incumbent,60645,0.9,3.1,28.6,88842,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CLARK,Nicole Galloway,0.1955,Joseph R. Jr. Biden,0.2024,-0.59,-1.42,648,678,Challenger,Challenger,Mike Parson,0.8045,Donald J. Trump,0.7976,0.67,1.62,2667,2672,Incumbent,Incumbent,48909,0.4,0.9,12.8,6634,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CLAY,Nicole Galloway,0.4737,Joseph R. Jr. Biden,0.479,-0.59,-1.42,58224,59400,Challenger,Challenger,Mike Parson,0.5263,Donald J. Trump,0.521,0.67,1.62,64682,64605,Incumbent,Incumbent,70510,7.3,7.1,33.2,253335,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CLINTON,Nicole Galloway,0.2853,Joseph R. Jr. Biden,0.2708,-0.59,-1.42,3001,2896,Challenger,Challenger,Mike Parson,0.7147,Donald J. Trump,0.7292,0.67,1.62,7518,7799,Incumbent,Incumbent,62701,1.4,2.3,21.6,21184,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,COLE,Nicole Galloway,0.3037,Joseph R. Jr. Biden,0.3273,-0.59,-1.42,11726,12694,Challenger,Challenger,Mike Parson,0.6963,Donald J. Trump,0.6727,0.67,1.62,26886,26086,Incumbent,Incumbent,60066,12.2,2.9,33.3,77279,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,COOPER,Nicole Galloway,0.2578,Joseph R. Jr. Biden,0.2639,-0.59,-1.42,2162,2249,Challenger,Challenger,Mike Parson,0.7422,Donald J. Trump,0.7361,0.67,1.62,6224,6272,Incumbent,Incumbent,52735,7,2.1,22.1,17103,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,CRAWFORD,Nicole Galloway,0.2082,Joseph R. Jr. Biden,0.195,-0.59,-1.42,2230,2113,Challenger,Challenger,Mike Parson,0.7918,Donald J. Trump,0.805,0.67,1.62,8480,8725,Incumbent,Incumbent,44438,0.5,2.1,11.5,23056,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,DADE,Nicole Galloway,0.1663,Joseph R. Jr. Biden,0.1612,-0.59,-1.42,668,656,Challenger,Challenger,Mike Parson,0.8337,Donald J. Trump,0.8388,0.67,1.62,3348,3414,Incumbent,Incumbent,40399,0.5,2.3,12.7,7569,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,DALLAS,Nicole Galloway,0.163,Joseph R. Jr. Biden,0.1725,-0.59,-1.42,1294,1380,Challenger,Challenger,Mike Parson,0.837,Donald J. Trump,0.8275,0.67,1.62,6646,6619,Incumbent,Incumbent,43542,0.4,2.2,12.9,17071,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,DAVIESS,Nicole Galloway,0.2071,Joseph R. Jr. Biden,0.1939,-0.59,-1.42,783,746,Challenger,Challenger,Mike Parson,0.7929,Donald J. Trump,0.8061,0.67,1.62,2997,3102,Incumbent,Incumbent,51679,0.7,1.4,18.5,8430,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,DEKALB,Nicole Galloway,0.1982,Joseph R. Jr. Biden,0.1955,-0.59,-1.42,930,930,Challenger,Challenger,Mike Parson,0.8018,Donald J. Trump,0.8045,0.67,1.62,3763,3828,Incumbent,Incumbent,55918,11.8,2.9,13.8,11029,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,DENT,Nicole Galloway,0.1651,Joseph R. Jr. Biden,0.1499,-0.59,-1.42,1141,1056,Challenger,Challenger,Mike Parson,0.8349,Donald J. Trump,0.8501,0.67,1.62,5768,5987,Incumbent,Incumbent,42100,0.7,1.9,15.3,14421,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,DOUGLAS,Nicole Galloway,0.1534,Joseph R. Jr. Biden,0.1469,-0.59,-1.42,1046,1016,Challenger,Challenger,Mike Parson,0.8466,Donald J. Trump,0.8531,0.67,1.62,5773,5898,Incumbent,Incumbent,37425,0.5,1.8,10.8,11578,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,DUNKLIN,Nicole Galloway,0.2245,Joseph R. Jr. Biden,0.2129,-0.59,-1.42,2281,2200,Challenger,Challenger,Mike Parson,0.7755,Donald J. Trump,0.7871,0.67,1.62,7880,8135,Incumbent,Incumbent,36380,10.6,7,13.8,28283,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,FRANKLIN,Nicole Galloway,0.2871,Joseph R. Jr. Biden,0.2768,-0.59,-1.42,14957,14569,Challenger,Challenger,Mike Parson,0.7129,Donald J. Trump,0.7232,0.67,1.62,37136,38058,Incumbent,Incumbent,57214,1,1.9,20.9,104682,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,GASCONADE,Nicole Galloway,0.1989,Joseph R. Jr. Biden,0.2047,-0.59,-1.42,1537,1601,Challenger,Challenger,Mike Parson,0.8011,Donald J. Trump,0.7953,0.67,1.62,6192,6222,Incumbent,Incumbent,54885,0.6,1.6,19.2,14794,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,GENTRY,Nicole Galloway,0.1991,Joseph R. Jr. Biden,0.1919,-0.59,-1.42,631,613,Challenger,Challenger,Mike Parson,0.8009,Donald J. Trump,0.8081,0.67,1.62,2539,2581,Incumbent,Incumbent,47790,0.6,1.9,19.1,6162,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,GREENE,Nicole Galloway,0.3875,Joseph R. Jr. Biden,0.397,-0.59,-1.42,53519,55068,Challenger,Challenger,Mike Parson,0.6125,Donald J. Trump,0.603,0.67,1.62,84582,83630,Incumbent,Incumbent,46086,3.5,3.9,30.5,298915,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,GRUNDY,Nicole Galloway,0.1884,Joseph R. Jr. Biden,0.1823,-0.59,-1.42,821,799,Challenger,Challenger,Mike Parson,0.8116,Donald J. Trump,0.8177,0.67,1.62,3537,3585,Incumbent,Incumbent,45594,1,2.4,17.1,9808,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,HARRISON,Nicole Galloway,0.1609,Joseph R. Jr. Biden,0.1573,-0.59,-1.42,602,597,Challenger,Challenger,Mike Parson,0.8391,Donald J. Trump,0.8427,0.67,1.62,3139,3198,Incumbent,Incumbent,42917,0.6,2.6,16.5,8157,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,HENRY,Nicole Galloway,0.2451,Joseph R. Jr. Biden,0.246,-0.59,-1.42,2574,2619,Challenger,Challenger,Mike Parson,0.7549,Donald J. Trump,0.754,0.67,1.62,7928,8027,Incumbent,Incumbent,45795,1.2,2.6,15.9,21946,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,HICKORY,Nicole Galloway,0.1871,Joseph R. Jr. Biden,0.2103,-0.59,-1.42,929,1056,Challenger,Challenger,Mike Parson,0.8129,Donald J. Trump,0.7897,0.67,1.62,4037,3966,Incumbent,Incumbent,34182,0.6,2,9,8279,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,HOLT,Nicole Galloway,0.1577,Joseph R. Jr. Biden,0.1461,-0.59,-1.42,361,338,Challenger,Challenger,Mike Parson,0.8423,Donald J. Trump,0.8539,0.67,1.62,1928,1976,Incumbent,Incumbent,49524,0.5,1.6,19.7,4223,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,HOWARD,Nicole Galloway,0.2824,Joseph R. Jr. Biden,0.2845,-0.59,-1.42,1387,1413,Challenger,Challenger,Mike Parson,0.7176,Donald J. Trump,0.7155,0.67,1.62,3525,3553,Incumbent,Incumbent,52700,5.2,1.7,25.2,10151,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,HOWELL,Nicole Galloway,0.1768,Joseph R. Jr. Biden,0.1749,-0.59,-1.42,3210,3218,Challenger,Challenger,Mike Parson,0.8232,Donald J. Trump,0.8251,0.67,1.62,14947,15181,Incumbent,Incumbent,38357,0.6,2.2,18,39750,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,IRON,Nicole Galloway,0.2528,Joseph R. Jr. Biden,0.2081,-0.59,-1.42,1105,945,Challenger,Challenger,Mike Parson,0.7472,Donald J. Trump,0.7919,0.67,1.62,3266,3596,Incumbent,Incumbent,37435,1.5,1.9,10.8,9537,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,JACKSON,Nicole Galloway,0.4717,Joseph R. Jr. Biden,0.4793,-0.59,-1.42,89720,92182,Challenger,Challenger,Mike Parson,0.5283,Donald J. Trump,0.5207,0.67,1.62,100478,100142,Incumbent,Incumbent,55134,23.7,9.2,31.6,717204,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
Missouri,JASPER,Nicole Galloway,0.2593,Joseph R. Jr. Biden,0.2642,-0.59,-1.42,13204,13549,Challenger,Challenger,Mike Parson,0.7407,Donald J. Trump,0.7358,0.67,1.62,37714,37728,Incumbent,Incumbent,48357,2.3,8.5,23.6,122761,2020,55461,11.8,4.4,29.2,56.77234783816165,56.79965577888949,F,M,1,0
