term,b0,b1,b1prior,count,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
immigrant,-0.69,-3.54,0,124,1,1,1,1,1,491,364,124,283,43,4,202,80,11,10,1,0.1,0.023,0,10,9,1,0.111,0.028,0,11,7,4,0.097,0.571,0,-0.33,-3.06,-2.56,-8.01,-3.141,-1.99,9
limiting,-4.93,2.16,0,49,1,0,1,0,1,152,102,49,132,21,11,86,45,4,3,1,0.333,0.027,0,4,3,1,0.333,0.041,0,2,2,0,0.043,0,0,0.06,1.45,-0.25,-0.43,2.215,1.99,8
unite,-0.52,-4.17,0,19,1,0,1,0,1,79,59,19,61,8,3,43,17,5,4,1,0.25,0.068,0,5,4,1,0.25,0.093,0,2,2,0,0.118,0,0,0,0.22,-1.1,-1.13,-3.653,-2.06,5
arms,-3.7,1.68,0,213,1,0,1,0,1,341,126,213,252,12,27,93,158,6,5,1,0.2,0.018,0,3,3,0,0,0.024,0,6,5,1,0.029,0.2,0,0.15,4.4,-1.2,-1.41,1.363,1.82,4
leading,0.29,-0.71,0,280,1,0,1,0,1,815,532,280,484,119,66,301,180,13,9,4,0.444,0.016,0,13,9,4,0.444,0.025,0,8,7,1,0.029,0.143,0,0.06,0.39,0.32,1.62,-0.638,-1.92,7
constitutional,-3.72,2.33,0,405,1,0,1,0,1,690,282,405,398,44,39,174,222,18,17,1,0.059,0.027,0,18,5,13,2.6,0.068,0,17,10,7,0.044,0.7,0,0.14,1.81,-0.31,-0.82,1.885,3.57,14
technology,-1.55,0.88,0,429,1,1,1,0,1,1353,918,429,594,92,52,371,221,22,21,1,0.048,0.017,0,22,21,1,0.048,0.025,0,16,11,5,0.039,0.455,0,0.16,0.79,0.34,1.75,0.869,2.19,10
role,0.17,-0.64,0,404,1,0,1,0,1,1029,622,404,568,97,65,333,233,11,9,2,0.222,0.011,0,11,9,2,0.222,0.018,0,9,9,0,0.023,0,0,0.33,2.52,-0.17,-0.79,-0.672,-1.97,4
undermined,-7.36,3.15,0,12,1,0,1,0,1,54,42,12,51,10,4,41,10,3,2,1,0.5,0.059,0,2,1,1,1,0.05,0,3,1,2,0.333,2,0,0,0.06,-1.42,-1.39,3.897,1.67,10
relations,-5.12,2.03,0,87,1,0,1,0,1,234,147,87,170,26,8,103,67,5,4,1,0.25,0.022,0,4,4,0,0,0.028,0,5,3,2,0.061,0.667,0,-0.05,-1.12,0.25,0.49,2.287,1.7,9
alive,-5.38,2.81,0,87,1,0,1,0,1,150,61,87,117,7,17,51,65,4,4,0,0,0.027,0,3,3,0,0,0.052,0,4,4,0,0.048,0,0,0.12,4.14,-0.36,-0.31,2.862,2.93,5
sovereignty,-6.57,3.41,0,91,1,0,1,0,1,146,55,91,106,2,11,41,65,10,5,5,1,0.074,0,3,3,0,0,0.058,0,10,5,5,0.123,1,0,0.07,3.15,-2.36,-1.07,2.767,2.39,11
simple,-4.1,1.91,0,156,1,0,1,0,1,384,224,156,272,32,20,158,110,6,6,0,0,0.016,0,6,5,1,0.2,0.028,0,6,4,2,0.04,0.5,0,0.02,0.36,0.02,0.03,1.624,1.99,6
prison,-6.81,3.53,0,84,1,1,1,0,1,670,585,84,276,32,9,225,50,22,17,5,0.294,0.034,0,22,17,5,0.294,0.039,0,6,6,0,0.077,0,0,-0.07,-0.96,-1.38,-3.56,3.183,2.55,6
excessive,-4.72,2.4,0,88,1,0,1,0,1,210,122,88,151,19,18,82,69,11,6,5,0.833,0.055,0,11,6,5,0.833,0.099,0,6,4,2,0.073,0.5,0,0.12,2.99,-0.86,-1.25,2.456,2.8,9
crime,-3.3,1.53,0,402,1,1,1,0,1,956,546,402,429,58,25,241,185,20,19,1,0.053,0.021,0,19,13,6,0.462,0.036,0,20,18,2,0.052,0.111,0,-0.04,-0.41,-0.52,-1.8,1.301,1.93,5
fairness,0.74,-3.69,0,47,1,0,1,0,1,233,182,47,154,48,8,117,35,9,6,3,0.5,0.04,0,9,6,3,0.5,0.052,0,4,3,1,0.093,0.333,0,-0.03,-0.46,0.21,0.58,-2.908,-3.34,8
childhood,-0.53,-1.83,0,85,1,1,1,0,1,338,253,85,252,61,11,186,66,11,5,6,1.2,0.034,0,11,4,7,1.75,0.045,0,5,3,2,0.062,0.667,0,-0.13,-2.02,0.63,1.77,-1.81,-2.31,9
husband,-1.01,-1.01,0,173,1,1,1,0,1,392,217,173,278,42,20,155,122,8,7,1,0.143,0.021,0,8,7,1,0.143,0.038,0,5,4,1,0.03,0.25,0,-0.08,-1.26,0.97,2.31,-1.247,-1.76,7
lakes,-0.39,-3.95,0,13,1,1,1,0,1,62,48,13,49,12,3,36,12,5,3,2,0.667,0.088,0,5,3,2,0.667,0.116,0,2,1,1,0.182,1,0,-0.03,-0.79,2.27,2.73,-3.56,-2.61,5
leverage,-7.65,3.72,0,31,1,0,1,0,1,109,78,31,87,13,6,61,26,4,4,0,0,0.038,0,4,4,0,0,0.054,0,3,2,1,0.107,0.5,0,0.04,1.08,-1.07,-1.51,4.866,2.39,8
receive,-0.24,-0.81,0,305,1,0,1,0,1,1106,798,305,553,99,44,356,196,26,16,10,0.625,0.024,0,26,16,10,0.625,0.034,0,8,6,2,0.027,0.333,0,-0.02,-0.17,-0.06,-0.27,-0.758,-1.67,7
tenure,-4.14,1.98,0,66,1,0,1,0,1,155,89,66,121,29,17,71,50,5,4,1,0.25,0.033,0,5,4,1,0.25,0.06,0,3,3,0,0.048,0,0,-0.01,-0.11,-0.68,-1.41,1.333,1.7,6
site,-0.78,-1.74,0,64,1,0,1,0,1,144,77,64,108,15,10,63,44,6,6,0,0,0.043,0,6,3,3,1,0.085,0,6,5,1,0.103,0.2,0,0.07,1.74,0.04,0.05,-1.514,-1.73,4
grown,-4.05,1.93,0,92,1,1,1,1,1,251,158,92,199,30,19,128,70,4,4,0,0,0.016,0,4,4,0,0,0.026,0,4,3,1,0.045,0.333,0,0.09,1.69,1.04,1.99,2.079,2.54,5
transportation,0.19,-0.75,0,277,1,1,1,1,1,1219,939,277,470,107,45,324,144,21,16,5,0.312,0.018,0,21,16,5,0.312,0.023,0,14,13,1,0.053,0.077,0,-0.42,-1.65,-0.43,-2.65,-0.777,-2.19,14
reputation,-5.33,2.67,0,46,1,0,1,0,1,139,93,46,123,47,17,79,44,4,3,1,0.333,0.03,0,4,3,1,0.333,0.045,0,2,2,0,0.045,0,0,-0.1,-2.01,-0.18,-0.43,2.126,2.2,10
depends,-0.41,-2.85,0,35,1,1,1,0,1,145,110,35,120,21,8,89,31,7,3,4,1.333,0.051,0,7,3,4,1.333,0.068,0,2,2,0,0.061,0,0,0.01,0.3,1.46,2.07,-2.554,-2.34,7
shores,-1.1,-2.17,0,23,1,0,1,0,1,54,30,23,45,6,7,23,21,3,3,0,0,0.059,0,3,3,0,0,0.111,0,2,2,0,0.095,0,0,0.02,0.85,-0.73,-0.67,-2.267,-2,6
X21st,0.39,-1.67,0,113,1,1,1,0,1,544,429,113,307,77,28,231,75,10,8,2,0.25,0.019,0,10,8,2,0.25,0.024,0,6,5,1,0.056,0.2,0,0.08,0.75,0.97,3.6,-1.287,-2.69,5
visa,-3.42,1.29,0,122,1,0,1,1,1,231,109,122,145,17,11,70,75,6,6,0,0,0.027,0,6,5,1,0.2,0.058,0,6,5,1,0.052,0.2,0,0.14,2.62,0.12,0.18,2.12,2.34,4
treasury,-3.08,0.86,0,65,1,0,1,1,1,115,50,65,63,16,13,35,28,21,8,13,1.625,0.223,0,6,4,2,0.5,0.136,0,21,8,13,0.477,1.625,0,0.12,2.51,0.01,0.01,1.87,1.93,8
previous,-1.04,-1.33,0,77,1,0,1,0,1,173,94,77,140,15,17,80,58,8,6,2,0.333,0.048,0,3,3,0,0,0.033,0,8,6,2,0.116,0.333,0,0.08,2.47,0.26,0.33,-1.453,-1.77,8
paycheck,-1.18,-2.41,0,57,1,1,1,0,1,237,176,57,135,17,5,98,36,5,4,1,0.25,0.022,0,5,4,1,0.25,0.029,0,3,3,0,0.056,0,0,-0.05,-1.12,1.17,1.83,-2.513,-2.03,8
airports,-0.56,-2.55,0,30,1,0,1,0,1,92,62,30,73,25,9,49,24,4,3,1,0.333,0.045,0,4,3,1,0.333,0.069,0,3,2,1,0.111,0.5,0,-0.03,-0.8,0.37,0.67,-2.449,-2.39,8
remove,-4.13,2.07,0,171,1,1,1,0,1,463,290,171,305,47,23,182,121,8,8,0,0,0.018,0,8,8,0,0,0.028,0,8,5,3,0.049,0.6,0,0.02,0.35,-0.71,-1.87,1.974,2.55,6
fbi,0.03,-3.05,0,59,1,0,1,0,1,134,71,59,80,13,9,42,37,20,7,13,1.857,0.175,0,20,4,16,4,0.392,0,7,4,3,0.135,0.75,0,0.07,2.19,-0.09,-0.12,-2.671,-2.83,3
sales,-4.64,2.02,0,134,1,0,1,0,1,376,238,134,243,34,12,153,86,8,7,1,0.143,0.022,0,7,6,1,0.167,0.03,0,8,6,2,0.063,0.333,0,-0.04,-0.54,0.2,0.48,1.814,1.79,5
removing,-3.98,1.54,0,71,1,0,1,0,1,218,144,71,175,20,16,110,63,4,4,0,0,0.019,0,4,4,0,0,0.029,0,3,2,1,0.044,0.5,0,0.12,3.36,-0.96,-1.51,1.718,1.76,8
extend,-0.07,-3.03,0,52,1,0,1,0,1,253,201,52,174,51,8,137,37,12,6,6,1,0.05,0,12,6,6,1,0.063,0,4,4,0,0.083,0,0,-0.06,-0.98,0.43,1.18,-2.379,-2.33,6
ban,-2.96,1.24,0,119,1,0,1,0,1,1035,915,119,413,94,24,337,75,39,34,5,0.147,0.039,0,39,34,5,0.147,0.045,0,11,6,5,0.102,0.833,0,-0.31,-2.26,0.07,0.38,1.095,1.66,3
abortions,-4.02,2.36,0,185,1,0,1,0,1,264,79,185,172,10,31,58,114,6,6,0,0,0.023,0,4,3,1,0.333,0.053,0,6,6,0,0.034,0,0,0.24,4.79,-0.24,-0.26,1.853,3.09,9
physician,-3.52,1.39,0,112,1,0,1,0,1,194,82,112,105,14,11,54,51,9,7,2,0.286,0.049,0,6,6,0,0,0.079,0,9,7,2,0.087,0.286,0,0.08,1.28,0.69,1.04,1.543,1.84,9
devastating,-0.28,-2.06,0,63,1,1,1,0,1,296,233,63,210,51,17,154,56,7,5,2,0.4,0.024,0,7,5,2,0.4,0.031,0,3,2,1,0.05,0.5,0,-0.05,-0.72,0.59,1.65,-2.097,-2.83,11
carry,-4.1,2.3,0,175,1,0,1,1,1,302,125,175,227,16,28,98,127,8,4,4,1,0.027,0,3,3,0,0,0.025,0,8,4,4,0.048,1,0,0.21,4.3,0.94,1.27,1.963,3.01,5
founded,-3.91,1.94,0,191,1,1,1,0,1,420,227,191,311,50,30,165,144,6,6,0,0,0.014,0,6,5,1,0.2,0.027,0,6,4,2,0.032,0.5,0,-0.05,-0.9,-0.68,-1.85,1.298,1.82,7
rescue,-8.4,4.17,0,37,1,0,1,0,1,91,54,37,67,8,3,38,29,5,3,2,0.667,0.058,0,5,3,2,0.667,0.102,0,3,3,0,0.088,0,0,0,-0.06,-1,-0.96,6.358,2.48,6
english,-0.53,-2.02,0,136,1,1,1,0,1,239,103,136,120,12,3,69,51,52,10,42,4.2,0.278,1,7,4,3,0.75,0.073,0,52,10,42,0.619,4.2,1,0.06,0.72,-2.34,-2.98,-1.561,-1.79,7
radio,-8.53,4.1,0,55,1,0,1,0,1,118,61,55,82,5,4,41,39,6,4,2,0.5,0.054,0,6,3,3,1,0.109,0,4,4,0,0.078,0,0,-0.01,-0.41,-0.32,-0.25,3.427,1.69,5
solving,-1.05,-1.44,0,80,1,1,1,0,1,216,135,80,167,21,14,101,65,6,5,1,0.2,0.029,0,6,4,2,0.5,0.047,0,5,2,3,0.067,1.5,0,0.02,0.49,1.84,2.85,-1.449,-1.65,7
author,-0.29,-2.38,0,69,1,0,1,0,1,143,74,69,104,26,11,56,48,5,4,1,0.25,0.036,0,5,4,1,0.25,0.072,0,4,3,1,0.062,0.333,0,-0.01,-0.28,-0.67,-1.3,-2.233,-2.61,6
destroying,-7.58,3.66,0,53,1,0,1,0,1,128,71,53,105,7,5,57,45,4,3,1,0.333,0.032,0,4,3,1,0.333,0.06,0,3,3,0,0.06,0,0,0.02,0.85,-0.39,-0.31,3.021,1.84,10
zero,-10.02,5.02,0,43,1,1,1,0,1,347,295,43,214,37,3,172,38,8,7,1,0.143,0.024,0,8,7,1,0.143,0.028,0,3,3,0,0.075,0,0,-0.12,-2.12,-0.81,-2.05,4.152,1.77,4
crop,-0.89,-3.28,0,19,1,1,1,0,1,87,67,19,66,8,4,50,15,4,3,1,0.333,0.048,0,4,3,1,0.333,0.063,0,3,2,1,0.188,0.5,0,-0.03,-0.81,2.56,2.78,-2.861,-1.76,4
exports,-0.29,-2.65,0,34,1,0,1,0,1,80,44,34,65,12,9,36,28,3,2,1,0.5,0.039,0,2,2,0,0,0.048,0,3,2,1,0.097,0.5,0,0.07,2.12,0.69,0.83,-2.471,-2.63,7
sustainability,0.23,-4.25,0,32,1,0,1,0,1,133,99,32,106,15,6,77,28,4,3,1,0.333,0.031,0,4,3,1,0.333,0.042,0,2,2,0,0.067,0,0,0,-0.05,0.57,0.76,-3.424,-2.48,14
controlled,-5.52,2.38,0,97,1,0,1,0,1,193,95,97,141,11,8,73,67,12,4,8,2,0.066,0,4,4,0,0,0.044,0,12,4,8,0.141,2,0,0.03,0.96,-0.97,-1.04,2.286,1.75,10
signed,-2.89,1.16,0,102,1,0,1,1,1,233,131,102,180,43,25,103,77,6,5,1,0.2,0.026,0,6,4,2,0.5,0.048,0,5,4,1,0.052,0.25,0,0.11,1.65,0.26,0.65,1.342,1.95,6
pledge,-6.33,3.58,0,167,1,1,1,1,1,356,188,167,216,12,17,110,105,21,17,4,0.235,0.063,0,17,8,9,1.125,0.099,0,21,8,13,0.144,1.625,0,0.09,2.26,2.81,3.17,3.392,3.5,6
coastal,-3.43,1.31,0,47,1,1,1,0,1,187,140,47,107,23,10,81,26,10,10,0,0,0.056,0,10,10,0,0,0.077,0,8,5,3,0.205,0.6,0,0.1,1.04,1.72,3.52,1.536,1.83,7
morally,-10.97,5.94,0,30,1,0,1,0,1,65,35,30,56,6,4,33,23,5,2,3,1.5,0.083,0,2,2,0,0,0.061,0,5,2,3,0.2,1.5,0,0.01,0.59,-0.58,-0.5,6.529,2.6,7
path,-4.03,2.26,0,206,1,1,1,0,1,682,470,206,443,77,30,300,140,7,6,1,0.167,0.01,0,6,5,1,0.2,0.013,0,7,5,2,0.035,0.4,0,-0.11,-1.45,0.63,2.14,2.132,3.25,4
limit,-3.86,1.86,0,170,1,1,1,0,1,471,299,170,312,53,22,189,121,7,7,0,0,0.015,0,7,5,2,0.4,0.024,0,7,6,1,0.043,0.167,0,0.02,0.25,0.71,1.91,1.805,2.38,5
net,-0.44,-2.46,0,48,1,0,1,0,1,337,287,48,201,34,7,165,34,13,11,2,0.182,0.04,0,13,11,2,0.182,0.047,0,5,3,2,0.116,0.667,0,-0.05,-0.54,-0.4,-0.97,-2.375,-2.53,3
transport,-7.58,3.33,0,20,1,0,1,0,1,60,40,20,49,4,3,31,18,5,2,3,1.5,0.091,0,5,2,3,1.5,0.143,0,2,2,0,0.111,0,0,0.02,1.19,1.02,0.7,5.165,1.91,9
powers,-8.46,5.16,0,99,1,0,1,0,1,170,70,99,118,16,9,61,56,15,13,2,0.154,0.097,0,3,3,0,0,0.045,0,15,13,2,0.179,0.154,0,0.07,1.45,0.17,0.23,5.294,4.75,6
taxpayers,-2.12,1.31,0,294,1,1,1,1,1,522,220,294,345,51,57,152,188,6,6,0,0,0.012,0,5,4,1,0.25,0.023,0,6,6,0,0.021,0,0,0.41,5.19,0.66,1.75,1.024,2.45,9
catch,-9.24,4.96,0,37,1,0,1,0,1,76,39,37,69,4,4,36,33,3,3,0,0,0.041,0,3,2,1,0.5,0.083,0,3,2,1,0.088,0.5,0,0.04,1.9,-0.88,-0.57,5.38,2.79,5
unnecessary,-3.4,1.64,0,136,1,0,1,1,1,314,178,136,248,36,30,141,107,8,7,1,0.143,0.026,0,8,4,4,1,0.047,0,7,5,2,0.054,0.4,0,0.16,3.04,0.12,0.25,1.465,2.19,11
colleges,-0.36,-2.46,0,152,1,1,1,0,1,600,446,152,346,75,12,259,86,7,7,0,0,0.012,0,7,7,0,0,0.016,0,7,6,1,0.048,0.167,0,-0.31,-3.71,0.66,2.44,-2.111,-2.25,8
strengthen,0.15,-1.16,0,190,1,1,1,0,1,1005,814,190,495,133,50,363,131,23,13,10,0.769,0.023,0,23,13,10,0.769,0.029,0,6,4,2,0.033,0.5,0,-0.38,-2.86,0.69,3.91,-0.999,-2.3,10
borrowers,-0.12,-4.01,0,13,1,0,1,0,1,88,75,13,53,22,4,43,10,6,5,1,0.2,0.073,0,6,5,1,0.2,0.087,0,3,2,1,0.3,0.5,0,-0.05,-0.85,0.58,1.25,-3.321,-2.25,9
boost,1.17,-4.1,0,41,1,0,1,0,1,200,158,41,142,35,10,111,30,14,7,7,1,0.075,0,14,7,7,1,0.097,0,3,3,0,0.079,0,0,-0.01,-0.2,-0.13,-0.31,-3.468,-4.41,5
solved,-1.15,-2.66,0,19,1,0,1,0,1,60,40,19,57,5,5,37,19,2,2,0,0,0.034,0,2,2,0,0,0.053,0,1,1,0,0.056,0,0,0.02,1.15,0.27,0.21,-2.446,-1.67,6
ended,-0.67,-3.96,0,58,1,0,1,0,1,138,79,58,112,24,3,67,44,7,3,4,1.333,0.053,0,3,2,1,0.5,0.039,0,7,3,4,0.137,1.333,0,-0.09,-2.87,0.71,1.19,-3.165,-2.17,5
permanent,-0.56,-1.13,0,158,1,0,1,0,1,452,293,158,279,65,24,178,100,10,9,1,0.111,0.023,0,10,8,2,0.25,0.035,0,9,9,0,0.06,0,0,-0.05,-0.65,-0.29,-0.92,-1.136,-1.88,9
mental,-0.83,-2.84,0,52,1,0,1,0,1,160,106,52,120,11,6,80,39,9,4,5,1.25,0.06,0,4,4,0,0,0.039,0,9,3,6,0.209,2,0,0.02,0.89,1.44,1.56,-2.298,-1.66,6
trafficking,-0.3,-0.97,0,224,1,0,1,0,1,417,189,224,210,26,28,88,121,15,15,0,0,0.037,0,15,15,0,0,0.086,0,12,9,3,0.057,0.333,0,0.32,2.85,0.6,1.41,-0.989,-1.99,11
agent,0.75,-3.79,0,49,1,1,1,0,1,99,47,49,73,12,9,36,35,6,5,1,0.2,0.065,0,5,3,2,0.667,0.119,0,6,3,3,0.14,1,0,0.09,2.15,2.75,2.71,-2.98,-3.29,5
unwavering,-5.8,2.77,0,45,1,0,1,0,1,74,28,45,63,7,11,22,40,3,3,0,0,0.042,0,3,3,0,0,0.12,0,2,2,0,0.047,0,0,0.06,2,-0.21,-0.21,2.607,2.18,10
consequences,-4.64,1.91,0,100,1,0,1,0,1,332,227,100,225,31,12,146,77,6,6,0,0,0.018,0,6,6,0,0,0.027,0,4,4,0,0.042,0,0,0.02,0.36,-0.09,-0.19,2.087,1.86,12
smart,-0.48,-2.32,0,65,1,1,1,0,1,332,267,65,209,53,9,167,42,10,7,3,0.429,0.031,0,10,7,3,0.429,0.039,0,6,6,0,0.102,0,0,-0.18,-2.67,1.41,3.98,-2.215,-2.41,5
lost,-0.01,-2.26,0,174,1,1,1,0,1,600,424,174,389,62,19,259,128,12,8,4,0.5,0.02,0,12,8,4,0.5,0.029,0,6,4,2,0.036,0.5,0,-0.03,-0.55,1.13,3.35,-2.054,-2.85,4
car,-0.66,-3.04,0,71,1,0,1,0,1,233,157,71,169,17,5,113,52,10,9,1,0.111,0.045,0,10,4,6,1.5,0.068,0,9,5,4,0.145,0.8,0,-0.03,-0.89,1.04,1.57,-2.698,-2.03,3
nutrition,-1.09,-1.72,0,32,1,0,1,0,1,138,106,32,95,22,9,72,23,7,4,3,0.75,0.053,0,7,4,3,0.75,0.071,0,3,3,0,0.103,0,0,-0.04,-0.68,-0.71,-1.47,-1.857,-1.91,9
road,-3.66,1.25,0,120,1,0,1,0,1,283,162,120,204,35,16,110,93,7,6,1,0.167,0.025,0,7,6,1,0.167,0.045,0,4,3,1,0.034,0.333,0,0,-0.09,-0.25,-0.6,1.655,1.68,4
founder,-5.74,2.57,0,69,1,0,1,0,1,154,84,69,121,30,9,67,53,4,3,1,0.333,0.027,0,3,3,0,0,0.037,0,4,3,1,0.062,0.333,0,-0.07,-1.54,-0.37,-0.72,2.453,1.87,7
drug,-0.05,-0.92,0,483,1,1,1,0,1,1209,719,483,507,75,34,300,202,61,19,42,2.211,0.053,1,15,14,1,0.071,0.021,0,61,19,42,0.145,2.211,1,0.04,0.29,0.73,2.92,-0.868,-2.01,4
attending,-1.34,-2.05,0,70,1,0,1,0,1,179,109,70,154,25,6,92,62,3,3,0,0,0.017,0,3,3,0,0,0.028,0,2,2,0,0.029,0,0,-0.05,-1.33,-0.11,-0.19,-2.214,-1.84,9
prestigious,-9.83,5.1,0,20,1,0,1,0,1,58,38,20,52,14,4,34,18,2,2,0,0,0.036,0,2,2,0,0,0.056,0,2,2,0,0.111,0,0,-0.06,-2.18,0.23,0.29,4.139,2.05,11
naval,-4.53,2.03,0,94,1,1,1,0,1,177,83,94,89,13,11,38,51,8,8,0,0,0.047,0,8,6,2,0.333,0.107,0,8,7,1,0.093,0.143,0,0.02,0.3,2.13,3.33,1.691,1.8,5
honorable,-1.36,-3.04,0,38,1,1,1,0,1,81,42,38,64,7,3,32,31,3,3,0,0,0.038,0,3,2,1,0.5,0.077,0,3,3,0,0.086,0,0,0,0.01,2.21,1.88,-2.833,-1.8,9
firm,-4.34,2.18,0,172,1,0,1,0,1,323,151,172,242,39,25,118,124,7,6,1,0.167,0.022,0,6,4,2,0.5,0.041,0,7,4,3,0.042,0.75,0,0,-0.06,0.35,0.78,1.604,2.08,4
accomplishments,-0.71,-1.28,0,53,1,1,1,0,1,117,64,53,82,19,12,47,35,14,10,4,0.4,0.136,0,10,4,6,1.5,0.185,0,14,4,10,0.359,2.5,0,0.07,0.83,-1.62,-2.62,-1.513,-2.23,15
separation,-6.41,2.83,0,30,1,1,1,0,1,171,140,30,134,27,6,112,21,7,5,2,0.4,0.043,0,7,4,3,0.75,0.053,0,5,3,2,0.2,0.667,0,-0.05,-0.97,-0.89,-1.72,4.194,2.2,10
sharing,-8.34,4.58,0,47,1,0,1,0,1,145,98,47,105,23,8,68,37,9,5,4,0.8,0.066,0,9,5,4,0.8,0.101,0,2,2,0,0.044,0,0,0.03,0.72,0.56,1.05,5.547,3.34,7
victims,0.23,-1.85,0,157,1,0,1,0,1,503,343,157,268,60,20,185,81,16,11,5,0.455,0.033,0,11,10,1,0.1,0.033,0,16,9,7,0.113,0.778,0,0.08,0.65,0.17,0.6,-1.535,-2.78,7
enforce,-3.68,1.73,0,156,1,0,1,1,1,337,179,156,256,21,27,126,129,6,5,1,0.2,0.018,0,6,5,1,0.2,0.035,0,4,4,0,0.026,0,0,0.13,3.17,0.12,0.18,1.311,1.82,7
heritage,-4.51,2.33,0,74,1,0,1,0,1,202,126,74,146,26,19,85,59,8,6,2,0.333,0.041,0,8,6,2,0.333,0.068,0,5,5,0,0.072,0,0,-0.04,-0.47,0.48,1.11,1.904,2.43,8
animal,0.71,-3.64,0,45,1,1,1,0,1,180,133,45,82,17,7,58,23,13,11,2,0.182,0.078,0,13,11,2,0.182,0.108,0,6,5,1,0.154,0.2,0,0.02,0.18,-0.9,-2.02,-3.117,-3.73,6
animals,-0.37,-3.98,0,42,1,0,1,0,1,186,143,42,75,12,4,51,23,16,15,1,0.067,0.094,0,16,10,6,0.6,0.126,0,15,6,9,0.556,1.5,0,-0.01,-0.11,-0.19,-0.37,-3.584,-2.44,7
engineer,-8.25,4.31,0,86,1,1,1,0,1,187,101,86,102,12,5,54,48,7,5,2,0.4,0.039,0,7,5,2,0.4,0.074,0,5,5,0,0.062,0,0,-0.01,-0.24,2.34,2.99,3.367,2.24,8
marines,-6.06,2.75,0,40,1,1,1,0,1,73,33,40,58,7,9,23,35,3,3,0,0,0.043,0,3,3,0,0,0.1,0,3,2,1,0.081,0.5,0,0.01,0.54,3.04,2.76,2.352,1.74,7
diagnosed,-0.1,-4.37,0,18,1,0,1,0,1,73,54,18,64,10,3,47,16,2,2,0,0,0.028,0,2,2,0,0,0.038,0,2,2,0,0.125,0,0,0,-0.16,1.32,1.46,-3.815,-2.51,9
tied,-0.51,-3.24,0,32,1,0,1,0,1,146,114,32,125,13,6,95,30,5,3,2,0.667,0.035,0,5,3,2,0.667,0.046,0,2,2,0,0.067,0,0,0.02,0.94,-0.71,-0.9,-2.619,-1.91,4
aisle,-0.3,-4.07,0,11,1,1,1,0,1,56,45,11,48,20,4,37,11,5,2,3,1.5,0.098,0,5,2,3,1.5,0.125,0,1,1,0,0.1,0,0,-0.05,-1.17,2.27,3.42,-3.63,-2.44,5
permanently,-0.24,-2.1,0,56,1,1,1,0,1,170,113,56,126,32,13,89,36,11,8,3,0.375,0.069,0,8,4,4,1,0.076,0,11,4,7,0.244,1.75,0,0.05,0.97,1.35,2.44,-1.592,-2.04,11
priorities,0.08,-1.48,0,134,1,1,1,0,1,436,301,134,297,62,36,190,106,8,7,1,0.143,0.019,0,8,7,1,0.143,0.027,0,4,4,0,0.031,0,0,0.07,0.86,0.55,1.74,-1.511,-3,10
achieving,-0.33,-2.82,0,49,1,0,1,0,1,168,119,49,140,31,8,98,42,4,3,1,0.333,0.024,0,4,3,1,0.333,0.035,0,3,3,0,0.065,0,0,-0.02,-0.59,-0.46,-0.9,-2.234,-2.08,9
epidemic,-0.16,-2.08,0,70,1,0,1,0,1,371,301,70,252,61,15,199,53,5,5,0,0,0.014,0,5,5,0,0,0.017,0,3,3,0,0.045,0,0,-0.12,-1.63,0.33,1.06,-1.891,-2.6,8
aging,-0.16,-4.28,0,26,1,1,1,0,1,170,141,26,118,23,4,95,22,9,5,4,0.8,0.056,0,9,5,4,0.8,0.068,0,3,2,1,0.13,0.5,0,-0.07,-2.06,1.33,2.24,-3.794,-2.6,5
pocket,-0.5,-2.3,0,48,1,1,1,0,1,184,134,48,141,21,11,103,37,5,4,1,0.25,0.028,0,5,4,1,0.25,0.039,0,4,2,2,0.091,1,0,0.02,0.68,1.24,1.81,-2.021,-2.15,6
implementing,-5.66,2.5,0,57,1,0,1,0,1,237,180,57,173,26,10,129,44,4,4,0,0,0.017,0,4,4,0,0,0.023,0,4,4,0,0.075,0,0,-0.01,-0.15,-0.15,-0.27,2.154,1.68,12
exchange,-5.8,2.52,0,88,1,0,1,0,1,184,95,88,119,15,7,65,53,11,8,3,0.375,0.064,0,8,5,3,0.6,0.092,0,11,6,5,0.143,0.833,0,0.01,0.49,0.39,0.51,2.447,1.77,8
fairer,-0.16,-3.04,0,23,1,0,1,0,1,96,72,23,83,23,8,61,21,3,2,1,0.5,0.032,0,3,2,1,0.5,0.043,0,2,2,0,0.095,0,0,0.01,0.29,0.76,1.24,-2.748,-2.7,6
investments,-0.72,-1.28,0,100,1,1,1,0,1,851,751,100,381,107,19,313,68,24,20,4,0.2,0.029,0,24,20,4,0.2,0.033,0,7,4,3,0.075,0.75,0,-0.49,-3.45,0.8,3.92,-1.25,-1.79,11
