term,b0,b1,b1prior,count,party,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
democrat_colleagues,-2.44,1.26,0,160,R,1,0,1,1,2,166,6,160,74,4,54,6,68,14,12,2,0.167,0.092,0,1,1,0,0,0.2,0,14,12,2,0.096,0.167,0,0.8,7.49,0.19,0.14,1.088,4.16,19
democrats_trying,-2.61,1.73,0,369,R,1,0,1,1,2,405,32,369,196,7,70,29,164,23,22,1,0.045,0.06,0,2,2,0,0,0.067,0,23,22,1,0.066,0.045,0,1.23,7.39,-0.03,-0.02,1.425,6.68,16
full_interview,-1.37,0.94,0,470,R,1,0,1,1,2,773,284,470,325,75,103,150,166,60,49,11,0.224,0.084,0,49,11,38,3.455,0.209,1,60,17,43,0.146,2.529,1,1.14,6.38,0.43,1.43,0.89,4.58,14
great_work,0.2,0.4,0,1236,R,1,1,1,1,2,2324,1052,1236,780,188,177,394,370,37,26,11,0.423,0.016,0,19,19,0,0,0.018,0,37,26,11,0.031,0.423,0,2.16,6.4,0.71,5.75,0.363,3.11,10
sent_letter,0.01,0.53,0,745,R,1,1,1,1,2,1569,822,745,429,196,158,241,186,47,36,11,0.306,0.031,0,20,20,0,0,0.025,0,47,36,11,0.067,0.306,0,1.69,3.95,0.36,3.17,0.475,4.11,11
political_theater,-3.25,1.32,0,100,R,1,0,1,1,2,163,58,100,104,17,38,40,59,9,7,2,0.286,0.058,0,7,3,4,1.333,0.137,0,9,7,2,0.099,0.286,0,0.27,4.46,-0.01,-0.01,1.28,3.11,17
many_democrats,-4.55,2.17,0,147,R,1,0,1,1,2,240,79,147,167,11,33,62,97,10,6,4,0.667,0.043,0,4,3,1,0.333,0.053,0,10,6,4,0.073,0.667,0,0.27,6.3,0.01,0.01,1.815,4.06,14
defund_police,-0.12,0.54,0,1381,R,1,0,1,1,2,1572,165,1381,401,11,120,92,299,49,44,5,0.114,0.032,0,9,6,3,0.5,0.058,0,49,44,5,0.037,0.114,0,3.61,10.4,1.9,2.34,0.477,3.92,13
great_nation,-0.16,0.55,0,1050,R,1,1,1,1,2,1411,348,1050,578,106,178,194,373,27,18,9,0.5,0.02,0,9,7,2,0.286,0.027,0,27,18,9,0.026,0.5,0,2.46,10.67,0.7,3.4,0.507,3.87,12
thank_great,-1.13,0.76,0,658,R,1,0,1,1,2,1294,597,658,583,102,109,304,269,45,26,19,0.731,0.036,0,13,11,2,0.182,0.022,0,45,26,19,0.073,0.731,0,1.19,4.83,0.55,2.32,0.679,3.72,11
low_income,0.94,-2.22,0,228,R,1,1,1,1,2,1417,1167,228,487,203,63,363,115,66,30,36,1.2,0.049,1,66,30,36,1.2,0.06,1,13,7,6,0.06,0.857,0,-1.28,-4.98,-0.77,-6.81,-1.965,-7.63,10
children_families,-0.25,-1.49,0,122,R,1,1,1,1,2,1049,925,122,385,194,53,302,81,21,20,1,0.05,0.02,0,21,20,1,0.05,0.023,0,4,4,0,0.034,0,0,-1.55,-6.38,-0.34,-3.03,-1.32,-3.81,17
self_defense,-4.88,2.61,0,212,R,1,0,1,1,2,350,116,212,169,12,32,56,106,22,16,6,0.375,0.067,0,22,9,13,1.444,0.234,0,16,11,5,0.082,0.455,0,0.32,3.65,1.91,2.81,2.077,5.24,12
taxpayer_dollars,-1.12,1.13,0,691,R,1,0,1,1,2,1368,660,691,519,160,130,252,256,33,25,8,0.32,0.025,0,33,25,8,0.32,0.053,0,23,19,4,0.034,0.211,0,1.08,3.54,0.21,1.53,1.041,6.85,16
unemployment_benefits,0.76,-1.41,0,337,R,1,1,1,1,2,2269,1896,337,593,237,106,421,159,40,31,9,0.29,0.018,0,40,31,9,0.29,0.022,0,16,13,3,0.05,0.231,0,-3.09,-7.28,-0.26,-3.14,-1.393,-6.63,21
tax_dollars,-1.88,1.29,0,609,R,1,1,1,1,2,1246,624,609,541,104,105,274,257,52,18,34,1.889,0.044,1,52,18,34,1.889,0.091,1,17,17,0,0.029,0,0,0.75,4.12,0.77,3.72,1.218,5.93,11
communist_chinese,-3.61,1.85,0,233,R,1,0,1,1,2,239,6,233,79,2,33,4,75,49,12,37,3.083,0.258,1,3,1,2,2,1,0,49,12,37,0.266,3.083,1,0.45,4.85,2.34,1.06,1.755,4.88,17
free_market,-2.64,1.5,0,513,R,1,0,1,1,2,705,158,513,304,12,64,78,213,16,16,0,0,0.023,0,15,8,7,0.875,0.105,0,16,14,2,0.032,0.143,0,0.79,7.39,0.33,0.53,1.336,5.15,11
joined_discuss,-0.52,0.65,0,541,R,1,0,1,1,2,897,355,541,279,116,114,138,140,33,27,6,0.222,0.038,0,23,21,2,0.095,0.069,0,33,27,6,0.065,0.222,0,1.81,5.36,0.05,0.26,0.587,4.11,14
china_accountable,-0.62,0.57,0,640,R,1,0,1,1,2,705,62,640,233,23,108,35,195,49,24,25,1.042,0.075,1,5,4,1,0.25,0.088,0,49,24,25,0.083,1.042,1,2.12,10.16,0.3,0.64,0.508,3.26,17
americans_work,-1.68,1.33,0,474,R,1,0,1,1,2,807,330,474,408,137,122,194,211,31,12,19,1.583,0.04,0,8,7,1,0.143,0.025,0,31,12,19,0.07,1.583,0,0.96,4.84,0,0,1.25,6.9,14
fight_freedom,-2.19,1.15,0,301,R,1,0,1,1,2,447,142,301,253,59,71,106,143,51,23,28,1.217,0.129,1,4,3,1,0.333,0.029,0,51,23,28,0.204,1.217,1,0.7,4.81,-0.02,-0.07,0.986,4.05,13
promises_made,-2.04,0.91,0,291,R,1,0,1,1,2,405,113,291,236,51,69,87,148,17,10,7,0.7,0.044,0,4,4,0,0,0.037,0,17,10,7,0.062,0.7,0,0.55,5.75,0.24,0.68,0.848,3.09,13
border_security,-1.49,1.36,0,712,R,1,1,1,1,2,863,144,712,345,54,121,85,255,25,19,6,0.316,0.03,0,9,9,0,0,0.067,0,25,19,6,0.036,0.316,0,1.99,9.07,1.86,5.84,1.205,7.67,15
affordable_housing,0.81,-2.06,0,231,R,1,1,1,1,2,1787,1545,231,525,200,65,403,114,45,34,11,0.324,0.026,0,45,34,11,0.324,0.03,0,20,11,9,0.095,0.818,0,-1.87,-4.64,-0.48,-4.78,-1.926,-7.32,18
defend_america,-4.19,1.83,0,76,R,1,0,1,1,2,105,28,76,76,9,27,22,53,10,6,4,0.667,0.105,0,6,2,4,2,0.273,0,10,3,7,0.152,2.333,0,0.26,4.73,0.43,0.43,1.505,3.38,14
pro_growth,-0.39,0.55,0,580,R,1,0,1,1,2,595,15,580,184,7,128,12,172,21,20,1,0.05,0.037,0,3,2,1,0.5,0.25,0,21,20,1,0.038,0.05,0,2.47,10.58,1.91,1.92,0.507,3.41,10
safely_work,-2.93,1.34,0,127,R,1,0,1,1,2,177,50,127,99,32,45,38,61,25,17,8,0.471,0.164,0,4,4,0,0,0.087,0,25,17,8,0.245,0.471,0,0.44,3.58,1.29,2.74,1.129,3.57,11
impeachment_sham,-2.79,2.12,0,525,R,1,0,1,1,2,526,1,525,149,0,69,1,148,46,39,7,0.179,0.096,0,1,0,1,0,0,0,46,39,7,0.096,0.179,0,1.53,6.45,0,0,1.926,9.72,16
open_borders,-3.25,2.44,0,695,R,1,0,1,1,2,763,44,695,241,3,62,30,202,49,26,23,0.885,0.069,1,5,4,1,0.25,0.128,0,49,26,23,0.076,0.885,1,1.5,7.09,2.26,1.21,2.104,10.41,12
democrat_party,-2.4,1.55,0,1119,R,1,0,1,1,2,1153,28,1119,277,1,57,22,250,61,54,7,0.13,0.056,0,5,2,3,1.5,0.217,0,61,54,7,0.058,0.13,0,1.14,6.62,6.59,1.28,1.376,6.16,14
abortion_industry,-3.7,1.66,0,122,R,1,0,1,1,2,122,0,122,51,0,26,0,51,18,8,10,1.25,0.173,0,0,0,0,0,0,0,18,8,10,0.173,1.25,0,0.36,5.67,0,0,1.447,3.63,17
left_wants,-2.9,1.36,0,223,R,1,0,1,1,2,234,10,223,119,0,33,9,109,13,10,3,0.3,0.059,0,2,1,1,1,0.25,0,13,10,3,0.062,0.3,0,0.64,6.55,0,0,1.052,3.63,10
government_spending,-5.09,3.02,0,146,R,1,0,1,1,2,206,51,146,163,27,56,47,110,5,5,0,0,0.025,0,2,2,0,0,0.041,0,5,5,0,0.035,0,0,0.37,6.21,0.79,1.46,2.999,7.64,19
president_leadership,-3.24,1.38,0,137,R,1,0,1,1,2,167,29,137,103,14,43,26,76,26,8,18,2.25,0.184,0,2,2,0,0,0.074,0,26,8,18,0.234,2.25,0,0.34,5.95,0.89,1.1,1.308,3.35,20
vp_biden,-3.25,1.55,0,183,R,1,0,1,1,2,294,103,183,169,27,31,78,83,19,16,3,0.188,0.069,0,5,3,2,0.667,0.051,0,19,16,3,0.116,0.188,0,0.37,3.61,0.3,0.56,1.421,4.1,8
limited_government,-4.82,2.54,0,172,R,1,0,1,1,2,202,18,172,123,4,36,15,104,9,8,1,0.125,0.047,0,4,1,3,3,0.286,0,9,8,1,0.055,0.125,0,0.28,4.34,0.2,0.17,2.438,5.49,18
business_dealings,-3.75,1.56,0,104,R,1,0,1,1,2,137,32,104,72,9,24,22,49,9,8,1,0.125,0.07,0,6,3,3,1,0.231,0,9,8,1,0.095,0.125,0,0.23,3.67,-0.05,-0.07,1.525,3.3,17
secure_borders,-2.98,1.45,0,255,R,1,1,1,1,2,286,31,255,158,14,54,23,135,10,9,1,0.111,0.036,0,3,3,0,0,0.107,0,10,9,1,0.041,0.111,0,0.47,6.21,4,4.51,1.377,4.19,14
work_american,-1.47,0.79,0,305,R,1,0,1,1,2,458,149,305,283,76,105,108,171,20,5,15,3,0.046,0,4,4,0,0,0.028,0,20,5,15,0.07,3,0,0.82,6.49,0.22,0.76,0.737,3.32,13
secure_border,-1.71,1.71,0,809,R,1,0,1,1,2,869,47,809,260,18,114,32,225,36,31,5,0.161,0.043,0,3,3,0,0,0.068,0,36,31,5,0.047,0.161,0,2.79,10.03,1.11,1.93,1.48,10.48,13
impeachment_circus,-3.05,1.42,0,145,R,1,0,1,1,2,146,1,145,71,0,34,1,70,13,10,3,0.3,0.098,0,1,0,1,0,0,0,13,10,3,0.098,0.3,0,0.55,6.24,0,0,1.183,3.72,18
radical_leftist,-4.87,2.09,0,110,R,1,0,1,1,2,130,17,110,76,0,23,9,65,9,9,0,0,0.074,0,9,1,8,8,1.125,0,9,6,3,0.089,0.5,0,0.2,5.51,0,0,1.743,3.21,15
socialist_democrats,-4.12,2.03,0,220,R,1,0,1,1,2,227,5,220,88,0,25,5,81,44,13,31,2.385,0.24,1,1,1,0,0,0.25,0,44,13,31,0.25,2.385,1,0.33,3.43,0,0,2,4.68,19
wasteful_spending,-4.41,2.16,0,98,R,1,0,1,1,2,139,37,98,100,14,34,28,70,6,4,2,0.5,0.045,0,3,3,0,0,0.088,0,6,4,2,0.065,0.5,0,0.27,5.17,0.67,1.01,1.938,4.46,17
radical_democrats,-2.85,1.19,0,275,R,1,0,1,1,2,278,2,275,96,0,39,2,93,53,27,26,0.963,0.236,1,1,1,0,0,1,0,53,27,26,0.239,0.963,1,0.49,6.41,0,0,1.042,3.11,17
trying_impeach,-3.09,1.78,0,208,R,1,0,1,1,2,213,3,208,110,0,55,3,106,12,10,2,0.2,0.06,0,1,1,0,0,0.5,0,12,10,2,0.061,0.2,0,0.8,8.11,0,0,1.504,5.63,14
democrats_voted,-2.47,1.05,0,169,R,1,0,1,1,2,264,86,169,176,23,67,72,101,13,8,5,0.625,0.052,0,5,3,2,0.667,0.062,0,13,8,5,0.083,0.625,0,0.48,7.06,0.51,0.86,0.989,3.12,15
take_guns,-6.12,3.19,0,172,R,1,0,1,1,2,214,39,172,124,9,18,31,90,10,7,3,0.429,0.049,0,6,3,3,1,0.182,0,10,7,3,0.062,0.429,0,0.2,4.17,0.47,0.47,2.707,4.97,9
morning_discuss,-1.34,0.89,0,332,R,1,0,1,1,2,528,194,332,271,93,118,119,150,16,12,4,0.333,0.031,0,8,6,2,0.333,0.043,0,16,12,4,0.051,0.333,0,0.92,6.08,0.2,0.81,0.828,4.26,15
catch_release,-8.45,5.14,0,106,R,1,0,1,1,2,113,6,106,60,0,23,6,53,24,16,8,0.5,0.27,0,1,1,0,0,0.2,0,24,16,8,0.293,0.5,0,0.37,3.43,0,0,4.134,7.81,13
pet_projects,-5.9,3.1,0,88,R,1,0,1,1,2,118,30,88,82,12,30,21,61,7,5,2,0.4,0.063,0,7,2,5,2.5,0.304,0,5,5,0,0.06,0,0,0.17,3.23,0.99,1.4,3.2,5.58,12
democrats_just,-2.14,1.19,0,281,R,1,0,1,1,2,380,88,281,232,22,73,65,158,15,10,5,0.5,0.041,0,3,3,0,0,0.035,0,15,10,5,0.056,0.5,0,0.88,7.53,-0.05,-0.09,1.063,4.43,14
last_democrats,-3.99,1.82,0,96,R,1,0,1,1,2,141,44,96,108,26,42,38,69,6,4,2,0.5,0.044,0,3,2,1,0.5,0.073,0,6,4,2,0.067,0.5,0,0.23,4.98,-0.01,-0.01,1.659,3.87,14
democrat_leadership,-2.93,1.53,0,312,R,1,0,1,1,2,319,6,312,110,0,50,6,103,55,36,19,0.528,0.208,0,1,1,0,0,0.2,0,55,36,19,0.214,0.528,0,0.53,3.59,0,0,1.631,4.9,19
intelligence_committee,-2.67,1.68,0,236,R,1,0,1,1,2,403,157,236,201,55,68,89,106,19,15,4,0.267,0.049,0,10,7,3,0.429,0.068,0,19,15,4,0.088,0.267,0,0.62,3.76,0.18,0.62,1.583,6.43,22
democrats_refuse,-2.87,1.45,0,143,R,1,0,1,1,2,158,13,143,105,1,65,11,92,7,6,1,0.167,0.046,0,2,2,0,0,0.182,0,7,6,1,0.051,0.167,0,0.61,9.28,0.01,0,1.334,4.38,16
impeachment_hoax,-5.93,3.31,0,152,R,1,0,1,1,2,156,4,152,63,0,22,3,60,37,12,25,2.083,0.311,1,2,1,1,1,1,0,37,12,25,0.322,2.083,1,0.3,4.05,0,0,3.061,6.28,16
america_democrats,-4.09,1.67,0,96,R,1,0,1,1,2,117,21,96,93,9,27,21,72,5,5,0,0,0.045,0,1,1,0,0,0.05,0,5,5,0,0.055,0,0,0.2,4.51,0.64,0.56,1.521,3.08,17
legal_votes,-4.33,1.76,0,101,R,1,0,1,1,2,118,16,101,82,4,30,12,69,10,4,6,1.5,0.093,0,3,2,1,0.5,0.231,0,10,4,6,0.11,1.5,0,0.16,4.53,0.29,0.25,1.82,3.18,11
americans_first,-2.69,1.15,0,283,R,1,0,1,1,2,397,110,283,243,57,60,86,154,10,10,0,0,0.026,0,4,4,0,0,0.038,0,10,10,0,0.037,0,0,0.31,4.21,0.62,1.76,1.045,3.21,15
return_work,-1.92,0.92,0,225,R,1,0,1,1,2,406,176,225,233,74,66,121,109,18,16,2,0.125,0.046,0,8,4,4,1,0.048,0,18,16,2,0.087,0.125,0,0.62,4.23,0.05,0.17,0.816,3.3,11
voted_impeachment,-3.56,1.43,0,103,R,1,0,1,1,2,132,28,103,91,11,33,28,62,7,6,1,0.167,0.056,0,1,1,0,0,0.037,0,7,6,1,0.073,0.167,0,0.25,4.78,0.69,0.77,1.402,3.08,17
election_democrats,-4.38,2.32,0,129,R,1,0,1,1,2,169,34,129,121,11,44,26,91,9,7,2,0.286,0.056,0,9,1,8,8,0.36,0,7,5,2,0.057,0.4,0,0.37,6.74,0.83,0.82,2.089,5.33,18
big_government,-4.17,2.42,0,343,R,1,0,1,1,2,408,45,343,192,0,51,31,155,15,11,4,0.364,0.038,0,3,3,0,0,0.071,0,15,11,4,0.046,0.364,0,0.56,7.71,0,0,2.156,6.54,14
integrity_election,-3.77,1.88,0,121,R,1,0,1,1,2,185,62,121,124,33,43,50,72,11,5,6,1.2,0.063,0,3,2,1,0.5,0.051,0,11,5,6,0.1,1.2,0,0.24,3.78,0.63,1.34,2.016,4.85,18
trillion_debt,-8.28,5.2,0,142,R,1,0,1,1,2,202,55,142,91,12,29,30,57,23,14,9,0.643,0.128,0,10,6,4,0.667,0.222,0,23,14,9,0.193,0.643,0,0.39,3.42,1,1.44,4.811,9.48,13
condemn_censure,-6.27,3.25,0,99,R,1,0,1,1,2,100,1,99,26,0,23,1,25,70,3,67,22.333,2.333,1,1,0,1,0,0,0,70,3,67,2.414,22.333,1,0.22,5.39,0,0,2.734,4.81,15
collusion_hoax,-4.63,2.38,0,106,R,1,0,1,1,2,106,0,106,52,0,25,0,52,8,7,1,0.143,0.082,0,0,0,0,0,0,0,8,7,1,0.082,0.143,0,0.36,5.52,0,0,2.022,4.88,14
right_defend,-3.82,1.68,0,152,R,1,0,1,1,2,201,47,152,145,27,42,39,105,6,4,2,0.5,0.031,0,4,3,1,0.333,0.093,0,6,4,2,0.041,0.5,0,0.21,4.15,0.72,1.36,1.648,3.68,12
impeachment_charade,-3.35,1.9,0,168,R,1,0,1,1,2,169,0,168,78,0,45,0,77,19,13,6,0.462,0.127,0,0,0,0,0,0,0,19,13,6,0.128,0.462,0,0.63,4.84,0,0,1.813,5.89,19
freedom_americans,-4.92,2.08,0,84,R,1,0,1,1,2,112,26,84,95,14,25,25,68,4,3,1,0.333,0.037,0,2,1,1,1,0.083,0,4,3,1,0.05,0.333,0,0.11,3.35,0.54,0.66,2.153,3.36,17
america_work,-3.1,1.33,0,186,R,1,0,1,1,2,287,96,186,195,47,56,73,118,17,7,10,1.429,0.063,0,3,3,0,0,0.032,0,17,7,10,0.101,1.429,0,0.23,3.87,0.56,1.48,1.262,3.38,12
america_national,-3.66,1.59,0,82,R,1,0,1,1,2,136,52,82,92,25,35,40,50,11,4,7,1.75,0.088,0,3,2,1,0.5,0.061,0,11,4,7,0.155,1.75,0,0.24,3.43,0.47,0.92,1.435,3.48,16
national_debt,-3.3,2.18,0,402,R,1,1,1,1,2,707,293,402,260,44,75,107,146,67,39,28,0.718,0.105,1,67,15,52,3.467,0.296,1,39,19,20,0.107,1.053,0,0.76,5.63,1.95,5.24,1.973,7.98,13
mob_rule,-3.63,1.66,0,167,R,1,0,1,1,2,176,9,167,103,1,38,8,95,10,6,4,0.667,0.06,0,2,1,1,1,0.286,0,10,6,4,0.064,0.667,0,0.36,6.78,2.02,0.71,1.544,3.88,8
chinese_spy,-4.29,2,0,103,R,1,0,1,1,2,104,0,103,56,0,27,0,55,8,7,1,0.143,0.083,0,0,0,0,0,0,0,8,7,1,0.084,0.143,0,0.27,4.93,0,0,1.947,4.13,11
congress_focus,-4.15,1.77,0,70,R,1,0,1,1,2,102,31,70,78,14,28,27,50,4,4,0,0,0.041,0,2,2,0,0,0.069,0,4,4,0,0.061,0,0,0.21,4.61,0.83,1.06,1.628,3.39,14
interview_morning,-3.97,1.64,0,93,R,1,0,1,1,2,130,36,93,103,12,35,34,68,5,5,0,0,0.04,0,3,1,2,2,0.091,0,5,5,0,0.057,0,0,0.19,4.4,0.12,0.13,1.639,3.28,17
violent_riots,-4.67,1.98,0,112,R,1,0,1,1,2,121,2,112,64,0,24,2,60,14,7,7,1,0.131,0,1,1,0,0,1,0,14,7,7,0.143,1,0,0.19,5.15,0,0,1.821,3.27,13
thank_sir,-5.7,3.17,0,282,R,1,0,1,1,2,464,170,282,161,5,16,64,89,23,23,0,0,0.052,0,23,17,6,0.353,0.156,0,23,23,0,0.089,0,0,0.36,3.08,1.13,0.84,2.465,5.83,9
public_transit,-0.97,-2.05,0,36,R,1,1,1,1,2,567,526,36,203,106,23,169,29,57,36,21,0.583,0.112,1,57,36,21,0.583,0.122,1,3,3,0,0.091,0,0,-0.63,-4.94,-0.64,-3.19,-2.032,-3.12,14
open_schools,-4.83,2.42,0,140,R,1,0,1,1,2,246,102,140,164,27,34,71,89,6,6,0,0,0.025,0,5,4,1,0.25,0.052,0,6,6,0,0.045,0,0,0.17,3.08,0.04,0.07,2.348,4.86,12
stand_solidarity,-0.98,-2.04,0,47,R,1,1,1,1,2,824,765,47,316,142,17,278,35,32,24,8,0.333,0.04,0,32,24,8,0.333,0.044,0,6,3,3,0.146,1,0,-0.96,-5.47,-1.43,-9.5,-2.071,-3.16,16
great_move,-4.31,1.97,0,88,R,1,0,1,1,2,128,38,88,101,18,30,37,62,9,6,3,0.5,0.076,0,2,1,1,1,0.056,0,9,6,3,0.114,0.5,0,0.25,4.38,0.99,1.33,1.661,3.73,10
terrorist_organization,-3.64,1.74,0,198,R,1,0,1,1,2,254,53,198,151,15,40,41,107,13,8,5,0.625,0.054,0,4,3,1,0.333,0.082,0,13,8,5,0.07,0.625,0,0.4,6.78,1.71,2.5,1.416,3.99,22
securing_border,-2.1,1.35,0,318,R,1,0,1,1,2,337,15,318,154,7,84,12,141,11,11,0,0,0.034,0,2,2,0,0,0.154,0,11,11,0,0.036,0,0,1.24,10.18,2.03,2.06,1.168,5.57,15
joining_talk,-4.17,2.62,0,190,R,1,0,1,1,2,310,118,190,126,55,49,68,56,64,13,51,3.923,0.26,1,6,6,0,0,0.054,0,64,13,51,0.508,3.923,1,0.51,3.67,0.93,2.93,2.333,7.91,12
balanced_budget,-6.97,3.88,0,152,R,1,1,1,1,2,190,34,152,108,8,24,29,76,13,9,4,0.444,0.073,0,3,2,1,0.5,0.097,0,13,9,4,0.094,0.444,0,0.2,3.64,5.47,3.86,3.693,6.24,15
dems_impeachment,-4.34,2.06,0,101,R,1,0,1,1,2,114,13,101,51,0,21,6,45,19,7,12,1.714,0.2,0,7,2,5,2.5,1.167,0,19,6,13,0.232,2.167,0,0.3,3.26,0,0,1.847,4.15,16
jesus_christ,-3.64,1.58,0,366,R,1,0,1,1,2,458,72,366,187,5,40,40,140,81,76,5,0.066,0.215,0,13,9,4,0.444,0.22,0,81,76,5,0.284,0.066,0,0.28,6.32,1.75,1.36,1.561,3.56,12
democrats_partisan,-4.28,2.66,0,135,R,1,0,1,1,2,139,4,135,67,1,51,4,63,27,7,20,2.857,0.241,0,1,1,0,0,0.333,0,27,7,20,0.25,2.857,0,0.74,5.58,3.11,0.91,2.212,7.61,18
chinese_communist,-3.29,1.44,0,163,R,1,0,1,1,2,175,9,163,78,4,32,8,67,13,12,1,0.083,0.08,0,2,1,1,1,0.286,0,13,12,1,0.087,0.083,0,0.45,5.91,-0.05,-0.04,1.119,3.27,17
democrat_leaders,-3.52,1.48,0,146,R,1,0,1,1,2,157,8,146,80,2,24,5,72,15,8,7,0.875,0.106,0,4,1,3,3,1,0,15,8,7,0.115,0.875,0,0.37,5.23,2.32,1.02,1.226,3.18,16
angry_mob,-6.91,3.11,0,107,R,1,0,1,1,2,111,3,107,38,1,12,3,34,64,3,61,20.333,1.362,1,1,1,0,0,0.5,0,64,3,61,1.488,20.333,1,0.08,3.69,-0.03,-0.01,3.166,3.36,9
drug_cartels,-4.78,2.5,0,139,R,1,0,1,1,2,168,29,139,84,8,31,20,64,36,7,29,4.143,0.273,1,3,3,0,0,0.115,0,36,7,29,0.35,4.143,1,0.35,5.23,2.46,2.53,2.001,4.97,12
ballot_harvesting,-3.89,2.07,0,258,R,1,0,1,1,2,278,9,258,116,2,33,7,105,14,10,4,0.4,0.053,0,2,2,0,0,0.286,0,14,10,4,0.057,0.4,0,0.48,5.8,1.55,0.75,1.825,5.23,17
cancel_culture,-2.51,1.23,0,352,R,1,0,1,1,2,482,82,352,164,1,42,31,119,25,24,1,0.042,0.055,0,14,10,4,0.4,0.206,0,25,24,1,0.076,0.042,0,0.79,5.44,-1866.72,-0.02,0.975,3.72,14
talk_latest,-4.51,2.96,0,158,R,1,0,1,1,2,191,32,158,63,16,36,21,41,34,26,8,0.308,0.217,0,5,3,2,0.667,0.185,0,34,26,8,0.274,0.308,0,0.81,3.99,0.35,0.59,2.362,8.76,11
america_economy,-3.52,1.44,0,84,R,1,0,1,1,2,120,34,84,86,14,32,33,51,6,5,1,0.2,0.053,0,2,1,1,1,0.062,0,6,5,1,0.077,0.2,0,0.24,4.33,1.34,1.61,1.442,3.22,15
gun_confiscation,-8.58,4.47,0,106,R,1,0,1,1,2,109,3,106,63,0,11,3,60,12,7,5,0.714,0.124,0,1,1,0,0,0.5,0,12,7,5,0.128,0.714,0,0.12,3.68,0,0,3.885,4.37,16
illegal_immigrant,-5.19,2.44,0,178,R,1,0,1,1,2,181,3,178,86,0,21,3,83,17,15,2,0.133,0.104,0,1,1,0,0,0.5,0,17,15,2,0.106,0.133,0,0.24,5.43,0,0,1.932,3.82,17
balance_budget,-6.96,3.84,0,111,R,1,1,1,1,2,159,44,111,102,15,18,38,61,9,9,0,0,0.06,0,2,2,0,0,0.048,0,9,9,0,0.088,0,0,0.19,3.05,2.52,3.08,3.323,5.79,14
universal_mail,-5.14,2.78,0,88,R,1,0,1,1,2,112,23,88,53,6,16,18,34,10,9,1,0.111,0.098,0,3,2,1,0.5,0.15,0,10,9,1,0.128,0.111,0,0.27,3.24,0,0,2.877,6.07,14
star_state,-4.76,2.38,0,75,R,1,0,1,1,2,104,29,75,46,7,13,19,27,12,8,4,0.5,0.13,0,8,3,5,1.667,0.381,0,12,8,4,0.19,0.5,0,0.28,3.2,1.85,2.35,1.9,4.47,10
lone_star,-4.25,2.29,0,110,R,1,0,1,1,2,145,35,110,51,10,15,21,30,13,12,1,0.083,0.098,0,8,3,5,1.667,0.296,0,13,12,1,0.134,0.083,0,0.42,3.66,1.67,2.44,1.872,5.32,9
governor,0.82,0.34,0,5321,R,1,1,1,1,1,9926,4400,5321,1225,229,186,616,573,190,186,4,0.022,0.02,0,186,169,17,0.101,0.044,0,190,183,7,0.037,0.038,0,3.1,3.84,0.4,4.85,0.306,3.47,8
vulnerable,1.1,-0.49,0,1413,R,1,1,1,1,1,5964,4460,1413,1013,263,186,611,377,110,62,48,0.774,0.019,1,110,62,48,0.774,0.025,1,32,30,2,0.023,0.067,0,-3.66,-5.68,-0.52,-8.9,-0.472,-4.09,10
nationwide,0.73,-0.56,0,883,R,1,1,1,1,1,3359,2430,883,804,247,147,485,304,70,52,18,0.346,0.021,0,70,52,18,0.346,0.03,0,15,15,0,0.017,0,0,-2.3,-4.03,-0.53,-7.04,-0.535,-3.73,10
women,2.54,-0.83,0,5652,R,1,1,1,1,1,26167,20122,5652,1412,270,204,793,584,913,289,624,2.159,0.036,1,913,289,624,2.159,0.048,1,94,78,16,0.017,0.205,0,-16.6,-6.4,-0.23,-7.46,-0.737,-11.46,5
taxpayers,0.04,0.66,0,1775,R,1,0,1,1,1,3441,1608,1775,899,225,174,450,427,35,35,0,0,0.01,0,29,25,4,0.16,0.018,0,35,35,0,0.02,0,0,1.76,4.23,0.12,1.26,0.592,5.5,9
coming,1.36,0.41,0,6724,R,1,1,1,1,1,15644,8270,6724,1478,263,224,768,662,297,200,97,0.485,0.019,1,186,87,99,1.138,0.023,1,297,200,97,0.046,0.485,1,5.51,4.89,0.44,7.87,0.366,5.9,6
housing,1.98,-1.63,0,1122,R,1,1,1,1,1,6462,5241,1122,945,258,159,608,313,238,86,152,1.767,0.038,1,238,86,152,1.767,0.048,1,53,35,18,0.05,0.514,0,-4.3,-5.23,-0.28,-4.82,-1.506,-12.26,7
well,2.28,0.16,0,13174,R,1,0,1,1,1,35803,20751,13174,1609,272,225,839,723,227,167,60,0.359,0.006,1,167,147,20,0.136,0.008,0,154,148,6,0.012,0.041,0,5.83,4.72,0.05,1.27,0.145,3.2,4
