term,b0,b1,b1prior,count,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
home_meet,-1.47,2.3,0,265,1,1,0,0,2,519,265,248,96,5,8,43,52,40,36,4,0.111,0.084,0,40,33,7,0.212,0.178,0,36,12,24,0.17,2,1,0.04,0.44,1.61,2.31,-0.033,-0.04,9
big_pharma,-1.54,2.01,0,100,1,1,0,0,2,167,100,66,112,15,2,66,45,5,4,1,0.25,0.031,0,4,4,0,0,0.042,0,5,4,1,0.082,0.25,0,-0.1,-2.26,1.22,1.95,-3.87,-2.16,10
american_workers,-2.98,-0.08,0,102,1,1,0,0,2,213,102,111,148,32,25,69,79,8,6,2,0.333,0.039,0,8,6,2,0.333,0.085,0,6,5,1,0.057,0.2,0,0.03,0.45,-0.82,-1.77,1.009,1.45,16
education_affordable,-1.48,1.96,0,58,1,1,0,0,2,61,58,3,57,27,0,54,3,2,2,0,0,0.034,0,2,2,0,0,0.036,0,1,1,0,0.5,0,0,-0.15,-5.31,1.13,1.92,0,0,20
medical_center,-1.67,2.37,0,37,1,1,0,0,2,76,37,39,58,12,10,28,30,4,3,1,0.333,0.056,0,3,3,0,0,0.088,0,4,3,1,0.114,0.333,0,-0.02,-0.54,1.64,2.07,0.107,0.09,14
well_paying,-1.83,2.41,0,41,1,1,0,0,2,55,41,14,50,10,4,36,14,3,2,1,0.5,0.058,0,3,2,1,0.5,0.079,0,1,1,0,0.077,0,0,-0.05,-1.82,1.69,1.93,-0.412,-0.19,11
thousands_jobs,-1.73,1.93,0,47,1,1,1,0,2,95,47,47,82,18,21,40,41,3,3,0,0,0.033,0,2,2,0,0,0.044,0,3,3,0,0.068,0,0,0.01,0.25,1.27,1.89,-1.99,-2.19,14
worked_closely,-1.55,2.21,0,36,1,1,1,0,2,52,36,16,44,16,10,28,16,3,3,0,0,0.061,0,3,3,0,0,0.091,0,1,1,0,0.067,0,0,-0.06,-1.82,1.35,1.98,-3.222,-2.47,14
throughout_world,-6.64,-2.04,0,21,1,1,0,0,2,55,21,33,45,8,12,15,29,4,3,1,0.333,0.078,0,4,2,2,1,0.235,0,3,3,0,0.1,0,0,0.09,3.25,-2.17,-1.98,1.763,1.44,16
school_district,-4.47,-0.6,0,78,1,1,0,1,2,141,78,60,97,13,3,51,44,6,6,0,0,0.044,0,6,4,2,0.5,0.083,0,6,4,2,0.111,0.5,0,-0.08,-2.59,-1.8,-2.45,0.229,0.09,15
lower_costs,-0.51,2.4,0,98,1,1,1,0,2,167,98,69,129,34,28,73,56,5,5,0,0,0.031,0,5,4,1,0.25,0.054,0,5,3,2,0.078,0.667,0,-0.07,-0.99,1.63,3.64,-1.272,-1.79,11
income_inequality,-7.33,-2.91,0,66,1,1,0,0,2,75,66,9,54,15,1,48,6,7,4,3,0.75,0.103,0,7,4,3,0.75,0.119,0,4,1,3,0.8,3,0,0.02,1.09,-3.18,-3.27,-6.339,-1.12,17
create_millions,-4.39,-0.94,0,65,1,1,0,0,2,66,65,1,51,22,1,50,1,7,3,4,1.333,0.119,0,7,3,4,1.333,0.121,0,1,0,1,0,0,0,-0.03,-0.91,-1.19,-1.88,-3.072,-0.74,15
job_training,-1.15,1.04,0,173,1,1,1,0,2,200,173,24,137,47,6,113,21,13,5,8,1.6,0.07,0,13,5,8,1.6,0.081,0,2,2,0,0.091,0,0,-0.19,-3.01,1.1,3.07,-4.302,-2.73,12
costs_families,-0.29,3.65,0,44,1,1,0,0,2,50,44,6,29,13,3,23,6,13,4,9,2.25,0.351,0,13,4,9,2.25,0.419,0,1,1,0,0.2,0,0,-0.12,-1.69,2.94,4.14,-3.522,-1.19,14
paying_job,-2.46,1.45,0,38,1,1,0,0,2,52,38,14,40,10,1,28,12,4,3,1,0.333,0.083,0,4,3,1,0.333,0.118,0,2,2,0,0.167,0,0,-0.03,-1.01,1.91,2.16,4.105,1.06,10
everyday_americans,-4.65,-0.35,0,57,1,1,0,1,2,100,57,43,84,12,3,47,37,4,4,0,0,0.042,0,4,4,0,0,0.075,0,2,2,0,0.049,0,0,-0.05,-2.45,-1.6,-1.76,0.141,0.06,18
equal_rights,-1.27,1.32,0,163,1,1,0,0,2,182,163,12,108,39,1,95,10,24,4,20,5,0.152,0,24,4,20,5,0.173,0,3,1,2,0.333,2,0,-0.26,-4.8,0.67,1.69,-542.822,-0.01,12
protect_women,-2.99,0.89,0,50,1,1,0,0,2,62,50,12,51,12,2,42,9,4,3,1,0.333,0.069,0,4,2,2,1,0.087,0,3,2,1,0.333,0.5,0,0.01,0.32,1.72,1.88,-5.206,-2.78,13
right_privacy,-5.56,-0.88,0,55,1,1,0,1,2,60,55,5,43,7,1,39,4,5,3,2,0.667,0.091,0,5,3,2,0.667,0.1,0,2,1,1,0.667,1,0,-0.04,-1.85,-2.04,-1.85,-0.102,-0.02,13
healthcare_accessible,0.03,4.46,0,75,1,1,0,0,2,80,75,5,32,10,2,27,5,34,12,22,1.833,0.739,1,34,12,22,1.833,0.829,1,1,1,0,0.25,0,0,-0.1,-1.5,3.81,4.43,-4.36,-1.55,21
paid_congress,-4.09,-0.95,0,260,1,1,0,0,2,491,260,231,138,9,11,59,79,18,17,1,0.059,0.038,0,18,17,1,0.059,0.074,0,17,13,4,0.079,0.308,0,-0.11,-1.18,-2.29,-4.5,0.031,0.03,13
need_leaders,-1.08,3.31,0,44,1,1,1,0,2,88,44,44,71,11,4,35,36,5,4,1,0.25,0.06,0,4,3,1,0.333,0.1,0,5,3,2,0.128,0.667,0,-0.05,-1.76,2.63,2.89,5.075,2.61,12
vote_vote,0,4.14,0,49,1,1,0,0,2,75,49,26,38,4,0,19,19,15,7,8,1.143,0.25,0,15,7,8,1.143,0.441,0,3,2,1,0.13,0.5,0,-0.12,-1.39,3.8,4.77,0,0,9
government_work,-2.74,1.52,0,43,1,1,0,0,2,75,43,31,67,11,4,39,27,3,3,0,0,0.042,0,3,2,1,0.5,0.075,0,3,2,1,0.107,0.5,0,-0.01,-0.35,1.93,1.84,-0.414,-0.19,15
usd100_million,-3.51,0.05,0,40,1,1,0,0,2,58,40,18,42,14,6,24,18,9,4,5,1.25,0.184,0,9,4,5,1.25,0.29,0,1,1,0,0.059,0,0,0.07,2.13,1.58,1.9,-1.674,-0.92,14
find_solutions,-1.98,2.06,0,39,1,1,1,0,2,78,39,37,71,16,6,38,32,2,2,0,0,0.026,0,2,1,1,1,0.054,0,2,2,0,0.057,0,0,-0.03,-1.37,1.81,2.12,-4.902,-2.93,14
political_party,-1.28,3.93,0,39,1,1,0,0,2,97,39,51,77,8,2,34,37,6,3,3,1,0.066,0,3,2,1,0.5,0.083,0,6,3,3,0.133,1,0,-0.03,-1.86,3.34,2.5,2.091,0.72,15
active_duty,-1.02,2.07,0,113,1,1,0,0,2,240,113,122,162,30,16,74,87,5,5,0,0,0.021,0,5,4,1,0.25,0.046,0,4,4,0,0.034,0,0,-0.1,-2,1.29,2.62,-0.635,-0.65,11
violent_criminals,-2.05,3.24,0,18,1,1,1,0,2,80,18,62,61,6,6,16,45,5,4,1,0.25,0.067,0,3,1,2,2,0.2,0,5,4,1,0.088,0.25,0,0.02,0.58,2.53,1.78,-3.672,-2.74,17
financial_crisis,-3.32,-0.2,0,59,1,1,0,0,2,76,59,16,43,15,3,27,15,12,8,4,0.5,0.188,0,12,8,4,0.5,0.255,0,2,1,1,0.143,1,0,-0.11,-1.52,-0.93,-1.78,0.213,0.08,16
problem_solving,-1.27,5.55,0,28,1,1,0,0,2,63,28,35,42,3,4,22,20,6,5,1,0.2,0.105,0,4,3,1,0.333,0.167,0,6,5,1,0.207,0.2,0,0.02,0.88,4.49,1.96,-2.321,-1.42,15
living_wage,-5.08,-1.95,0,217,1,1,0,0,2,229,217,8,133,25,1,124,8,25,11,14,1.273,0.123,0,25,11,14,1.273,0.13,0,1,1,0,0.143,0,0,0.18,3.11,-1.04,-1.83,-4.747,-1.25,11
supporting_small,-0.53,3.36,0,40,1,1,0,0,2,52,40,12,39,14,2,28,11,12,2,10,5,0.3,0,12,2,10,5,0.429,0,2,1,1,0.2,1,0,-0.1,-1.55,3.08,4.12,-7.55,-2.76,16
retirement_security,-1.33,1.75,0,57,1,1,0,0,2,66,57,9,42,22,5,34,8,13,4,9,2.25,0.245,0,13,4,9,2.25,0.295,0,2,1,1,0.286,1,0,-0.14,-1.91,1.18,2.3,-1.356,-0.73,19
community_members,-4.76,-0.52,0,58,1,1,0,1,2,79,58,21,63,13,2,45,18,5,3,2,0.667,0.068,0,5,3,2,0.667,0.094,0,3,2,1,0.167,0.5,0,-0.05,-2.72,-1.7,-1.92,-3.091,-1.05,17
farmers_ranchers,-2.22,1.79,0,60,1,1,0,0,2,151,60,91,82,8,31,30,52,6,5,1,0.2,0.041,0,5,5,0,0,0.091,0,6,5,1,0.071,0.2,0,0.23,3.34,1.42,1.71,-0.186,-0.32,16
affairs_committee,-1.01,1.87,0,62,1,1,0,0,2,100,62,38,65,29,20,37,28,4,4,0,0,0.042,0,4,4,0,0,0.069,0,4,2,2,0.118,1,0,-0.07,-1.28,1.47,3.12,0.061,0.07,17
working_ensure,-1.28,1.63,0,61,1,1,1,0,2,83,61,22,61,31,14,44,17,4,4,0,0,0.051,0,4,3,1,0.333,0.07,0,4,2,2,0.222,1,0,-0.14,-2.59,0.77,1.69,-3.546,-3.8,14
espa_ol,0.49,5.3,0,165,1,1,0,0,2,192,165,27,20,3,1,14,6,72,36,36,1,0.6,1,72,36,36,1,0.774,1,10,9,1,0.588,0.111,0,-0.1,-1.25,4.3,5,-18.924,-1.37,7
defend_constitution,-1.77,4.24,0,31,1,1,0,0,2,112,31,81,82,4,9,22,60,4,4,0,0,0.037,0,4,3,1,0.333,0.148,0,4,3,1,0.052,0.333,0,0.04,1.93,3.93,1.94,1.922,1.36,19
federal_debt,-3.53,2.22,0,7,1,1,0,0,2,55,7,48,29,3,3,7,22,23,2,21,10.5,0.719,1,1,1,0,0,0.167,0,23,2,21,0.92,10.5,1,0.02,1.43,7.39,1.86,1.811,0.76,12
across_border,-1.9,3.45,0,12,1,1,0,0,2,93,12,80,80,6,12,12,67,3,3,0,0,0.033,0,1,1,0,0,0.091,0,3,3,0,0.039,0,0,0.04,1.71,2.99,1.99,0.542,0.42,13
congress_working,-1.09,1.88,0,56,1,1,0,0,2,87,56,31,61,25,18,35,26,4,4,0,0,0.048,0,4,4,0,0,0.077,0,3,2,1,0.107,0.5,0,-0.12,-2.05,1,2.16,0.069,0.08,16
sign_email,-4.48,-0.56,0,54,1,1,0,1,2,69,54,14,23,5,0,14,8,25,8,17,2.125,0.568,0,25,8,17,2.125,0.862,0,4,2,2,0.4,1,0,-0.09,-1.86,-1.82,-2.42,0,0,10
first_term,-1.77,1.01,0,67,1,1,0,0,2,89,67,22,71,36,12,50,21,6,2,4,2,0.072,0,6,2,4,2,0.098,0,2,1,1,0.1,1,0,-0.08,-1.97,0.83,1.78,-1.128,-0.92,10
take_fight,-9.35,-3.17,0,23,1,1,0,0,2,51,23,28,41,3,5,18,23,4,3,1,0.333,0.085,0,4,2,2,1,0.211,0,3,2,1,0.12,0.5,0,0,0.26,-5.08,-2.17,1.612,0.87,10
took_office,-1.71,2.39,0,25,1,1,1,0,2,55,25,30,44,13,5,21,23,4,3,1,0.333,0.078,0,3,2,1,0.5,0.136,0,4,3,1,0.154,0.333,0,-0.02,-0.75,2.26,2.55,-3.841,-2.51,11
drug_trafficking,-2.8,1.67,0,14,1,1,0,0,2,59,14,44,44,6,9,9,34,3,3,0,0,0.054,0,2,2,0,0,0.167,0,3,3,0,0.073,0,0,0.06,1.91,2.88,2.23,-0.753,-0.63,16
videos_press,-2.42,-0.1,0,84,1,1,0,0,2,96,84,12,4,3,1,3,1,42,26,16,0.615,0.778,0,42,26,16,0.615,1,0,12,0,12,0,0,0,-0.25,-0.94,-0.9,-2.59,1.045,0.86,12
press_releases,-0.81,1.38,0,240,1,1,0,0,2,414,240,174,29,4,2,16,13,72,56,16,0.286,0.211,0,72,52,20,0.385,0.429,0,56,36,20,0.475,0.556,0,-0.2,-0.6,0.72,2.21,6.897,7.98,14
introduced_bipartisan,0.61,3.74,0,61,1,1,1,0,2,74,61,13,40,31,8,32,8,14,4,10,2.5,0.233,0,14,4,10,2.5,0.298,0,4,2,2,0.444,1,0,-0.22,-2.5,3.22,6.66,-4.543,-4.3,21
inflation_reduction,-0.12,2.85,0,80,1,1,0,0,2,93,80,13,44,22,1,34,10,6,5,1,0.2,0.069,0,6,5,1,0.2,0.081,0,2,2,0,0.182,0,0,-0.26,-3.91,2.15,4.7,-3.102,-1.05,19
drug_costs,-1.36,1.72,0,61,1,1,0,0,2,76,61,15,57,31,2,47,10,5,4,1,0.25,0.07,0,4,3,1,0.333,0.07,0,5,2,3,0.5,1.5,0,-0.16,-3.49,0.93,1.86,-1.483,-0.82,10
women_health,-0.56,1.36,0,227,1,1,0,0,2,239,227,12,158,69,2,150,8,23,5,18,3.6,0.106,0,23,5,18,3.6,0.113,0,4,2,2,0.5,1,0,-0.5,-3.91,0.76,2.64,-6.768,-3.22,12
fiscally_responsible,-2.16,2.56,0,20,1,1,0,0,2,56,20,36,51,7,15,17,34,2,2,0,0,0.037,0,2,2,0,0,0.111,0,2,2,0,0.059,0,0,0.04,1.41,1.92,1.72,-0.541,-0.51,20
regardless_race,-6.57,-1.85,0,35,1,1,0,1,2,62,35,26,55,9,1,29,25,3,2,1,0.5,0.051,0,3,2,1,0.5,0.094,0,2,1,1,0.083,1,0,-0.03,-1.72,-3.03,-2.7,75.179,0,15
rights_women,-3.91,-0.1,0,60,1,1,0,0,2,67,60,6,59,15,1,52,6,2,2,0,0,0.031,0,2,2,0,0,0.034,0,1,1,0,0.2,0,0,-0.09,-3.27,-1.19,-1.66,3.17,0.77,12
money_politics,-0.89,2.08,0,151,1,1,0,0,2,168,151,14,119,38,1,108,9,5,5,0,0,0.031,0,5,5,0,0,0.034,0,4,2,2,0.4,1,0,-0.21,-5.34,1.41,2.98,-0.33,-0.1,14
abortion_rights,-5.58,-1.21,0,129,1,1,0,1,2,134,129,5,50,11,0,48,2,56,16,40,2.5,0.718,1,56,16,40,2.5,0.767,1,3,2,1,1.5,0.5,0,-0.05,-2.37,-2.26,-2.37,0,0,15
access_abortion,-3.9,-0.26,0,68,1,1,0,0,2,70,68,2,53,17,1,51,2,4,3,1,0.333,0.061,0,4,3,1,0.333,0.062,0,1,1,0,1,0,0,-0.11,-3.44,-1.41,-2.17,3.17,0.77,15
protect_environment,-1.6,1.54,0,91,1,1,0,0,2,130,91,37,106,31,9,75,29,5,3,2,0.667,0.04,0,5,2,3,1.5,0.058,0,3,2,1,0.088,0.5,0,-0.08,-1.95,1.06,1.98,-0.812,-0.63,19
core_values,-1.71,3.71,0,34,1,1,0,0,2,62,34,27,46,6,0,24,21,10,4,6,1.5,0.192,0,10,2,8,4,0.417,0,4,3,1,0.174,0.333,0,-0.03,-2.45,3.02,2.03,0,0,11
financial_aid,-2.14,1.42,0,42,1,1,0,0,2,54,42,11,41,16,2,31,9,5,3,2,0.667,0.102,0,5,2,3,1.5,0.135,0,3,1,2,0.375,2,0,-0.06,-1.56,1.14,1.69,-2.242,-0.92,13
challenges_facing,-1.83,2.25,0,49,1,1,0,0,2,69,49,20,61,14,7,44,17,3,2,1,0.5,0.045,0,3,2,1,0.5,0.065,0,2,2,0,0.111,0,0,-0.04,-1.52,1.39,1.74,-1.199,-0.76,17
environmental_protection,-1.99,0.98,0,94,1,1,0,0,2,159,94,63,92,28,13,66,25,35,5,30,6,0.282,1,5,5,0,0,0.056,0,35,2,33,1.25,16.5,1,-0.03,-0.68,0.93,1.78,1.205,1.09,24
need_change,-6.14,-1.15,0,25,1,1,0,0,2,51,25,25,48,7,2,22,25,3,2,1,0.5,0.062,0,3,2,1,0.5,0.136,0,1,1,0,0.042,0,0,-0.02,-1.58,-2.46,-1.92,-6.425,-1.41,11
lowering_cost,-1.7,2.33,0,42,1,1,0,0,2,61,42,19,55,16,4,36,19,3,2,1,0.5,0.052,0,3,2,1,0.5,0.077,0,1,1,0,0.056,0,0,-0.05,-2.08,2.02,2.42,-0.382,-0.17,13
cost_prescription,-0.87,2.18,0,91,1,1,1,0,2,112,91,21,84,30,10,66,18,5,3,2,0.667,0.047,0,5,3,2,0.667,0.058,0,3,2,1,0.167,0.5,0,-0.1,-2.09,1.96,3.76,-3.906,-3.43,17
university_college,-1.88,2.45,0,28,1,1,0,0,2,56,28,28,52,11,8,26,26,2,2,0,0,0.037,0,2,2,0,0,0.077,0,2,2,0,0.077,0,0,-0.03,-1.06,1.6,1.78,-0.89,-0.57,18
universal_background,-1.24,1.81,0,119,1,1,0,0,2,128,119,8,109,37,1,102,6,5,3,2,0.667,0.041,0,5,3,2,0.667,0.044,0,3,1,2,0.6,2,0,-0.2,-5.84,0.99,2.04,595.539,0.01,20
single_payer,-6.94,-2.86,0,165,1,1,1,0,2,211,165,31,108,16,8,80,23,18,16,2,0.125,0.093,0,18,16,2,0.125,0.122,0,3,3,0,0.107,0,0,0.1,2.62,-3,-3.64,-2.476,-2,12
payer_healthcare,-6.59,-1.71,0,41,1,1,0,0,2,58,41,10,44,8,3,30,9,3,3,0,0,0.055,0,3,3,0,0,0.079,0,2,1,1,0.25,1,0,-0.03,-1.35,-3.08,-2.55,-2.642,-1.07,16
immigration_status,-6.99,-2.5,0,57,1,1,0,0,2,66,57,8,41,12,1,32,8,23,2,21,10.5,0.535,1,23,2,21,10.5,0.676,1,1,1,0,0.143,0,0,0.02,1.1,-2.6,-2.54,3.328,0.83,18
environmental_justice,-3.16,-0.73,0,185,1,1,0,1,2,191,185,3,86,30,1,83,2,31,10,21,2.1,0.194,1,31,10,21,2.1,0.201,1,2,1,1,2,1,0,-0.23,-2.21,-1.47,-3.98,-3.951,-1.32,21
marginalized_communities,-5.33,-1.12,0,59,1,1,0,1,2,59,59,0,44,14,0,44,0,6,3,3,1,0.113,0,6,3,3,1,0.113,0,0,0,0,0,0,0,-0.06,-2.84,-2.16,-2.46,0,0,24
helped_pass,0.18,2.27,0,163,1,1,0,0,2,194,163,31,90,52,12,69,21,11,10,1,0.1,0.06,0,11,10,1,0.1,0.072,0,6,2,4,0.24,2,0,-0.5,-4.91,1.52,5.06,1.699,1.61,11
protecting_environment,-0.49,2.64,0,126,1,1,0,0,2,142,126,16,66,28,4,55,11,53,12,41,3.417,0.596,1,53,12,41,3.417,0.726,1,4,2,2,0.333,1,0,-0.2,-2.92,1.92,3.86,-2.339,-0.97,22
community_based,-4.29,-1.24,0,157,1,1,1,0,2,178,157,15,89,26,3,75,11,42,11,31,2.818,0.309,1,42,11,31,2.818,0.365,1,4,2,2,0.364,1,0,0.04,0.98,-1.08,-2.04,-4.841,-2.57,15
lower_income,-6.76,-1.39,0,48,1,1,0,1,2,60,48,12,36,4,0,28,8,11,4,7,1.75,0.224,0,11,4,7,1.75,0.297,0,4,2,2,0.5,1,0,-0.02,-1.82,-2.76,-1.78,0,0,12
workers_rights,-6.52,-2.79,0,116,1,1,0,0,2,118,116,0,69,18,0,68,0,14,7,7,1,0.135,0,14,7,7,1,0.137,0,0,0,0,0,0,0,0.05,1.25,-2.92,-4.19,0,0,14
cosponsored_legislation,-1.15,1.6,0,57,1,1,0,0,2,85,57,28,52,30,14,32,20,7,5,2,0.4,0.09,0,5,4,1,0.25,0.096,0,7,2,5,0.333,2.5,0,-0.15,-2.04,0.88,2.06,0.755,0.84,23
right_wing,-7.28,-2.52,0,59,1,1,0,0,2,65,59,5,44,10,0,39,4,5,4,1,0.25,0.083,0,5,4,1,0.25,0.093,0,2,1,1,0.667,1,0,0.01,0.35,-2.83,-2.43,0,0,10
congress_meet,-8.62,-2.42,0,40,1,1,0,0,2,57,40,16,21,3,1,10,10,11,9,2,0.222,0.239,0,11,9,2,0.222,0.379,0,3,2,1,0.231,0.5,0,-0.01,-0.81,-3.94,-1.69,-2.399,-0.56,13
jobs_economy,-1.1,1.89,0,66,1,1,0,0,2,97,66,30,49,13,9,25,23,25,7,18,2.571,0.347,0,25,7,18,2.571,0.61,0,4,3,1,0.154,0.333,0,-0.17,-1.22,1.05,2.24,1.277,1.02,12
universal_healthcare,-4,-0.64,0,183,1,1,0,1,2,198,183,12,123,24,0,110,10,22,8,14,1.75,0.125,0,22,8,14,1.75,0.137,0,2,2,0,0.2,0,0,-0.17,-4.8,-1.93,-3.4,0,0,20
free_public,-15.03,-7.77,0,77,1,1,0,0,2,81,77,2,51,4,0,47,2,7,5,2,0.4,0.095,0,7,5,2,0.4,0.1,0,1,1,0,1,0,0,0.06,3.16,-7.28,-2.41,0,0,11
income_housing,-5.74,-1.72,0,56,1,1,0,0,2,69,56,12,51,14,0,42,8,4,4,0,0,0.062,0,4,4,0,0,0.077,0,3,2,1,0.333,0.5,0,-0.03,-1.15,-2.3,-2.83,0,0,14
fellow_citizens,-0.98,4.6,0,23,1,1,0,0,2,76,23,52,58,4,2,19,38,5,5,0,0,0.07,0,4,2,2,1,0.211,0,5,5,0,0.106,0,0,0.03,1,7.72,3.25,0.148,0.04,15
systemic_racism,-5.73,-1.44,0,55,1,1,0,0,2,65,55,9,51,13,0,44,6,4,4,0,0,0.066,0,4,3,1,0.333,0.078,0,4,1,3,0.8,3,0,-0.02,-1.25,-1.99,-2.13,0,0,15
black_communities,-8.95,-3.91,0,66,1,1,0,0,2,70,66,2,46,10,0,43,2,8,4,4,1,0.129,0,8,4,4,1,0.138,0,1,1,0,1,0,0,-0.06,-1.42,-5.64,-4.35,0,0,17
housing_crisis,-4.85,-1.56,0,84,1,1,0,0,2,107,84,22,68,19,1,55,12,9,8,1,0.125,0.092,0,9,6,3,0.5,0.12,0,8,2,6,0.571,3,0,-0.04,-0.8,-2.06,-3.64,72.699,0.01,14
need_federal,-6.08,-1.66,0,40,1,1,0,0,2,64,40,24,51,7,1,29,22,4,3,1,0.333,0.067,0,4,3,1,0.333,0.111,0,2,2,0,0.091,0,0,0.01,0.42,-1.71,-1.67,-0.859,-0.18,12
college_affordable,-1.12,2.26,0,56,1,1,0,0,2,63,56,6,56,26,1,50,5,3,2,1,0.5,0.05,0,3,2,1,0.5,0.057,0,2,1,1,0.5,1,0,-0.16,-4.73,1.46,2.57,0,0,18
new_technologies,-3.41,0,0,60,1,1,0,1,2,79,60,19,62,22,5,46,16,4,3,1,0.333,0.053,0,4,3,1,0.333,0.071,0,3,2,1,0.188,0.5,0,-0.1,-2.82,-1.02,-1.73,0.056,0.03,16
congress_worked,-0.28,2.68,0,56,1,1,0,0,2,89,56,33,63,37,16,40,23,5,4,1,0.25,0.06,0,5,4,1,0.25,0.098,0,4,3,1,0.138,0.333,0,-0.14,-2.34,1.95,4.26,-0.697,-0.71,15
individuals_disabilities,-3.45,0.19,0,47,1,1,0,0,2,51,47,4,39,15,2,35,4,7,3,4,1.333,0.159,0,7,3,4,1.333,0.175,0,1,1,0,0.333,0,0,0.03,1.21,1.4,1.67,-7.434,-2.65,24
gun_reform,-5.53,-1.43,0,53,1,1,0,1,2,54,53,1,37,14,0,36,1,4,3,1,0.333,0.08,0,4,3,1,0.333,0.082,0,1,0,1,0,0,0,-0.08,-3,-2.65,-3.2,0,0,10
need_access,-6.96,-2.34,0,44,1,1,0,0,2,51,44,6,41,8,0,34,6,5,3,2,0.667,0.109,0,5,3,2,0.667,0.128,0,1,1,0,0.2,0,0,0.02,0.88,-2.32,-2.09,0,0,11
lgbtq_equality,-1.33,1.82,0,107,1,1,0,0,2,107,107,0,35,24,0,35,0,56,12,44,3.667,1.098,1,56,12,44,3.667,1.098,1,0,0,0,0,0,0,-0.17,-2.54,1.22,2.32,0,0,14
vulnerable_communities,-7.27,-3.05,0,52,1,1,0,0,2,57,52,5,37,11,2,32,5,13,3,10,3.333,0.295,0,13,3,10,3.333,0.333,0,1,1,0,0.25,0,0,0.1,2.78,-2.46,-2.73,-2.967,-0.81,22
oil_companies,-1.4,2.33,0,48,1,1,0,0,2,58,48,8,42,14,0,34,7,4,4,0,0,0.074,0,4,4,0,0,0.091,0,2,1,1,0.333,1,0,-0.11,-3.11,1.68,2.45,0,0,13
lack_access,-5.01,-1.24,0,69,1,1,0,0,2,76,69,6,56,16,2,49,6,7,6,1,0.167,0.101,0,7,6,1,0.167,0.113,0,1,1,0,0.2,0,0,0,-0.11,-1.43,-1.94,-0.957,-0.3,11
veterans_women,-1.33,2.1,0,58,1,1,0,0,2,63,58,5,11,6,1,7,4,42,11,31,2.818,2,1,42,11,31,2.818,2.625,1,2,1,1,0.667,1,0,-0.12,-1.28,1.65,2.71,-5.973,-1.18,14
state_assembly,-3.86,-0.49,0,47,1,1,1,0,2,82,47,35,45,21,5,31,14,10,6,4,0.667,0.139,0,6,3,3,1,0.146,0,10,6,4,0.4,0.667,0,-0.09,-1.35,-1.76,-3.09,-4.733,-4.58,14
mass_incarceration,-7.21,-2.82,0,75,1,1,0,0,2,78,75,1,48,9,0,45,1,6,6,0,0,0.083,0,6,6,0,0,0.087,0,1,0,1,0,0,0,0,0.11,-3.3,-3.45,0,0,18
bodily_autonomy,-5.49,-0.83,0,52,1,1,0,0,2,61,52,9,41,4,0,35,6,6,6,0,0,0.109,0,6,6,0,0,0.13,0,3,2,1,0.5,0.5,0,-0.04,-1.12,-1.86,-1.69,0,0,15
companies_accountable,-1.6,2.04,0,50,1,1,0,0,2,57,50,7,42,17,2,37,5,3,3,0,0,0.056,0,3,3,0,0,0.064,0,2,2,0,0.4,0,0,-0.1,-3.13,1.25,1.92,1.294,0.54,21
insurance_premiums,-1.99,2.13,0,51,1,1,0,0,2,63,51,11,46,12,7,35,10,7,5,2,0.4,0.125,0,7,5,2,0.4,0.159,0,2,1,1,0.222,1,0,-0.02,-0.7,1.85,2.1,0.908,0.53,18
local_economy,-1.61,2.07,0,67,1,1,0,0,2,89,67,20,71,19,3,53,17,3,2,1,0.5,0.035,0,3,2,1,0.5,0.047,0,2,2,0,0.111,0,0,-0.11,-3.65,1.18,1.79,-2.45,-0.98,13
protecting_right,-4.11,-0.49,0,63,1,1,0,0,2,74,63,11,63,18,3,54,9,6,3,3,1,0.088,0,6,2,4,2,0.105,0,3,1,2,0.375,2,0,-0.07,-1.75,-1.45,-2.21,1.121,0.6,16
gas_tax,-1.99,2.77,0,34,1,1,1,0,2,66,34,31,47,7,6,21,25,5,4,1,0.25,0.082,0,5,4,1,0.25,0.172,0,3,2,1,0.107,0.5,0,-0.01,-0.52,1.93,1.75,-3.098,-1.92,7
legal_status,-4.61,-0.51,0,42,1,1,0,0,2,65,42,21,49,12,4,31,16,3,3,0,0,0.048,0,3,3,0,0,0.077,0,2,2,0,0.105,0,0,-0.03,-1.1,-1.59,-1.93,2.396,1.29,12
times_likely,-7.02,-2.75,0,41,1,1,0,0,2,51,41,10,35,14,1,29,6,9,3,6,2,0.214,0,9,3,6,2,0.281,0,3,3,0,0.429,0,0,0.06,2.36,-2.6,-2.83,4.071,0,12
lowering_costs,0.01,3.53,0,56,1,1,0,0,2,65,56,9,49,23,4,40,9,12,2,10,5,0.226,0,12,2,10,5,0.273,0,1,1,0,0.125,0,0,-0.17,-2.49,2.88,4.92,-0.437,-0.17,14
