term,b0,b1,b1prior,count,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
law_enforcement_agencies,-1.82,2.05,0,66,1,1,0,0,3,130,66,60,99,15,13,47,49,4,3,1,0.333,0.032,0,4,3,1,0.333,0.065,0,3,3,0,0.053,0,0,-0.02,-0.53,1.33,1.8,0.342,0.29,24
prescription_drug_costs,-0.21,2.53,0,159,1,1,0,0,3,173,159,12,110,40,2,97,11,27,7,20,2.857,0.185,0,27,7,20,2.857,0.205,0,2,1,1,0.2,1,0,-0.31,-4.9,1.81,4.38,-4.955,-1.74,23
corporate_pac_money,-0.2,4.18,0,50,1,1,0,0,3,51,50,0,42,16,0,41,0,3,3,0,0,0.062,0,3,3,0,0,0.064,0,0,0,0,0,0,0,-0.1,-3.76,3.45,4.07,0,0,19
middle_class_families,-0.81,1.68,0,132,1,1,0,0,3,162,132,30,101,45,7,80,21,6,5,1,0.2,0.038,0,6,5,1,0.2,0.048,0,5,3,2,0.2,0.667,0,-0.3,-5.14,0.92,2.48,-0.452,-0.29,21
hard_earned_money,0.03,6.36,0,16,1,1,0,0,3,93,16,76,79,4,20,12,66,4,4,0,0,0.045,0,4,2,2,1,0.333,0,4,3,1,0.056,0.333,0,0.07,2.23,5.41,3.1,0.044,0.05,17
keep_communities_safe,-0.76,3.05,0,50,1,1,1,0,3,110,50,60,91,18,14,40,51,3,2,1,0.5,0.028,0,2,2,0,0,0.042,0,3,2,1,0.053,0.5,0,-0.04,-0.98,2.36,3.42,-3.684,-3.79,21
oil_natural_gas,-1.53,3.99,0,14,1,1,0,0,3,70,14,55,56,5,16,12,43,4,4,0,0,0.061,0,2,2,0,0,0.167,0,4,4,0,0.078,0,0,0.07,2.11,3.25,2.14,-1.129,-1.11,15
science_technology_engineering,-1.6,1.94,0,38,1,1,0,0,3,51,38,12,43,19,3,30,12,4,2,2,1,0.085,0,4,2,2,1,0.118,0,1,1,0,0.091,0,0,-0.11,-3.12,1.22,1.95,-3.065,-1.26,30
armed_services_committee,-0.02,3.09,0,55,1,1,0,0,3,91,55,35,54,25,19,29,24,5,4,1,0.25,0.058,0,5,4,1,0.25,0.1,0,3,3,0,0.094,0,0,-0.11,-1.58,2.42,4.98,0.274,0.34,24
university_school_law,-1.65,2.26,0,38,1,1,0,0,3,62,38,24,55,16,4,33,22,3,2,1,0.5,0.051,0,3,2,1,0.5,0.086,0,2,2,0,0.091,0,0,-0.08,-2.88,1.39,1.89,-0.741,-0.32,21
common_sense_solutions,-2.13,2.92,0,40,1,1,0,0,3,98,40,58,77,7,14,29,48,5,4,1,0.25,0.054,0,5,2,3,1.5,0.143,0,4,3,1,0.074,0.333,0,0.04,1.72,2.2,1.71,0.124,0.11,22
broken_immigration_system,-0.66,2.74,0,53,1,1,1,0,3,83,53,30,67,25,12,39,28,4,4,0,0,0.051,0,4,4,0,0,0.082,0,2,2,0,0.071,0,0,-0.12,-2.81,1.97,3.49,-4.32,-3.37,25
mental_health_resources,-0.47,5.03,0,39,1,1,1,0,3,52,39,13,41,8,5,31,10,4,3,1,0.333,0.083,0,4,3,1,0.333,0.114,0,2,2,0,0.182,0,0,0,-0.12,4.6,3.2,-3.896,-2.71,23
signed_law_president,-1.22,1.72,0,49,1,1,1,0,3,84,49,34,53,25,21,28,24,8,5,3,0.6,0.105,0,8,5,3,0.6,0.195,0,3,3,0,0.097,0,0,-0.07,-0.97,0.97,2.07,-2.013,-2.47,20
financial_services_committee,-3.7,-0.7,0,47,1,1,0,0,3,65,47,18,35,21,10,22,13,15,4,11,2.75,0.3,0,15,4,11,2.75,0.469,0,3,2,1,0.2,0.5,0,-0.11,-1.27,-1.73,-3.59,-1.107,-0.97,28
saved_blue_express,-3.35,-0.31,0,89,1,1,0,1,3,89,89,0,25,8,0,25,0,18,11,7,0.636,0.254,0,18,11,7,0.636,0.254,0,0,0,0,0,0,0,-0.2,-2.24,-1.46,-3.01,0,0,18
social_security_medicare,-0.02,2.05,0,252,1,1,0,0,3,349,252,97,196,67,26,135,61,23,10,13,1.3,0.071,0,23,10,13,1.3,0.1,0,9,4,5,0.102,1.25,0,-0.38,-4.03,1.25,4.23,-1.151,-1.64,24
working_across_aisle,0.95,5.08,0,45,1,1,0,0,3,50,45,5,32,18,2,27,5,13,2,11,5.5,0.351,0,13,2,11,5.5,0.406,0,1,1,0,0.25,0,0,-0.17,-2.35,4.39,6.3,-87.645,0,20
negotiate_drug_prices,-1.14,2.61,0,54,1,1,0,0,3,56,54,2,49,18,0,47,2,3,2,1,0.5,0.057,0,3,2,1,0.5,0.059,0,1,1,0,1,0,0,-0.12,-3.88,1.91,2.8,0,0,21
sense_gun_safety,-1.63,2.16,0,60,1,1,0,0,3,60,60,0,49,19,0,49,0,3,3,0,0,0.053,0,3,3,0,0,0.053,0,0,0,0,0,0,0,-0.09,-3.73,1.7,2.33,0,0,16
allow_medicare_negotiate,-1.52,2.19,0,56,1,1,0,0,3,56,56,0,46,16,0,46,0,3,2,1,0.5,0.057,0,3,2,1,0.5,0.057,0,0,0,0,0,0,0,-0.1,-3.17,1.77,2.52,0,0,24
woman_right_choose,-1.43,1.73,0,111,1,1,0,0,3,118,111,5,86,29,0,81,4,5,4,1,0.25,0.044,0,5,4,1,0.25,0.047,0,2,1,1,0.667,1,0,-0.15,-4.16,1.32,2.43,0,0,18
improve_quality_life,-5.4,-1.32,0,42,1,1,0,0,3,68,42,26,56,14,5,34,22,4,3,1,0.333,0.062,0,4,2,2,1,0.105,0,3,2,1,0.13,0.5,0,0.01,0.24,-1.7,-2.01,0.329,0.17,20
low_income_communities,-5.54,-1.66,0,62,1,1,0,0,3,63,62,0,44,13,0,43,0,8,3,5,1.667,0.145,0,8,3,5,1.667,0.148,0,0,0,0,0,0,0,0.02,0.85,-1.5,-1.89,0,0,22
high_gas_prices,-1.37,4,0,13,1,1,1,0,3,54,13,41,43,6,6,12,31,5,3,2,0.667,0.102,0,2,1,1,1,0.182,0,5,3,2,0.139,0.667,0,0.01,0.29,3.22,2.3,-3.26,-1.88,15
rights_human_rights,-5.62,-1.11,0,46,1,1,0,0,3,50,46,4,36,8,0,35,1,5,4,1,0.25,0.111,0,5,4,1,0.25,0.122,0,4,0,4,0,0,0,-0.04,-1.56,-2.06,-2,0,0,19
paid_family_leave,-3.06,-0.19,0,122,1,1,0,1,3,126,122,4,83,28,1,80,3,8,4,4,1,0.068,0,8,4,4,1,0.07,0,2,1,1,1,1,0,-0.16,-2.86,-0.9,-1.96,-3.714,-0.91,17
healthcare_human_right,-4.58,-0.89,0,171,1,1,0,1,3,172,171,1,93,19,0,92,1,52,6,46,7.667,0.433,1,52,6,46,7.667,0.437,1,1,0,1,0,0,0,-0.07,-2.46,-1.61,-2.33,0,0,22
local_law_enforcement,-1.99,1.18,0,67,1,1,0,0,3,119,67,52,87,21,7,46,41,9,6,3,0.5,0.082,0,6,5,1,0.2,0.098,0,9,2,7,0.209,3.5,0,-0.06,-1.25,0.96,1.71,-0.511,-0.32,21
job_training_programs,-1.04,2.74,0,53,1,1,0,0,3,61,53,8,48,17,2,41,7,4,3,1,0.333,0.07,0,4,3,1,0.333,0.082,0,2,1,1,0.333,1,0,-0.11,-3.32,1.97,2.9,-1.426,-0.43,21
student_loan_debt,-3.11,-0.46,0,178,1,1,1,1,3,200,178,19,124,38,4,106,16,11,8,3,0.375,0.058,0,11,8,3,0.375,0.066,0,3,2,1,0.188,0.5,0,-0.13,-1.96,-1.03,-2.47,-3.091,-1.82,17
clean_energy_jobs,-2,1.91,0,47,1,1,0,0,3,51,47,3,46,16,0,42,3,3,3,0,0,0.062,0,3,3,0,0,0.068,0,1,1,0,0.5,0,0,-0.07,-3.03,1.53,1.94,0,0,17
high_speed_rail,-5.88,-1.74,0,43,1,1,0,0,3,51,43,8,34,7,2,26,8,6,5,1,0.2,0.133,0,6,5,1,0.2,0.162,0,1,1,0,0.143,0,0,0.03,0.8,-1.65,-1.85,-10.189,-2.16,15
social_safety_net,-5.37,-1.5,0,53,1,1,0,1,3,56,53,2,47,18,0,44,2,3,3,0,0,0.057,0,3,3,0,0,0.06,0,1,1,0,1,0,0,-0.06,-2.42,-2.37,-3.17,0,0,17
career_technical_education,-1.08,2.58,0,40,1,1,0,0,3,68,40,28,39,14,10,24,15,5,4,1,0.25,0.079,0,4,3,1,0.333,0.111,0,5,4,1,0.217,0.25,0,0.01,0.29,3.04,3.98,-0.458,-0.44,26
protect_social_security,-1.81,2.2,0,46,1,1,0,0,3,68,46,22,58,15,6,40,18,3,2,1,0.5,0.046,0,2,2,0,0,0.045,0,3,2,1,0.158,0.5,0,-0.04,-1.37,1.46,1.86,-0.932,-0.58,23
bipartisan_infrastructure_law,-0.64,2.69,0,62,1,1,0,0,3,65,62,3,29,19,2,27,2,15,7,8,1.143,0.3,0,15,7,8,1.143,0.319,0,2,1,1,2,1,0,-0.17,-3.16,1.96,3.57,-9.874,-2.84,29
law_enforcement_officer,-1.35,3.83,0,22,1,1,0,0,3,52,22,30,28,3,3,12,16,6,5,1,0.2,0.13,0,4,3,1,0.333,0.222,0,6,5,1,0.25,0.2,0,-0.02,-0.77,3.64,2.61,0.215,0.08,23
work_hard,-1.19,1.79,0,171,1,1,0,0,2,323,171,146,242,37,23,124,114,6,6,0,0,0.019,0,6,4,2,0.5,0.036,0,6,4,2,0.043,0.5,0,-0.1,-2.08,0.92,1.98,1.226,1.47,9
just_like,-0.99,3.04,0,108,1,1,0,0,2,210,108,102,159,14,11,77,82,9,8,1,0.125,0.045,0,9,3,6,2,0.091,0,8,4,4,0.085,1,0,0,0.08,4.15,4.22,-0.462,-0.35,9
federal_government,-1.45,-0.04,0,577,1,1,1,0,2,1760,577,1133,758,86,134,259,482,56,25,31,1.24,0.033,1,56,16,40,2.5,0.107,1,25,16,9,0.023,0.562,0,0.94,5.18,-0.62,-2.74,1.257,5.14,18
constitutional_rights,-6.56,-1.49,0,52,1,1,0,0,2,226,52,170,180,7,18,41,137,4,3,1,0.333,0.018,0,3,3,0,0,0.061,0,4,3,1,0.024,0.333,0,0.08,2.33,-2.89,-2.18,-1.072,-1.16,21
national_security,0.42,1.49,0,461,1,1,1,0,2,1174,461,679,545,82,103,182,353,43,28,15,0.536,0.038,0,43,28,15,0.536,0.103,0,11,10,1,0.016,0.1,0,-0.24,-0.75,0.89,4.77,0.528,1.74,17
supply_chains,-0.17,3.57,0,84,1,1,0,0,2,127,84,43,97,20,9,61,36,4,4,0,0,0.033,0,4,4,0,0,0.05,0,3,3,0,0.075,0,0,-0.1,-2.31,2.86,4.43,-1.435,-1.08,13
domestic_energy,-2.54,1.75,0,22,1,1,1,0,2,92,22,70,67,7,19,14,53,4,4,0,0,0.045,0,4,3,1,0.333,0.222,0,4,3,1,0.061,0.333,0,0.1,2.18,1.71,1.71,-2.7,-3.24,15
X21st_century,-0.82,1.08,0,290,1,1,1,0,2,409,290,115,240,71,27,167,71,10,10,0,0,0.025,0,10,9,1,0.111,0.036,0,10,5,5,0.095,1,0,-0.23,-2.77,0.51,1.77,-1.322,-2.06,13
energy_resources,-2.36,2.82,0,17,1,1,0,0,2,68,17,49,56,5,16,14,40,3,3,0,0,0.046,0,2,2,0,0,0.133,0,3,3,0,0.065,0,0,0.1,2.74,2.43,1.69,-1.317,-1.48,16
supply_chain,0.1,3.26,0,189,1,1,0,0,2,363,189,169,222,31,19,110,108,10,7,3,0.429,0.028,0,10,7,3,0.429,0.056,0,7,7,0,0.043,0,0,-0.11,-1.74,2.58,5.24,-1.33,-1.62,12
small_businesses,0.66,1.52,0,879,1,1,1,0,2,1533,879,640,655,105,104,318,332,33,21,12,0.571,0.022,0,33,20,13,0.65,0.039,0,21,9,12,0.034,1.333,0,-0.64,-2.65,0.83,4.99,-1.527,-4.89,16
food_security,-2.59,1.31,0,46,1,1,1,0,2,62,46,15,42,6,4,28,13,8,6,2,0.333,0.148,0,8,6,2,0.333,0.211,0,3,1,2,0.25,2,0,0,-0.04,1.77,2.01,-6.624,-4.3,13
public_private,-3.34,-0.4,0,114,1,1,0,0,2,196,114,78,146,28,13,76,67,6,4,2,0.5,0.032,0,6,4,2,0.5,0.056,0,4,3,1,0.054,0.333,0,-0.08,-1.47,-1.1,-2.31,0.289,0.24,14
healthcare_costs,-0.98,1.68,0,144,1,1,0,0,2,263,144,111,187,43,33,108,73,6,6,0,0,0.023,0,4,3,1,0.333,0.029,0,6,6,0,0.057,0,0,-0.06,-1.08,1.08,2.63,-0.482,-0.69,16
cost_healthcare,-1.68,2.36,0,59,1,1,1,0,2,115,59,53,94,14,14,49,43,4,3,1,0.333,0.036,0,3,3,0,0,0.054,0,4,3,1,0.082,0.333,0,0.01,0.26,2.09,2.48,-2.916,-2.6,15
hard_work,-0.12,2.24,0,284,1,1,0,0,2,659,284,367,462,60,59,193,264,6,5,1,0.2,0.009,0,6,5,1,0.2,0.022,0,4,4,0,0.011,0,0,-0.04,-0.52,1.56,4.5,0.254,0.51,9
working_families,-0.5,0.48,0,753,1,1,1,1,2,903,753,141,347,97,28,252,90,59,45,14,0.311,0.07,0,59,45,14,0.311,0.085,0,10,8,2,0.076,0.25,0,-1.05,-3.72,-0.3,-1.68,-1.433,-2.11,16
local_governments,-3.33,-0.25,0,92,1,1,0,1,2,157,92,60,122,34,20,67,51,5,4,1,0.25,0.033,0,5,4,1,0.25,0.057,0,3,2,1,0.053,0.5,0,-0.07,-1.7,-1.24,-2.48,-1.347,-1.34,17
public_safety,-0.88,1.2,0,411,1,1,1,0,2,609,411,189,276,45,15,145,124,57,54,3,0.056,0.103,0,57,54,3,0.056,0.161,0,6,5,1,0.033,0.2,0,-0.33,-2.16,0.51,1.66,-2.755,-3.19,13
law_enforcement,-0.53,1.18,0,489,1,1,1,0,2,1267,489,750,597,69,65,220,366,14,14,0,0,0.011,0,14,10,4,0.4,0.029,0,14,12,2,0.019,0.167,0,0.32,2.05,0.93,3.45,-1.06,-2.93,15
affordable_housing,-1.91,-0.74,0,672,1,1,0,1,2,752,672,70,288,70,5,240,41,48,31,17,0.548,0.068,0,48,31,17,0.548,0.077,0,9,4,5,0.148,1.25,0,-0.77,-2.71,-1.43,-7.24,-0.849,-0.43,18
support_secondamendment,-1.92,3.42,0,24,1,1,0,0,2,57,24,31,52,5,6,21,29,2,2,0,0,0.036,0,2,2,0,0,0.091,0,2,2,0,0.069,0,0,0,-0.01,2.75,1.89,1.099,0.64,23
strong_military,-0.45,5.77,0,18,1,1,0,0,2,90,18,69,74,5,7,15,56,4,3,1,0.333,0.047,0,2,2,0,0,0.125,0,4,3,1,0.062,0.333,0,0.01,0.39,4.89,2.74,-0.8,-0.51,15
national_defense,-1.17,1.89,0,60,1,1,0,0,2,210,60,143,153,23,43,41,106,8,4,4,1,0.04,0,4,4,0,0,0.071,0,8,4,4,0.059,1,0,0.1,1.54,1.21,2.44,-0.127,-0.22,16
economy_jobs,-2.68,0.19,0,60,1,1,0,0,2,82,60,20,41,9,5,21,19,24,16,8,0.5,0.414,0,24,16,8,0.5,0.667,0,2,1,1,0.111,1,0,-0.19,-1.28,-0.78,-1.72,0.287,0.13,12
medical_care,-1.77,0.9,0,175,1,1,0,0,2,257,175,76,179,34,22,115,60,9,8,1,0.125,0.036,0,9,8,1,0.125,0.054,0,5,3,2,0.07,0.667,0,0.03,0.57,1.06,2.32,-0.969,-1.14,12
domestic_violence,-2.2,0.09,0,180,1,1,0,1,2,232,180,43,126,40,7,96,26,11,9,2,0.222,0.05,0,9,7,2,0.286,0.053,0,11,2,9,0.344,4.5,0,-0.27,-3.65,-0.66,-1.94,-2.201,-1.52,17
social_media,-1.15,3.21,0,163,1,1,0,0,2,381,163,204,196,11,6,70,117,22,12,10,0.833,0.061,0,22,12,10,0.833,0.156,0,9,8,1,0.046,0.125,0,-0.02,-0.64,3.3,3.29,-0.2,-0.12,12
solve_problems,-1.39,2.73,0,64,1,1,0,0,2,120,64,51,99,14,7,52,44,3,3,0,0,0.026,0,3,2,1,0.5,0.049,0,2,2,0,0.041,0,0,-0.05,-1.7,1.9,2.37,0.371,0.23,14
children_future,-1.97,3.14,0,45,1,1,0,0,2,123,45,76,94,7,2,43,49,10,5,5,1,0.088,0,2,2,0,0,0.047,0,10,5,5,0.152,1,0,-0.03,-1.72,2.38,1.83,-3.23,-0.97,15
department_defense,-1.04,1.96,0,112,1,1,1,0,2,256,112,141,190,31,22,75,113,6,5,1,0.2,0.024,0,6,4,2,0.5,0.057,0,5,3,2,0.037,0.667,0,-0.06,-1.19,1.53,3.09,-2.645,-3.11,18
defense_authorization,-1.6,1.78,0,36,1,1,0,0,2,58,36,20,45,21,11,27,17,4,3,1,0.333,0.074,0,4,3,1,0.333,0.125,0,2,2,0,0.111,0,0,-0.08,-1.81,1.04,1.8,0,0,21
healthcare_system,-1.63,0.16,0,472,1,1,1,0,2,730,472,243,396,78,62,251,137,19,19,0,0,0.027,0,19,19,0,0,0.042,0,10,7,3,0.043,0.429,0,0.04,0.36,-0.55,-2.04,-1.201,-2.79,17
foreign_policy,-2.24,-0.03,0,254,1,1,0,0,2,547,254,279,220,31,24,85,130,58,43,15,0.349,0.119,0,58,43,15,0.349,0.296,0,27,19,8,0.107,0.421,0,-0.13,-0.57,-0.72,-2.17,-0.115,-0.16,14
national_debt,-2.11,2.37,0,45,1,1,0,0,2,402,45,339,234,7,63,28,195,11,11,0,0,0.028,0,7,3,4,1.333,0.184,0,11,11,0,0.034,0,0,0.42,6.75,1.8,1.79,0.273,0.61,13
work_together,-1.27,1.86,0,155,1,1,0,0,2,276,155,111,199,25,24,105,86,6,4,2,0.5,0.022,0,4,4,0,0,0.026,0,6,3,3,0.057,1,0,-0.01,-0.28,1.68,3.07,-0.719,-0.81,13
balance_budget,-2.01,2.2,0,18,1,1,0,0,2,138,18,119,103,8,29,12,90,12,4,8,2,0.095,0,4,3,1,0.333,0.286,0,12,4,8,0.112,2,0,0.1,2.38,1.57,1.79,0.037,0.05,14
industrial_complex,-14.02,-6.64,0,33,1,1,0,0,2,58,33,17,44,5,1,23,16,3,3,0,0,0.055,0,3,3,0,0,0.1,0,2,1,1,0.133,1,0,-0.01,-0.41,-8.78,-2.32,-0.33,-0.07,18
believes_need,-1.52,1.76,0,67,1,1,0,0,2,97,67,29,70,20,4,45,24,7,4,3,0.75,0.078,0,7,4,3,0.75,0.117,0,3,2,1,0.115,0.5,0,-0.12,-2.34,1.08,1.95,0.518,0.3,13
air_force,-0.97,2.45,0,137,1,1,1,0,2,465,137,323,172,14,28,58,110,36,16,20,1.25,0.084,0,11,9,2,0.222,0.087,0,36,16,20,0.125,1.25,0,0.36,1.73,1.65,2.87,-2.168,-5.03,9
congress_work,-3.3,0.07,0,155,1,1,0,0,2,282,155,124,184,20,28,98,83,17,5,12,2.4,0.064,0,5,5,0,0,0.033,0,17,4,13,0.159,3.25,0,0.04,0.76,-1,-1.75,-0.467,-0.64,13
health_safety,-2.3,0.98,0,78,1,1,1,0,2,110,78,26,84,21,4,57,23,6,5,1,0.2,0.058,0,6,5,1,0.2,0.083,0,4,1,3,0.182,3,0,-0.04,-1.19,1.2,1.92,-4.852,-2.6,13
members_congress,-0.35,1.62,0,227,1,1,0,0,2,403,227,165,264,64,47,136,120,9,8,1,0.125,0.023,0,9,8,1,0.125,0.041,0,7,6,1,0.044,0.167,0,-0.19,-1.88,1.01,3.45,0.055,0.1,16
common_ground,-1.07,3.91,0,40,1,1,0,0,2,79,40,30,55,8,3,30,21,6,6,0,0,0.082,0,6,3,3,1,0.176,0,6,3,3,0.25,1,0,-0.01,-0.16,3.1,2.68,-2.356,-1.43,13
medical_debt,-9.52,-4.45,0,85,1,1,0,0,2,87,85,1,38,9,0,36,1,37,5,32,6.4,0.74,1,37,5,32,6.4,0.771,1,1,0,1,0,0,0,0.05,1.63,-4.58,-3.62,0,0,12
chamber_commerce,-1.65,2.32,0,34,1,1,0,0,2,97,34,61,79,15,20,28,49,3,3,0,0,0.032,0,3,2,1,0.5,0.097,0,3,2,1,0.052,0.5,0,0.03,0.95,1.56,2.04,0.418,0.45,16
roe_wade,-1.15,1.45,0,239,1,1,0,0,2,289,239,47,202,44,7,163,37,6,5,1,0.2,0.021,0,6,5,1,0.2,0.026,0,5,3,2,0.119,0.667,0,-0.19,-4.02,1.12,2.69,-0.912,-0.54,8
public_service,-0.41,1.45,0,325,1,1,0,0,2,510,325,182,333,79,31,198,132,10,9,1,0.111,0.02,0,10,9,1,0.111,0.032,0,5,4,1,0.028,0.25,0,-0.47,-5.56,0.62,2.3,-0.845,-1.08,14
across_aisle,-0.48,2.62,0,90,1,1,1,0,2,119,90,29,89,32,10,65,24,4,4,0,0,0.035,0,4,4,0,0,0.047,0,3,2,1,0.115,0.5,0,-0.14,-2.7,2.06,4.12,-2.498,-2.17,12
roads_bridges,-0.74,1.67,0,168,1,1,1,0,2,232,168,64,164,56,16,120,44,5,5,0,0,0.022,0,5,4,1,0.25,0.031,0,5,3,2,0.085,0.667,0,-0.21,-3.29,1.14,3.12,-1.954,-2.1,13
hard_working,-1.26,1.46,0,147,1,1,0,0,2,354,147,204,267,39,44,109,156,6,6,0,0,0.017,0,6,4,2,0.5,0.043,0,6,5,1,0.03,0.2,0,0.03,0.5,0.69,1.65,0.453,0.8,12
affordable_high,-2.55,0.94,0,57,1,1,0,0,2,62,57,5,48,18,2,43,5,5,4,1,0.25,0.088,0,5,4,1,0.25,0.096,0,1,1,0,0.25,0,0,-0.03,-0.97,1.36,1.9,3.005,1.06,15
fossil_fuel,-5.16,-2.19,0,259,1,1,0,0,2,291,259,29,133,25,4,105,25,73,10,63,6.3,0.335,1,73,10,63,6.3,0.392,1,2,2,0,0.074,0,0,-0.06,-0.74,-2.84,-5.96,-3.049,-1.46,11
fuel_industry,-9.57,-4.73,0,58,1,1,0,0,2,65,58,6,37,10,0,30,6,17,3,14,4.667,0.354,0,17,3,14,4.667,0.415,0,1,1,0,0.2,0,0,0.15,3.81,-3.89,-3.49,0,0,13
low_cost,-5.33,-1.46,0,51,1,1,1,0,2,85,51,33,63,11,3,37,25,6,5,1,0.2,0.076,0,6,4,2,0.5,0.133,0,5,2,3,0.179,1.5,0,0.02,0.7,-1.48,-1.89,-4.201,-1.87,8
lower_healthcare,-1.02,3.23,0,36,1,1,0,0,2,54,36,17,47,12,6,31,15,3,2,1,0.5,0.059,0,3,2,1,0.5,0.091,0,2,2,0,0.133,0,0,-0.05,-1.6,2.54,2.99,-0.586,-0.35,16
mental_health,-0.39,0.86,0,742,1,1,1,0,2,1066,742,298,445,76,29,287,149,36,28,8,0.286,0.035,0,36,28,8,0.286,0.051,0,10,8,2,0.035,0.25,0,-0.34,-2.08,0.68,3.17,-3.346,-6.39,13
insurance_companies,-1.13,1.47,0,183,1,1,0,0,2,257,183,70,187,46,16,131,53,7,5,2,0.4,0.028,0,5,5,0,0,0.028,0,7,3,4,0.111,1.333,0,-0.14,-2.64,1.12,2.71,1.319,1.38,19
coverage_preexisting,-1.71,2.25,0,36,1,1,0,0,2,52,36,15,51,18,9,35,15,2,1,1,1,0.04,0,2,1,1,1,0.059,0,1,1,0,0.071,0,0,-0.04,-1.73,1.48,1.94,-2.134,-1.39,20
medical_bills,-3.17,0.1,0,74,1,1,0,0,2,81,74,5,57,18,1,51,5,12,3,9,3,0.174,0,12,3,9,3,0.194,0,1,1,0,0.25,0,0,0.05,1.5,1.74,2.38,4.078,0.99,13
opioid_epidemic,-1.03,2.35,0,61,1,1,1,0,2,94,61,33,62,18,9,35,27,5,5,0,0,0.056,0,5,5,0,0,0.089,0,4,2,2,0.138,1,0,-0.08,-1.63,2.11,3.47,-3.388,-2.39,15
opioid_crisis,-1.55,1.83,0,54,1,1,1,0,2,97,54,43,67,15,12,36,31,5,5,0,0,0.054,0,5,5,0,0,0.102,0,4,4,0,0.103,0,0,-0.07,-1.29,1.07,1.85,-2.174,-1.93,13
public_health,-1.18,0.41,0,373,1,1,1,1,2,467,373,86,252,74,13,194,56,12,11,1,0.091,0.026,0,12,11,1,0.091,0.033,0,6,5,1,0.075,0.2,0,-0.63,-5.41,-0.46,-1.94,-1.739,-1.75,13
