stateDist,state,senate,district,competitiveness,partisanshipCong2020,notes2020,demPct,demPct2Party,demPct2ndDem,repPct_incomplete,repPct2ndRep,thirdPct,demCong2020_count,dem2Cong2020_count,repCong2020_count,rep2Cong2020_count,otherCong2020_count,incumbentParty,incumbentMember,district_jungleElec,samePartyGen2020,demCand,demCand2,repCand,repCand2,thirdCand,thirdParty,winner2020,freshman117th,party_change,trump2020Pct,biden2020Pct,trump2016Pct,clinton2016Pct,biden2020_count,trump2020_count,other2020_count,clinton2016_count,trump2016_count,total2016_count,obama2012pct,romney2012pct,total2012_count,obama2012_count,romney2012_count,whitePct,blackPct,hispPct,asianPacificPct,nativePct,otherPct,hsCompletedPct,hsRank,baPct,ba_Rank,white_BAPct,white_BA_Rank,medianIncome,incomeRank,whiteIncome,whiteRank,nonCollWhitePct,districtType,veryLowDensityPct,lowDensityPct,mediumDensityPct,highDensityPct,primaryDate,demRunoff,repRunoff,dem_candStem,dem_partyLeader,dem_candidate,dem_inc,dem_thetaStart,dem_primaryPct,dem_webIdeal,dem_twIdeal,dem_avgIdeal,dem_receipt,dem_itemized,dem_Individual_Unitemized_Contribution,dem_Individual_Contribution,dem_followersCampaign,dem_followersOfficial,dem_screenName,dem_officialScreenName,rep_candStem,rep_candidate,rep_partyLeader,rep_inc,rep_thetaStart,rep_primaryPct,rep_webIdeal,rep_twIdeal,rep_avgIdeal,rep_receipt,rep_Itemized,rep_Individual_Unitemized_Contribution,rep_Individual_Contribution,rep_followersCampaign,rep_followersOfficial,rep_screenName,rep_officialScreenName,onePartyGeneral,house_cand_dem_gender,house_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman,probCon_dem,probCon_rep,UtahDum,trump2016Pct2Party,trump2020Pct2Party,dem_followers,rep_followers,moneyOutlier,Sen_Total_Receipt_Republican,Sen_Total_Receipt_Democrat,Sen_Total_Disbursement_Republican,Sen_Total_Disbursement_Democrat,Sen_Coverage_Start_Date_Republican,Sen_Coverage_Start_Date_Democrat,Sen_Coverage_End_Date_Republican,Sen_Coverage_End_Date_Democrat,Sen_Individual_Itemized_Contribution_Republican,Sen_Individual_Itemized_Contribution_Democrat,Sen_Individual_Unitemized_Contribution_Republican,Sen_Individual_Unitemized_Contribution_Democrat,Sen_Individual_Contribution_Republican,Sen_Individual_Contribution_Democrat,Sen_Total_Contribution_Republican,Sen_Total_Contribution_Democrat,Sen_Other_Receipts_Republican,Sen_Other_Receipts_Democrat,senState
TX-13,Texas,FALSE,13,6,R+33,NA,18.5,18.9,NA,NA,NA,NA,50477,NA,217124,NA,5907,Republican,Mac Thornberry,0,0,NA,NA,Ronny Jackson,NA,NA,NA,Ronny Jackson,Yes,NA,79.2,19.4,79.90001926,16.85311875,NA,NA,NA,40253,190838,238846,18.52403668,80.20388159,229545,42521,184104,72.49427219,5.508884476,18.62328802,1.360419531,0.578381956,1.435772109,83.66393416,359,20.48472281,379,24.86131573,359,5.2057,314,57044,319,54.47124229,Rural-suburban mix,0.396134867,0.312739229,0.276168168,0.014957737,2021-03-03T00:00:00Z,44391,2021-07-14T00:00:00Z,TX-13-trujillo_gus-,0,Gus Trujillo,0,-0.870059059,42.2,NA,-0.87,-0.87,0.02282591,0.01021053,0.01261538,0.02282591,1268,0,@GusForTX,NA,TX-13-jackson_ronny-,Ronny Jackson,0,0,1.71459427,20,1.22,1.6,1.35,2.07352514,1.52581951,0.54770563,1.60171186,94643,0,@RonnyJackson4TX,@RepRonnyJackson,0,M,M,0,0,0.1921502021036962,0.9114920085625979,FALSE,0.8258132077839466,0.8032454361054767,1268,94643,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-14,Texas,FALSE,14,6,R+12,NA,38.4,38.4,NA,NA,NA,NA,118574,NA,190541,NA,0,Republican,Randy Weber,0,0,NA,NA,Randy Weber,NA,NA,NA,Randy Weber,NA,NA,59,39.6,58.16326918,38.43405561,NA,NA,NA,101228,153191,263381,39.48757019,59.34261286,248073,97958,147213,57.71422521,20.97202703,17.52690449,2.487341894,0.254124714,1.045376663,85.71684447,325,24.02247566,317,30.12975175,275,6.0706,192,75251,141,40.32507243,Sparse suburban,0.207021002,0.339732334,0.413132072,0.040114592,2021-03-03T00:00:00Z,NA,NA,TX-14-bell_adrienne-,0,Adrienne Bell,0,-1.657822485,61.8,-1.3,-1.16,-1.19,0.24860568,0.15636753,0.09223815,0.22823327,17733,0,@AdrBell,NA,TX-14-weber_randy-,Randy Weber,0,1,1.391028427,85.4,1.14,1.5,1.37,0.93342199,0.89865259,0.0347694,0.548558,0,0,@WeberforTexas,@TXRandy14,0,F,M,1,0,0.11702319602310875,0.9146565491780331,FALSE,0.6021209107810348,0.5983772819472617,17733,0,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-15,Texas,FALSE,15,0,D+7,NA,50.5,51.5,NA,NA,NA,NA,115605,NA,109017,NA,4295,Democratic,Vicente Gonzí´Œlez,0,0,Vicente Gonzalez,NA,NA,NA,NA,NA,Vicente Gonzalez,NA,NA,48.5,50.4,39.97060068,56.65824103,NA,NA,NA,104454,73689,184358,57.44329406,41.54911431,151351,86941,62885,22.10212939,2.449814082,73.76702256,1.123877617,0.181733402,0.374227334,70.20188682,422,19.8826451,392,31.91182337,243,4.459,395,67057,204,15.0489369,Sparse suburban,0.1713338,0.545815016,0.282851185,0,2021-03-03T00:00:00Z,NA,2021-07-14T00:00:00Z,TX-15-gonzalez_vicente-,0,Vicente Gonzalez,1,-0.575880631,100,-0.44,-0.6,-0.53,1.25738145,1.2434882,0.01389325,0.19243325,0,7478,@VoteVicente,@RepGonzalez,TX-15-delacruzhernandez_monica-,Monica de la Cruz-Hernandez,0,0,1.034735001,43,1.08,1.31,1.25,0.42088484,0.37483227,0.04605257,0.29951157,5962,0,@monica4congress,NA,0,M,F,0,1,0.29805596539487644,0.8943502263331448,FALSE,0.41365083107391293,0.49039433771486346,7478,5962,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-16,Texas,FALSE,16,0,D+17,NA,64.7,64.7,NA,NA,NA,NA,154108,NA,84006,NA,0,Democratic,Veronica Escobar,0,0,Veronica Escobar,NA,NA,NA,NA,NA,Veronica Escobar,NA,NA,32,66.4,27.15940465,67.87204451,NA,NA,NA,130784,52334,192692,64.15757175,34.50455487,157414,100993,54315,17.45057336,4.238313555,75.98548006,1.251068459,0.299723588,0.77484098,79.67940153,399,24.57249474,304,41.28667069,128,4.6212,384,61792,255,10.2458126,Dense suburban,0.024687869,0.274728137,0.478476443,0.222107551,2021-03-03T00:00:00Z,NA,2021-07-14T00:00:00Z,TX-16-escobar_veronica-,0,Veronica Escobar,1,-1.050723665,100,-0.91,-0.99,-0.97,1.13453154,1.08711348,0.04741806,0.52246598,34170,0,@vgescobar,@RepEscobar,TX-16-jackson_irene-,Irene Jackson,0,0,1.034735001,25.4,1.04,1.64,1.45,0.17129653,0.13832864,0.03296789,0.14428774,15788,0,@ArmendarizDis16,NA,0,F,F,0,0,0.16602324606352964,0.9264707403903516,FALSE,0.28579385969702575,0.3252032520325203,34170,15788,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-17,Texas,FALSE,17,6,R+12,NA,40.9,42.3,NA,NA,NA,NA,125565,NA,171390,NA,9918,Republican,Bill Flores,0,0,NA,NA,Pete Sessions,NA,NA,NA,Pete Sessions,Yes,NA,54.6,43.6,56.30085815,38.83129732,NA,NA,NA,96156,139415,247625,37.72374921,60.38450725,224079,84531,135309,64.1387231,12.86219946,18.11420933,3.195074652,0.220285053,1.468567017,86.01889339,315,30.52525317,198,36.33238604,183,5.333600000000001,285,60946,266,40.83559462,Rural-suburban mix,0.315147825,0.286108908,0.314597389,0.084145878,2021-03-03T00:00:00Z,44391,2021-07-14T00:00:00Z,TX-17-kennedy_rick-,0,Rick Kennedy,0,-0.870059059,57.3,-0.72,-0.93,-0.78,0.21682556,0.14325027,0.07357529,0.20705299,5074,0,@RickKennedyTX17,NA,TX-17-sessions_pete-,Pete Sessions,0,0,1.034735001,31.6,1.15,1.35,1.18,1.4247542500000001,1.40493799,0.01981626,0.70978342,0,32383,@SessionsTX17,@PeteSessions,0,M,M,0,0,0.21769543758573306,0.8809998925447993,FALSE,0.591817329,0.5560081466395111,5074,32383,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-18,Texas,FALSE,18,0,D+27,NA,73.3,75.7,NA,NA,NA,NA,180952,NA,58033,NA,7910,Democratic,Sheila Jackson Lee,0,0,Sheila Jackson Lee,NA,NA,NA,NA,NA,Sheila Jackson Lee,NA,NA,23,75.7,19.95533151,76.45075275,NA,NA,NA,157117,41011,205514,76.12800828,22.81421458,197206,150129,44991,22.8169319,44.97888925,26.81065281,4.183176356,0.130994912,1.080437371,76.73474828,409,22.57315698,342,50.28019125,62,4.6379,380,81561,97,11.34453491,Dense suburban,0.005412291,0.173471911,0.602402345,0.218713453,2021-03-03T00:00:00Z,NA,2021-07-14T00:00:00Z,TX-18-jacksonlee_sheila-,0,Sheila Jackson Lee,1,-1.071289049,77.1,-1.16,-1.11,-1.14,0.92679977,0.91730385,0.00949592,0.68190172,0,96700,@sjl4hrc,@JacksonLeeTX18,TX-18-champion_wendell-,Wendell Champion,0,0,1.034735001,35.1,1.13,1.23,1.15,0.3085395,0.23402022,0.07451928,0.29481544,2189,0,@ChampionTx2020,NA,0,F,M,1,0,0.1271431505627983,0.8749280643628498,FALSE,0.20699244932568867,0.23302938196555217,96700,2189,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-19,Texas,FALSE,19,6,R+27,NA,22.9,23.4,NA,NA,NA,NA,60583,NA,198198,NA,6271,Republican,Jodey Arrington,0,0,NA,NA,Jodey Arrington,NA,NA,NA,Jodey Arrington,NA,NA,72.2,26.3,72.53429704,23.47242202,NA,NA,NA,53519,165384,228008,25.02584793,73.58778415,217619,54461,160141,61.17117471,6.090776852,30.09907218,1.061487655,0.432457934,1.145030665,82.02496731,379,22.34408862,346,30.01732904,278,4.9812,345,56522,329,42.80922192,Rural-suburban mix,0.378785634,0.242827011,0.317904467,0.060482888,2021-03-03T00:00:00Z,NA,NA,TX-19-watson_tom-,0,Tom Watson,0,-0.870059059,100,-0.47,-0.97,-0.86,0.04937955,0.04033115,0.0090484,0.03310931,1131,0,@TomWatsonTX19,NA,TX-19-arrington_jodey-,Jodey Arrington,0,1,1.309951473,89.5,1.15,1.28,1.26,2.52840558,2.51061654,0.01778904,1.2788163,3697,17271,@JodeyArrington,@RepArrington,0,M,M,0,0,0.19489452125180837,0.8961653188786995,FALSE,0.7555127156777203,0.732994924,1131,20968,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-20,Texas,FALSE,20,0,D+10,NA,64.7,66.1,NA,NA,NA,NA,175078,NA,89628,NA,6017,Democratic,Joaquin Castro,0,0,Joaquin Castro,NA,NA,NA,NA,NA,Joaquin Castro,NA,NA,34.7,63.7,34.28684686,61.01026955,NA,NA,NA,132363,74386,216952,58.91500519,39.68376501,187835,110663,74540,25.74126174,5.537170378,65.01740499,2.336560011,0.185971103,1.181631777,81.42836445,385,24.38272971,308,41.04489999,132,5.2104,312,65810,214,15.1757866,Dense suburban,8.77502e-4,0.141511038,0.622116492,0.235494967,2021-03-03T00:00:00Z,NA,2021-07-14T00:00:00Z,TX-20-castro_joaquin-,0,Joaquin Castro,1,-1.230111821,91.9,-1.06,-1.24,-1.21,0.69795145,0.55407945,0.143872,0.38737903,55488,0,@Castro4Congress,@JoaquinCastrotx,TX-20-garza_mauro-,Mauro Garza,0,0,1.034735001,33.3,1.13,NA,1.13,0.16851843,0.16359243,0.004926,0.009841,0,0,@Mauro4Texas,NA,0,M,M,0,0,0.11313944644397728,0.8707618877599821,FALSE,0.3597889228001106,0.35264227642276424,55488,0,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-21,Texas,FALSE,21,3,R+10,NA,45.4,46.6,NA,NA,NA,NA,205780,NA,235740,NA,12230,Republican,Chip Roy,0,0,NA,NA,Chip Roy,NA,NA,NA,Chip Roy,NA,NA,50.6,47.9,52.46319484,42.48868337,NA,NA,NA,152528,188335,358985,37.89682477,59.8367404,314591,119220,188241,67.57742266,3.548083548,24.70047554,2.412159097,0.143670918,1.618188234,93.13336576,39,45.83563195,41,50.74331348,56,6.9797,122,76515,129,33.28639924,Dense suburban,0.283819983,0.181396678,0.360193109,0.17459023,2021-03-03T00:00:00Z,44391,NA,TX-21-davis_wendy-,0,Wendy Davis,0,-0.870059059,86.2,-0.54,-0.81,-0.69,10.34021661,7.12569378,3.21452283,9.25835685,212128,0,@wendydavis,NA,TX-21-roy_chip-,Chip Roy,0,1,1.692785065,100,1.73,1.74,1.74,5.080082,4.02609702,1.05398498,4.1788456,34129,0,@chiproytx,@RepChipRoy,0,F,M,1,0,0.24509709367430943,0.9590704910211927,FALSE,0.5525240345828091,0.5137055837563452,212128,34129,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-22,Texas,FALSE,22,3,R+10,NA,44.6,46.4,NA,NA,NA,NA,181998,NA,210259,NA,15791,Republican,Pete Olson,0,0,NA,NA,Troy Nehls,NA,NA,NA,Troy Nehls,Yes,NA,49.8,48.9,52.06289911,44.17704065,NA,NA,NA,135525,159717,306777,36.69263614,62.1275628,255043,93582,158452,47.61215364,14.64319748,20.73651224,15.41837707,0.278551532,1.311208034,90.85191609,128,45.61282228,43,48.16707689,76,9.5463,25,105069,26,24.67877099,Sparse suburban,0.081481522,0.413663155,0.436409187,0.068446135,2021-03-03T00:00:00Z,NA,2021-07-14T00:00:00Z,TX-22-kulkarni_sripreston-,0,Sri Preston Kulkarni,0,-0.870059059,53.1,-0.7,-0.96,-0.86,5.78112479,5.23557581,0.54554898,4.65675517,15782,0,@SriPKulkarni,NA,TX-22-nehls_troy-,Troy Nehls,0,0,1.034735001,40.5,0.86,1.38,0.98,1.80966939,1.5998581,0.20981129,1.30712336,11322,0,@SheriffTNehls,@RepTroyNehls,0,M,M,0,0,0.19489452125180837,0.8364569406723077,FALSE,0.540969781,0.5045592705167173,15782,11322,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-23,Texas,FALSE,23,2,R+1,NA,46.6,48,NA,NA,NA,NA,137693,NA,149395,NA,8369,Republican,Will Hurd,0,0,NA,NA,Tony Gonzales,NA,NA,NA,Tony Gonzales,Yes,NA,50.3,48.5,46.36656365,49.77157306,NA,NA,NA,115154,107276,231365,48.07290871,50.74385215,196410,94420,99666,30.81140351,3.811361336,62.86373988,1.323169703,0.375337382,0.81604251,75.87479642,414,21.84769251,352,40.1909212,139,5.4014999999999995,272,79499,109,18.4280166,Rural-suburban mix,0.364111532,0.374786934,0.245680677,0.015420858,2021-03-03T00:00:00Z,NA,2021-07-14T00:00:00Z,TX-23-jones_ginaortiz-,0,Gina Ortiz Jones,0,-0.870059059,66.8,-0.54,-0.72,-0.65,6.91806211,5.94026478,0.97779733,5.64160749,42088,0,@GinaOrtizJones,NA,TX-23-gonzales_tony-,Tony Gonzales,0,0,1.034735001,28.1,1.19,1.27,1.24,0.037002,0.031733,0.005269,0.025169,5943,0,@TonyGonzales4TX,@RepTonyGonzales,0,F,M,1,0,0.2578461108058647,0.8925123029254132,FALSE,0.48229105786089976,0.5091093117408907,42088,5943,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-24,Texas,FALSE,24,3,R+9,NA,47.5,49.3,NA,NA,NA,NA,163326,NA,167910,NA,12785,Republican,Kenny Marchant,0,0,NA,NA,Beth Van Duyne,NA,NA,NA,Beth Van Duyne,Yes,NA,46.5,51.9,50.74582544,44.49675342,NA,NA,NA,122872,140128,276137,37.99341577,60.4412237,249080,94634,150547,60.63371688,12.32339327,15.40424159,9.29095108,0.366071339,1.982634302,90.63154512,140,45.91603039,40,51.14478949,55,7.3454,93,87283,72,29.62273002,Dense suburban,1.10596e-4,0.166223731,0.494127083,0.33953859,2021-03-03T00:00:00Z,44391,NA,TX-24-valenzuela_candace-,0,Candace Valenzuela,0,-0.870059059,30.4,-0.76,-0.97,-0.88,4.93957509,3.66976325,1.26981184,3.92009505,25375,0,@candacefor24,NA,TX-24-vanduyne_beth-,Beth Van Duyne,0,0,1.034735001,64.3,1.07,1.3,1.15,3.38201507,2.95372591,0.42828916,2.43347353,17441,0,@Bethvanduyne,@RepBethVanDuyne,0,F,F,0,0,0.18942965477671217,0.8749280643628498,FALSE,0.5328060836501903,0.4725609756097561,25375,17441,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-25,Texas,FALSE,25,5,R+11,NA,42.1,43,NA,NA,NA,NA,165697,NA,220088,NA,7738,Republican,Roger Williams,0,0,NA,NA,Roger Williams,NA,NA,NA,Roger Williams,NA,NA,54,44.4,55.08461855,40.22503202,NA,NA,NA,125949,172476,313111,37.82509315,59.92422648,270807,102433,162279,73.61731364,7.385778083,14.2924298,2.522193495,0.317308214,1.866784791,90.44954978,145,37.92079539,103,41.23964001,129,7.0199,115,76209,132,43.25779851,Rural-suburban mix,0.342303824,0.385620929,0.229142887,0.042932359,2021-03-03T00:00:00Z,NA,NA,TX-25-oliver_julie-,0,Julie Oliver,0,-0.870059059,69.6,-1.17,-1.39,-1.24,2.22786917,1.4488064,0.77906277,2.17731836,40409,0,@JulieOliverTX,NA,TX-25-williams_roger-,Roger Williams,0,1,1.16379209,87.6,NA,0.95,0.95,2.43354509,2.40237567,0.03116942,0.60421893,0,15268,@RogerWilliamsTX,@RepRWilliams,0,F,M,1,0,0.10748769707458689,0.8289438736915182,FALSE,0.5779542598642874,0.548780488,40409,15268,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-26,Texas,FALSE,26,6,R+18,NA,37.3,38.1,NA,NA,NA,NA,161009,NA,261963,NA,9243,Republican,Michael Burgess,0,0,NA,NA,Michael Burgess,NA,NA,NA,Michael Burgess,NA,NA,56.3,42.1,60.85324318,34.35302678,NA,NA,NA,109536,194033,318854,30.71019316,67.60779039,263196,80828,177941,72.3658403,8.227165904,12.7798491,4.381283904,0.394925167,1.850935628,92.67509995,55,43.79586127,57,46.06505011,90,8.9458,35,96215,41,39.0304797,Sparse suburban,0.082004196,0.364687043,0.491452104,0.061856657,2021-03-03T00:00:00Z,NA,NA,TX-26-iannuzzi_carol-,0,Carol Iannuzzi,0,-0.870059059,55.4,NA,-1.09,-1.09,0.14450058,0.11519367,0.02930691,0.07085791,3556,0,@caroltx26,NA,TX-26-burgess_michael-,Michael Burgess,0,1,1.252812342,73.6,1.26,0.94,1.04,1.80654452,1.74808405,0.05846047,0.61010872,0,32766,@DrBurgessTX,@michaelcburgess,0,F,M,1,0,0.13785657203203547,0.8508300496690187,FALSE,0.6391726427929068,0.5721544715447154,3556,32766,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-27,Texas,FALSE,27,6,R+13,NA,34.9,35.7,NA,NA,NA,NA,95466,NA,172305,NA,5482,Republican,Michael Cloud,0,0,NA,NA,Michael Cloud,NA,NA,NA,Michael Cloud,NA,NA,61.2,37.5,60.07117043,36.51921986,NA,NA,NA,85589,140787,234367,38.18580901,60.53165696,217772,83158,131821,46.15452177,5.305891423,46.34286774,1.168135375,0.25470621,0.773877487,81.89224917,380,19.73494981,394,28.43337354,292,5.4353,266,64333,233,33.03123419,Rural-suburban mix,0.346251541,0.248925625,0.2845267,0.120296134,2021-03-03T00:00:00Z,NA,NA,TX-27-delafuenteTX_ricardo-,0,Ricardo de la FuenteTX,0,-0.870059059,61.4,-0.78,-0.78,-0.78,1.26240784,1.26153384,8.74e-4,0.005224,3075,0,@Ricky4Congress,NA,TX-27-cloud_michael-,Michael Cloud,0,1,1.344750006,100,1.39,1.26,1.35,1.01077647,0.9300056,0.08077087,0.76972596,1829,0,@MichaelJCloud,@RepCloudTX,0,M,M,0,0,0.21769543758573306,0.9114920085625979,FALSE,0.6219166342721841,0.6200607902735562,3075,1829,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-28,Texas,FALSE,28,0,D+9,NA,58.3,59.9,NA,NA,NA,NA,137494,NA,91925,NA,6425,Democratic,Henry Cuellar,0,0,Henry Cuellar,NA,NA,NA,NA,NA,Henry Cuellar,NA,NA,47.2,51.6,38.45068929,58.33669141,NA,NA,NA,110023,72518,188600,60.30709286,38.7105179,168874,101843,65372,23.30678484,5.503323552,69.06162046,1.051559974,0.111383915,0.964129589,72.33877269,420,18.54629455,405,27.21353876,312,4.783399999999999,366,65578,216,16.96418391,Sparse suburban,0.257379933,0.279116277,0.363171047,0.100332742,2021-03-03T00:00:00Z,NA,NA,TX-28-cuellar_henry-,0,Henry Cuellar,1,-0.374804066,51.8,-0.55,-0.37,-0.39,2.73745905,2.70954371,0.02791534,1.09380587,968,0,@CuellarCampaign,@RepCuellar,TX-28-whitten_sandra-,Sandra Whitten,0,0,1.034735001,100,0.99,1.41,1.1,0.02383376,0.01241864,0.01141512,0.02376012,506,0,@texas_sandra,NA,0,M,F,0,1,0.3482682734640176,0.8643339390536173,FALSE,0.3972696544885806,0.47773279352226716,968,506,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-29,Texas,FALSE,29,0,D+19,NA,71.1,72.2,NA,NA,NA,NA,111305,NA,42840,NA,2328,Democratic,Sylvia Garcia,0,0,Sylvia Garcia,NA,NA,NA,NA,NA,Sylvia Garcia,NA,NA,32.9,65.9,25.44933479,71.10564044,NA,NA,NA,95027,34011,133642,65.90020975,32.99275028,114901,75720,37909,16.67927869,16.07390168,64.18709576,2.227330487,0.259855224,0.569682605,61.09091661,432,10.10546813,432,20.42658367,416,4.3626,400,50458,403,13.27227187,Dense suburban,4.5818e-4,0.168573437,0.590634228,0.240334155,2021-03-03T00:00:00Z,NA,NA,TX-29-garcia_sylvia-,0,Sylvia Garcia,1,-0.925826923,100,-1.17,-0.97,-1,0.85457131,0.83120408,0.02336723,0.22623752,19300,0,@LaCongresista,@RepSylviaGarcia,TX-29-blanco_jaimy-,Jaimy Blanco,0,0,1.034735001,56.9,1.08,1.73,1.49,0.00437827,0.00318857,0.0011897,0.00437827,23907,0,@JaimyBlanco,NA,0,F,F,0,0,0.15865525393145705,0.9318878820332746,FALSE,0.26357352097831616,0.332995951,19300,23907,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
TX-30,Texas,FALSE,30,0,D+18,NA,77.5,80.8,NA,NA,NA,NA,204928,NA,48685,NA,10851,Democratic,Eddie Bernice Johnson,0,0,Eddie Bernice Johnson,NA,NA,NA,NA,NA,Eddie Bernice Johnson,NA,NA,18.9,79.8,18.27412317,79.07535193,NA,NA,NA,174528,40333,220711,79.63049441,19.64636275,220565,175637,43333,21.68244922,52.07922701,22.79544091,2.022452652,0.192818579,1.227611621,76.66592991,410,20.31769332,382,41.41068421,126,4.6787,374,69681,182,12.70359865,Dense suburban,0.016538137,0.233212232,0.62013334,0.130116291,2021-03-03T00:00:00Z,NA,NA,TX-30-johnson_eddiebernice-,0,Eddie Bernice Johnson,1,-0.893228769,70.6,-1.02,-0.62,-0.96,0.58909555,0.58011521,0.00898034,0.17029034,0,34916,NA,@RepEBJ,TX-30-pennie_tre-,Tre Pennie,0,0,1.034735001,100,1.03,1.2,1.1,0.2983815,0.1240469,0.1743346,0.2982815,2421,0,@sgt_pennie,NA,0,M,M,0,0,0.1685276074668378,0.8643339390536173,FALSE,0.18771670987289446,0.19148936170212766,34916,2421,FALSE,28614523.43,29597569.83,33771189.09,29558486.93,1/1/2019,1/1/2019,12/31/2020,12/31/2020,12039414.05,13373345.73,6564769.67,14672676.23,18604183.72,28046021.96,21277072.15,28652267.51,842677.36,0,TX-Sen02
