stateDist,state,senate,district,competitiveness,partisanshipCong2020,notes2020,demPct,demPct2Party,demPct2ndDem,repPct_incomplete,repPct2ndRep,thirdPct,demCong2020_count,dem2Cong2020_count,repCong2020_count,rep2Cong2020_count,otherCong2020_count,incumbentParty,incumbentMember,district_jungleElec,samePartyGen2020,demCand,demCand2,repCand,repCand2,thirdCand,thirdParty,winner2020,freshman117th,party_change,trump2020Pct,biden2020Pct,trump2016Pct,clinton2016Pct,biden2020_count,trump2020_count,other2020_count,clinton2016_count,trump2016_count,total2016_count,obama2012pct,romney2012pct,total2012_count,obama2012_count,romney2012_count,whitePct,blackPct,hispPct,asianPacificPct,nativePct,otherPct,hsCompletedPct,hsRank,baPct,ba_Rank,white_BAPct,white_BA_Rank,medianIncome,incomeRank,whiteIncome,whiteRank,nonCollWhitePct,districtType,veryLowDensityPct,lowDensityPct,mediumDensityPct,highDensityPct,primaryDate,demRunoff,repRunoff,dem_candStem,dem_partyLeader,dem_candidate,dem_inc,dem_thetaStart,dem_primaryPct,dem_webIdeal,dem_twIdeal,dem_avgIdeal,dem_receipt,dem_itemized,dem_Individual_Unitemized_Contribution,dem_Individual_Contribution,dem_followersCampaign,dem_followersOfficial,dem_screenName,dem_officialScreenName,rep_candStem,rep_candidate,rep_partyLeader,rep_inc,rep_thetaStart,rep_primaryPct,rep_webIdeal,rep_twIdeal,rep_avgIdeal,rep_receipt,rep_Itemized,rep_Individual_Unitemized_Contribution,rep_Individual_Contribution,rep_followersCampaign,rep_followersOfficial,rep_screenName,rep_officialScreenName,onePartyGeneral,house_cand_dem_gender,house_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman,probCon_dem,probCon_rep,UtahDum,trump2016Pct2Party,trump2020Pct2Party,dem_followers,rep_followers,moneyOutlier,Sen_Total_Receipt_Republican,Sen_Total_Receipt_Democrat,Sen_Total_Disbursement_Republican,Sen_Total_Disbursement_Democrat,Sen_Coverage_Start_Date_Republican,Sen_Coverage_Start_Date_Democrat,Sen_Coverage_End_Date_Republican,Sen_Coverage_End_Date_Democrat,Sen_Individual_Itemized_Contribution_Republican,Sen_Individual_Itemized_Contribution_Democrat,Sen_Individual_Unitemized_Contribution_Republican,Sen_Individual_Unitemized_Contribution_Democrat,Sen_Individual_Contribution_Republican,Sen_Individual_Contribution_Democrat,Sen_Total_Contribution_Republican,Sen_Total_Contribution_Democrat,Sen_Other_Receipts_Republican,Sen_Other_Receipts_Democrat,senState
FL-19,Florida,FALSE,19,6,R+13,NA,38.7,38.7,NA,NA,NA,NA,172146,NA,272440,NA,3,Republican,Francis Rooney,0,0,NA,NA,Byron Donalds,NA,NA,NA,Byron Donalds,Yes,NA,59.7,39.6,59.58080376,37.51751242,NA,NA,NA,143001,227097,381158,38.7,60.5,100,39,60,80.11392886,5.750453606,11.85366471,1.401746909,0.156124731,0.723237267,89.08230317,212,32.54943889,162,37.17030999,174,5.7611,226,62699,246,50.33533316,Sparse suburban,0.052932084,0.546120937,0.372768873,0.028178107,2021-08-18T00:00:00Z,NA,NA,FL-19-banyai_cindy-,0,Cindy Banyai,0,-0.870059059,57.6,-0.99,-1.36,-1.09,0.21354119,0.11287461,0.10066658,0.21217250000000001,16515,0,@SWFLMom2020,NA,FL-19-donalds_byron-,Byron Donalds,0,0,1.71459427,22.6,1.37,1.42,1.39,3.14746833,2.11712217,1.03034616,2.82274173,49596,0,@ByronDonalds,@RepDonaldsPress,0,F,M,1,0,0.13785657203203547,0.917735561,FALSE,0.613613151,0.6012084592145015,16515,49596,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL-20,Florida,FALSE,20,0,D+31,NA,78.7,78.7,NA,NA,NA,NA,253661,NA,68748,NA,0,Democratic,Alcee Hastings,0,0,Alcee Hastings,NA,NA,NA,NA,NA,Alcee Hastings,NA,NA,22.1,77.3,18.09176243,80.18946647,NA,NA,NA,231596,52251,288811,82.5,17.1,100,82,17,23.8983736,51.58648713,20.32424252,2.629805848,0.12127997,1.44292067,82.0876004,377,20.99224662,367,27.73283496,304,4.6251999999999995,383,54670,353,17.2706771,Urban-suburban mix,0.051275742,0.081093458,0.478764388,0.388866412,2021-08-18T00:00:00Z,NA,NA,FL-20-hastings_alcee-,0,Alcee Hastings,1,-0.862738366,69.3,-1.29,-0.94,-1.13,0.61000164,0.60609281,0.00390883,0.22196009,559,0,@alcee4congress,@RepHastingsFL,FL-20-musselwhitesr_gregory-,Gregory Musselwhite Sr.,0,0,1.034735001,52,1.07,1.69,1.55,0.02895528,0.02120928,0.007746,0.016446,35768,0,@GregMusselwhit3,NA,0,M,M,0,0,0.12923811224001788,0.939429242,FALSE,0.1840815650685051,0.22233400402414488,559,35768,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL-21,Florida,FALSE,21,0,D+9,NA,59,60.2,NA,NA,NA,NA,237925,NA,157612,NA,7556,Democratic,Lois Frankel,0,0,Lois Frankel,NA,NA,NA,NA,NA,Lois Frankel,NA,NA,41.2,58.2,39.09731247,58.64710616,NA,NA,NA,206239,137490,351661,60.4,38.9,100,60,39,68.07364718,12.26195305,16.24237165,2.305247173,0.120733076,0.996047878,87.94560582,262,34.97927993,135,41.52532752,124,5.843,217,63383,243,39.80584223,Dense suburban,0.008764258,0.146659802,0.576842172,0.267733769,2021-08-18T00:00:00Z,NA,NA,FL-21-frankel_lois-,0,Lois Frankel,1,-0.817058155,86,-0.99,-0.95,-0.96,1.55361414,1.41871577,0.13489837,1.01155893,2956,0,@LoisFrankel,@RepLoisFrankel,FL-21-loomer_laura-,Laura Loomer,0,0,1.034735001,42.5,1.27,NA,1.27,2.28401615,1.15284169,1.13117446,2.26739947,0,0,@Loomer4Congress,NA,0,F,F,0,0,0.1685276074668378,0.8979576849251809,FALSE,0.39999534517017815,0.41448692152917505,2956,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL-22,Florida,FALSE,22,0,D+6,NA,58.6,58.6,NA,NA,NA,NA,235764,NA,166553,NA,0,Democratic,Ted Deutch,0,0,Ted Deutch,NA,NA,NA,NA,NA,Ted Deutch,NA,NA,42.3,57.2,41.01974293,56.76443691,NA,NA,NA,202355,146228,356482,56.3,43,100,56,43,67.24631071,12.34546785,16.46949267,2.574189686,0.152037781,1.212501307,91.37525457,106,39.03824588,93,44.53007332,99,6.255,179,69184,189,37.30147924,Dense suburban,0.003150514,0.047408129,0.581992518,0.367448839,2021-08-18T00:00:00Z,NA,NA,FL-22-deutch_ted-,0,Ted Deutch,1,-0.798918763,100,-0.82,-1.09,-0.98,1.36672901,1.32774294,0.03898607,1.07143657,11899,0,@TedDeutch,@RepTedDeutch,FL-22-pruden_james-,James Pruden,0,0,1.034735001,35.6,1.25,1.43,1.25,0.27899883,0.26967583,0.009323,0.078783,416,0,@Jimprudenforco1,NA,0,M,M,0,0,0.16354305932769234,0.8943502263331448,FALSE,0.419492632,0.4251256281407035,11899,416,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL-23,Florida,FALSE,23,0,D+11,NA,58.2,58.2,NA,NA,NA,NA,221239,NA,158874,NA,83,Democratic,Debbie Wasserman Schultz,0,0,Debbie Wasserman Schultz,NA,NA,NA,NA,NA,Debbie Wasserman Schultz,NA,NA,41.2,58.3,35.81215103,61.89761444,NA,NA,NA,209079,120967,337782,61.4,38,100,61,38,47.71999526,13.25209519,33.78498577,3.687341872,0.266840607,1.286764706,92.270219,74,39.35633923,91,41.48733304,125,6.4826999999999995,157,69503,186,27.9222419,Urban-suburban mix,8.65e-5,0.13749557,0.402070822,0.460347131,2021-08-18T00:00:00Z,NA,NA,FL-23-wassermanschultz_debbie-,0,Debbie Wasserman Schultz,1,-0.751411545,72,-1.13,-1.19,-1.17,2.19841449,1.95683563,0.24157886,1.51386486,357814,0,@DWStweets,@RepDWStweets,FL-23-spalding_carla-,Carla Spalding,0,0,1.034735001,51.3,NA,1.64,1.64,0.93427431,0.29266385,0.64161046,0.91532752,24844,0,@carla_spalding,NA,0,F,F,0,0,0.12100048442101824,0.9494974165258963,FALSE,0.3665155766165926,0.414070352,357814,24844,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL-24,Florida,FALSE,24,0,D+34,NA,75.6,78.7,NA,NA,NA,NA,218825,NA,59084,NA,11729,Democratic,Frederica Wilson,0,0,Frederica Wilson,NA,NA,NA,NA,NA,Frederica Wilson,NA,NA,24,75.4,15.39253471,82.88256013,NA,NA,NA,219783,40817,265174,85.7,13.9,100,86,14,14.1295132,49.78473193,34.05309579,1.280597245,0.133234967,0.618826872,78.50989045,402,20.14567183,388,37.8040567,165,3.9943,422,60095,280,8.787984017,Urban-suburban mix,0.001830591,0.042350146,0.422159656,0.533659607,2021-08-18T00:00:00Z,NA,NA,FL-24-wilson_frederica-,0,Frederica Wilson,1,-0.990227269,84.8,NA,-1.06,-1.06,0.40453821,0.40195926,0.00257895,0.03736403,0,74750,@FSWInTheHouse,@RepWilson,FL-24-spicer_lavern-,Lavern Spicer,0,0,1.034735001,100,0.85,1.77,1.59,0.0396253,0.036301,0.0033243,0.0150743,16469,0,@lavern_spicer,NA,0,F,F,0,0,0.14457229966390958,0.9440825974805306,FALSE,0.1566270145817342,0.2414486921529175,74750,16469,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL-25,Florida,FALSE,25,6,R+4,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,Republican,Mario Diaz-Balart,0,0,NA,NA,Mario Diaz-Balart,NA,NA,NA,Mario Diaz-Balart,NA,NA,61.2,38.2,49.67562313,47.91623322,NA,NA,NA,126668,131319,264353,44.9,54.5,100,45,54,26.26053561,3.932526131,68.28452172,0.958984442,0.217323812,0.346108294,78.22745098,404,24.32722298,310,36.14914548,185,4.997,343,72453,167,16.76757638,Urban-suburban mix,0.09349836,0.184367218,0.260298007,0.461836414,2021-08-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,FL-25-diaz-balart_mario-,Mario Diaz-Balart,0,1,0.740895417,100,0.84,0.92,0.91,1.59745873,1.59485272,0.00260601,0.60356579,1993,0,@MarioDBCamp,@MarioDB,0,NA,M,NA,0,NA,0.8185887451082028,FALSE,0.5090140200862834,0.6156941649899397,0,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL-26,Florida,FALSE,26,3,D+6,NA,48.3,48.3,NA,NA,NA,NA,165407,NA,177223,NA,0,Democratic,Debbie Mucarsel-Powell,0,0,NA,NA,Carlos Gimenez,NA,NA,NA,Carlos Gimenez,Yes,Yes,52.5,46.9,40.52381364,56.79038811,NA,NA,NA,164252,117205,289225,55.4,43.9,100,55,44,20.51970847,11.05771803,65.98777786,1.694189668,0.116656143,0.625020067,82.42339664,372,26.44148948,267,35.16393809,200,5.6696,242,74607,146,13.30417088,Urban-suburban mix,0.076118398,0.177344524,0.392795893,0.353741184,2021-08-18T00:00:00Z,NA,NA,FL-26-mucarsel-powell_debbie-,0,Debbie Mucarsel-Powell,1,-0.636640942,100,-0.59,-0.95,-0.89,6.87962746,6.09149476,0.7881327,5.02834702,21729,0,@DebbieforFL,@RepDMP,FL-26-gimenez_carlos-,Carlos Gimenez,0,0,1.034735001,59.9,1.21,1,1.05,2.22058601,2.07712094,0.14346507,1.73132608,7490,0,@CarlosGimenezFL,@RepCarlos,0,F,M,1,0,0.18673294303717258,0.8531409436241041,FALSE,0.41642240200101566,0.528169014,21729,7490,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL-27,Florida,FALSE,27,1,D+5,NA,48.6,48.6,NA,NA,NA,NA,166758,NA,176141,NA,76,Democratic,Donna Shalala,0,0,NA,NA,Maria Elvira Salazar,NA,NA,NA,Maria Elvira Salazar,Yes,Yes,48.1,51.3,38.92070277,58.51917571,NA,NA,NA,174132,115814,297564,53,46.3,100,53,46,25.37245397,4.947522903,67.23516855,1.787779063,0.090056035,0.568131282,85.60454851,328,39.39813424,89,63.71409357,17,5.5451,253,93927,49,9.206624906,Urban-suburban mix,0.008607373,0.080661675,0.361625739,0.549105214,2021-08-18T00:00:00Z,NA,NA,FL-27-shalala_donna-,0,Donna Shalala,1,-0.788037649,100,-0.86,-0.74,-0.84,3.91938476,3.62413544,0.29524932,2.9264157,22959,0,@DonnaShalala,@RepShalala,FL-27-salazar_mariaelvira-,Maria Elvira Salazar,0,0,1.034735001,79.1,0.97,1.18,1.11,3.65501343,3.06441383,0.5905996,3.15640583,94534,0,@MaElviraSalazar,@RepMariaSalazar,0,F,F,0,0,0.20045419326044966,0.8665004867572528,FALSE,0.3994329978685685,0.48390342052313884,22959,94534,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA-01,Georgia,FALSE,1,6,R+9,NA,41.7,41.7,NA,NA,NA,NA,135238,NA,189457,NA,0,Republican,Buddy Carter,0,0,NA,NA,Buddy Carter,NA,NA,NA,Buddy Carter,NA,NA,55.5,43.1,56.38503086,40.87651353,NA,NA,NA,110190,151996,269568,43.03281209,55.91432569,260148,111949,145460,63.40595903,29.34078212,4.11452514,1.379888268,0.313780261,1.444134078,87.77439669,269,25.50940877,286,29.42329877,282,5.1484000000000005,321,59025,292,44.74983427,Rural-suburban mix,0.428077571,0.397193353,0.144211809,0.030517267,2021-06-09T00:00:00Z,44419,NA,GA-01-griggs_joyce-,0,Joyce Marie Griggs,0,-0.870059059,40.7,NA,NA,NA,0.1290182,0.1076974,0.0213208,0.0558392,0,0,NA,NA,GA-01-carter_buddy-,Buddy Carter,0,1,1.196502677,82.2,NA,1.11,1.11,2.34309713,2.21877956,0.12431757,1.13324355,6849,0,@Buddy_Carter,@RepBuddyCarter,0,F,M,1,0,NA,0.8665004867572528,FALSE,0.5797258434851595,0.5628803245436106,0,6849,FALSE,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,GA-Sen02
GA-01,Georgia,FALSE,1,6,R+9,NA,41.7,41.7,NA,NA,NA,NA,135238,NA,189457,NA,0,Republican,Buddy Carter,0,0,NA,NA,Buddy Carter,NA,NA,NA,Buddy Carter,NA,NA,55.5,43.1,56.38503086,40.87651353,NA,NA,NA,110190,151996,269568,43.03281209,55.91432569,260148,111949,145460,63.40595903,29.34078212,4.11452514,1.379888268,0.313780261,1.444134078,87.77439669,269,25.50940877,286,29.42329877,282,5.1484000000000005,321,59025,292,44.74983427,Rural-suburban mix,0.428077571,0.397193353,0.144211809,0.030517267,2021-06-09T00:00:00Z,44419,NA,GA-01-griggs_joyce-,0,Joyce Marie Griggs,0,-0.870059059,40.7,NA,NA,NA,0.1290182,0.1076974,0.0213208,0.0558392,0,0,NA,NA,GA-01-carter_buddy-,Buddy Carter,0,1,1.196502677,82.2,NA,1.11,1.11,2.34309713,2.21877956,0.12431757,1.13324355,6849,0,@Buddy_Carter,@RepBuddyCarter,0,F,M,1,0,NA,0.8665004867572528,FALSE,0.5797258434851595,0.5628803245436106,0,6849,FALSE,92213280.74,125359128.4,70957315.59,102596142.9,12/4/2019,1/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.7,58687253.09,118398495.2,30010,0,GA-Sen03
GA-02,Georgia,FALSE,2,0,D+6,NA,59.1,59.1,NA,NA,NA,NA,161397,NA,111620,NA,0,Democratic,Sanford Bishop,0,0,Sanford Bishop,NA,NA,NA,NA,NA,Sanford Bishop,NA,NA,43.4,55.7,43.27275365,54.99933495,NA,NA,NA,136455,107361,248103,58.59068548,40.80171361,262837,153998,107242,43.75380926,51.28640655,2.725683169,0.972173652,0.205825049,1.057101464,82.07944424,378,17.79940194,407,22.96695402,391,3.8051,428,51333,394,33.70489201,Rural-suburban mix,0.48242283,0.314709604,0.201514861,0.001352704,2021-06-09T00:00:00Z,NA,NA,GA-02-bishop_sanford-,0,Sanford Bishop,1,-0.661532816,100,-0.7,-0.45,-0.67,1.55334422,1.53067566,0.02266856,0.38003103,0,21835,NA,@SanfordBishop,GA-02-cole_donald-,Donald Cole,0,0,1.034735001,53.4,1.38,NA,1.38,0.16484814,0.13678015,0.02806799,0.15187988,0,0,NA,NA,0,M,M,0,0,0.25142889509531013,0.9162066775849858,FALSE,0.4403361551333793,0.437941473,21835,0,FALSE,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,GA-Sen02
GA-02,Georgia,FALSE,2,0,D+6,NA,59.1,59.1,NA,NA,NA,NA,161397,NA,111620,NA,0,Democratic,Sanford Bishop,0,0,Sanford Bishop,NA,NA,NA,NA,NA,Sanford Bishop,NA,NA,43.4,55.7,43.27275365,54.99933495,NA,NA,NA,136455,107361,248103,58.59068548,40.80171361,262837,153998,107242,43.75380926,51.28640655,2.725683169,0.972173652,0.205825049,1.057101464,82.07944424,378,17.79940194,407,22.96695402,391,3.8051,428,51333,394,33.70489201,Rural-suburban mix,0.48242283,0.314709604,0.201514861,0.001352704,2021-06-09T00:00:00Z,NA,NA,GA-02-bishop_sanford-,0,Sanford Bishop,1,-0.661532816,100,-0.7,-0.45,-0.67,1.55334422,1.53067566,0.02266856,0.38003103,0,21835,NA,@SanfordBishop,GA-02-cole_donald-,Donald Cole,0,0,1.034735001,53.4,1.38,NA,1.38,0.16484814,0.13678015,0.02806799,0.15187988,0,0,NA,NA,0,M,M,0,0,0.25142889509531013,0.9162066775849858,FALSE,0.4403361551333793,0.437941473,21835,0,FALSE,92213280.74,125359128.4,70957315.59,102596142.9,12/4/2019,1/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.7,58687253.09,118398495.2,30010,0,GA-Sen03
GA-03,Georgia,FALSE,3,6,R+18,NA,35,35,NA,NA,NA,NA,129792,NA,241526,NA,0,Republican,Drew Ferguson,0,0,NA,NA,Drew Ferguson,NA,NA,NA,Drew Ferguson,NA,NA,62,36.8,64.33039937,32.75616052,NA,NA,NA,102155,200624,311865,32.99799472,65.85386438,296218,97746,195071,69.74290622,23.99166487,3.382862292,1.347888527,0.237476182,1.297201911,87.13813292,282,26.46064222,266,28.62557195,289,5.765700000000001,224,64151,234,49.77860042,Rural-suburban mix,0.389282256,0.549807603,0.059840451,0.00106969,2021-06-09T00:00:00Z,NA,NA,GA-03-almonord_val-,0,Val Almonord,0,-0.870059059,100,-0.83,NA,-0.83,0.04076187,0.03253249,0.00822938,0.02076187,0,0,NA,NA,GA-03-ferguson_drew-,Drew Ferguson,0,1,1.281655381,100,1.17,0.99,1.09,0.01990151,0.01461329,0.00528822,0.01343822,0,0,@DrewFergusonGA,@RepDrewFerguson,0,F,M,1,0,0.2032693918280684,0.8621434279679645,FALSE,0.6626087013960679,0.6275303643724697,0,0,FALSE,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,GA-Sen02
GA-03,Georgia,FALSE,3,6,R+18,NA,35,35,NA,NA,NA,NA,129792,NA,241526,NA,0,Republican,Drew Ferguson,0,0,NA,NA,Drew Ferguson,NA,NA,NA,Drew Ferguson,NA,NA,62,36.8,64.33039937,32.75616052,NA,NA,NA,102155,200624,311865,32.99799472,65.85386438,296218,97746,195071,69.74290622,23.99166487,3.382862292,1.347888527,0.237476182,1.297201911,87.13813292,282,26.46064222,266,28.62557195,289,5.765700000000001,224,64151,234,49.77860042,Rural-suburban mix,0.389282256,0.549807603,0.059840451,0.00106969,2021-06-09T00:00:00Z,NA,NA,GA-03-almonord_val-,0,Val Almonord,0,-0.870059059,100,-0.83,NA,-0.83,0.04076187,0.03253249,0.00822938,0.02076187,0,0,NA,NA,GA-03-ferguson_drew-,Drew Ferguson,0,1,1.281655381,100,1.17,0.99,1.09,0.01990151,0.01461329,0.00528822,0.01343822,0,0,@DrewFergusonGA,@RepDrewFerguson,0,F,M,1,0,0.2032693918280684,0.8621434279679645,FALSE,0.6626087013960679,0.6275303643724697,0,0,FALSE,92213280.74,125359128.4,70957315.59,102596142.9,12/4/2019,1/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.7,58687253.09,118398495.2,30010,0,GA-Sen03
GA-04,Georgia,FALSE,4,0,D+24,NA,80.1,80.1,NA,NA,NA,NA,278906,NA,69393,NA,0,Democratic,Hank Johnson,0,0,Hank Johnson,NA,NA,NA,NA,NA,Hank Johnson,NA,NA,20.2,78.8,22.24346504,75.30460753,NA,NA,NA,224907,66433,298663,73.58528692,25.57849751,296933,218499,75951,28.9419222,62.25392668,3.879185371,3.293308405,0.196958639,1.434698713,87.63241861,272,31.07593566,187,39.71956455,149,5.4824,262,67019,205,17.44631673,Sparse suburban,0.030850656,0.485601001,0.421283051,0.062265291,2021-06-09T00:00:00Z,NA,NA,GA-04-johnson_hank-,0,Hank Johnson,1,-0.9607567,64.8,-1.08,-1.03,-1.06,0.63206325,0.58616364,0.04589961,0.12081227,1688,0,@ReElectHank,@RepHankJohnson,GA-04-cruz_johsie-,Johsie Cruz,0,0,1.034735001,100,NA,1.64,1.64,0.01345411,0.01151391,0.0019402,0.01345411,4629,0,@JohsieC,NA,0,M,F,0,1,0.14457229966390958,0.9494974165258963,FALSE,0.22802567446969188,0.20404040404040402,1688,4629,FALSE,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,GA-Sen02
GA-04,Georgia,FALSE,4,0,D+24,NA,80.1,80.1,NA,NA,NA,NA,278906,NA,69393,NA,0,Democratic,Hank Johnson,0,0,Hank Johnson,NA,NA,NA,NA,NA,Hank Johnson,NA,NA,20.2,78.8,22.24346504,75.30460753,NA,NA,NA,224907,66433,298663,73.58528692,25.57849751,296933,218499,75951,28.9419222,62.25392668,3.879185371,3.293308405,0.196958639,1.434698713,87.63241861,272,31.07593566,187,39.71956455,149,5.4824,262,67019,205,17.44631673,Sparse suburban,0.030850656,0.485601001,0.421283051,0.062265291,2021-06-09T00:00:00Z,NA,NA,GA-04-johnson_hank-,0,Hank Johnson,1,-0.9607567,64.8,-1.08,-1.03,-1.06,0.63206325,0.58616364,0.04589961,0.12081227,1688,0,@ReElectHank,@RepHankJohnson,GA-04-cruz_johsie-,Johsie Cruz,0,0,1.034735001,100,NA,1.64,1.64,0.01345411,0.01151391,0.0019402,0.01345411,4629,0,@JohsieC,NA,0,M,F,0,1,0.14457229966390958,0.9494974165258963,FALSE,0.22802567446969188,0.20404040404040402,1688,4629,FALSE,92213280.74,125359128.4,70957315.59,102596142.9,12/4/2019,1/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.7,58687253.09,118398495.2,30010,0,GA-Sen03
GA-05,Georgia,FALSE,5,0,D+34,NA,85.1,85.1,NA,14.9,NA,NA,301857,NA,52646,NA,0,Democratic,John Lewis,0,0,Nikema Williams,NA,Angela Stanton King,NA,NA,NA,Nikema Williams,Yes,NA,12.7,86.2,11.90008961,84.97190552,NA,NA,NA,259805,36385,305754,83.0754342,15.80353976,290359,241217,45887,32.80446197,59.04944579,3.266922411,3.041525978,0.191807945,1.646719819,88.49200938,240,41.58658264,68,72.0219162,6,5.1005,326,87728,69,9.17805986,Dense suburban,0.003408143,0.225824278,0.549051491,0.221716087,2021-06-09T00:00:00Z,NA,NA,GA-05-williams_nikema-,0,Nikema Williams,0,-0.870059059,0,-1.12,-1.11,-1.12,0.53661521,0.45710951,0.0795057,0.33085095,0,0,@NikemaWilliams,@RepNikema,GA-05-stantonking_angela-,Angela Stanton King,0,0,1.034735001,100,NA,NA,NA,0.31227774,0.14197951,0.17029823,0.29870066,0,0,NA,NA,0,F,F,0,0,0.1313568810427307,NA,FALSE,0.12284344508592444,0.12841253791708795,0,0,FALSE,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,GA-Sen02
GA-05,Georgia,FALSE,5,0,D+34,NA,85.1,85.1,NA,14.9,NA,NA,301857,NA,52646,NA,0,Democratic,John Lewis,0,0,Nikema Williams,NA,Angela Stanton King,NA,NA,NA,Nikema Williams,Yes,NA,12.7,86.2,11.90008961,84.97190552,NA,NA,NA,259805,36385,305754,83.0754342,15.80353976,290359,241217,45887,32.80446197,59.04944579,3.266922411,3.041525978,0.191807945,1.646719819,88.49200938,240,41.58658264,68,72.0219162,6,5.1005,326,87728,69,9.17805986,Dense suburban,0.003408143,0.225824278,0.549051491,0.221716087,2021-06-09T00:00:00Z,NA,NA,GA-05-williams_nikema-,0,Nikema Williams,0,-0.870059059,0,-1.12,-1.11,-1.12,0.53661521,0.45710951,0.0795057,0.33085095,0,0,@NikemaWilliams,@RepNikema,GA-05-stantonking_angela-,Angela Stanton King,0,0,1.034735001,100,NA,NA,NA,0.31227774,0.14197951,0.17029823,0.29870066,0,0,NA,NA,0,F,F,0,0,0.1313568810427307,NA,FALSE,0.12284344508592444,0.12841253791708795,0,0,FALSE,92213280.74,125359128.4,70957315.59,102596142.9,12/4/2019,1/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.7,58687253.09,118398495.2,30010,0,GA-Sen03
GA-06,Georgia,FALSE,6,2,R+8,NA,54.6,54.6,NA,NA,NA,NA,216775,NA,180329,NA,0,Democratic,Lucy McBath,0,0,Lucy McBath,NA,NA,NA,NA,NA,Lucy McBath,NA,NA,43.7,54.8,48.30911166,46.81626344,NA,NA,NA,155077,160022,331246,37.45310913,60.83016386,307096,115017,186807,71.01108149,14.24345942,5.478253624,7.425845692,0.28016164,1.561198134,93.68620629,25,61.085788,5,66.84287578,11,9.0875,33,105885,23,23.5452325,Dense suburban,0,0.248025533,0.648693152,0.103281315,2021-06-09T00:00:00Z,NA,NA,GA-06-mcbath_lucy-,0,Lucy McBath,1,-0.425425349,100,-0.49,-0.55,-0.53,8.61299111,6.37353106,2.23946005,6.99495346,119469,0,@lucymcbath,@RepLucyMcBath,GA-06-handel_karen-,Karen Handel,0,0,1.034735001,74.6,0.91,1.22,0.94,3.10461341,2.51391862,0.59069479,2.50378948,20283,0,@karenhandel,NA,0,F,F,0,0,0.29805596539487644,0.8263912196613754,FALSE,0.5078467402308485,0.4436548223350254,119469,20283,FALSE,99202974.13,156146537.5,88492643.47,151814804,1/1/2019,6/25/2019,12/31/2020,12/31/2020,52467472.11,75460307.89,23106905.31,69694694.49,75574377.42,145155002.4,80425954.87,146083040.9,349226.81,0,GA-Sen02
