state,houseDist,house_cand_dem,dem_house_percent,sen_cand_dem,dem_house_avgIdeal,dem_sen_avgIdeal,house_cand_rep,rep_cand_percent,sen_cand_rep,rep_house_avgIdeal,rep_sen_avgIdeal,dem_sen_inc,rep_sen_inc,dem_house_inc,rep_house_inc,dem_sen_percent,rep_sen_percent,Cand_Office_St,Total_Receipt_Republican,Total_Receipt_Democrat,Total_Disbursement_Republican,Total_Disbursement_Democrat,Coverage_Start_Date_Republican,Coverage_Start_Date_Democrat,Coverage_End_Date_Republican,Coverage_End_Date_Democrat,Individual_Itemized_Contribution_Republican,Individual_Itemized_Contribution_Democrat,Individual_Unitemized_Contribution_Republican,Individual_Unitemized_Contribution_Democrat,Individual_Contribution_Republican,Individual_Contribution_Democrat,Total_Contribution_Republican,Total_Contribution_Democrat,Other_Receipts_Republican,Other_Receipts_Democrat,sen_cand_rep_gender,sen_cand_dem_gender,house_cand_rep_gender,house_cand_dem_gender,senState
Georgia,GA-04,Hank Johnson,0.8007660085,RAPHAEL WARNOCK,-1.06,-0.99,Johsie Cruz,0.1992339915,KELLY LOEFFLER,1.64,1.25,Challenger,Incumbent,1,0,0.8354510432856056,0.16454895671439437,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,F,M,GA-Sen03
Georgia,GA-05,Nikema Williams,0.8514934993,RAPHAEL WARNOCK,-1.12,-0.99,Angela Stanton King,0.1485065007,KELLY LOEFFLER,NA,1.25,Challenger,Incumbent,0,0,0.8938390891460165,0.10616091085398344,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,F,F,GA-Sen03
Georgia,GA-06,Lucy McBath,0.5458897417,RAPHAEL WARNOCK,-0.53,-0.99,Karen Handel,0.4541102583,KELLY LOEFFLER,0.94,1.25,Challenger,Incumbent,1,0,0.5750160502713955,0.4249839497286045,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,F,F,GA-Sen03
Georgia,GA-07,Carolyn Bourdeaux,0.5139125191,RAPHAEL WARNOCK,-0.8,-0.99,Rich McCormick,0.4860874809,KELLY LOEFFLER,1.32,1.25,Challenger,Incumbent,0,0,0.5468289984435651,0.4531710015564348,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,M,F,GA-Sen03
Georgia,GA-08,Lindsay Holliday,0.3547935642,RAPHAEL WARNOCK,-0.8,-0.99,Austin Scott,0.6452064358,KELLY LOEFFLER,1.11,1.25,Challenger,Incumbent,0,1,0.40827374576614656,0.5917262542338535,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,M,M,GA-Sen03
Georgia,GA-09,Devin Pandy,0.2141931085,RAPHAEL WARNOCK,-1.08,-0.99,Andrew Clyde,0.7858068915,KELLY LOEFFLER,1.49,1.25,Challenger,Incumbent,0,0,0.32936503108537224,0.6706349689146278,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,M,M,GA-Sen03
Georgia,GA-10,Tabitha Johnson-Green,0.3768992142,RAPHAEL WARNOCK,-1.16,-0.99,Jody Hice,0.6231007858,KELLY LOEFFLER,1.8,1.25,Challenger,Incumbent,0,1,0.43237397673416633,0.5676260232658337,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,M,F,GA-Sen03
Georgia,GA-11,Dana Barrett,0.3957381702,RAPHAEL WARNOCK,-0.68,-0.99,Barry Loudermilk,0.6042618298,KELLY LOEFFLER,1.43,1.25,Challenger,Incumbent,0,1,0.45681390090482227,0.5431860990951778,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,M,F,GA-Sen03
Georgia,GA-12,Elizabeth Johnson,0.4161928932,RAPHAEL WARNOCK,-0.69,-0.99,Rick Allen,0.5838071068,KELLY LOEFFLER,1.08,1.25,Challenger,Incumbent,0,1,0.46962559611953875,0.5303744038804613,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,M,F,GA-Sen03
Georgia,GA-13,David Scott,0.774004843,RAPHAEL WARNOCK,-0.4,-0.99,Becky Hites,0.225995157,KELLY LOEFFLER,1.15,1.25,Challenger,Incumbent,1,0,0.8013141820454647,0.1986858179545353,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,F,M,GA-Sen03
Georgia,GA-14,Kevin Van Ausdal,0.2528988216,RAPHAEL WARNOCK,-0.92,-0.99,Marjorie Taylor Greene,0.7471011784,KELLY LOEFFLER,1.62,1.25,Challenger,Incumbent,0,0,0.2661642838975281,0.7338357161024719,GA,92213280.74,125359128.37,70957315.59,102596142.94,12/04/2019,01/30/2020,12/16/2020,12/16/2020,35987830.87,57386035.2,19691228.45,60243180.52,55679059.32,117629215.72,58687253.09,118398495.18,30010,0,F,M,F,M,GA-Sen03
Arizona,AZ-01,TOM O'HALLERAN,0.5161017,MARK KELLY,-0.15,-0.41,TIFFANY SHEDD,0.4838983,MARTHA MCSALLY,1.11,0.56,Challenger,Incumbent,1,0,0.521076184827735,0.47892381517226507,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,F,M,AZ-Sen03
Arizona,AZ-02,ANN KIRKPATRICK,0.5511525,MARK KELLY,-0.68,-0.41,BRANDON MARTIN,0.4488475,MARTHA MCSALLY,1.66,0.56,Challenger,Incumbent,1,0,0.5571965877050361,0.4428034122949639,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,M,F,AZ-Sen03
Arizona,AZ-03,RAUL GRIJALVA,0.6457343,MARK KELLY,-1.21,-0.41,DANIEL WOOD,0.3542657,MARTHA MCSALLY,1.16,0.56,Challenger,Incumbent,1,0,0.6549177710362446,0.3450822289637554,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,M,M,AZ-Sen03
Arizona,AZ-04,DELINA DISANTO,0.3023544,MARK KELLY,-1.12,-0.41,PAUL GOSAR,0.6976456,MARTHA MCSALLY,1.75,0.56,Challenger,Incumbent,0,1,0.33010500260296444,0.6698949973970356,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,M,F,AZ-Sen03
Arizona,AZ-05,JOAN GREENE,0.4110798,MARK KELLY,-1.01,-0.41,ANDY BIGGS,0.5889202,MARTHA MCSALLY,1.82,0.56,Challenger,Incumbent,0,1,0.4353746511733801,0.5646253488266199,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,M,F,AZ-Sen03
Arizona,AZ-06,HIRAL TIPIRNENI,0.4782728,MARK KELLY,-0.82,-0.41,DAVID SCHWEIKERT,0.5217272,MARTHA MCSALLY,0.91,0.56,Challenger,Incumbent,0,1,0.4824905265908794,0.5175094734091206,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,M,F,AZ-Sen03
Arizona,AZ-07,RUBEN GALLEGO,0.7671251,MARK KELLY,-1.16,-0.41,JOSHUA BARNETT,0.2328749,MARTHA MCSALLY,1.76,0.56,Challenger,Incumbent,1,0,0.7596980234590368,0.2403019765409632,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,M,M,AZ-Sen03
Arizona,AZ-08,MICHAEL MUSCATO,0.404347,MARK KELLY,-0.92,-0.41,DEBBIE LESKO,0.595653,MARTHA MCSALLY,1.35,0.56,Challenger,Incumbent,0,1,0.4329251174713627,0.5670748825286372,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,F,M,AZ-Sen03
Arizona,AZ-09,GREG STANTON,0.6162646,MARK KELLY,-0.57,-0.41,DAVE GILES,0.3837354,MARTHA MCSALLY,1.47,0.56,Challenger,Incumbent,1,0,0.6222159571468847,0.3777840428531153,AZ,73553299.4,101106583.88,74361789.18,99704060.42,01/01/2019,01/01/2019,12/31/2020,12/31/2020,41330733.75,50903149.8,26890386.36,47330085.64,68221120.11,98233235.44,70995861.13,99070626.44,628843.09,0,F,M,M,M,AZ-Sen03
