row,candidate,stateDist,avgIdeal,idealTwitter,idealWeb,twWeight,candStem,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,party,partyLeader,incumbent,primaryPct,screenName,officialScreenName,followersCampaign,followersOfficial,house,rep,generalElec,generalElecJungle,district
1380,Mark DeLuzio,AZ-02,1.06,NA,1.06,0,AZ-02-deluzio_mark-,0,0,0,NA,0.991787533,0.5,1.06,0.0391,1157,NA,NA,NA,R,0,0,17.8,NA,NA,NA,NA,1,1,0,0,AZ-02
1381,Steven Krystofiak,AZ-02,1.06,NA,1.06,0,AZ-02-krystofiak_steven-,0,0,0,NA,0.991787533,0.5,1.06,0.068,310,NA,NA,NA,R,0,0,5.6,NA,NA,NA,NA,1,1,0,0,AZ-02
1382,John Moore,AZ-02,NA,NA,NA,NA,AZ-02-moore_john-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,7.2,@Moore4AZ,NA,NA,NA,1,1,0,0,AZ-02
1383,Ron Watkins,AZ-02,1.21,NA,1.21,0,AZ-02-watkins_ron-,0,0,0,NA,0.991787533,0.5,1.21,0.0696,229,NA,NA,NA,R,0,0,3.7,NA,NA,NA,NA,1,1,0,0,AZ-02
1384,Andy Yates,AZ-02,0.89,0.71,0.89,0.02,AZ-02-yates_andy-,0,0,0,NA,0.991787533,0.5,0.89,0.0293,2074,0.71,0.0561,535,R,0,0,7.1,@andyjyates,NA,NA,NA,1,1,0,0,AZ-02
1385,Jeffrey Zink,AZ-03,1.16,1.38,1.02,0.38,AZ-03-zink_jeffrey-,0,0,0,NA,0.991787533,0.5,1.02,0.0673,238,1.38,0.0262,1604,R,0,0,100,@realJeffZink,NA,NA,NA,1,1,1,0,AZ-03
1386,Kelly Cooper,AZ-04,1.06,1.09,1.03,0.54,AZ-04-cooper_kelly-,0,0,0,NA,0.991787533,0.5,1.03,0.0431,734,1.09,0.0124,9553,R,0,0,28.6,@KellyCooperAZ,NA,NA,NA,1,1,1,0,AZ-04
1387,Jerone Davison,AZ-04,1.09,NA,1.09,0,AZ-04-davison_jerone-,0,0,0,NA,0.991787533,0.5,1.09,0.038,1246,NA,NA,NA,R,0,0,13,@PastorJeroneTv,NA,NA,NA,1,1,0,0,AZ-04
1388,Dave Giles,AZ-04,1.15,1.6,1.07,0.15,AZ-04-giles_dave-,0,0,0,NA,0.991787533,0.5,1.07,0.0382,1076,1.6,0.0195,2160,R,0,0,18.9,@votegiles,NA,NA,NA,1,1,0,0,AZ-04
1389,Rene Lopez,AZ-04,0.76,NA,0.76,0,AZ-04-lopez_rene-,0,0,0,NA,0.991787533,0.5,0.76,0.0449,850,NA,NA,NA,R,0,0,14.3,@jrlopezrep,NA,NA,NA,1,1,0,0,AZ-04
1390,Tanya Wheeless,AZ-04,0.93,NA,0.93,0,AZ-04-wheeless_tanya-,0,0,0,NA,0.991787533,0.5,0.93,0.0819,236,NA,NA,NA,R,0,0,25.3,@tanyaforarizona,NA,NA,NA,1,1,0,0,AZ-04
1391,Juan Ciscomani,AZ-06,0.8,0.7,0.89,0.47,AZ-06-ciscomani_juan-,0,0,0,NA,0.991787533,0.5,0.89,0.0428,757,0.7,0.0146,7492,R,0,0,47.3,@juanciscomani,NA,NA,NA,1,1,1,0,AZ-06
1392,Lucretia Free,AZ-06,0.79,NA,0.79,0,AZ-06-free_lucretia-,0,0,0,NA,0.991787533,0.5,0.79,0.0537,654,NA,NA,NA,R,0,0,4.8,NA,NA,NA,NA,1,1,0,0,AZ-06
1393,Brandon Martin,AZ-06,1.31,1.48,1.13,0.52,AZ-06-martin_brandon-,0,0,0,NA,0.991787533,0.5,1.13,0.0513,517,1.48,0.0131,6286,R,0,0,20.8,@PathForFreedom,NA,NA,NA,1,1,0,0,AZ-06
1394,Young Mayberry,AZ-06,1.21,NA,1.21,0,AZ-06-mayberry_young-,0,0,0,NA,0.991787533,0.5,1.21,0.0504,410,NA,NA,NA,R,0,0,8.6,NA,NA,NA,NA,1,1,0,0,AZ-06
1395,Kathleen Winn,AZ-06,1,1.03,1,0.15,AZ-06-winn_kathleen-,0,0,0,NA,0.991787533,0.5,1,0.0727,278,1.03,0.0548,534,R,0,0,18.6,@WinnForCongress,NA,NA,NA,1,1,0,0,AZ-06
1396,Nina Becker,AZ-07,NA,NA,NA,NA,AZ-07-becker_nina-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,31.5,NA,NA,NA,NA,1,1,0,0,AZ-07
1397,Luis Pozzolo,AZ-07,1,1.2,0.94,0.24,AZ-07-pozzolo_luis-,0,0,0,NA,0.991787533,0.5,0.94,0.0481,617,1.2,0.0263,2185,R,0,0,68.5,@Luis4Congress,NA,NA,NA,1,1,1,0,AZ-07
1398,Sandra Dowling,AZ-09,0.81,NA,0.81,0,AZ-09-dowling_sandra-,0,0,0,NA,0.991787533,0.5,0.81,0.0333,1363,NA,NA,NA,R,0,0,9,NA,NA,NA,NA,1,1,0,0,AZ-09
1399,Randy Kutz,AZ-09,1.07,NA,1.07,0,AZ-09-kutz_randy-,0,0,0,NA,0.991787533,0.5,1.07,0.0423,787,NA,NA,NA,R,0,0,12.9,NA,NA,NA,NA,1,1,0,0,AZ-09
1400,Adam Morgan,AZ-09,1.12,1.28,0.95,0.5,AZ-09-morgan_adam-,0,0,0,NA,0.991787533,0.5,0.95,0.0562,484,1.28,0.0163,5503,R,0,0,12.5,@Morgan4AZ,NA,NA,NA,1,1,0,0,AZ-09
1401,Mark Brnovich,AZ-Sen03,1.36,1.4,1.28,0.65,AZ-Sen03-brnovich_mark-,0,0,0,NA,0.991787533,0.5,1.28,0.0384,774,1.4,0.0085,15748,R,0,0,18.1,@brnoforaz,NA,NA,NA,0,1,0,0,AZ-Se
1402,Jim Lamon,AZ-Sen03,1.24,1.32,1.02,0.73,AZ-Sen03-lamon_jim-,0,0,0,NA,0.991787533,0.5,1.02,0.0503,513,1.32,0.0091,15214,R,0,0,28.5,@jim_lamon,NA,NA,NA,0,1,0,0,AZ-Se
1403,Michael McGuire,AZ-Sen03,1.13,1.18,1.04,0.64,AZ-Sen03-mcguire_michael-,0,0,0,NA,0.991787533,0.5,1.04,0.0525,607,1.18,0.0108,12191,R,0,0,8.8,@GeneralMcGuire,NA,NA,NA,0,1,0,0,AZ-Se
1404,Justin Olson,AZ-Sen03,1.28,1.38,1.12,0.62,AZ-Sen03-olson_justin-,0,0,0,NA,0.991787533,0.5,1.12,0.0638,307,1.38,0.0144,5570,R,0,0,5.1,@_JustinOlson,NA,NA,NA,0,1,0,0,AZ-Se
1405,Timothy Geist,CA-01,1.13,1.44,1.02,0.26,CA-01-geist_timothy-,0,0,0,NA,0.991787533,0.5,1.02,0.0713,377,1.44,0.0285,1483,R,0,0,6.7,@TimothyGeist,NA,NA,NA,1,1,0,0,CA-01
1406,Douglas Brower,CA-02,NA,NA,NA,NA,CA-02-brower_douglas-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,8.2,NA,NA,NA,NA,1,1,1,0,CA-02
1407,Chris Coulombe,CA-02,0.85,0.81,0.86,0.11,CA-02-coulombe_chris-,0,0,0,NA,0.991787533,0.5,0.86,0.0463,680,0.81,0.0436,911,R,0,0,8.1,@ChrisToCongress,NA,NA,NA,1,1,0,0,CA-02
1408,Darian Elizondo,CA-02,0.88,1.51,0.86,0.03,CA-02-elizondo_darian-,0,0,0,NA,0.991787533,0.5,0.86,0.0258,2861,1.51,0.0326,1115,R,0,0,1.9,@DARIAN5,NA,NA,NA,1,1,0,0,CA-02
1409,Archimedes Ramirez,CA-02,0.9,NA,0.9,0,CA-02-ramirez_archimedes-,0,0,0,NA,0.991787533,0.5,0.9,0.0445,898,NA,NA,NA,R,0,0,5.7,NA,NA,NA,NA,1,1,0,0,CA-02
1410,Scott Jones,CA-03,0.85,0.85,0.85,0.35,CA-03-jones_scott-,0,0,0,NA,0.991787533,0.5,0.85,0.0788,256,0.85,0.0322,1546,R,0,0,16.8,@SheriffSJones,NA,NA,NA,1,1,0,0,CA-03
1411,Matt Brock,CA-04,0.86,NA,0.86,0,CA-04-brock_matt-,0,0,0,NA,0.991787533,0.5,0.86,0.0792,279,NA,NA,NA,R,0,0,15.8,NA,NA,NA,NA,1,1,1,0,CA-04
1412,Scott Giblin,CA-04,NA,NA,NA,NA,CA-04-giblin_scott-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,9.5,NA,NA,NA,NA,1,1,0,0,CA-04
1413,Jimih Jones,CA-04,NA,NA,NA,NA,CA-04-jones_jimih-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,1.3,NA,NA,NA,NA,1,1,0,0,CA-04
1414,Nathan Magsig,CA-05,0.84,0.84,NA,1,CA-05-magsig_nathan-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,0.84,0.0381,1177,R,0,0,13.1,@NathanMagsigCA,NA,NA,NA,1,1,0,0,CA-05
1415,David Main,CA-05,1.01,NA,1.01,0,CA-05-main_david-,0,0,0,NA,0.991787533,0.5,1.01,0.0526,576,NA,NA,NA,R,0,0,3.1,NA,NA,NA,NA,1,1,0,0,CA-05
1416,Kelsten Obert,CA-05,1.06,1.09,1.05,0.15,CA-05-obert_kelsten-,0,0,0,NA,0.991787533,0.5,1.05,0.0589,443,1.09,0.0432,844,R,0,0,1.5,@KelstenO,NA,NA,NA,1,1,0,0,CA-05
1417,Christine Bish,CA-06,1.09,NA,1.09,0,CA-06-bish_christine-,0,0,0,NA,0.991787533,0.5,1.09,0.0598,468,NA,NA,NA,R,0,0,7.2,NA,NA,NA,NA,1,1,0,0,CA-06
1418,Karla Black,CA-06,1.02,1.35,0.99,0.09,CA-06-black_karla-,0,0,0,NA,0.991787533,0.5,0.99,0.0594,446,1.35,0.0536,501,R,0,0,2.3,@Black4Congress,NA,NA,NA,1,1,0,0,CA-06
1419,Bret Daniels,CA-06,1.24,NA,1.24,0,CA-06-daniels_bret-,0,0,0,NA,0.991787533,0.5,1.24,0.0635,218,NA,NA,NA,R,0,0,11.8,NA,NA,NA,NA,1,1,0,0,CA-06
1420,Tamika Hamilton,CA-06,1.05,1.16,0.91,0.56,CA-06-hamilton_tamika-,0,0,0,NA,0.991787533,0.5,0.91,0.0558,428,1.16,0.0154,6191,R,0,0,17.4,@TamikaGHamilton,NA,NA,NA,1,1,1,0,CA-06
1421,David Langford,CA-06,1.31,1.31,NA,1,CA-06-langford_david-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.31,0.0251,1822,R,0,0,1.6,@DKLJcongress,NA,NA,NA,1,1,0,0,CA-06
1422,Max Semenenko,CA-07,0.96,NA,0.96,0,CA-07-semenenko_max-,0,0,0,NA,0.991787533,0.5,0.96,0.0392,965,NA,NA,NA,R,0,0,28.6,NA,NA,NA,NA,1,1,1,0,CA-07
1423,Rudy Recile,CA-08,1.13,1.35,1.13,0.02,CA-08-recile_rudy-,0,0,0,NA,0.991787533,0.5,1.13,0.0339,1271,1.35,0.0776,224,R,0,0,20.6,@Rudy4USCongress,NA,NA,NA,1,1,1,0,CA-08
1424,Jonathan Madison,CA-09,0.75,0.92,0.72,0.16,CA-09-madison_jonathan-,0,0,0,NA,0.991787533,0.5,0.72,0.0481,750,0.92,0.0325,1554,R,0,0,5.5,@JEMadison,NA,NA,NA,1,1,0,0,CA-09
1425,Tom Patti,CA-09,0.58,0.58,NA,1,CA-09-patti_tom-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,0.58,0.0241,2644,R,0,0,28.2,@SupeTomPatti,NA,NA,NA,1,1,1,0,CA-09
1426,James Shoemaker,CA-09,NA,NA,NA,NA,CA-09-shoemaker_james-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,14.5,NA,NA,NA,NA,1,1,0,0,CA-09
1427,Eve Del Castello,CA-11,NA,NA,NA,NA,CA-11-delcastello_eve-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,3.9,NA,NA,NA,NA,1,1,0,0,CA-11
1428,John Dennis,CA-11,1.39,1.42,1.13,0.89,CA-11-dennis_john-,0,0,0,NA,0.991787533,0.5,1.13,0.084,224,1.42,0.0079,19732,R,0,0,10.7,@RealJohnDennis,NA,NA,NA,1,1,1,0,CA-11
1429,Ned Nuerge,CA-12,1.1,NA,1.1,0,CA-12-nuerge_ned-,0,0,0,NA,0.991787533,0.5,1.1,0.065,357,NA,NA,NA,R,0,0,1.2,NA,NA,NA,NA,1,1,0,0,CA-12
1430,Stephen Slauson,CA-12,NA,NA,NA,NA,CA-12-slauson_stephen-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,5.3,NA,NA,NA,NA,1,1,1,0,CA-12
1431,John Duarte,CA-13,0.78,NA,0.78,0,CA-13-duarte_john-,0,0,0,NA,0.991787533,0.5,0.78,0.0439,726,NA,NA,NA,R,0,0,34.3,NA,NA,NA,NA,1,1,1,0,CA-13
1432,David Giglio,CA-13,1.18,1.41,0.8,0.62,CA-13-giglio_david-,0,0,0,NA,0.991787533,0.5,0.8,0.0311,1691,1.41,0.0064,30396,R,0,0,14.8,@DavidGiglioCA,NA,NA,NA,1,1,0,0,CA-13
1433,Diego Martinez,CA-13,NA,NA,NA,NA,CA-13-martinez_diego-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,2.6,NA,NA,NA,NA,1,1,0,0,CA-13
1434,Alison Hayden,CA-14,1.25,1.41,0.87,0.71,CA-14-hayden_alison-,0,0,0,NA,0.991787533,0.5,0.87,0.0379,1096,1.41,0.0069,29369,R,0,0,10.3,@Alison4Congress,NA,NA,NA,1,1,1,0,CA-14
1435,Steve Iyer,CA-14,1.17,1.37,1.03,0.42,CA-14-iyer_steve-,0,0,0,NA,0.991787533,0.5,1.03,0.0733,319,1.37,0.0249,2607,R,0,0,8.9,@Iyer4Congress,NA,NA,NA,1,1,0,0,CA-14
1436,Tom Wong,CA-14,0.96,1.25,0.95,0.05,CA-14-wong_tom-,0,0,0,NA,0.991787533,0.5,0.95,0.0498,698,1.25,0.0642,378,R,0,0,9.4,@Wong_4_Congress,NA,NA,NA,1,1,0,0,CA-14
1437,Gus Mattammal,CA-15,1.11,1.19,1.07,0.37,CA-15-mattammal_gus-,0,0,0,NA,0.991787533,0.5,1.07,0.0459,651,1.19,0.0189,4355,R,0,0,16.6,@TheOneTrueGus,NA,NA,NA,1,1,0,0,CA-15
1438,Richard Fox,CA-16,0.79,NA,0.79,0,CA-16-fox_richard-,0,0,0,NA,0.991787533,0.5,0.79,0.034,1313,NA,NA,NA,R,0,0,7.8,NA,NA,NA,NA,1,1,0,0,CA-16
1439,Peter Ohtaki,CA-16,0.74,NA,0.74,0,CA-16-ohtaki_peter-,0,0,0,NA,0.991787533,0.5,0.74,0.0532,633,NA,NA,NA,R,0,0,12.6,@pohtaki,NA,NA,NA,1,1,0,0,CA-16
1440,Benjamin Solomon,CA-16,0.92,NA,0.92,0,CA-16-solomon_benjamin-,0,0,0,NA,0.991787533,0.5,0.92,0.0477,989,NA,NA,NA,R,0,0,1.6,NA,NA,NA,NA,1,1,0,0,CA-16
1441,Joe Dehn,CA-17,0.97,NA,0.97,0,CA-17-dehn_joe-,0,0,0,NA,0.991787533,0.5,0.97,0.0397,1338,NA,NA,NA,R,0,0,1.6,NA,NA,NA,NA,1,1,0,0,CA-17
1442,Ritesh Tandon,CA-17,0.82,0.91,0.82,0.03,CA-17-tandon_ritesh-,0,0,0,NA,0.991787533,0.5,0.82,0.018,5597,0.91,0.0307,1745,R,0,0,25.3,@tandon4congress,NA,NA,NA,1,1,1,0,CA-17
1443,Peter Hernandez,CA-18,0.93,NA,0.93,0,CA-18-hernandez_peter-,0,0,0,NA,0.991787533,0.5,0.93,0.0406,1036,NA,NA,NA,R,0,0,31.4,NA,NA,NA,NA,1,1,1,0,CA-18
1444,Dalila Epperson,CA-19,0.81,NA,0.81,0,CA-19-epperson_dalila-,0,0,0,NA,0.991787533,0.5,0.81,0.0551,618,NA,NA,NA,R,0,0,6.3,NA,NA,NA,NA,1,1,0,0,CA-19
1445,Jeff Gorman,CA-19,1.01,1.34,1.01,0.01,CA-19-gorman_jeff-,0,0,0,NA,0.991787533,0.5,1.01,0.0232,2919,1.34,0.0626,377,R,0,0,22.7,@JeffGormanMRY,NA,NA,NA,1,1,1,0,CA-19
1446,James Davis,CA-20,NA,NA,NA,NA,CA-20-davis_james-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,4.7,NA,NA,NA,NA,1,1,0,0,CA-20
1447,James Macauley,CA-20,1.23,1.23,NA,1,CA-20-macauley_james-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.23,0.0079,33303,R,0,0,3.9,@MacauleyJim,NA,NA,NA,1,1,0,0,CA-20
1448,Michael Maher,CA-21,0.89,0.68,0.9,0.05,CA-21-maher_michael-,0,0,0,NA,0.991787533,0.5,0.9,0.0385,1025,0.68,0.0519,562,R,0,0,26.5,@Maher4Congress,NA,NA,NA,1,1,1,0,CA-21
1449,Matt Stoll,CA-21,0.99,0.99,NA,1,CA-21-stoll_matt-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,0.99,0.07,274,R,0,0,16.6,@electmattstoll,NA,NA,NA,1,1,0,0,CA-21
1450,Chris Mathys,CA-22,1,0.85,1.09,0.38,CA-22-mathy_chris-,0,0,0,NA,0.991787533,0.5,1.09,0.0521,413,0.85,0.0233,2829,R,0,0,22.2,@ChrisMathysCA21,NA,NA,NA,1,1,0,0,CA-22
1451,Adam Medeiros,CA-22,1.05,NA,1.05,0,CA-22-mederiso_adam-,0,0,0,NA,0.991787533,0.5,1.05,0.0533,622,NA,NA,NA,R,0,0,7,NA,NA,NA,NA,1,1,0,0,CA-22
1452,Brad Allen,CA-24,0.93,NA,0.93,0,CA-24-allen_brad-,0,0,0,NA,0.991787533,0.5,0.93,0.0342,1383,NA,NA,NA,R,0,0,30.3,NA,NA,NA,NA,1,1,1,0,CA-24
1453,James Francis Gibson,CA-25,NA,NA,NA,NA,CA-25-gibson_jamesfrancis-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,6.2,NA,NA,NA,NA,1,1,0,0,CA-25
1454,Brian Hawkins,CA-25,0.89,1.23,0.83,0.15,CA-25-hawkins_brian-,0,0,0,NA,0.991787533,0.5,0.83,0.0603,579,1.23,0.0371,1172,R,0,0,16.5,@realpastorbrian,NA,NA,NA,1,1,1,0,CA-25
1455,Jonathan Reiss,CA-25,0.82,NA,0.82,0,CA-25-reiss_jonathan-,0,0,0,NA,0.991787533,0.5,0.82,0.0603,428,NA,NA,NA,R,0,0,1.6,@Jonathan_Reiss,NA,NA,NA,1,1,0,0,CA-25
1456,Burt Thakur,CA-25,1.15,1.15,NA,1,CA-25-thakur_burt-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.15,0.0184,4686,R,0,0,3.1,@BurtForCongress,NA,NA,NA,1,1,0,0,CA-25
1457,Ceci Truman,CA-25,0.98,NA,0.98,0,CA-25-truman_ceci-,0,0,0,NA,0.991787533,0.5,0.98,0.0769,243,NA,NA,NA,R,0,0,1.9,NA,NA,NA,NA,1,1,0,0,CA-25
1458,Brian Tyson,CA-25,0.94,NA,0.94,0,CA-25-tyson_brian-,0,0,0,NA,0.991787533,0.5,0.94,0.0367,1049,NA,NA,NA,R,0,0,14.3,NA,NA,NA,NA,1,1,0,0,CA-25
1459,Matt Jacobs,CA-26,0.87,0.84,0.92,0.66,CA-26-jacobs_matt-,0,0,0,NA,0.991787533,0.5,0.92,0.0596,414,0.84,0.0137,8799,R,0,0,38.4,@mattjacobsca,NA,NA,NA,1,1,1,0,CA-26
1460,Fadde Mikhail,CA-26,1.31,1.31,NA,1,CA-26-mikhail_fadde-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.31,0.0275,2144,R,0,0,1.6,@fadde,NA,NA,NA,1,1,0,0,CA-26
1461,Paul Taylor,CA-26,0.98,NA,0.98,0,CA-26-paul_taylor-,0,0,0,NA,0.991787533,0.5,0.98,0.0404,1012,NA,NA,NA,R,0,0,3.3,NA,NA,NA,NA,1,1,0,0,CA-26
1462,Mark Pierce,CA-27,NA,NA,NA,NA,CA-27-pierce_mark-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,1.1,NA,NA,NA,NA,1,1,0,0,CA-27
1463,David Rudnick,CA-27,NA,NA,NA,NA,CA-27-rudnick_david-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,2.2,@VoteRudnickCA25,NA,NA,NA,1,1,0,0,CA-27
1464,Wes Hallman,CA-28,0.77,NA,0.77,0,CA-28-hallman_wes-,0,0,0,NA,0.991787533,0.5,0.77,0.0639,545,NA,NA,NA,R,0,0,29.4,NA,NA,NA,NA,1,1,1,0,CA-28
1465,Margarita Maria Carranza,CA-29,1.06,NA,1.06,0,CA-29-carranza_margaritamaria-,0,0,0,NA,0.991787533,0.5,1.06,0.0893,263,NA,NA,NA,R,0,0,8.5,NA,NA,NA,NA,1,1,0,0,CA-29
1466,Rudy Melendez,CA-29,NA,NA,NA,NA,CA-29-melendez_rudy-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,6,NA,NA,NA,NA,1,1,0,0,CA-29
1467,Andy Miranda,CA-29,1.16,NA,1.16,0,CA-29-miranda_andy-,0,0,0,NA,0.991787533,0.5,1.16,0.0458,692,NA,NA,NA,R,0,0,6.2,@AndyforCa29,NA,NA,NA,1,1,0,0,CA-29
1468,Ronda Baldwin-Kennedy,CA-30,1.12,1.39,0.94,0.41,CA-30-baldwin-kennedy_ronda-,0,0,0,NA,0.991787533,0.5,0.94,0.0456,795,1.39,0.0145,6104,R,0,0,8.6,@Ronda4Congress,NA,NA,NA,1,1,0,0,CA-30
1469,Patrick Gipson,CA-30,0.85,NA,0.85,0,CA-30-gipson_patrick-,0,0,0,NA,0.991787533,0.5,0.85,0.0445,1003,NA,NA,NA,R,0,0,6.5,NA,NA,NA,NA,1,1,0,0,CA-30
1470,Johnny Nalbandian,CA-30,1.26,1.49,0.98,0.54,CA-30-nalbandian_johnny-,0,0,0,NA,0.991787533,0.5,0.98,0.0432,816,1.49,0.0102,10787,R,0,0,4.8,@Johnny_Congress,NA,NA,NA,1,1,0,0,CA-30
1471,Paloma Zuniga,CA-30,1.53,1.53,NA,1,CA-30-zuniga_paloma-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.53,0.042,538,R,0,0,1.6,@PALOMAFORTRUMP,NA,NA,NA,1,1,0,0,CA-30
1472,Daniel Bocic Martinez,CA-31,0.88,NA,0.88,0,CA-31-bocic-martinez_daniel-,0,0,0,NA,0.991787533,0.5,0.88,0.0471,812,NA,NA,NA,R,0,0,36.8,NA,NA,NA,NA,1,1,1,0,CA-31
1473,Melissa Toomim,CA-32,1.28,1.28,NA,1,CA-32-toomim_melissa-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.28,0.0327,1666,R,0,0,8.5,@MToomim,NA,NA,NA,1,1,0,0,CA-32
1474,Lucie Volotzky,CA-32,1.02,1.27,0.99,0.11,CA-32-volotzky_lucie-,0,0,0,NA,0.991787533,0.5,0.99,0.0348,1397,1.27,0.0261,1916,R,0,0,19.9,@lvolotzky,NA,NA,NA,1,1,1,0,CA-32
1475,Rex Gutierrez,CA-33,NA,NA,NA,NA,CA-33-gutierrez_rex-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,15.3,NA,NA,NA,NA,1,1,0,0,CA-33
1476,John Porter,CA-33,1.03,NA,1.03,0,CA-33-porter_john-,0,0,0,NA,0.991787533,0.5,1.03,0.0565,505,NA,NA,NA,R,0,0,17.6,NA,NA,NA,NA,1,1,1,0,CA-33
1477,Ernest Richter,CA-33,NA,NA,NA,NA,CA-33-richter_ernest-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,7.1,NA,NA,NA,NA,1,1,0,0,CA-33
1478,Clifton VonBuck,CA-34,NA,NA,NA,NA,CA-34-vonbuck_clifton-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,10.4,NA,NA,NA,NA,1,1,0,0,CA-34
1479,Rafael Carcamo,CA-35,1.13,1.15,1.12,0.37,CA-35-carcamo_rafael-,0,0,0,NA,0.991787533,0.5,1.12,0.085,212,1.15,0.0358,1413,R,0,0,11.1,@DRRAFAEL17,NA,NA,NA,1,1,0,0,CA-35
1480,Mike Cargile,CA-35,1.08,1.36,1.05,0.11,CA-35-cargile_mike-,0,0,0,NA,0.991787533,0.5,1.05,0.0247,2806,1.36,0.0184,3843,R,0,0,25.2,@CargileForCA35,NA,NA,NA,1,1,1,0,CA-35
1481,Bob Erbst,CA-35,1.03,NA,1.03,0,CA-35-erbst_bob-,0,0,0,NA,0.991787533,0.5,1.03,0.0644,354,NA,NA,NA,R,0,0,5,NA,NA,NA,NA,1,1,0,0,CA-35
1482,Joe Collins,CA-36,1.05,1.43,0.71,0.47,CA-36-collins_joe-,0,0,0,NA,0.991787533,0.5,0.71,0.0406,904,1.43,0.0112,9141,R,0,0,13.5,@joeecollins3,NA,NA,NA,1,1,1,0,CA-36
1483,Derrick Gates,CA-36,1.24,1.48,1.21,0.09,CA-36-gates_derrick-,0,0,0,NA,0.991787533,0.5,1.21,0.0529,695,1.48,0.0374,808,R,0,0,5.6,@Derrick_R_Gates,NA,NA,NA,1,1,0,0,CA-36
1484,Ariana Hakami,CA-36,NA,NA,NA,NA,CA-36-hakami_ariana-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,5.4,NA,NA,NA,NA,1,1,0,0,CA-36
1485,Claire Ragge,CA-36,0.91,NA,0.91,0,CA-36-ragge_claire-,0,0,0,NA,0.991787533,0.5,0.91,0.0264,2135,NA,NA,NA,R,0,0,4,NA,NA,NA,NA,1,1,0,0,CA-36
1486,Chris Champion,CA-37,NA,NA,NA,NA,CA-37-champion_chris-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,5.7,NA,NA,NA,NA,1,1,0,0,CA-37
1487,Baltazar Fedalizo,CA-37,0.63,NA,0.63,0,CA-37-fedalizo_baltazar-,0,0,0,NA,0.991787533,0.5,0.63,0.0794,226,NA,NA,NA,R,0,0,3.6,@bong4congress,NA,NA,NA,1,1,0,0,CA-37
1488,Eric Ching,CA-38,0.92,0.91,0.92,0.12,CA-38-ching_eric-,0,0,0,NA,0.991787533,0.5,0.92,0.0515,514,0.91,0.0463,776,R,0,0,30.7,@EricChing4CD38,NA,NA,NA,1,1,1,0,CA-38
1489,John Sarega,CA-38,NA,NA,NA,NA,CA-38-sarega_john-,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,R,0,0,10.8,NA,NA,NA,NA,1,1,0,0,CA-38
1490,John Minnella,CA-39,0.96,NA,0.96,0,CA-39-minnella_john-,0,0,0,NA,0.991787533,0.5,0.96,0.0464,687,NA,NA,NA,R,0,0,4.7,NA,NA,NA,NA,1,1,0,0,CA-39
1491,Tony Moreno,CA-39,0.95,NA,0.95,0,CA-39-moreno_tony-,0,0,0,NA,0.991787533,0.5,0.95,0.0367,1186,NA,NA,NA,R,0,0,7.1,NA,NA,NA,NA,1,1,0,0,CA-39
