term,b0,b1,b1prior,count,party,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
transportation,0.19,-0.75,0,277,R,1,1,1,1,1,1219,939,277,470,107,45,324,144,21,16,5,0.312,0.018,0,21,16,5,0.312,0.023,0,14,13,1,0.053,0.077,0,-0.42,-1.65,-0.43,-2.65,-0.777,-2.19,14
visa,-3.42,1.29,0,122,R,1,0,1,1,1,231,109,122,145,17,11,70,75,6,6,0,0,0.027,0,6,5,1,0.2,0.058,0,6,5,1,0.052,0.2,0,0.14,2.62,0.12,0.18,2.12,2.34,4
treasury,-3.08,0.86,0,65,R,1,0,1,1,1,115,50,65,63,16,13,35,28,21,8,13,1.625,0.223,0,6,4,2,0.5,0.136,0,21,8,13,0.477,1.625,0,0.12,2.51,0.01,0.01,1.87,1.93,8
carry,-4.1,2.3,0,175,R,1,0,1,1,1,302,125,175,227,16,28,98,127,8,4,4,1,0.027,0,3,3,0,0,0.025,0,8,4,4,0.048,1,0,0.21,4.3,0.94,1.27,1.963,3.01,5
signed,-2.89,1.16,0,102,R,1,0,1,1,1,233,131,102,180,43,25,103,77,6,5,1,0.2,0.026,0,6,4,2,0.5,0.048,0,5,4,1,0.052,0.25,0,0.11,1.65,0.26,0.65,1.342,1.95,6
pledge,-6.33,3.58,0,167,R,1,1,1,1,1,356,188,167,216,12,17,110,105,21,17,4,0.235,0.063,0,17,8,9,1.125,0.099,0,21,8,13,0.144,1.625,0,0.09,2.26,2.81,3.17,3.392,3.5,6
taxpayers,-2.12,1.31,0,294,R,1,1,1,1,1,522,220,294,345,51,57,152,188,6,6,0,0,0.012,0,5,4,1,0.25,0.023,0,6,6,0,0.021,0,0,0.41,5.19,0.66,1.75,1.024,2.45,9
unnecessary,-3.4,1.64,0,136,R,1,0,1,1,1,314,178,136,248,36,30,141,107,8,7,1,0.143,0.026,0,8,4,4,1,0.047,0,7,5,2,0.054,0.4,0,0.16,3.04,0.12,0.25,1.465,2.19,11
enforce,-3.68,1.73,0,156,R,1,0,1,1,1,337,179,156,256,21,27,126,129,6,5,1,0.2,0.018,0,6,5,1,0.2,0.035,0,4,4,0,0.026,0,0,0.13,3.17,0.12,0.18,1.311,1.82,7
legally,-4.6,1.99,0,177,R,1,0,1,1,1,290,113,177,222,16,11,94,128,12,5,7,1.4,0.043,0,3,3,0,0,0.027,0,12,5,7,0.073,1.4,0,0.07,1.82,1.08,1.45,1.995,1.93,7
nra,-3.02,1.5,0,145,R,1,0,1,1,1,297,152,145,205,26,37,96,109,6,6,0,0,0.021,0,6,6,0,0,0.041,0,5,4,1,0.036,0.25,0,0.16,2.58,-0.01,-0.02,1.027,1.76,3
accessible,-0.73,-1.8,0,75,R,1,1,1,1,1,478,401,75,294,65,14,232,60,10,9,1,0.111,0.021,0,10,9,1,0.111,0.026,0,3,3,0,0.042,0,0,-0.15,-2.11,-0.52,-1.71,-1.478,-1.69,10
repealing,-4.69,2.6,0,69,R,1,0,1,1,1,175,106,69,137,24,29,78,59,5,4,1,0.25,0.029,0,5,4,1,0.25,0.05,0,4,3,1,0.062,0.333,0,0.1,2.47,0.31,0.52,2.135,2.92,9
faith,-3.96,2.14,0,363,R,1,1,1,1,1,573,208,363,317,26,29,141,175,43,14,29,2.071,0.081,1,8,7,1,0.143,0.04,0,43,14,29,0.134,2.071,1,0.14,2.45,1.05,1.91,1.552,2.37,5
merit,-4.9,2.13,0,83,R,1,0,1,1,1,114,29,83,95,4,14,25,68,3,3,0,0,0.027,0,2,2,0,0,0.074,0,3,3,0,0.038,0,0,0.11,4.93,1.93,1.26,2.337,2.06,5
conservative,-1.61,1.72,0,898,R,1,0,1,1,1,992,94,898,448,10,94,73,375,13,12,1,0.083,0.013,0,6,3,3,1,0.068,0,13,12,1,0.015,0.083,0,1.32,10.31,0.52,0.58,1.078,4.25,12
football,-5.92,2.87,0,68,R,1,0,1,1,1,106,38,68,83,4,10,30,53,5,5,0,0,0.05,0,5,2,3,1.5,0.152,0,5,4,1,0.079,0.25,0,0.05,2.07,1.55,1,2.154,1.89,8
burdens,-3.27,1.33,0,69,R,1,1,1,1,1,175,105,69,138,19,22,84,53,5,5,0,0,0.029,0,5,3,2,0.667,0.05,0,5,5,0,0.078,0,0,0.15,3.08,1.9,2.68,1.453,1.92,7
excess,-6.16,3,0,36,R,1,0,1,1,1,67,29,36,52,2,7,24,26,5,5,0,0,0.081,0,4,2,2,1,0.16,0,5,5,0,0.161,0,0,0.08,2.46,3.11,1.2,3.821,2.69,6
founders,-7.12,3.85,0,90,R,1,0,1,1,1,128,37,90,96,5,10,25,70,11,5,6,1.2,0.094,0,11,3,8,2.667,0.423,0,5,4,1,0.059,0.25,0,0.05,1.95,0.32,0.2,3.402,2.86,8
terrorists,-3.26,1.59,0,107,R,1,1,1,1,1,181,74,107,129,22,30,58,71,5,4,1,0.25,0.028,0,4,3,1,0.333,0.057,0,5,4,1,0.049,0.25,0,0.18,3.34,2.14,3.53,1.317,2.07,10
aggression,-5.73,2.37,0,42,R,1,0,1,1,1,70,28,42,55,9,7,24,31,5,3,2,0.667,0.077,0,3,2,1,0.5,0.12,0,5,3,2,0.135,0.667,0,0.05,1.88,0.45,0.47,2.786,1.8,10
wetlands,-5.35,1.92,0,27,R,1,0,1,1,1,62,35,27,41,6,4,31,10,15,4,11,2.75,0.319,0,3,2,1,0.5,0.094,0,15,4,11,1.25,2.75,0,0.06,1.89,1.95,1.56,3.823,1.89,8
deter,-4,1.2,0,35,R,1,0,1,1,1,71,36,35,59,10,8,31,28,5,2,3,1.5,0.076,0,2,2,0,0,0.059,0,5,2,3,0.167,1.5,0,0.08,2.19,0.21,0.21,2.361,1.76,5
enemies,-3.64,1.67,0,120,R,1,0,1,1,1,176,56,120,132,10,26,38,94,10,5,5,1,0.06,0,10,3,7,2.333,0.217,0,5,4,1,0.043,0.25,0,0.16,4.32,1.1,1.17,1.342,1.82,7
god,-5.8,3.37,0,451,R,1,0,1,1,1,532,72,451,224,6,21,49,171,44,29,15,0.517,0.09,0,7,3,4,1.333,0.108,0,44,29,15,0.108,0.517,0,0.12,3.41,0,0,2.724,3.41,3
constitutionally,-7.14,3.64,0,36,R,1,0,1,1,1,57,20,36,43,3,7,14,28,4,4,0,0,0.075,0,4,2,2,1,0.25,0,4,2,2,0.125,1,0,0.04,1.87,0.75,0.41,2.832,2.15,16
terrorist,-3.46,1.67,0,97,R,1,1,1,1,1,201,102,97,139,35,26,64,73,11,5,6,1.2,0.058,0,11,5,6,1.2,0.121,0,4,3,1,0.043,0.333,0,0.14,1.65,1.04,2.58,1.29,1.93,9
unsustainable,-4.35,1.97,0,59,R,1,0,1,1,1,99,40,59,89,4,18,38,51,3,2,1,0.5,0.031,0,2,2,0,0,0.053,0,3,2,1,0.054,0.5,0,0.12,4.34,1.23,0.77,1.908,2.08,13
creator,-5.06,2.33,0,91,R,1,0,1,1,1,113,22,91,74,3,12,19,55,14,5,9,1.8,0.141,0,3,2,1,0.5,0.158,0,14,5,9,0.182,1.8,0,0.09,3.18,-0.01,-0.01,1.84,1.79,7
prolife,-1.99,1.48,0,451,R,1,0,1,1,1,461,10,451,271,0,63,7,264,10,8,2,0.25,0.022,0,3,2,1,0.5,0.429,0,10,8,2,0.023,0.25,0,0.74,8.51,0,0,0.972,2.77,7
freedoms,-3.17,1.68,0,285,R,1,1,1,1,1,402,114,285,257,19,38,78,178,7,6,1,0.167,0.018,0,6,5,1,0.2,0.056,0,7,6,1,0.025,0.167,0,0.27,5.17,1.32,1.93,1.291,2.24,8
overreach,-3.84,1.67,0,73,R,1,0,1,1,1,84,11,73,68,2,19,10,58,3,3,0,0,0.037,0,2,1,1,1,0.222,0,3,3,0,0.043,0,0,0.15,4.94,1.67,0.69,1.434,1.76,9
simplify,-5.78,2.75,0,39,R,1,0,1,1,1,71,32,39,62,9,11,29,33,3,2,1,0.5,0.044,0,2,2,0,0,0.067,0,3,2,1,0.083,0.5,0,0.06,2.25,1.18,1.09,2.555,2.14,8
churches,-8.66,4.73,0,85,R,1,0,1,1,1,116,31,85,76,3,7,29,47,8,6,2,0.333,0.074,0,2,2,0,0,0.069,0,8,6,2,0.104,0.333,0,0.05,2.37,0.48,0.26,4.019,2.77,8
conception,-4.96,2.83,0,136,R,1,0,1,1,1,140,4,136,116,0,26,4,112,4,3,1,0.333,0.029,0,1,1,0,0,0.333,0,4,3,1,0.03,0.333,0,0.18,5.64,0,0,2.276,3.12,10
ministry,-10.48,5.58,0,41,R,1,0,1,1,1,51,10,41,35,0,4,7,28,6,4,2,0.5,0.133,0,4,1,3,3,0.667,0,6,4,2,0.171,0.5,0,0.03,2.47,0,0,5.912,2.47,8
timber,-6.9,3.67,0,37,R,1,0,1,1,1,51,14,37,29,2,5,11,18,7,6,1,0.167,0.159,0,2,2,0,0,0.167,0,7,6,1,0.233,0.167,0,0.08,1.81,2.29,1.2,4.652,3.3,6
