row,candidate,stateDist,avgIdeal,idealTwitter,idealWeb,twWeight,candStem,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,party,partyLeader,incumbent,primaryPct,screenName,officialScreenName,followersCampaign,followersOfficial,house,rep,generalElec,generalElecJungle,district
107,Bob Olsen,AZ-08,-0.89,-0.99,-0.85,0.3,AZ-08-olsen_bob-,0,0,0,NA,-0.870059059,0.5,-0.85,0.043,1735,-0.99,0.0186,8902,D,0,0,31.08762793,@BobOlsen2020,NA,NA,NA,1,0,0,0,AZ-08
108,Debbie Lesko,AZ-08,1.35,1.36,1.28,0.83,AZ-08-lesko_debbie-,0,0,0,1.210728387,1.210728387,0.5,1.28,0.0457,693,1.36,0.0068,39729,R,0,1,100,@DebbieLesko,@RepDLesko,23520,NA,1,1,1,0,AZ-08
109,Michael Muscato,AZ-08,-0.92,-1.11,-0.71,0.54,AZ-08-muscato_michael-,0,0,0,NA,-0.870059059,0.5,-0.71,0.0361,2594,-1.11,0.0091,35255,D,0,0,54.34808938,@michael_muscato,NA,33712,NA,1,0,1,0,AZ-08
110,Steven Sawdy,AZ-08,-1.34,-1.34,NA,1,AZ-08-sawdy_steven-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.34,0.084,368,D,0,0,0,@SawdyForArizona,NA,NA,NA,1,0,0,0,AZ-08
111,Dave Giles,AZ-09,1.47,1.64,1.3,0.5,AZ-09-giles_dave-,0,0,0,NA,1.034735001,0.5,1.3,0.0482,829,1.64,0.0123,9800,R,0,0,53.8,@VoteGiles,NA,6946,NA,1,1,1,0,AZ-09
112,Greg Stanton,AZ-09,-0.57,-0.57,-0.57,0.88,AZ-09-stanton_greg-,0,0,0,-0.763064262,-0.763064262,0.5,-0.57,0.1186,207,-0.57,0.0129,18040,D,0,1,100,@gregstantonaz,@RepGregStanton,67072,NA,1,0,1,0,AZ-09
113,Irina Baroness von Behr,AZ-09,0.43,0.43,NA,1,AZ-09-baronessvonbehr_irina-,0,0,0,NA,0,0.5,NA,NA,NA,0.43,0.1168,2045,I,0,0,0,@von_behr,NA,NA,NA,1,0,0,0,AZ-09
114,Jason Walker,AZ-09,NA,NA,NA,NA,AZ-09-walker_jason-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,AZ-09
115,Michelle DePalma,AZ-09,NA,NA,NA,NA,AZ-09-depalma_michelle-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,AZ-09
116,Nicholas Tutora,AZ-09,1.34,1.78,1.06,0.39,AZ-09-tutora_nicholas-,0,0,0,NA,1.034735001,0.5,1.06,0.0403,1489,1.78,0.0111,11224,R,0,0,22.5,@Tutora2020,NA,1764,NA,1,1,0,0,AZ-09
117,Sam Huang,AZ-09,1.55,1.55,NA,1,AZ-09-huang_sam-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.55,0.0303,1856,R,0,0,23.7,@samhuang_az,NA,313,NA,1,1,0,0,AZ-09
118,Scott Menor,AZ-09,NA,NA,NA,NA,AZ-09-menor_scott-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,AZ-09
119,Talia Fuentes,AZ-09,-1.32,-1.32,NA,1,AZ-09-fuentes_talia-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.32,0.0166,9936,D,0,0,0,@TaliaForScience,NA,1124,NA,1,0,0,0,AZ-09
120,Tim Taylor,AZ-09,NA,NA,NA,NA,AZ-09-taylor_tim-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,AZ-09
121,Kyrsten Sinema,AZ-Sen01,-0.03,-0.03,NA,1,AZ-Sen01-sinema_kyrsten-,0,0,1,-0.456323629,-0.456323629,0.5,NA,NA,NA,-0.03,0.008,27052,D,0,1,NA,@kyrstensinema,@SenatorSinema,NA,NA,0,0,0,0,AZ-Se
122,"Bo ""Heir Archy"" Garcia",AZ-Sen03,NA,NA,NA,NA,AZ-Sen03-garcia_bo-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,0,0,0,0,AZ-Se
123,Daniel McCarthy,AZ-Sen03,1.53,1.73,1.37,0.45,AZ-Sen03-mccarthy_daniel-,0,0,0,NA,1.034735001,0.5,1.37,0.0428,1271,1.73,0.0111,12261,R,0,0,24.2,@DemandDanielAZ,NA,7045,NA,0,1,0,0,AZ-Se
124,Mark Kelly,AZ-Sen03,-0.41,-0.52,-0.27,0.57,AZ-Sen03-kelly_mark-,0,0,0,NA,-0.870059059,0.5,-0.27,0.04,1470,-0.52,0.0112,22994,D,0,0,100,@CaptMarkKelly,@SenMarkKelly,449344,NA,0,0,1,0,AZ-Se
125,Martha McSally,AZ-Sen03,0.56,0.56,NA,1,AZ-Sen03-mcsally_martha-,0,0,1,0.538338882,0.538338882,0.5,NA,NA,NA,0.56,0.0103,23321,R,0,1,75.8,@MarthaMcSally,@MarthaMcSallyAZ,35723,NA,0,1,1,0,AZ-Se
126,Mohammad Arif,AZ-Sen03,NA,NA,NA,NA,AZ-Sen03-arif_mohammad-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,0,0,0,0,AZ-Se
127,Audrey Denney,CA-01,-0.66,-0.75,-0.65,0.11,CA-01-denney_audrey-,0,0,0,NA,-0.870059059,0.5,-0.65,0.0275,4364,-0.75,0.0228,6334,D,0,0,39,@audrey4congress,NA,7453,NA,1,0,1,0,CA-01
128,Doug LaMalfa,CA-01,1.16,1.09,1.2,0.4,CA-01-lamalfa_doug-,0,0,0,1.104192815,1.104192815,0.5,1.2,0.043,1071,1.09,0.0158,8430,R,0,1,55,@DougLaMalfa,@RepLaMalfa,NA,NA,1,1,1,0,CA-01
129,Gregory Cheadle,CA-01,NA,NA,NA,NA,CA-01-cheadle_gregory-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,1.1,NA,NA,NA,NA,1,0,0,0,CA-01
130,Joseph LeTourneau IV,CA-01,NA,NA,NA,NA,CA-01-letourneauiv_joseph-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,1.2,NA,NA,NA,NA,1,0,0,0,CA-01
131,Rob Lydon,CA-01,NA,NA,NA,NA,CA-01-lydon_rob-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,3.7,@lydon2014,NA,NA,NA,1,0,0,0,CA-01
132,Charles Coppock,CA-02,NA,NA,NA,NA,CA-02-coppock_charles-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,AI,0,0,1.3,NA,NA,NA,NA,1,0,0,0,CA-02
133,Dale Mensing,CA-02,1.18,NA,1.18,0,CA-02-mensing_dale-,0,0,0,NA,1.034735001,0.5,1.18,0.0177,8400,NA,NA,NA,R,0,0,18.9,@MensingDale,NA,NA,NA,1,1,1,0,CA-02
134,Jared Huffman,CA-02,-1.21,-1.22,-1.1,0.93,CA-02-huffman_jared-,0,0,0,-1.240225928,-1.240225928,0.5,-1.1,0.1101,284,-1.22,0.0078,42959,D,0,1,67.7,@JaredHuffman,@RepHuffman,11855,NA,1,0,1,0,CA-02
135,Melissa Bradley,CA-02,NA,NA,NA,NA,CA-02-bradley_melissa-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,G,0,0,4.6,NA,NA,NA,NA,1,0,0,0,CA-02
136,Rachel Moniz,CA-02,-1.23,NA,-1.23,0,CA-02-moniz_rachel-,0,0,0,NA,-0.870059059,0.5,-1.23,0.0621,578,NA,NA,NA,D,0,0,7.6,@RachelMoniz,NA,NA,NA,1,0,0,0,CA-02
137,John Garamendi,CA-03,-0.68,-0.52,-0.75,0.31,CA-03-garamendi_john-,0,0,0,-0.760265396,-0.760265396,0.5,-0.75,0.0349,2784,-0.52,0.0141,14688,D,0,1,58.2,@JohnGaramendi,@RepGaramendi,3853,NA,1,0,1,0,CA-03
138,Sean Feucht,CA-03,1.59,1.59,NA,1,CA-03-feucht_sean-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.59,0.0125,12686,R,0,0,13.9,@seanfeucht,NA,51426,NA,1,1,0,0,CA-03
139,Tamika Hamilton,CA-03,1.43,1.57,0.82,0.81,CA-03-hamilton_tamika-,0,0,0,NA,1.034735001,0.5,0.82,0.0831,285,1.57,0.0106,14227,R,0,0,27.9,@TamikaGHamilton,NA,39156,NA,1,1,1,0,CA-03
140,Brynne Kennedy,CA-04,-0.45,-0.37,-0.51,0.43,CA-04-kennedy_brynne-,0,0,0,NA,-0.870059059,0.5,-0.51,0.037,2137,-0.37,0.012,19129,D,0,0,39.8,@BrynneSpeak,NA,6777,NA,1,0,1,0,CA-04
141,Jacob Thomas,CA-04,1.43,1.43,NA,1,CA-04-thomas_jacob-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.43,0.0789,289,R,0,0,1.6,@JacobCongress,NA,NA,NA,1,1,0,0,CA-04
142,Jamie Byers,CA-04,2.07,2.07,NA,1,CA-04-byers_jamie-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,2.07,0.0662,228,R,0,0,1.7,@JamieByers,NA,699,NA,1,1,0,0,CA-04
143,Julianne Benzel,CA-04,1.13,NA,1.13,0,CA-04-benzel_julianne-,0,0,0,NA,1.034735001,0.5,1.13,0.0645,511,NA,NA,NA,R,0,0,4.4,@United_Forward,NA,422,NA,1,1,0,0,CA-04
144,Robert Lawton,CA-04,NA,NA,NA,NA,CA-04-lawton_robert-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,1.7,NA,NA,NA,NA,1,0,0,0,CA-04
145,Tom McClintock,CA-04,1.48,1.46,1.49,0.27,CA-04-mcclintock_tom-,0,0,0,1.360954619,1.360954619,0.5,1.49,0.0351,1507,1.46,0.017,6549,R,0,1,50.7,@tommcclintock,@RepMcClintock,5783,NA,1,1,1,0,CA-04
146,Jason Kishineff,CA-05,-1.63,-1.63,NA,1,CA-05-kishineff_jason-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.63,0.0072,33316,D,0,0,2.7,@kishineff,NA,19865,NA,1,0,0,0,CA-05
147,John Wesley Tyler,CA-05,-1.17,-1.53,-1.05,0.26,CA-05-tyler_johnwesley-,0,0,0,NA,-0.870059059,0.5,-1.05,0.0389,2064,-1.53,0.0154,8381,D,0,0,9.5,@JWTyler4USRep,NA,NA,NA,1,0,0,0,CA-05
148,Mike Thompson,CA-05,-0.4,-0.32,-0.57,0.67,CA-05-thompson_mike-,0,0,0,-0.781772881,-0.781772881,0.5,-0.57,0.0399,1795,-0.32,0.0077,43217,D,0,1,67.9,@Mike_CA05,@RepThompson,621,NA,1,0,1,0,CA-05
149,Scott Giblin,CA-05,NA,NA,NA,NA,CA-05-giblin_scott-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,20.1,NA,NA,NA,NA,1,1,1,0,CA-05
150,Benjamin Emard,CA-06,-1.09,NA,-1.09,0,CA-06-emard_benjamin-,0,0,0,NA,-0.870059059,0.5,-1.09,0.0367,1895,NA,NA,NA,D,0,0,7.7,NA,NA,NA,NA,1,0,0,0,CA-06
151,Chris Bish,CA-06,1.38,1.56,0.93,0.71,CA-06-bish_chris-,0,0,0,NA,1.034735001,0.5,0.93,0.0657,381,1.56,0.0123,10932,R,0,0,14.3,@BishForCongress,NA,7922,NA,1,1,1,0,CA-06
152,Doris Matsui,CA-06,-0.8,-0.84,-0.77,0.48,CA-06-matsui_doris-,0,0,0,-0.902189072,-0.902189072,0.5,-0.77,0.0541,943,-0.84,0.0169,10134,D,0,1,70.3,@Matsui4Congress,@DorisMatsui,1372,NA,1,0,1,0,CA-06
153,Sherwood Haisty Jr.,CA-06,1.3,NA,1.3,0,CA-06-haistyjr_sherwood-,0,0,0,NA,1.034735001,0.5,1.3,0.0664,487,NA,NA,NA,R,0,0,7.7,@SherwoodHaisty,NA,NA,NA,1,1,0,0,CA-06
154,Ami Bera,CA-07,-0.47,-0.61,-0.39,0.35,CA-07-bera_ami-,0,0,0,-0.704518679,-0.704518679,0.5,-0.39,0.0333,2655,-0.61,0.0132,17025,D,0,1,50.3,@BeraForCongress,@RepBera,3907,NA,1,0,1,0,CA-07
155,Buzz Patterson,CA-07,1.62,1.83,1,0.74,CA-07-patterson_buzz-,0,0,0,NA,1.034735001,0.5,1,0.0422,1077,1.83,0.0059,36913,R,0,0,33.6,@BuzzPatterson,NA,124329,NA,1,1,1,0,CA-07
156,Chris Richardson,CA-07,NA,NA,NA,NA,CA-07-richardson_chris-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,G,0,0,2.3,NA,NA,NA,NA,1,0,0,0,CA-07
157,Jeff Burdick,CA-07,-1.18,-1.61,-1.03,0.27,CA-07-burdick_jeff-,0,0,0,NA,-0.870059059,0.5,-1.03,0.0589,983,-1.61,0.0218,4186,D,0,0,7.2,@BurdickCA7,NA,2704,NA,1,0,0,0,CA-07
158,Jon Ivy,CA-07,1.22,1.72,0.94,0.36,CA-07-ivy_jon-,0,0,0,NA,1.034735001,0.5,0.94,0.0208,5021,1.72,0.0066,33162,R,0,0,6.6,@jonivy,NA,1137,NA,1,1,0,0,CA-07
159,Bob Conaway,CA-08,NA,NA,NA,NA,CA-08-conaway_bob-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,6.2,@BobConaway,NA,NA,NA,1,0,0,0,CA-08
160,Christine Bubser,CA-08,-0.41,-0.47,-0.37,0.44,CA-08-bubser_christine-,0,0,0,NA,-0.870059059,0.5,-0.37,0.0595,695,-0.47,0.022,6398,D,0,0,28.7,@bubser4congress,NA,1524,NA,1,0,1,0,CA-08
161,James Ellars,CA-08,-1.31,-1.44,-0.9,0.77,CA-08-ellars_james-,0,0,0,NA,-0.870059059,0.5,-0.9,0.0547,993,-1.44,0.0089,38574,D,0,0,2.7,@Ellars,NA,18364,NA,1,0,0,0,CA-08
162,Jay Obernolte,CA-08,0.87,0.87,NA,1,CA-08-obernolte_jay-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,0.87,0.0424,1547,R,0,0,35,@TeamObernolte,@JayObernolte,NA,6122,1,1,1,0,CA-08
163,Jeff Esmus,CA-08,NA,NA,NA,NA,CA-08-esmus_jeff-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,2.8,NA,NA,NA,NA,1,0,0,0,CA-08
164,Jeremy Staat,CA-08,1.26,1.26,NA,1,CA-08-staat_jeremy-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.26,0.046,1075,R,0,0,1.6,@jeremystaat,NA,NA,NA,1,1,0,0,CA-08
165,Jerry Laws,CA-08,NA,NA,NA,NA,CA-08-laws_jerry-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,1.4,NA,NA,NA,NA,1,1,0,0,CA-08
166,Justin Whitehead,CA-08,NA,NA,NA,NA,CA-08-whitehead_justin-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0.9,NA,NA,NA,NA,1,1,0,0,CA-08
167,Tim Donnelly,CA-08,1.88,1.88,NA,1,CA-08-donnelly_tim-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.88,0.0107,10255,R,0,0,20.8,@PatriotNotPol,NA,24971,NA,1,1,0,0,CA-08
168,Antonio Amador,CA-09,1.12,NA,1.12,0,CA-09-amador_antonio-,0,0,0,NA,1.034735001,0.5,1.12,0.0601,622,NA,NA,NA,R,0,0,30.4,@tonyamador,NA,NA,NA,1,1,1,0,CA-09
169,Jerry McNerney,CA-09,-0.71,-0.81,-0.64,0.43,CA-09-mcnerney_jerry-,0,0,0,-0.975447349,-0.975447349,0.5,-0.64,0.0753,533,-0.81,0.0252,4679,D,0,1,56.6,@jerrymcnerney,@RepMcNerney,NA,NA,1,0,1,0,CA-09
170,William Martinek,CA-09,NA,NA,NA,NA,CA-09-martinek_william-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,13,NA,NA,NA,NA,1,1,0,0,CA-09
171,Bob Elliott,CA-10,0.92,0.92,NA,1,CA-10-elliott_bob-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,0.92,0.1022,340,R,0,0,13,@bobelliott2020,NA,NA,NA,1,1,0,0,CA-10
172,Josh Harder,CA-10,-0.33,-0.36,-0.24,0.71,CA-10-harder_josh-,0,0,1,-0.4336472,-0.4336472,0.5,-0.24,0.0472,866,-0.36,0.0099,24965,D,0,1,44.1,@JoshHarder,@RepJoshHarder,14115,NA,1,0,1,0,CA-10
173,Marla Sousa Livengood,CA-10,1.15,1.17,1.13,0.48,CA-10-livengood_marlasousa-,0,0,0,NA,1.034735001,0.5,1.13,0.0773,276,1.17,0.0277,2945,R,0,0,3.3,@marlalivengood,NA,1060,NA,1,1,0,0,CA-10
174,Michael Barkley,CA-10,-1.15,-1.54,-1.13,0.05,CA-10-barkley_michael-,0,0,0,NA,-0.870059059,0.5,-1.13,0.0232,6603,-1.54,0.0244,3771,D,0,0,3.5,@mjbarkl,NA,170,NA,1,0,0,0,CA-10
175,Ryan Blevins,CA-10,-1.25,-1.28,-0.97,0.91,CA-10-blevins_ryan-,0,0,0,NA,-0.870059059,0.5,-0.97,0.1144,229,-1.28,0.011,26145,D,0,0,2.2,@Blevins2020,NA,4373,NA,1,0,0,0,CA-10
176,Ted Howze,CA-10,1.07,1.22,0.96,0.41,CA-10-howze_ted-,0,0,0,NA,1.034735001,0.5,0.96,0.0483,831,1.22,0.0191,6794,R,0,0,33.9,@Ted_Howze,NA,9805,NA,1,1,1,0,CA-10
177,Mark DeSaulnier,CA-11,-0.97,-0.93,-1.42,0.92,CA-11-desaulnier_mark-,1,0,0,-1.273070359,-1.273070359,0.5,-1.42,0.0868,240,-0.93,0.0091,34454,D,0,1,71.3,@MarkDeSaulnier,@RepDeSaulnier,2532,NA,1,0,1,0,CA-11
178,Michael Ernest Kerr,CA-11,NA,NA,NA,NA,CA-11-kerr_michaelernest-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,G,0,0,7.4,NA,NA,NA,NA,1,0,0,0,CA-11
179,Nisha Sharma,CA-11,0.91,NA,0.91,0,CA-11-sharma_nisha-,0,0,0,NA,1.034735001,0.5,0.91,0.0789,323,NA,NA,NA,R,0,0,21.5,@NishaSharmaCA11,NA,NA,NA,1,1,1,0,CA-11
180,Agatha Bacelar,CA-12,-1.33,-1.39,-1.29,0.4,CA-12-bacelar_agatha-,0,0,0,NA,-0.870059059,0.5,-1.29,0.0354,1680,-1.39,0.0137,13217,D,0,0,1.5,@AgathaBacelar,NA,8910,NA,1,0,0,0,CA-12
181,Deanna Lorraine,CA-12,1.84,1.84,NA,1,CA-12-lorraine_deanna-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.84,0.0179,4185,R,0,0,1.8,@DeAnna4Congress,NA,393848,NA,1,1,0,0,CA-12
182,John Dennis,CA-12,1.69,1.74,1.42,0.84,CA-12-dennis_john-,0,0,0,NA,1.034735001,0.5,1.42,0.061,557,1.74,0.0066,34151,R,0,0,7.7,@RealJohnDennis,NA,63173,NA,1,1,0,0,CA-12
183,Nancy Pelosi,CA-12,-1.08,-1.18,-0.81,0.72,CA-12-pelosi_nancy-,0,0,0,NA,-0.870059059,0.5,-0.81,0.0484,1390,-1.18,0.0079,42157,D,1,1,74,@TeamPelosi,@SpeakerPelosi,645815,NA,1,0,1,0,CA-12
184,Shahid Buttar,CA-12,-1.65,-1.67,-1.54,0.87,CA-12-buttar_shahid-,0,0,0,NA,-0.870059059,0.5,-1.54,0.0501,497,-1.67,0.0064,38420,D,0,0,13,@ShahidForChange,NA,126160,NA,1,0,1,1,CA-12
185,Tom Gallagher,CA-12,-1.31,NA,-1.31,0,CA-12-gallagher_tom-,0,0,0,NA,-0.870059059,0.5,-1.31,0.0273,3250,NA,NA,NA,D,0,0,2,NA,NA,NA,NA,1,0,0,0,CA-12
186,Barbara Lee,CA-13,-1.58,-1.58,-1.53,0.94,CA-13-lee_barbara-,1,0,0,-1.38314016,-1.38314016,0.5,-1.53,0.0665,245,-1.58,0.0061,44153,D,0,1,92.6,@BLeeForCongress,@RepBarbaraLee,51935,NA,1,0,1,0,CA-13
187,Nikka Piterman,CA-13,1.4,1.58,1.23,0.48,CA-13-piterman_nikka-,0,0,0,NA,1.034735001,0.5,1.23,0.0845,292,1.58,0.0248,3208,R,0,0,7.4,@NikkaGOP,NA,904,NA,1,1,1,0,CA-13
188,Cristos Goodrow,CA-14,NA,NA,NA,NA,CA-14-goodrow_cristos-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,3.8,@CristosGoodrow,NA,NA,NA,1,0,0,0,CA-14
189,Eric Taylor,CA-14,NA,NA,NA,NA,CA-14-taylor_eric-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,3,NA,NA,NA,NA,1,0,0,0,CA-14
190,Jackie Speier,CA-14,-1.1,-1.32,-0.87,0.51,CA-14-speier_jackie-,0,0,0,-0.894276405,-0.894276405,0.5,-0.87,0.0363,2545,-1.32,0.0089,31192,D,0,1,77.3,@JackieSpeier,@RepSpeier,8675,NA,1,0,1,0,CA-14
191,Ran Petel,CA-14,0.98,NA,0.98,0,CA-14-petel_ran-,0,0,0,NA,1.034735001,0.5,0.98,0.0605,455,NA,NA,NA,R,0,0,16,@petel4congress,NA,NA,NA,1,1,1,0,CA-14
192,Alison Hayden,CA-15,1.41,1.7,0.98,0.6,CA-15-hayden_alison-,0,0,0,NA,1.034735001,0.5,0.98,0.0532,711,1.7,0.0117,12509,R,0,0,17,@Alison4Congress,NA,2625,NA,1,1,1,0,CA-15
193,Austin Intal,CA-15,NA,NA,NA,NA,CA-15-intal_austin-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,1.4,@austinintal,NA,101,NA,1,0,0,0,CA-15
194,Don Grundmann,CA-15,NA,NA,NA,NA,CA-15-grundmann_don-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,1.2,NA,NA,NA,NA,1,0,0,0,CA-15
195,Eric Swalwell,CA-15,-1.18,-1.27,-1.03,0.61,CA-15-swalwell_eric-,0,0,0,-0.922523255,-0.922523255,0.5,-1.03,0.04,2036,-1.27,0.0082,37015,D,0,1,59,@ericswalwell,@RepSwalwell,262618,NA,1,0,1,0,CA-15
196,Peter Yuan Liu,CA-15,NA,NA,NA,NA,CA-15-liu_peteryuan-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,7.8,NA,NA,NA,NA,1,1,0,0,CA-15
197,Samantha Campbell,CA-15,-1.21,NA,-1.21,0,CA-15-campbell_samantha-,0,0,0,NA,-0.870059059,0.5,-1.21,0.0711,446,NA,NA,NA,D,0,0,9.8,@campbell_for,NA,NA,NA,1,0,0,0,CA-15
198,Tuan Phan,CA-15,-0.89,NA,-0.89,0,CA-15-phan_tuan-,0,0,0,NA,-0.870059059,0.5,-0.89,0.061,889,NA,NA,NA,D,0,0,3.7,NA,NA,NA,NA,1,0,0,0,CA-15
199,Esmeralda Soria,CA-16,-0.84,-0.84,NA,1,CA-16-soria_esmeralda-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-0.84,0.0173,9864,D,0,0,21.3,@Esmeralda_Soria,NA,3795,NA,1,0,0,0,CA-16
200,Jim Costa,CA-16,-0.5,-0.46,-0.55,0.56,CA-16-costa_jim-,0,0,0,-0.467217667,-0.467217667,0.5,-0.55,0.0645,817,-0.46,0.0152,12319,D,0,1,37.6,NA,@RepJimCosta,NA,22935,1,0,1,0,CA-16
201,Kevin Cookingham,CA-16,1.14,1.21,1.1,0.34,CA-16-cookingham_kevin-,0,0,0,NA,1.034735001,0.5,1.1,0.0632,509,1.21,0.0266,3085,R,0,0,35.3,@KevCookingham,NA,7990,NA,1,1,1,0,CA-16
202,Kimberly Williams,CA-16,-1.18,-1.41,-1.18,0.02,CA-16-williams_kimberly-,1,0,0,-1.657822485,-1.657822485,0.5,-1.18,0.0401,1445,-1.41,0.0778,358,D,0,0,5.8,@KimWilliamsCA16,NA,9554,NA,1,0,0,0,CA-16
203,Joe Dehn,CA-17,NA,NA,NA,NA,CA-17-dehn_joe-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,L,0,0,2.2,NA,NA,NA,NA,1,0,0,0,CA-17
204,Ritesh Tandon,CA-17,0.95,1.31,0.89,0.14,CA-17-tandon_ritesh-,0,0,0,NA,1.034735001,0.5,0.89,0.0237,4657,1.31,0.0157,8934,R,0,0,21.5,@tandon4congress,NA,2932,NA,1,1,1,0,CA-17
205,Ro Khanna,CA-17,-1.22,-1.57,-1.04,0.34,CA-17-khanna_ro-,1,0,0,-1.365249827,-1.365249827,0.5,-1.04,0.0204,7470,-1.57,0.0063,44977,D,0,1,68.6,@RoKhanna,@RepRoKhanna,239761,NA,1,0,1,0,CA-17
206,Stephen Forbes,CA-17,NA,NA,NA,NA,CA-17-forbes_stephen-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,7.7,NA,NA,NA,NA,1,0,0,0,CA-17
207,Anna Eshoo,CA-18,-1.11,-0.68,-1.19,0.16,CA-18-eshoo_anna-,0,0,0,-0.970749364,-0.970749364,0.5,-1.19,0.0319,2949,-0.68,0.0222,6556,D,0,1,61.7,@Eshoo4Congress,@RepAnnaEshoo,665,NA,1,0,1,0,CA-18
208,Phil Reynolds,CA-18,NA,NA,NA,NA,CA-18-reynolds_phil-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,7.9,NA,NA,NA,NA,1,1,0,0,CA-18
209,Richard Fox,CA-18,NA,NA,NA,NA,CA-18-fox_richard-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,12.3,@DrFox4Congress,NA,NA,NA,1,1,0,0,CA-18
210,Rishi Kumar,CA-18,-1.07,-1.13,-1.05,0.28,CA-18-kumar_rishi-,0,0,0,NA,-0.870059059,0.5,-1.05,0.0327,2801,-1.13,0.0152,12766,D,0,0,16.3,@rishikumar1,NA,1428,NA,1,0,1,1,CA-18
211,Robert Goodwyn,CA-18,NA,NA,NA,NA,CA-18-goodwyn_robert-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,L,0,0,1.9,NA,NA,NA,NA,1,0,0,0,CA-18
212,Ignacio Cruz,CA-19,1.89,1.89,NA,1,CA-19-cruz_ignacio-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.89,0.0133,8225,R,0,0,11.5,@iicruzusa,NA,968,NA,1,1,0,0,CA-19
213,Ivan Torres,CA-19,-1.28,-1.88,-0.97,0.34,CA-19-torres_ivan-,0,0,0,NA,-0.870059059,0.5,-0.97,0.0773,473,-1.88,0.0179,2850,D,0,0,11.1,@IvanTorresCA,NA,260,NA,1,0,0,0,CA-19
214,Jason Mallory,CA-19,NA,NA,NA,NA,CA-19-mallory_jason-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,2.1,NA,NA,NA,NA,1,0,0,0,CA-19
